date,usd_try_close,eur_try_close,bist100_close,gold_usd_close,brent_oil_usd_close,wti_oil_usd_close,year,month,usd_try_return_1d_pct,eur_try_return_1d_pct,bist100_return_1d_pct,gold_usd_return_1d_pct,brent_oil_usd_return_1d_pct,wti_oil_usd_return_1d_pct
2021-01-01,7.433800220489502,9.084699630737305,,,,,2021,1,0.8146492528728233,0.26841753647204314,,,,
2021-01-04,7.433420181274414,9.105680465698242,1495.4000244140625,1944.699951171875,51.09000015258789,47.619998931884766,2021,1,-0.005112314076460844,0.23094693070480066,,,,
2021-01-05,7.421500205993652,9.088820457458496,1489.5999755859375,1952.699951171875,53.599998474121094,49.93000030517578,2021,1,-0.1603565383104466,-0.18515923442798954,-0.38785935090496215,0.41137451539396963,4.912895506041726,4.850905974599495
2021-01-06,7.383790016174316,9.081769943237305,1505.4000244140625,1906.9000244140625,54.29999923706055,50.630001068115234,2021,1,-0.5081208485163247,-0.0775734789150273,1.0606907281876188,-2.3454666821867143,1.305971609826484,1.4019642672962185
2021-01-07,7.29971981048584,9.006139755249023,1522.199951171875,1912.300048828125,54.380001068115234,50.83000183105469,2021,1,-1.1385779593449885,-0.8327692560038846,1.11597757973676,0.2831834047367865,0.14733302427025752,0.39502421236448093
2021-01-08,7.326600074768066,8.998499870300293,1540.5999755859375,1834.0999755859375,55.9900016784668,52.2400016784668,2021,1,0.3682369321027057,-0.0848297401145448,1.2087784131051382,-4.089320255475037,2.9606483610305823,2.7739519902017173
2021-01-11,7.357649803161621,8.963089942932129,1536.199951171875,1849.5999755859375,55.65999984741211,52.25,2021,1,0.423794503271524,-0.39350922796626,-0.2856046010509039,0.8451011507727868,-0.5893942153275655,0.01913920599532215
2021-01-12,7.471950054168701,9.091500282287598,1549.5,1842.9000244140625,56.58000183105469,53.209999084472656,2021,1,1.5534886011830062,1.4326570431966612,0.8657758918674041,-0.362237849281577,1.6528961303713618,1.8373188219572345
2021-01-13,7.446959972381592,9.091400146484375,1559.300048828125,1853.5999755859375,56.060001373291016,52.90999984741211,2021,1,-0.33445193832856157,-0.0011014222088046033,0.6324652357615257,0.5806039953402786,-0.9190534481005708,-0.5638023721524332
2021-01-14,7.394269943237305,9.00059986114502,1546.5999755859375,1850.300048828125,56.41999816894531,53.56999969482422,2021,1,-0.7075374292288106,-0.9987491901835122,-0.8144727021417109,-0.1780279888474512,0.6421633728782128,1.247400962607248
2021-01-15,7.366099834442139,8.948639869689941,1524.5,1829.300048828125,55.099998474121094,52.36000061035156,2021,1,-0.38097214480152797,-0.5772947609790524,-1.428939346618363,-1.1349510590620282,-2.3395954230122085,-2.2587252032214677
2021-01-18,7.449079990386963,8.98705005645752,1556.800048828125,,,,2021,1,1.1265141365153442,0.4292293278856496,2.118730654517864,,,
2021-01-19,7.475180149078369,9.02791976928711,1565.0,1839.5,55.900001525878906,52.97999954223633,2021,1,0.3503809695303062,0.4547622698531928,0.5267183269969333,,,
2021-01-20,7.466300010681152,9.061829566955566,1569.4000244140625,1865.9000244140625,56.08000183105469,53.2400016784668,2021,1,-0.11879497510587367,0.37561031261950095,0.281151719748407,1.435173928462219,0.32200411495955095,0.49075526326343155
2021-01-21,7.410600185394287,8.981459617614746,1551.5999755859375,1865.300048828125,56.099998474121094,53.130001068115234,2021,1,-0.7460164366176247,-0.8869064326026743,-1.1341945043470192,-0.03215475524342981,0.03565735095132361,-0.2066127101495785
2021-01-22,7.365699768066406,8.962420463562012,1542.5,1855.699951171875,55.40999984741211,52.27000045776367,2021,1,-0.6058944782418085,-0.21198284981869264,-0.586489799505252,-0.5146677427195323,-1.2299441095836805,-1.618672300136037
2021-01-25,7.41772985458374,9.025979995727539,1540.199951171875,1854.9000244140625,55.880001068115234,52.77000045776367,2021,1,0.7063834822987003,0.7091782005088643,-0.14911175547002165,-0.043106470812126485,0.8482245479108697,0.9565716388390433
2021-01-26,7.40749979019165,8.994020462036133,1536.0999755859375,1850.699951171875,55.90999984741211,52.61000061035156,2021,1,-0.13791368238853519,-0.3540838081464215,-0.26619761822599397,-0.2264312462616047,0.053684285475052995,-0.3032022854352112
2021-01-27,7.347300052642822,8.93513011932373,1467.0,1844.9000244140625,55.810001373291016,52.849998474121094,2021,1,-0.8126863213487989,-0.6547721673636264,-4.498403533896267,-0.3133909823761494,-0.1788561516616105,0.4561829708899623
2021-01-28,7.392240047454834,8.955249786376953,1498.300048828125,1837.9000244140625,55.529998779296875,52.34000015258789,2021,1,0.6116531853880947,0.22517486353903493,2.1336093270705625,-0.37942435402282815,-0.501706839462901,-0.964992121585273
2021-01-29,7.345779895782471,8.902569770812988,1473.5,1847.300048828125,55.880001068115234,52.20000076293945,2021,1,-0.6284989580169209,-0.5882584720763862,-1.6552124420954328,0.5114546106532281,0.6302940689940195,-0.267480682537824
2021-02-01,7.277699947357178,8.824990272521973,1492.5,1860.800048828125,56.349998474121094,53.54999923706055,2021,2,-0.9267899309694849,-0.8714281414042846,1.2894468951476057,0.7307962779822486,0.8410833876558943,2.586203935612885
2021-02-02,7.185070037841797,8.678030014038086,1511.4000244140625,1830.5,57.459999084472656,54.7599983215332,2021,2,-1.2727909942071514,-1.6652738863800365,1.2663332940745287,-1.6283344815692047,1.969832547309358,2.2595688173889794
2021-02-03,7.192599773406982,8.658780097961426,1533.5999755859375,1832.199951171875,58.459999084472656,55.689998626708984,2021,2,0.10479696823453288,-0.22182357108145867,1.468833585634055,0.09286813285305229,1.7403411345863207,1.698320550915855
