concept,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,concept_category,layer,year
Ekonomi,977.85,0.41745477900116074,0.03636363636363636,0.2242144913812511,macro_economy,total,2002
Anayasa,345.35,0.3851378244612263,0.18181818181818182,0.07494698020136532,constitutional_conflict,total,2002
Demokrasi,282.40000000000003,0.4942828606337004,0.0,0.32396760385998297,democratic_reform,total,2002
Hukuk Devleti,269.85,0.5415865789636224,0.21818181818181817,0.30150232076019295,democratic_reform,total,2002
Avrupa Birligi,142.05,0.5418814665256149,0.32727272727272727,0.33624193424564575,democratic_reform,total,2002
Guvenlik,136.25,0.5707896035887893,0.03636363636363636,0.38406749328607137,security_conflict,total,2002
Faiz,116.9,0.6368453217814088,0.43636363636363634,0.43721574277774317,macro_economy,total,2002
Reform,83.45,0.4163898662894575,0.0,0.22339889721192976,democratic_reform,total,2002
Enflasyon,57.400000000000006,0.38626675086561385,0.0,0.16246014696137998,macro_economy,total,2002
IMF,51.8,0.49214227033760516,0.0,0.32219778704232155,macro_economy,total,2002
Vesayet,6.1000000000000005,0.28297858901646444,0.0,0.015971401703652886,constitutional_conflict,total,2002
Egemenlik,3.35,0.5421265498337654,0.16363636363636364,0.34082430149304244,security_conflict,total,2002
Ekonomi,13771.3,0.37777264374872094,0.32727272727272727,0.030206950005850275,macro_economy,total,2003
Hukuk Devleti,6784.9,0.5217327265069229,0.21818181818181817,0.4239812640385854,democratic_reform,total,2003
Anayasa,4015.5,0.4214017476806146,0.18181818181818182,0.32101908364760573,constitutional_conflict,total,2003
Guvenlik,3925.8499999999995,0.5478692783270711,0.0,0.3435689873337536,security_conflict,total,2003
Demokrasi,2744.05,0.5219658130777396,0.10909090909090909,0.4240688136017078,democratic_reform,total,2003
Faiz,2116.25,0.5219620140881259,0.0,0.4241412788315458,macro_economy,total,2003
Avrupa Birligi,1893.0000000000002,0.2885368036534237,0.0,0.007356356036172389,democratic_reform,total,2003
Reform,1391.05,0.28835378121350796,0.0,0.007344421575926103,democratic_reform,total,2003
Enflasyon,915.2,0.5479747416817284,0.43636363636363634,0.343611990101381,macro_economy,total,2003
IMF,552.85,0.30314093368169165,0.0,0.06180123226088007,macro_economy,total,2003
Egemenlik,146.4,0.4059477455220422,0.0,0.31126533308499493,security_conflict,total,2003
Vesayet,101.75,0.4764163991271282,0.43636363636363634,0.14007707728374227,constitutional_conflict,total,2003
Ekonomi,8612.6,0.45218717828661403,0.12727272727272726,0.42232278811121743,macro_economy,total,2004
Hukuk Devleti,6353.85,0.4347646215388501,0.0,0.041713990261268,democratic_reform,total,2004
Anayasa,3723.5,0.4718668680892625,0.18181818181818182,0.04657938066357513,constitutional_conflict,total,2004
Demokrasi,2543.3999999999996,0.452420062338658,0.14545454545454545,0.04498242671210272,democratic_reform,total,2004
Guvenlik,2532.3500000000004,0.5702078244714034,0.5454545454545454,0.3787541443157743,security_conflict,total,2004
Avrupa Birligi,1960.1,0.45271358251099464,0.0,0.42215384527235683,democratic_reform,total,2004
Reform,1259.5500000000002,0.45261863918945977,0.0,0.4226211865585543,democratic_reform,total,2004
Faiz,977.95,0.45270549540972027,0.0,0.4220600591985341,macro_economy,total,2004
Enflasyon,667.15,0.3505268962646053,0.0,0.3544173710603887,macro_economy,total,2004
IMF,528.1,0.3390647621895433,0.0,0.01912579332431632,macro_economy,total,2004
Vesayet,223.70000000000002,0.32608102709597825,0.0,0.009471978506264989,constitutional_conflict,total,2004
Egemenlik,107.80000000000001,0.5702078244714034,0.5454545454545454,0.10597749370801272,security_conflict,total,2004
Ekonomi,10281.2,0.4955416992942285,0.2545454545454545,0.4161269039628972,macro_economy,total,2005
Hukuk Devleti,9160.1,0.2945536084367302,0.18181818181818182,0.004851982103360429,democratic_reform,total,2005
Anayasa,5214.8,0.3754706388934644,0.32727272727272727,0.02371141053958468,constitutional_conflict,total,2005
Guvenlik,3480.85,0.5438049853480054,0.14545454545454545,0.3159809137611231,security_conflict,total,2005
Demokrasi,2419.3999999999996,0.47303623047402354,0.43636363636363634,0.11549467780836895,democratic_reform,total,2005
Avrupa Birligi,1972.1999999999998,0.49531253302319933,0.2909090909090909,0.24826237779147298,democratic_reform,total,2005
Faiz,1750.65,0.49387375541068285,0.10909090909090909,0.4119413046375802,macro_economy,total,2005
Reform,1213.0,0.4038358610529492,0.0,0.3602427458725727,democratic_reform,total,2005
IMF,856.1000000000001,0.2301824952035295,0.0,0.0009219621897497657,macro_economy,total,2005
Enflasyon,719.45,0.36200422275492017,0.0,0.2223888491892591,macro_economy,total,2005
Vesayet,178.35000000000002,0.495000617481189,0.0,0.41553722718243213,constitutional_conflict,total,2005
Egemenlik,83.2,0.40395609216125994,0.03636363636363636,0.36032783480506614,security_conflict,total,2005
Ekonomi,9888.05,0.5962487790080928,0.43636363636363634,0.3969005297174674,macro_economy,total,2006
Hukuk Devleti,6173.299999999999,0.5967545602146221,0.0,0.4059296764858524,democratic_reform,total,2006
Guvenlik,5789.1,0.430154193152812,0.18181818181818182,0.09363906328729477,security_conflict,total,2006
Anayasa,3627.6000000000004,0.5972715335698658,0.2727272727272727,0.40662945597323974,constitutional_conflict,total,2006
Avrupa Birligi,2104.5,0.5142365283445328,0.0,0.37060729445934487,democratic_reform,total,2006
Demokrasi,1835.05,0.5967889962184547,0.05454545454545454,0.406203260603913,democratic_reform,total,2006
Faiz,1726.25,0.5132554970892557,0.0,0.3691051974419697,macro_economy,total,2006
Reform,1355.55,0.30768754865824777,0.0,0.01736822111803272,democratic_reform,total,2006
Enflasyon,869.4,0.4132917397951901,0.0,0.0907873587752982,macro_economy,total,2006
IMF,725.35,0.2657386103044894,0.0,0.007819606034105309,macro_economy,total,2006
Egemenlik,80.45,0.35553479189418596,0.18181818181818182,0.04330519221726356,security_conflict,total,2006
Vesayet,50.95,0.48839187985066795,0.32727272727272727,0.2334636817142364,constitutional_conflict,total,2006
Ekonomi,3274.5499999999997,0.6707920774368022,0.2909090909090909,0.46270173162937933,macro_economy,total,2007
Anayasa,2425.4,0.5379140567889298,0.0,0.280709796136343,constitutional_conflict,total,2007
Guvenlik,1851.55,0.5981767123080074,0.18181818181818182,0.3983055263864027,security_conflict,total,2007
Hukuk Devleti,1733.15,0.45006311825524303,0.0,0.20232452261738348,democratic_reform,total,2007
Demokrasi,1322.6,0.5971624238289474,0.32727272727272727,0.29039084245469915,democratic_reform,total,2007
Avrupa Birligi,826.1500000000001,0.4886461414163605,0.0,0.26247780150142846,democratic_reform,total,2007
Faiz,471.15000000000003,0.5393647372978039,0.12727272727272726,0.366320670028648,macro_economy,total,2007
Reform,229.89999999999998,0.35893376148678485,0.0,0.1196812825413467,democratic_reform,total,2007
Enflasyon,143.95,0.5116320052956972,0.0,0.3185220457584624,macro_economy,total,2007
Egemenlik,130.65,0.5124768675102119,0.16363636363636364,0.31730197219200723,security_conflict,total,2007
IMF,125.25,0.29509490808562766,0.0,0.012167980596993946,macro_economy,total,2007
Vesayet,27.85,0.4068227294753142,0.18181818181818182,0.059210115787005,constitutional_conflict,total,2007
Ekonomi,274.83062,0.523918637601182,0.08888888888888889,0.3774500931898102,macro_economy,positive,2002
Demokrasi,143.27382,0.38234356319354534,0.2,0.07310526866554862,democratic_reform,positive,2002
Hukuk Devleti,127.85208000000002,0.4977694914662467,0.0,0.35735543747684495,democratic_reform,positive,2002
Anayasa,125.333175,0.2837488591616052,0.0,0.01680155120668705,constitutional_conflict,positive,2002
Reform,27.557660000000002,0.584204414899456,0.4666666666666667,0.40791397895907155,democratic_reform,positive,2002
Avrupa Birligi,21.61607,0.5227591918909007,0.35555555555555557,0.2994457001474472,democratic_reform,positive,2002
Faiz,16.908875,0.4140209291586049,0.0,0.1754016036408761,macro_economy,positive,2002
Enflasyon,13.691815,0.4140209291586049,0.0,0.1754016036408761,macro_economy,positive,2002
Guvenlik,12.16086,0.6211724846626273,0.26666666666666666,0.43362245364035273,security_conflict,positive,2002
IMF,11.22509,0.6208344289992482,0.06666666666666667,0.43337593897175886,macro_economy,positive,2002
