concept,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,concept_category,layer,year
Egemenlik,0.675,0.4140209291586049,0.0,0.1754016036408761,security_conflict,positive,2002
Ekonomi,4063.4032899999997,0.5132231507990062,0.18181818181818182,0.19350433560493527,macro_economy,positive,2003
Hukuk Devleti,1546.4010349999999,0.5699179456966788,0.0,0.37606519286386203,democratic_reform,positive,2003
Anayasa,862.222355,0.5695791535510615,0.0,0.3757841746476065,constitutional_conflict,positive,2003
Demokrasi,848.11391,0.569843633297923,0.0,0.37601172858151016,democratic_reform,positive,2003
Avrupa Birligi,835.9487300000001,0.4894853091513304,0.0,0.12977196919234238,democratic_reform,positive,2003
Guvenlik,474.27805500000005,0.6351884540895922,0.0,0.4056640358960208,security_conflict,positive,2003
Faiz,367.55582,0.6344274256356885,0.32727272727272727,0.3859755194545483,macro_economy,positive,2003
Reform,310.14977500000003,0.36109044794868883,0.0,0.06133304752895651,democratic_reform,positive,2003
Enflasyon,248.395335,0.7183643437655849,0.509090909090909,0.4386814753839173,macro_economy,positive,2003
IMF,70.67564999999999,0.4270772010145345,0.18181818181818182,0.07205544955011084,macro_economy,positive,2003
Egemenlik,32.80512,0.42985123828307104,0.0,0.08118852383759946,security_conflict,positive,2003
Vesayet,0.5125,0.3018600694255689,0.0,0.012827995525779255,constitutional_conflict,positive,2003
Ekonomi,2819.193735,0.3195198639031122,0.0,0.27818625796027846,macro_economy,positive,2004
Hukuk Devleti,1660.8893099999998,0.43096751061540406,0.4666666666666667,0.04339665819472718,democratic_reform,positive,2004
Demokrasi,995.8784949999999,0.3526568674776401,0.35555555555555557,0.010531925114815183,democratic_reform,positive,2004
Avrupa Birligi,755.0909,0.4951352737248743,0.0,0.4107984564497205,democratic_reform,positive,2004
Anayasa,752.9140950000001,0.4950699908688219,0.5333333333333333,0.18779965704098323,constitutional_conflict,positive,2004
Guvenlik,419.65585,0.49536447965087743,0.4444444444444445,0.4108577895785452,security_conflict,positive,2004
Reform,313.80672500000003,0.41323595777304306,0.0,0.42737231547975524,democratic_reform,positive,2004
Faiz,224.25787,0.4131436752692636,0.0,0.42724890702603463,macro_economy,positive,2004
Enflasyon,164.57253,0.41312869361261223,0.15555555555555556,0.4272983853158244,macro_economy,positive,2004
IMF,70.57335,0.2749697999337499,0.0,0.002951369363769242,macro_economy,positive,2004
Egemenlik,26.34152,0.27467830694624173,0.0,0.002943290898074721,security_conflict,positive,2004
Ekonomi,3091.72347,0.44319967963674356,0.01818181818181818,0.3979031867569382,macro_economy,positive,2005
Hukuk Devleti,2009.714,0.42298524414917793,0.32727272727272727,0.047694883468436367,democratic_reform,positive,2005
Anayasa,1056.42523,0.4445592623504236,0.16363636363636364,0.08213454280238242,constitutional_conflict,positive,2005
Demokrasi,591.683595,0.5293304792542577,0.21818181818181817,0.1469664482733414,democratic_reform,positive,2005
Avrupa Birligi,557.96421,0.5084819873428973,0.2545454545454545,0.212911668623316,democratic_reform,positive,2005
Guvenlik,455.03969500000005,0.5571360447775343,0.2909090909090909,0.398637405108575,security_conflict,positive,2005
Reform,318.957235,0.48516166758038104,0.14545454545454545,0.4323878842825739,democratic_reform,positive,2005
Faiz,269.70141,0.4427344351438811,0.0,0.3974702228579106,macro_economy,positive,2005
Enflasyon,168.293075,0.36726484035875645,0.0,0.3265147389963949,macro_economy,positive,2005
IMF,130.52658,0.3202046444739377,0.18181818181818182,0.009824291823213574,macro_economy,positive,2005
Egemenlik,15.649955000000002,0.44139413065903105,0.0,0.39389830517611685,security_conflict,positive,2005
Vesayet,0.96,0.24531738213332172,0.0,0.0019354036010477001,constitutional_conflict,positive,2005
Ekonomi,3012.7107049999995,0.5767481435548695,0.34545454545454546,0.44928066161730523,macro_economy,positive,2006
Hukuk Devleti,1453.6760499999998,0.5787956082757671,0.05454545454545454,0.34071120604160643,democratic_reform,positive,2006
Guvenlik,989.1815099999999,0.3992241821206242,0.0,0.20480593065377023,security_conflict,positive,2006
Avrupa Birligi,633.96932,0.5487334232184196,0.0,0.41531108339383893,democratic_reform,positive,2006
Anayasa,604.4166950000001,0.4728048979468065,0.32727272727272727,0.13829246026532643,constitutional_conflict,positive,2006
Demokrasi,407.92789,0.5235242508559643,0.0,0.3718211310540064,democratic_reform,positive,2006
Faiz,286.26503,0.6108869852021586,0.45454545454545453,0.3475987722089618,macro_economy,positive,2006
Reform,248.05324000000002,0.4157413212050282,0.0,0.2710352462111045,democratic_reform,positive,2006
Enflasyon,118.04177,0.43635728263314766,0.03636363636363636,0.33491910300035355,macro_economy,positive,2006
IMF,78.500815,0.3579844286595842,0.0,0.055413151065360565,macro_economy,positive,2006
Egemenlik,10.81429,0.34337345604954844,0.18181818181818182,0.02656548165094412,security_conflict,positive,2006
Vesayet,1.025,0.25830795087801217,0.0,0.00510676789757283,constitutional_conflict,positive,2006
Ekonomi,996.2368149999999,0.510262554972297,0.022222222222222223,0.3135029878115099,macro_economy,positive,2007
Anayasa,293.42807999999997,0.6053895840809345,0.37777777777777777,0.34921483010316284,constitutional_conflict,positive,2007
Hukuk Devleti,271.45505,0.5389975738857146,0.0,0.3431515100000981,democratic_reform,positive,2007
Guvenlik,243.87861,0.5054280423081088,0.0,0.2686234071687313,security_conflict,positive,2007
Demokrasi,224.64201,0.41832786194615074,0.2,0.07777414948357421,democratic_reform,positive,2007
Avrupa Birligi,213.08828999999997,0.5359073488713145,0.2,0.3331877719428892,democratic_reform,positive,2007
Reform,67.231565,0.35626224282810676,0.0,0.07178571462500649,democratic_reform,positive,2007
Faiz,31.358615,0.6058104423560167,0.0,0.3948942059410509,macro_economy,positive,2007
Enflasyon,30.51564,0.6906438834596712,0.4444444444444445,0.4976272535008244,macro_economy,positive,2007
Egemenlik,26.006880000000002,0.485492566680676,0.0,0.2526101642909764,security_conflict,positive,2007
IMF,18.00685,0.29537528554999093,0.0,0.015845328488428317,macro_economy,positive,2007
Ekonomi,129.65012000000002,0.4749816122636452,0.11111111111111112,0.4335349307790483,macro_economy,negative,2002
Anayasa,21.597260000000002,0.3488178020157413,0.0,0.0735696278812277,constitutional_conflict,negative,2002
Demokrasi,21.53698,0.46144659510768016,0.4666666666666667,0.1388204353461101,democratic_reform,negative,2002
Faiz,19.886654999999998,0.47566634912939154,0.0,0.4317659266727328,macro_economy,negative,2002
Guvenlik,19.41106,0.4136849983187573,0.0,0.40406948279038596,security_conflict,negative,2002
Hukuk Devleti,16.03268,0.5196384360508653,0.3111111111111111,0.4780208022577585,democratic_reform,negative,2002
IMF,14.255,0.3466680241135359,0.0,0.073118828819664,macro_economy,negative,2002
Enflasyon,12.762865000000001,0.3927220470347363,0.2,0.23967045407532847,macro_economy,negative,2002
Avrupa Birligi,8.15858,0.5512920077368725,0.5333333333333333,0.370460090760441,democratic_reform,negative,2002
Vesayet,3.5200000000000005,0.3458900174761955,0.0,0.07282300779565958,constitutional_conflict,negative,2002
Reform,1.175,0.28915253640108757,0.0,0.061918104247958676,democratic_reform,negative,2002
Ekonomi,1968.010215,0.4361983465636086,0.0,0.4026954209825032,macro_economy,negative,2003
Guvenlik,881.8027850000001,0.43635937004344905,0.0,0.40277663850082956,security_conflict,negative,2003
Hukuk Devleti,834.11543,0.5725958896627523,0.5454545454545454,0.10289805262731996,democratic_reform,negative,2003
Anayasa,470.68669500000004,0.4732229074671933,0.32727272727272727,0.03510918330404001,constitutional_conflict,negative,2003
Faiz,311.373545,0.5725958896627523,0.5454545454545454,0.41926849539548844,macro_economy,negative,2003
Demokrasi,233.40424000000002,0.4360852649237236,0.0,0.03405471124675683,democratic_reform,negative,2003
IMF,119.818185,0.34853136929947637,0.18181818181818182,0.006987776828495158,macro_economy,negative,2003
Reform,119.112855,0.43566767767832737,0.0,0.4022155648662684,democratic_reform,negative,2003
Enflasyon,117.519975,0.4358430715728706,0.0,0.034034275725932525,macro_economy,negative,2003
Avrupa Birligi,72.88221000000001,0.4359732632291757,0.0,0.4022708551985311,democratic_reform,negative,2003
Vesayet,63.293459999999996,0.4358921661658117,0.0,0.4025328259842988,constitutional_conflict,negative,2003
Egemenlik,17.70848,0.2637973062687614,0.0,0.001371245667300162,security_conflict,negative,2003
Hukuk Devleti,901.1546849999999,0.543000779906502,0.2727272727272727,0.44561542107903135,democratic_reform,negative,2004
Ekonomi,855.35974,0.5716727062257665,0.0,0.36464093889534455,macro_economy,negative,2004
Guvenlik,517.771705,0.5170738633552837,0.43636363636363634,0.2287692703204383,security_conflict,negative,2004
Anayasa,513.9092899999999,0.4022756458647491,0.0,0.263125871562063,constitutional_conflict,negative,2004
Demokrasi,170.69349,0.3878141831067131,0.0,0.19460728374796157,democratic_reform,negative,2004
Vesayet,146.36726000000002,0.29018377089473185,0.0,0.009470215552539584,constitutional_conflict,negative,2004
IMF,112.8671,0.4020807186545735,0.0,0.26284129647252163,macro_economy,negative,2004
Avrupa Birligi,111.97418,0.40261481840162433,0.34545454545454546,0.049622310643864485,democratic_reform,negative,2004
Faiz,95.20976,0.5718427680084095,0.36363636363636365,0.36488278295420956,macro_economy,negative,2004
Reform,91.38700999999999,0.5177078336259375,0.12727272727272726,0.4136864936687391,democratic_reform,negative,2004
Enflasyon,78.70906500000001,0.2935335596370123,0.0,0.009873715773737812,macro_economy,negative,2004
Egemenlik,10.162780000000001,0.5717191074712598,0.0,0.36470567246884134,security_conflict,negative,2004
Hukuk Devleti,1488.32192,0.4682929266666667,0.0,0.2982223227851546,democratic_reform,negative,2005
Ekonomi,1479.8481299999999,0.6293903875712704,0.14545454545454545,0.45561095457148354,macro_economy,negative,2005
Guvenlik,778.68471,0.5642025686866169,0.0,0.2703510577432566,security_conflict,negative,2005
Anayasa,719.90742,0.4885446181913195,0.18181818181818182,0.30693533750694063,constitutional_conflict,negative,2005
Demokrasi,244.54249000000002,0.5961685381326627,0.2909090909090909,0.4116520747359613,democratic_reform,negative,2005
Faiz,243.11260000000001,0.4874952730124259,0.34545454545454546,0.2048850616709718,macro_economy,negative,2005
Avrupa Birligi,141.49991,0.4669603798064857,0.0,0.29681093655720675,democratic_reform,negative,2005
IMF,128.169735,0.33163211546198096,0.0,0.058975466512574314,macro_economy,negative,2005
Vesayet,99.54583,0.5956735167195959,0.21818181818181817,0.3386328633905565,constitutional_conflict,negative,2005
Reform,87.278625,0.5963300911518427,0.12727272727272726,0.3397888043081653,democratic_reform,negative,2005
Enflasyon,80.03377,0.3240327404212149,0.0,0.03684492315116484,macro_economy,negative,2005
Egemenlik,10.100269999999998,0.33560996629991663,0.0,0.041070129409763914,security_conflict,negative,2005
Ekonomi,1273.20196,0.6287594822019905,0.16363636363636364,0.36036078561905216,macro_economy,negative,2006
Guvenlik,1066.2054050000002,0.6295030738784391,0.32727272727272727,0.372119692904786,security_conflict,negative,2006
Hukuk Devleti,870.77388,0.6294865870565393,0.19999999999999998,0.4179305236400569,democratic_reform,negative,2006
Anayasa,439.70136499999995,0.536094439873303,0.18181818181818182,0.25691960773866185,constitutional_conflict,negative,2006
Faiz,292.068465,0.5927434784234791,0.0,0.2872220329701016,macro_economy,negative,2006
Demokrasi,188.47982,0.5928972431941252,0.23636363636363636,0.3612781070344713,democratic_reform,negative,2006
Reform,174.45052500000003,0.42777777502776937,0.0,0.1331294527488286,democratic_reform,negative,2006
IMF,168.74378000000002,0.3666731067874739,0.0,0.06848895638657192,macro_economy,negative,2006
Avrupa Birligi,168.43796,0.4881076914886452,0.0,0.29031415005148686,democratic_reform,negative,2006
Enflasyon,104.84256500000001,0.35562702401991975,0.0,0.053542491985280945,macro_economy,negative,2006
Vesayet,24.977849999999997,0.5363209307194687,0.0,0.2912035553735818,constitutional_conflict,negative,2006
Egemenlik,12.091755,0.48649296973571976,0.0,0.28915784771900654,security_conflict,negative,2006
Guvenlik,443.93035499999996,0.5399379223532279,0.18181818181818182,0.3804550090196804,security_conflict,negative,2007
Ekonomi,418.8898,0.5355720996931914,0.43636363636363634,0.21410767198143318,macro_economy,negative,2007
Anayasa,350.82368,0.4694339707805846,0.05454545454545454,0.4170265254204743,constitutional_conflict,negative,2007
Hukuk Devleti,252.20303,0.5676877519431189,0.21818181818181817,0.4515737009061188,democratic_reform,negative,2007
Demokrasi,165.052095,0.450620451354823,0.05454545454545454,0.3466389869410441,democratic_reform,negative,2007
Avrupa Birligi,108.489425,0.3608466167074809,0.0,0.1337565089845921,democratic_reform,negative,2007
Faiz,48.852889999999995,0.2343350424997823,0.0,0.001474542688760767,macro_economy,negative,2007
Egemenlik,18.82446,0.40058662717944277,0.32727272727272727,0.03954587377223651,security_conflict,negative,2007
Vesayet,18.54914,0.4668828932973999,0.07272727272727272,0.2656630467265949,constitutional_conflict,negative,2007
Reform,12.166870000000001,0.3068637894423133,0.18181818181818182,0.007992171897022652,democratic_reform,negative,2007
Enflasyon,9.587760000000001,0.4470783020481369,0.0,0.37040478562340984,macro_economy,negative,2007
IMF,7.650180000000001,0.41110900262571587,0.0,0.29004497041662647,macro_economy,negative,2007
