term,event_month,event_label,spread_pre,spread_post,spread_delta,akp_chp_gap_pre,akp_chp_gap_post,akp_chp_gap_delta,top_gatekeeper_pre_speaker,top_gatekeeper_pre_party,top_gatekeeper_pre_score,top_gatekeeper_post_speaker,top_gatekeeper_post_party,top_gatekeeper_post_score
22,2003-03,Iraq vote,2.721800004022147,6.378360503610278,3.6565604995881307,0.29690170873020305,2.0491462424231144,1.7522445336929113,Recep Akdağ,Adalet ve Kalkınma Partisi,3.1733849034151858,İdris Sami Tandoğdu,Cumhuriyet Halk Partisi,3.0516902255445606
22,2005-10,EU talks,2.6891804029874016,2.2980395920486383,-0.3911408109387633,0.14654094258058592,1.5779188050099,1.431377862429314,Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,1.8149896474853047,Mehmet Atilla Maraş,Adalet ve Kalkınma Partisi,2.9515757933143814
22,2007-04,E-memorandum,4.448855460033616,4.306014061230343,-0.14284139880327285,1.463358075385721,1.1102440359737893,-0.35311403941193165,Hüseyin Bayındır,Cumhuriyet Halk Partisi,2.6257525940459088,Nur Doğan Topaloğlu,Adalet ve Kalkınma Partisi,2.9702560371346527
