party,center,left,right,n_years,ideology_ref,boot_q10,boot_q25,boot_median,boot_q75,boot_q90,boot_std
Bağımsız,-0.9725342492253128,-2.5882895949302345,3.5485795889404397,6,0.0,-0.9003748875286994,-0.6592730531691658,-0.44292560644748263,-0.1784805602604255,0.043513005884035276,0.37561588986714745
Cumhuriyet Halk Partisi,-0.5933660971935221,-1.0249688099779066,-0.062381958251861463,6,-1.0,-0.6036293899299414,-0.5694011792133074,-0.5107488976747079,-0.45868988704285135,-0.4216470410817377,0.07611148388014687
Doğru Yol Partisi,-0.4034657287664023,-0.8482247005436112,3.4933782438579595,6,0.4,-0.18886946726980294,-0.02745858050600633,0.16613062104503434,0.33227415129876925,0.5340289383540361,0.2864727276147418
Anavatan Partisi,0.1710412364008045,-0.8641402466616126,0.6533042090559756,6,0.6,0.060746664325775634,0.1782290759256743,0.36790976744597004,0.5442340704774898,0.7304044753427067,0.26227823504586184
Adalet ve Kalkınma Partisi,0.5310659299933156,-0.37084730899813495,1.1160981324743795,6,0.8,0.5084055286904571,0.5654506466198508,0.6386544900104978,0.7026374763010472,0.7600076413594186,0.0995875347208577
