date,party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
2002-11-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,9,278,204,112,388.6,388.6,0.2902208201892745,total
2002-11-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,6,77,41,8,94.15,94.15,0.66,total
2002-11-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,8,56,47,1,72.8,72.8,0.9387755102040817,total
2002-11-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,6,47,24,6,57.5,57.5,0.5806451612903226,total
2002-11-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,5,42,27,10,54.95,54.95,0.4473684210526316,total
2002-11-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,2,27,18,21,40.65,40.65,-0.075,total
2002-11-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,3,28,17,13,38.5,38.5,0.12903225806451613,total
2002-11-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,2,28,2,5,30.450000000000003,30.450000000000003,-0.375,total
2002-11-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,20,5,22,29.450000000000003,29.450000000000003,-0.6071428571428571,total
2002-11-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,4,18,19,12,28.85,28.85,0.21875,total
2002-11-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,7,17,8,14,24.7,24.7,-0.2608695652173913,total
2002-11-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,3,19,7,2,22.15,22.15,0.5,total
2002-11-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,4,13,5,2,15.45,15.45,0.375,total
2002-11-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,2,8,8,5,12.55,12.55,0.21428571428571427,total
2002-11-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,1,6,3,1,7.4,7.4,0.4,total
2002-11-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,2,6,2,1,7.050000000000001,7.050000000000001,0.25,total
2002-11-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,2,6,1,2,7.05,7.05,-0.25,total
2002-11-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,1,5,1,2,6.05,6.05,-0.25,total
2002-11-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,1,2,2,0,2.7,2.7,0.6666666666666666,total
2002-11-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2002-12-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,57,287,146,104,374.5,374.5,0.16733067729083664,total
2002-12-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,29,152,41,16,171.95,171.95,0.43103448275862066,total
2002-12-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,38,133,54,40,165.9,165.9,0.14736842105263157,total
2002-12-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,23,88,51,18,112.15,112.15,0.4714285714285714,total
2002-12-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,22,83,27,16,98.05,98.05,0.25,total
2002-12-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,17,75,34,10,90.4,90.4,0.5333333333333333,total
2002-12-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,16,69,43,4,85.45,85.45,0.8125,total
2002-12-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,22,57,28,7,69.25,69.25,0.5833333333333334,total
2002-12-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,16,53,14,10,61.400000000000006,61.400000000000006,0.16,total
2002-12-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,20,44,15,16,54.85,54.85,-0.03125,total
2002-12-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,13,31,11,17,40.8,40.8,-0.20689655172413793,total
2002-12-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,12,36,2,5,38.45,38.45,-0.375,total
2002-12-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,13,28,9,5,32.9,32.9,0.26666666666666666,total
2002-12-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,13,20,8,5,24.55,24.55,0.21428571428571427,total
2002-12-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,6,16,2,9,19.85,19.85,-0.5833333333333334,total
2002-12-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,6,11,4,7,14.850000000000001,14.850000000000001,-0.25,total
2002-12-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,9,12,4,2,14.1,14.1,0.2857142857142857,total
2002-12-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,4,7,0,2,7.7,7.7,-0.6666666666666666,total
2002-12-01,Bağımsız,economy,Ekonomi,macro_economy,1,6,0,4,7.4,7.4,-0.8,total
2002-12-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,6,7,0,0,7.0,7.0,0.0,total
2002-12-01,Anavatan Partisi,economy,Ekonomi,macro_economy,2,6,0,0,6.0,6.0,0.0,total
2002-12-01,Doğru Yol Partisi,economy,Ekonomi,macro_economy,1,6,0,0,6.0,6.0,0.0,total
2002-12-01,Anavatan Partisi,inflation,Enflasyon,macro_economy,1,5,0,0,5.0,5.0,0.0,total
2002-12-01,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,1,3,0,4,4.4,4.4,-0.8,total
2002-12-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,2,2,2,3,3.75,3.75,-0.16666666666666666,total
2002-12-01,Anavatan Partisi,imf,IMF,macro_economy,1,3,0,1,3.35,3.35,-0.5,total
2002-12-01,Anavatan Partisi,security,Guvenlik,security_conflict,1,3,0,1,3.35,3.35,-0.5,total
2002-12-01,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,2,2,1,0,2.35,2.35,0.5,total
2002-12-01,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,1,1,1,1,1.7,1.7,0.0,total
2002-12-01,Doğru Yol Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,1,1.35,1.35,-0.5,total
2002-12-01,Anavatan Partisi,interest,Faiz,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2002-12-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,1,1,0,0,1.0,1.0,0.0,total
2003-01-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,75,364,165,137,469.7,469.7,0.0924092409240924,total
2003-01-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,57,350,117,75,417.2,417.2,0.21761658031088082,total
2003-01-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,76,321,85,131,396.6,396.6,-0.2119815668202765,total
2003-01-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,40,275,94,47,324.35,324.35,0.33098591549295775,total
2003-01-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,39,135,39,20,155.65,155.65,0.31666666666666665,total
2003-01-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,34,140,30,10,154.0,154.0,0.4878048780487805,total
2003-01-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,33,101,19,29,117.80000000000001,117.80000000000001,-0.20408163265306123,total
2003-01-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,28,87,13,16,97.15,97.15,-0.1,total
2003-01-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,21,62,18,43,83.35,83.35,-0.4032258064516129,total
2003-01-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,22,64,45,6,81.85,81.85,0.75,total
2003-01-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,18,53,16,10,62.1,62.1,0.2222222222222222,total
2003-01-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,14,47,31,2,58.55,58.55,0.8529411764705882,total
2003-01-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,19,46,3,12,51.25,51.25,-0.5625,total
2003-01-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,17,38,17,1,44.300000000000004,44.300000000000004,0.8421052631578947,total
2003-01-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,16,35,5,11,40.6,40.6,-0.35294117647058826,total
2003-01-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,12,33,11,4,38.25,38.25,0.4375,total
2003-01-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,13,26,11,8,32.65,32.65,0.15,total
2003-01-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,7,21,14,14,30.799999999999997,30.799999999999997,0.0,total
2003-01-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,9,19,4,17,26.35,26.35,-0.5909090909090909,total
2003-01-01,Anavatan Partisi,economy,Ekonomi,macro_economy,7,20,4,11,25.25,25.25,-0.4375,total
2003-01-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,2,10,1,9,13.5,13.5,-0.7272727272727273,total
2003-01-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,5,7,2,1,8.05,8.05,0.25,total
2003-01-01,Bağımsız,economy,Ekonomi,macro_economy,2,5,2,5,7.45,7.45,-0.375,total
2003-01-01,Anavatan Partisi,inflation,Enflasyon,macro_economy,1,3,0,1,3.35,3.35,-0.5,total
2003-01-01,Bağımsız,european_union,Avrupa Birligi,democratic_reform,1,1,0,6,3.1,3.1,-0.8571428571428571,total
2003-01-01,Anavatan Partisi,interest,Faiz,macro_economy,1,2,0,0,2.0,2.0,0.0,total
2003-01-01,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,1,1,0,1,1.35,1.35,-0.5,total
2003-01-01,Anavatan Partisi,democracy,Demokrasi,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2003-01-01,Bağımsız,reform,Reform,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2003-01-01,Bağımsız,security,Guvenlik,security_conflict,1,1,0,0,1.0,1.0,0.0,total
2003-02-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,36,274,84,91,335.25,335.25,-0.03977272727272727,total
2003-02-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,38,216,94,74,274.8,274.8,0.11834319526627218,total
2003-02-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,45,202,64,52,242.6,242.6,0.10256410256410256,total
2003-02-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,24,150,58,14,175.20000000000002,175.20000000000002,0.6027397260273972,total
2003-02-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,36,115,32,13,130.75,130.75,0.41304347826086957,total
2003-02-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,17,49,31,10,63.35,63.35,0.5,total
2003-02-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,15,51,8,4,55.2,55.2,0.3076923076923077,total
2003-02-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,19,37,9,15,45.4,45.4,-0.24,total
2003-02-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,16,35,6,12,41.3,41.3,-0.3157894736842105,total
2003-02-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,11,25,13,7,32.0,32.0,0.2857142857142857,total
2003-02-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,8,22,4,4,24.799999999999997,24.799999999999997,0.0,total
2003-02-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,9,21,5,2,23.45,23.45,0.375,total
2003-02-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,5,15,3,4,17.45,17.45,-0.125,total
2003-02-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,8,16,2,2,17.4,17.4,0.0,total
2003-02-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,5,10,3,1,11.4,11.4,0.4,total
2003-02-01,Anavatan Partisi,economy,Ekonomi,macro_economy,2,8,5,1,10.1,10.1,0.5714285714285714,total
2003-02-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,6,9,1,0,9.35,9.35,0.5,total
2003-02-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,4,4,0,2,4.7,4.7,-0.6666666666666666,total
2003-02-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,2,3,0,2,3.7,3.7,-0.6666666666666666,total
2003-02-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,2,2,2,1,3.05,3.05,0.25,total
2003-02-01,Bağımsız,security,Guvenlik,security_conflict,1,2,0,0,2.0,2.0,0.0,total
2003-02-01,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,1,1,0,2,1.7,1.7,-0.6666666666666666,total
2003-02-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,1,1,0,1,1.35,1.35,-0.5,total
2003-03-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,177,1365,794,426,1792.0,1792.0,0.3013923013923014,total
2003-03-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,229,845,297,319,1060.6,1060.6,-0.03565640194489465,total
2003-03-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,121,491,137,129,584.1,584.1,0.0299625468164794,total
2003-03-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,104,423,99,66,480.75,480.75,0.19879518072289157,total
2003-03-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,96,386,131,80,459.85,459.85,0.24056603773584906,total
2003-03-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,75,313,87,35,355.7,355.7,0.42276422764227645,total
2003-03-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,71,255,30,57,285.45,285.45,-0.3068181818181818,total
2003-03-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,77,211,100,37,258.95,258.95,0.45652173913043476,total
2003-03-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,60,177,65,70,224.25,224.25,-0.03676470588235294,total
2003-03-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,81,172,88,17,208.75,208.75,0.6698113207547169,total
2003-03-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,51,172,72,22,204.9,204.9,0.5263157894736842,total
2003-03-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,48,157,45,32,183.95,183.95,0.16666666666666666,total
2003-03-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,70,143,29,74,179.05,179.05,-0.4326923076923077,total
2003-03-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,38,138,40,26,161.1,161.1,0.208955223880597,total
2003-03-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,49,82,40,13,100.55,100.55,0.5,total
2003-03-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,32,86,18,13,96.85,96.85,0.15625,total
2003-03-01,Bağımsız,economy,Ekonomi,macro_economy,9,65,23,13,77.60000000000001,77.60000000000001,0.2702702702702703,total
2003-03-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,24,68,20,5,76.75,76.75,0.5769230769230769,total
2003-03-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,23,53,38,16,71.9,71.9,0.4,total
2003-03-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,30,50,25,9,61.9,61.9,0.45714285714285713,total
2003-03-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,22,49,11,14,57.75,57.75,-0.11538461538461539,total
2003-03-01,Anavatan Partisi,economy,Ekonomi,macro_economy,9,30,7,11,36.300000000000004,36.300000000000004,-0.21052631578947367,total
2003-03-01,Anavatan Partisi,law_state,Hukuk Devleti,democratic_reform,5,14,0,3,15.05,15.05,-0.75,total
2003-03-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,6,10,4,8,14.2,14.2,-0.3076923076923077,total
2003-03-01,Anavatan Partisi,interest,Faiz,macro_economy,5,11,3,2,12.75,12.75,0.16666666666666666,total
2003-03-01,Anavatan Partisi,constitution,Anayasa,constitutional_conflict,5,11,4,0,12.4,12.4,0.8,total
2003-03-01,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,4,7,0,13,11.55,11.55,-0.9285714285714286,total
2003-03-01,Anavatan Partisi,imf,IMF,macro_economy,3,9,1,3,10.4,10.4,-0.4,total
2003-03-01,Anavatan Partisi,inflation,Enflasyon,macro_economy,4,10,0,0,10.0,10.0,0.0,total
2003-03-01,Anavatan Partisi,democracy,Demokrasi,democratic_reform,5,7,6,1,9.45,9.45,0.625,total
2003-03-01,Bağımsız,security,Guvenlik,security_conflict,3,7,0,3,8.05,8.05,-0.75,total
2003-03-01,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,5,6,4,0,7.4,7.4,0.8,total
2003-03-01,Anavatan Partisi,security,Guvenlik,security_conflict,4,4,2,6,6.8,6.8,-0.4444444444444444,total
2003-03-01,Bağımsız,constitution,Anayasa,constitutional_conflict,2,4,1,4,5.75,5.75,-0.5,total
2003-03-01,Bağımsız,interest,Faiz,macro_economy,1,5,1,0,5.35,5.35,0.5,total
2003-03-01,Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,2,5,1,0,5.35,5.35,0.5,total
2003-03-01,Doğru Yol Partisi,economy,Ekonomi,macro_economy,2,5,1,0,5.35,5.35,0.5,total
2003-03-01,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,3,3,1,3,4.4,4.4,-0.4,total
2003-03-01,Doğru Yol Partisi,security,Guvenlik,security_conflict,1,3,2,2,4.4,4.4,0.0,total
2003-03-01,Anavatan Partisi,reform,Reform,democratic_reform,2,3,0,0,3.0,3.0,0.0,total
2003-03-01,Bağımsız,law_state,Hukuk Devleti,democratic_reform,2,2,0,1,2.35,2.35,-0.5,total
2003-03-01,Bağımsız,reform,Reform,democratic_reform,1,1,1,0,1.35,1.35,0.5,total
2003-03-01,Bağımsız,tutelage,Vesayet,constitutional_conflict,1,1,0,1,1.35,1.35,-0.5,total
2003-03-01,Doğru Yol Partisi,sovereignty,Egemenlik,security_conflict,1,1,1,0,1.35,1.35,0.5,total
2003-03-01,Doğru Yol Partisi,inflation,Enflasyon,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2003-03-01,Doğru Yol Partisi,law_state,Hukuk Devleti,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2003-04-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,156,492,259,146,633.75,633.75,0.27832512315270935,total
2003-04-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,131,444,67,59,488.1,488.1,0.06299212598425197,total
2003-04-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,81,376,176,130,483.1,483.1,0.1498371335504886,total
2003-04-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,96,321,95,82,382.95,382.95,0.07303370786516854,total
2003-04-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,70,201,52,22,226.9,226.9,0.4,total
2003-04-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,70,183,61,46,220.45,220.45,0.1388888888888889,total
2003-04-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,58,134,33,21,152.9,152.9,0.21818181818181817,total
2003-04-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,59,137,17,15,148.2,148.2,0.06060606060606061,total
2003-04-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,39,92,35,18,110.55,110.55,0.3148148148148148,total
2003-04-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,28,66,16,38,84.9,84.9,-0.4,total
2003-04-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,21,54,38,9,70.45,70.45,0.6041666666666666,total
2003-04-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,16,44,21,5,53.1,53.1,0.5925925925925926,total
2003-04-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,19,43,8,12,50.0,50.0,-0.19047619047619047,total
2003-04-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,20,44,7,9,49.6,49.6,-0.11764705882352941,total
2003-04-01,Anavatan Partisi,economy,Ekonomi,macro_economy,6,32,7,26,43.55,43.55,-0.5588235294117647,total
2003-04-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,17,39,7,3,42.5,42.5,0.36363636363636365,total
2003-04-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,25,31,7,23,41.5,41.5,-0.5161290322580645,total
2003-04-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,20,37,5,1,39.1,39.1,0.5714285714285714,total
2003-04-01,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,8,19,6,0,21.1,21.1,0.8571428571428571,total
2003-04-01,Bağımsız,economy,Ekonomi,macro_economy,3,14,16,0,19.6,19.6,0.9411764705882353,total
2003-04-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,10,15,4,7,18.85,18.85,-0.25,total
2003-04-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,9,16,2,1,17.05,17.05,0.25,total
2003-04-01,Doğru Yol Partisi,economy,Ekonomi,macro_economy,1,14,2,5,16.45,16.45,-0.375,total
2003-04-01,Anavatan Partisi,security,Guvenlik,security_conflict,4,8,2,10,12.2,12.2,-0.6153846153846154,total
2003-04-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,5,7,0,1,7.35,7.35,-0.5,total
2003-04-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,4,5,4,2,7.1,7.1,0.2857142857142857,total
2003-04-01,Doğru Yol Partisi,sovereignty,Egemenlik,security_conflict,1,5,2,0,5.7,5.7,0.6666666666666666,total
2003-04-01,Bağımsız,democracy,Demokrasi,democratic_reform,1,3,0,4,4.4,4.4,-0.8,total
2003-04-01,Anavatan Partisi,interest,Faiz,macro_economy,2,4,1,0,4.35,4.35,0.5,total
2003-04-01,Anavatan Partisi,law_state,Hukuk Devleti,democratic_reform,2,4,0,1,4.35,4.35,-0.5,total
2003-04-01,Bağımsız,law_state,Hukuk Devleti,democratic_reform,1,1,1,2,2.05,2.05,-0.25,total
2003-04-01,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,1,1,2,1,2.05,2.05,0.25,total
2003-04-01,Anavatan Partisi,constitution,Anayasa,constitutional_conflict,2,2,0,0,2.0,2.0,0.0,total
2003-04-01,Anavatan Partisi,democracy,Demokrasi,democratic_reform,2,2,0,0,2.0,2.0,0.0,total
2003-04-01,Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,1,2,0,0,2.0,2.0,0.0,total
2003-04-01,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,1,1,0,1,1.35,1.35,-0.5,total
2003-04-01,Anavatan Partisi,reform,Reform,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2003-04-01,Anavatan Partisi,sovereignty,Egemenlik,security_conflict,1,1,0,0,1.0,1.0,0.0,total
2003-04-01,Bağımsız,interest,Faiz,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2003-05-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,225,684,249,283,870.2,870.2,-0.06378986866791744,total
2003-05-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,114,451,246,136,584.7,584.7,0.28720626631853785,total
2003-05-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,154,340,132,62,407.9,407.9,0.358974358974359,total
2003-05-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,37,269,194,28,346.7,346.7,0.7443946188340808,total
2003-05-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,105,228,74,43,268.95,268.95,0.2627118644067797,total
2003-05-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,79,207,137,33,266.5,266.5,0.6081871345029239,total
2003-05-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,93,168,38,32,192.5,192.5,0.08450704225352113,total
2003-05-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,70,118,32,60,150.2,150.2,-0.3010752688172043,total
2003-05-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,46,114,47,20,137.45000000000002,137.45000000000002,0.39705882352941174,total
2003-05-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,49,88,37,13,105.5,105.5,0.47058823529411764,total
2003-05-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,44,71,20,16,83.6,83.6,0.10810810810810811,total
2003-05-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,31,64,21,10,74.85000000000001,74.85000000000001,0.34375,total
2003-05-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,24,54,21,5,63.1,63.1,0.5925925925925926,total
2003-05-01,Anavatan Partisi,economy,Ekonomi,macro_economy,13,36,16,15,46.85,46.85,0.03125,total
2003-05-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,15,39,3,14,44.95,44.95,-0.6111111111111112,total
2003-05-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,20,30,9,6,35.25,35.25,0.1875,total
2003-05-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,18,29,8,6,33.9,33.9,0.13333333333333333,total
2003-05-01,Anavatan Partisi,law_state,Hukuk Devleti,democratic_reform,9,23,10,9,29.65,29.65,0.05,total
2003-05-01,Anavatan Partisi,security,Guvenlik,security_conflict,9,23,6,8,27.9,27.9,-0.13333333333333333,total
2003-05-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,17,23,5,3,25.8,25.8,0.2222222222222222,total
2003-05-01,Bağımsız,economy,Ekonomi,macro_economy,5,17,2,7,20.15,20.15,-0.5,total
2003-05-01,Anavatan Partisi,interest,Faiz,macro_economy,2,12,3,10,16.55,16.55,-0.5,total
2003-05-01,Doğru Yol Partisi,european_union,Avrupa Birligi,democratic_reform,1,11,12,3,16.25,16.25,0.5625,total
2003-05-01,Anavatan Partisi,democracy,Demokrasi,democratic_reform,7,13,6,1,15.45,15.45,0.625,total
2003-05-01,Doğru Yol Partisi,economy,Ekonomi,macro_economy,1,9,16,0,14.6,14.6,0.9411764705882353,total
2003-05-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,6,9,3,4,11.45,11.45,-0.125,total
2003-05-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,6,11,1,0,11.35,11.35,0.5,total
