date,party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
2005-04-01,Anavatan Partisi,economy,Ekonomi,macro_economy,7,25,8,1,28.150000000000002,28.150000000000002,0.7,total
2005-04-01,Doğru Yol Partisi,constitution,Anayasa,constitutional_conflict,11,25,4,5,28.150000000000002,28.150000000000002,-0.1,total
2005-04-01,Bağımsız,economy,Ekonomi,macro_economy,6,19,6,1,21.45,21.45,0.625,total
2005-04-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,3,19,1,2,20.05,20.05,-0.25,total
2005-04-01,Doğru Yol Partisi,interest,Faiz,macro_economy,3,11,0,0,11.0,11.0,0.0,total
2005-04-01,Anavatan Partisi,security,Guvenlik,security_conflict,4,9,0,4,10.4,10.4,-0.8,total
2005-04-01,Doğru Yol Partisi,security,Guvenlik,security_conflict,2,9,3,1,10.4,10.4,0.4,total
2005-04-01,Anavatan Partisi,law_state,Hukuk Devleti,democratic_reform,3,8,1,1,8.7,8.7,0.0,total
2005-04-01,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,5,6,0,0,6.0,6.0,0.0,total
2005-04-01,Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,3,6,0,0,6.0,6.0,0.0,total
2005-04-01,Doğru Yol Partisi,european_union,Avrupa Birligi,democratic_reform,3,3,2,1,4.05,4.05,0.25,total
2005-04-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,3,4,0,0,4.0,4.0,0.0,total
2005-04-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,3,3,1,0,3.35,3.35,0.5,total
2005-04-01,Anavatan Partisi,imf,IMF,macro_economy,2,3,1,0,3.35,3.35,0.5,total
2005-04-01,Anavatan Partisi,reform,Reform,democratic_reform,1,3,1,0,3.35,3.35,0.5,total
2005-04-01,Bağımsız,law_state,Hukuk Devleti,democratic_reform,1,2,3,0,3.05,3.05,0.75,total
2005-04-01,Anavatan Partisi,european_union,Avrupa Birligi,democratic_reform,3,3,0,0,3.0,3.0,0.0,total
2005-04-01,Doğru Yol Partisi,inflation,Enflasyon,macro_economy,2,2,0,0,2.0,2.0,0.0,total
2005-04-01,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,1,1,0,1,1.35,1.35,-0.5,total
2005-04-01,Anavatan Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1,1.35,1.35,-0.5,total
2005-04-01,Bağımsız,constitution,Anayasa,constitutional_conflict,1,1,0,0,1.0,1.0,0.0,total
2005-05-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,143,635,140,141,733.35,733.35,-0.0035460992907801418,total
2005-05-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,143,493,137,122,583.65,583.65,0.057692307692307696,total
2005-05-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,85,275,179,65,360.40000000000003,360.40000000000003,0.46530612244897956,total
2005-05-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,98,297,55,30,326.75,326.75,0.29069767441860467,total
2005-05-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,82,233,42,41,262.05,262.05,0.011904761904761904,total
2005-05-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,69,198,56,34,229.5,229.5,0.24175824175824176,total
2005-05-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,42,186,33,38,210.85,210.85,-0.06944444444444445,total
2005-05-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,47,127,36,47,156.05,156.05,-0.13095238095238096,total
2005-05-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,45,88,25,13,101.3,101.3,0.3076923076923077,total
2005-05-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,35,77,18,9,86.45,86.45,0.32142857142857145,total
2005-05-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,35,60,13,14,69.45,69.45,-0.03571428571428571,total
2005-05-01,Anavatan Partisi,economy,Ekonomi,macro_economy,8,37,13,26,50.65,50.65,-0.325,total
2005-05-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,27,37,9,8,42.95,42.95,0.05555555555555555,total
2005-05-01,Doğru Yol Partisi,constitution,Anayasa,constitutional_conflict,8,35,3,0,36.05,36.05,0.75,total
2005-05-01,Doğru Yol Partisi,economy,Ekonomi,macro_economy,12,26,5,6,29.85,29.85,-0.08333333333333333,total
2005-05-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,10,23,3,10,27.55,27.55,-0.5,total
2005-05-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,13,20,14,3,25.95,25.95,0.6111111111111112,total
2005-05-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,13,19,8,4,23.2,23.2,0.3076923076923077,total
2005-05-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,9,16,4,7,19.85,19.85,-0.25,total
2005-05-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,10,18,2,3,19.75,19.75,-0.16666666666666666,total
2005-05-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,10,15,7,3,18.5,18.5,0.36363636363636365,total
2005-05-01,Bağımsız,democracy,Demokrasi,democratic_reform,3,9,11,3,13.9,13.9,0.5333333333333333,total
2005-05-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,8,11,4,2,13.1,13.1,0.2857142857142857,total
2005-05-01,Bağımsız,law_state,Hukuk Devleti,democratic_reform,3,8,10,4,12.899999999999999,12.899999999999999,0.4,total
2005-05-01,Bağımsız,economy,Ekonomi,macro_economy,4,7,2,6,9.8,9.8,-0.4444444444444444,total
2005-05-01,Doğru Yol Partisi,imf,IMF,macro_economy,1,6,4,0,7.4,7.4,0.8,total
2005-05-01,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,2,3,1,5,5.1,5.1,-0.5714285714285714,total
2005-05-01,Anavatan Partisi,security,Guvenlik,security_conflict,2,2,0,7,4.45,4.45,-0.875,total
2005-05-01,Bağımsız,european_union,Avrupa Birligi,democratic_reform,3,3,3,0,4.05,4.05,0.75,total
2005-05-01,Anavatan Partisi,law_state,Hukuk Devleti,democratic_reform,2,4,0,0,4.0,4.0,0.0,total
2005-05-01,Doğru Yol Partisi,law_state,Hukuk Devleti,democratic_reform,2,3,0,2,3.7,3.7,-0.6666666666666666,total
2005-05-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,3,3,1,0,3.35,3.35,0.5,total
2005-05-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,2,2,0,1,2.35,2.35,-0.5,total
2005-05-01,Anavatan Partisi,inflation,Enflasyon,macro_economy,1,1,0,3,2.05,2.05,-0.75,total
2005-05-01,Bağımsız,imf,IMF,macro_economy,1,2,0,0,2.0,2.0,0.0,total
2005-05-01,Bağımsız,constitution,Anayasa,constitutional_conflict,1,1,1,1,1.7,1.7,0.0,total
2005-05-01,Anavatan Partisi,constitution,Anayasa,constitutional_conflict,1,1,0,0,1.0,1.0,0.0,total
2005-05-01,Anavatan Partisi,democracy,Demokrasi,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2005-05-01,Anavatan Partisi,european_union,Avrupa Birligi,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2005-05-01,Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2005-05-01,Doğru Yol Partisi,inflation,Enflasyon,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2005-06-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,214,1963,769,437,2385.1,2385.1,0.2750621375310688,total
2005-06-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,193,582,196,219,727.25,727.25,-0.055288461538461536,total
2005-06-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,133,467,135,99,548.9,548.9,0.15319148936170213,total
2005-06-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,104,383,92,94,448.09999999999997,448.09999999999997,-0.0106951871657754,total
2005-06-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,85,252,53,21,277.9,277.9,0.4266666666666667,total
2005-06-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,72,213,134,47,276.35,276.35,0.47802197802197804,total
2005-06-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,90,191,70,39,229.15,229.15,0.2818181818181818,total
2005-06-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,68,141,97,37,187.9,187.9,0.4444444444444444,total
2005-06-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,63,112,30,59,143.15,143.15,-0.32222222222222224,total
2005-06-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,44,97,20,47,120.45,120.45,-0.39705882352941174,total
2005-06-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,45,92,14,23,104.95,104.95,-0.23684210526315788,total
2005-06-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,42,82,33,20,100.55,100.55,0.24074074074074073,total
2005-06-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,38,67,24,14,80.3,80.3,0.2564102564102564,total
2005-06-01,Doğru Yol Partisi,constitution,Anayasa,constitutional_conflict,20,62,4,0,63.4,63.4,0.8,total
2005-06-01,Bağımsız,economy,Ekonomi,macro_economy,15,44,16,36,62.2,62.2,-0.37735849056603776,total
2005-06-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,19,45,5,4,48.15,48.15,0.1,total
2005-06-01,Doğru Yol Partisi,law_state,Hukuk Devleti,democratic_reform,12,44,4,1,45.75,45.75,0.5,total
2005-06-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,20,34,14,6,41.0,41.0,0.38095238095238093,total
2005-06-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,21,35,12,5,40.95,40.95,0.3888888888888889,total
2005-06-01,Doğru Yol Partisi,economy,Ekonomi,macro_economy,19,25,2,1,26.05,26.05,0.25,total
2005-06-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,13,20,10,1,23.85,23.85,0.75,total
2005-06-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,8,14,2,2,15.4,15.4,0.0,total
2005-06-01,Bağımsız,imf,IMF,macro_economy,5,11,12,0,15.2,15.2,0.9230769230769231,total
2005-06-01,Bağımsız,security,Guvenlik,security_conflict,5,11,2,7,14.149999999999999,14.149999999999999,-0.5,total
2005-06-01,Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,7,10,4,4,12.8,12.8,0.0,total
2005-06-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,7,11,4,0,12.399999999999999,12.399999999999999,0.8,total
2005-06-01,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,4,7,0,13,11.549999999999999,11.549999999999999,-0.9285714285714286,total
2005-06-01,Doğru Yol Partisi,security,Guvenlik,security_conflict,2,9,2,3,10.75,10.75,-0.16666666666666666,total
2005-06-01,Bağımsız,european_union,Avrupa Birligi,democratic_reform,5,6,7,1,8.8,8.8,0.6666666666666666,total
2005-06-01,Doğru Yol Partisi,european_union,Avrupa Birligi,democratic_reform,5,7,3,1,8.4,8.4,0.4,total
2005-06-01,Doğru Yol Partisi,interest,Faiz,macro_economy,1,6,0,2,6.7,6.7,-0.6666666666666666,total
2005-06-01,Doğru Yol Partisi,inflation,Enflasyon,macro_economy,3,6,0,0,6.0,6.0,0.0,total
2005-06-01,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,2,4,0,4,5.4,5.4,-0.8,total
2005-06-01,Doğru Yol Partisi,reform,Reform,democratic_reform,3,5,1,0,5.35,5.35,0.5,total
2005-06-01,Bağımsız,interest,Faiz,macro_economy,1,5,0,0,5.0,5.0,0.0,total
2005-06-01,Bağımsız,inflation,Enflasyon,macro_economy,4,4,2,0,4.7,4.7,0.6666666666666666,total
2005-06-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,3,4,0,2,4.7,4.7,-0.6666666666666666,total
2005-06-01,Bağımsız,reform,Reform,democratic_reform,3,4,0,1,4.35,4.35,-0.5,total
2005-06-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,3,3,0,0,3.0,3.0,0.0,total
2005-06-01,Anavatan Partisi,economy,Ekonomi,macro_economy,2,3,0,0,3.0,3.0,0.0,total
2005-06-01,Doğru Yol Partisi,imf,IMF,macro_economy,3,3,0,0,3.0,3.0,0.0,total
2005-06-01,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,2,2,2,0,2.7,2.7,0.6666666666666666,total
2005-06-01,Bağımsız,constitution,Anayasa,constitutional_conflict,2,2,1,0,2.35,2.35,0.5,total
2005-06-01,Bağımsız,democracy,Demokrasi,democratic_reform,2,2,0,1,2.35,2.35,-0.5,total
2005-06-01,Anavatan Partisi,reform,Reform,democratic_reform,1,1,1,0,1.35,1.35,0.5,total
2005-06-01,Doğru Yol Partisi,tutelage,Vesayet,constitutional_conflict,1,1,0,1,1.35,1.35,-0.5,total
2005-07-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,21,95,28,38,118.1,118.1,-0.14925373134328357,total
2005-07-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,13,66,22,19,80.35,80.35,0.07142857142857142,total
2005-07-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,24,47,15,7,54.7,54.7,0.34782608695652173,total
2005-07-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,17,35,9,11,42.0,42.0,-0.09523809523809523,total
2005-07-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,16,33,12,0,37.2,37.2,0.9230769230769231,total
2005-07-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,13,27,10,8,33.3,33.3,0.10526315789473684,total
2005-07-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,6,27,6,0,29.1,29.1,0.8571428571428571,total
2005-07-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,3,24,2,2,25.400000000000002,25.400000000000002,0.0,total
2005-07-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,5,12,10,1,15.85,15.85,0.75,total
2005-07-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,3,10,8,5,14.55,14.55,0.21428571428571427,total
2005-07-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,4,14,0,0,14.0,14.0,0.0,total
2005-07-01,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,3,8,2,8,11.5,11.5,-0.5454545454545454,total
2005-07-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,3,7,2,5,9.45,9.45,-0.375,total
2005-07-01,Doğru Yol Partisi,economy,Ekonomi,macro_economy,3,6,0,4,7.4,7.4,-0.8,total
2005-07-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,3,4,4,1,5.75,5.75,0.5,total
2005-07-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,2,3,0,2,3.7,3.7,-0.6666666666666666,total
2005-07-01,Doğru Yol Partisi,security,Guvenlik,security_conflict,3,3,0,0,3.0,3.0,0.0,total
2005-07-01,Doğru Yol Partisi,imf,IMF,macro_economy,1,2,0,0,2.0,2.0,0.0,total
2005-07-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,1,1,0,1,1.35,1.35,-0.5,total
2005-07-01,Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2005-09-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,41,151,38,93,196.85,196.85,-0.4166666666666667,total
2005-09-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,8,71,15,44,91.65,91.65,-0.48333333333333334,total
2005-09-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,16,26,11,10,33.35,33.35,0.045454545454545456,total
2005-09-01,Doğru Yol Partisi,security,Guvenlik,security_conflict,3,28,4,1,29.75,29.75,0.5,total
2005-09-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,6,26,0,10,29.5,29.5,-0.9090909090909091,total
2005-09-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,10,16,2,4,18.099999999999998,18.099999999999998,-0.2857142857142857,total
2005-09-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,5,12,12,3,17.25,17.25,0.5625,total
2005-09-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,10,14,5,2,16.45,16.45,0.375,total
2005-09-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,4,11,0,2,11.7,11.7,-0.6666666666666666,total
2005-09-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,3,8,8,2,11.5,11.5,0.5454545454545454,total
2005-09-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,2,5,0,5,6.75,6.75,-0.8333333333333334,total
2005-09-01,Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,1,5,2,0,5.7,5.7,0.6666666666666666,total
2005-09-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,4,4,3,1,5.4,5.4,0.4,total
2005-09-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,2,5,0,1,5.35,5.35,-0.5,total
2005-09-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,1,3,0,0,3.0,3.0,0.0,total
2005-09-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,1,2,0,1,2.35,2.35,-0.5,total
2005-09-01,Doğru Yol Partisi,economy,Ekonomi,macro_economy,1,2,0,1,2.35,2.35,-0.5,total
2005-10-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,60,278,63,34,311.95,311.95,0.29591836734693877,total
2005-10-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,65,216,153,53,288.1,288.1,0.4830917874396135,total
2005-10-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,68,207,32,13,222.75,222.75,0.41304347826086957,total
2005-10-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,72,185,46,36,213.7,213.7,0.12048192771084337,total
2005-10-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,53,145,33,28,166.35,166.35,0.08064516129032258,total
2005-10-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,50,132,27,66,164.55,164.55,-0.4148936170212766,total
2005-10-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,47,102,43,10,120.55,120.55,0.6111111111111112,total
2005-10-01,Doğru Yol Partisi,constitution,Anayasa,constitutional_conflict,28,94,12,13,102.75,102.75,-0.038461538461538464,total
2005-10-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,27,90,13,17,100.5,100.5,-0.12903225806451613,total
2005-10-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,31,80,24,16,94.0,94.0,0.1951219512195122,total
2005-10-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,24,52,11,13,60.400000000000006,60.400000000000006,-0.08,total
2005-10-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,24,41,8,16,49.4,49.4,-0.32,total
2005-10-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,15,46,4,2,48.1,48.1,0.2857142857142857,total
2005-10-01,Anavatan Partisi,economy,Ekonomi,macro_economy,12,37,10,12,44.699999999999996,44.699999999999996,-0.08695652173913043,total
2005-10-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,25,39,6,3,42.15,42.15,0.3,total
2005-10-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,19,35,15,1,40.6,40.6,0.8235294117647058,total
2005-10-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,18,29,14,1,34.25,34.25,0.8125,total
2005-10-01,Doğru Yol Partisi,economy,Ekonomi,macro_economy,13,29,2,7,32.15,32.15,-0.5,total
2005-10-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,15,20,13,3,25.6,25.6,0.5882352941176471,total
2005-10-01,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,9,19,12,3,24.25,24.25,0.5625,total
2005-10-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,12,19,8,4,23.2,23.2,0.3076923076923077,total
2005-10-01,Doğru Yol Partisi,inflation,Enflasyon,macro_economy,3,15,0,5,16.75,16.75,-0.8333333333333334,total
2005-10-01,Anavatan Partisi,security,Guvenlik,security_conflict,2,13,5,1,15.100000000000001,15.100000000000001,0.5714285714285714,total
2005-10-01,Bağımsız,economy,Ekonomi,macro_economy,3,10,3,8,13.85,13.85,-0.4166666666666667,total
2005-10-01,Anavatan Partisi,european_union,Avrupa Birligi,democratic_reform,5,9,5,0,10.75,10.75,0.8333333333333334,total
2005-10-01,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,5,8,2,5,10.45,10.45,-0.375,total
2005-10-01,Doğru Yol Partisi,interest,Faiz,macro_economy,1,7,0,3,8.05,8.05,-0.75,total
2005-10-01,Anavatan Partisi,law_state,Hukuk Devleti,democratic_reform,2,8,0,0,8.0,8.0,0.0,total
2005-10-01,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,5,8,0,0,8.0,8.0,0.0,total
2005-10-01,Doğru Yol Partisi,security,Guvenlik,security_conflict,4,7,1,1,7.7,7.7,0.0,total
2005-10-01,Doğru Yol Partisi,imf,IMF,macro_economy,4,7,0,0,7.0,7.0,0.0,total
2005-10-01,Bağımsız,constitution,Anayasa,constitutional_conflict,3,6,0,0,6.0,6.0,0.0,total
2005-10-01,Anavatan Partisi,imf,IMF,macro_economy,2,4,1,3,5.4,5.4,-0.4,total
2005-10-01,Anavatan Partisi,interest,Faiz,macro_economy,3,4,0,3,5.05,5.05,-0.75,total
2005-10-01,Bağımsız,democracy,Demokrasi,democratic_reform,3,5,0,0,5.0,5.0,0.0,total
2005-10-01,Anavatan Partisi,constitution,Anayasa,constitutional_conflict,3,4,0,2,4.7,4.7,-0.6666666666666666,total
2005-10-01,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,2,2,0,4,3.4,3.4,-0.8,total
2005-10-01,Bağımsız,law_state,Hukuk Devleti,democratic_reform,2,3,0,1,3.35,3.35,-0.5,total
2005-10-01,Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,3,3,0,1,3.35,3.35,-0.5,total
2005-10-01,Doğru Yol Partisi,law_state,Hukuk Devleti,democratic_reform,2,3,0,1,3.35,3.35,-0.5,total
2005-10-01,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,2,2,0,2,2.7,2.7,-0.6666666666666666,total
2005-10-01,Anavatan Partisi,inflation,Enflasyon,macro_economy,2,2,0,0,2.0,2.0,0.0,total
2005-10-01,Doğru Yol Partisi,european_union,Avrupa Birligi,democratic_reform,2,2,0,0,2.0,2.0,0.0,total
2005-10-01,Bağımsız,security,Guvenlik,security_conflict,1,1,1,1,1.7,1.7,0.0,total
2005-10-01,Anavatan Partisi,democracy,Demokrasi,democratic_reform,1,1,0,1,1.35,1.35,-0.5,total
2005-10-01,Bağımsız,european_union,Avrupa Birligi,democratic_reform,1,1,1,0,1.35,1.35,0.5,total
2005-10-01,Bağımsız,sovereignty,Egemenlik,security_conflict,1,1,1,0,1.35,1.35,0.5,total
2005-10-01,Doğru Yol Partisi,sovereignty,Egemenlik,security_conflict,1,1,0,0,1.0,1.0,0.0,total
2005-11-01,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,60,202,52,62,241.9,241.9,-0.08695652173913043,total
2005-11-01,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,49,186,124,27,238.85,238.85,0.6381578947368421,total
2005-11-01,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,35,182,38,64,217.7,217.7,-0.2524271844660194,total
2005-11-01,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,42,131,27,63,162.5,162.5,-0.3956043956043956,total
2005-11-01,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,47,127,38,34,152.20000000000002,152.20000000000002,0.0547945205479452,total
2005-11-01,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,38,129,15,14,139.15,139.15,0.03333333333333333,total
2005-11-01,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,32,97,20,42,118.7,118.7,-0.3492063492063492,total
2005-11-01,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,30,67,21,25,83.1,83.1,-0.0851063829787234,total
2005-11-01,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,18,52,30,5,64.25,64.25,0.6944444444444444,total
2005-11-01,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,20,52,6,11,57.95,57.95,-0.2777777777777778,total
2005-11-01,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,21,44,29,7,56.6,56.6,0.5945945945945946,total
2005-11-01,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,25,41,15,13,50.800000000000004,50.800000000000004,0.06896551724137931,total
2005-11-01,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,9,46,10,2,50.2,50.2,0.6153846153846154,total
2005-11-01,Anavatan Partisi,constitution,Anayasa,constitutional_conflict,9,42,5,2,44.45,44.45,0.375,total
2005-11-01,Bağımsız,law_state,Hukuk Devleti,democratic_reform,5,33,3,2,34.75,34.75,0.16666666666666666,total
2005-11-01,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,13,27,11,2,31.55,31.55,0.6428571428571429,total
2005-11-01,Doğru Yol Partisi,security,Guvenlik,security_conflict,10,27,3,2,28.75,28.75,0.16666666666666666,total
2005-11-01,Anavatan Partisi,economy,Ekonomi,macro_economy,7,19,9,8,24.95,24.95,0.05555555555555555,total
2005-11-01,Anavatan Partisi,law_state,Hukuk Devleti,democratic_reform,11,20,2,3,21.75,21.75,-0.16666666666666666,total
2005-11-01,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,11,19,4,0,20.4,20.4,0.8,total
2005-11-01,Anavatan Partisi,inflation,Enflasyon,macro_economy,2,16,0,2,16.7,16.7,-0.6666666666666666,total
2005-11-01,Bağımsız,democracy,Demokrasi,democratic_reform,5,13,5,1,15.100000000000001,15.100000000000001,0.5714285714285714,total
2005-11-01,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,5,12,2,1,13.05,13.05,0.25,total
2005-11-01,Bağımsız,security,Guvenlik,security_conflict,3,9,4,5,12.15,12.15,-0.1,total
2005-11-01,Anavatan Partisi,european_union,Avrupa Birligi,democratic_reform,6,10,3,1,11.4,11.4,0.4,total
2005-11-01,Doğru Yol Partisi,law_state,Hukuk Devleti,democratic_reform,4,10,0,4,11.399999999999999,11.399999999999999,-0.8,total
2005-11-01,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,6,10,2,0,10.7,10.7,0.6666666666666666,total
