year,party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
2002,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,66,565,350,216,763.1,763.1,0.23633156966490299,total
2002,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,31,180,43,21,202.4,202.4,0.3384615384615385,total
2002,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,40,153,59,62,195.35,195.35,-0.02459016393442623,total
2002,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,28,160,68,24,192.2,192.2,0.4731182795698925,total
2002,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,25,131,81,11,163.20000000000002,163.20000000000002,0.7526881720430108,total
2002,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,22,116,67,10,142.95,142.95,0.7307692307692307,total
2002,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,25,94,53,19,119.2,119.2,0.4657534246575342,total
2002,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,27,61,23,30,79.55,79.55,-0.12962962962962962,total
2002,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,20,66,19,12,76.85000000000001,76.85000000000001,0.21875,total
2002,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,24,63,29,9,76.3,76.3,0.5128205128205128,total
2002,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,16,56,26,18,71.4,71.4,0.17777777777777778,total
2002,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,14,54,31,12,69.05,69.05,0.4318181818181818,total
2002,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,15,47,26,26,65.2,65.2,0.0,total
2002,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,15,39,19,22,53.35,53.35,-0.07142857142857142,total
2002,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,13,41,3,7,44.5,44.5,-0.36363636363636365,total
2002,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,10,29,23,19,43.7,43.7,0.09302325581395349,total
2002,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,5,21,9,5,25.9,25.9,0.26666666666666666,total
2002,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,7,18,4,9,22.55,22.55,-0.35714285714285715,total
2002,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,7,13,3,1,14.4,14.4,0.4,total
2002,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,5,8,0,2,8.7,8.7,-0.6666666666666666,total
2002,Bağımsız,economy,Ekonomi,macro_economy,1,6,0,4,7.4,7.4,-0.8,total
