speaker,party,community,community_label,total_mentions,pos_to_plus,pos_to_minus,neg_to_plus,neg_to_minus,reach_plus,reach_minus,positive_bridge_balance,signed_reach_balance,gatekeeper_score,cross_pressure
Önder Sav,Cumhuriyet Halk Partisi,0,Neutral,278.0,0.0,1.8269516908395795,1.813265574163688,0.0,1.813265574163688,1.8269516908395795,0.0,0.49812015098608137,2.5902869290613313,0.0
Ertuğrul Yalçınbayır,Adalet ve Kalkınma Partisi,1,Pole +,602.0,3.227035011528027,0.0,0.0,3.3368580526521088,3.227035011528027,3.3368580526521088,0.0,0.4916343059649565,2.5105478683930675,0.0
Kemal Anadol,Cumhuriyet Halk Partisi,-1,Pole -,883.0,0.0,2.8236555269248074,2.9373469219501516,0.0,2.9373469219501516,2.8236555269248074,0.0,0.4901326724806538,2.4393445146543087,0.0
Dengir Mir Mehmet Fırat,Adalet ve Kalkınma Partisi,1,Pole +,192.0,2.634447342063467,0.0,0.0,2.5108799804385855,2.634447342063467,2.5108799804385855,0.0,0.4879922738772644,2.3739403057904047,0.0
İlyas Sezai Önder,Cumhuriyet Halk Partisi,1,Pole +,342.0,2.3997815365528794,0.0,0.0,2.5080954559205355,2.3997815365528794,2.5080954559205355,0.0,0.4889652979779552,2.355753842314142,0.0
Hamza Albayrak,Anavatan Partisi,0,Neutral,390.0,0.0,1.6044632968038393,1.9487140726770138,0.0,1.9487140726770138,1.6044632968038393,0.0,0.45155733291938266,2.3357252803718462,0.0
Cevdet Erdöl,Adalet ve Kalkınma Partisi,0,Neutral,74.0,1.3715026522407732,0.0,0.0,1.6582180539620455,1.3715026522407732,1.6582180539620455,0.0,0.4526828657770931,2.259580905456663,0.0
AK PARTİ GRUBU ADINA NİMET ÇUBUKÇU,Adalet ve Kalkınma Partisi,1,Pole +,92.0,6.271395177325832,0.0,0.0,4.175305455419536,6.271395177325832,4.175305455419536,0.0,0.3996769508195046,2.2257944135093504,0.0
Hakkı Köylü,Adalet ve Kalkınma Partisi,1,Pole +,110.0,7.593231690215658,0.0,0.0,4.790393949496304,7.593231690215658,4.790393949496304,0.0,0.38683291052885005,2.219831287293894,0.0
Mevlüt Akgün,Adalet ve Kalkınma Partisi,1,Pole +,418.0,3.1221263201074003,0.0,0.0,4.263088884868731,3.1221263201074003,4.263088884868731,0.0,0.42275360067787454,2.2083622892219865,0.0
Atila Emek,Cumhuriyet Halk Partisi,0,Neutral,394.0,0.0,2.596571955624872,1.7828629638090563,0.0,1.7828629638090563,2.596571955624872,0.0,0.40709886005850376,2.2026575665971215,0.0
Recep Koral,Adalet ve Kalkınma Partisi,0,Neutral,66.0,0.0,1.6393590839061405,1.2753444312923161,0.0,1.2753444312923161,1.6393590839061405,0.0,0.4375554577694071,2.1648560590987374,0.0
İdris Naim Şahin,Adalet ve Kalkınma Partisi,1,Pole +,174.0,1.7674941111492546,0.0,0.0,1.6248341468293583,1.7674941111492546,1.6248341468293583,0.0,0.47897314846487626,2.132443370367414,0.0
Mahmut Durdu,Adalet ve Kalkınma Partisi,-1,Pole -,90.0,0.0,4.93238961183072,8.538295220973529,0.0,8.538295220973529,4.93238961183072,0.0,0.36615730177674766,2.1318984069372244,0.0
