term,event_month,event_label,topic,topic_label,salience_pre,salience_post,salience_delta,neg_rate_pre,neg_rate_post,neg_rate_delta,top_party_pre,top_party_post
22,2003-03,Iraq vote,constitutional_conflict,Constitutional conflict,0.12667147939655737,0.1433194499344662,0.016647970537908813,0.11304564783476526,0.16732860550547182,0.054282957670706566,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi
22,2003-03,Iraq vote,democratic_reform,Democratic reform,0.38557004781216586,0.34893918249303657,-0.03663086531912929,0.18298141526487982,0.19035347938059122,0.007372064115711396,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi
22,2003-03,Iraq vote,macro_economy,Macro economy,0.4198414579721469,0.44641721297246484,0.026575755000317947,0.353783170563283,0.32174915460420256,-0.03203401595908045,Anavatan Partisi,Bağımsız
22,2003-03,Iraq vote,security_conflict,Security conflict,0.06791701481912987,0.06132415460003241,-0.006592860219097461,0.41942528735632184,0.44629802717412037,0.02687273981779853,Bağımsız,Doğru Yol Partisi
22,2005-10,EU talks,constitutional_conflict,Constitutional conflict,0.056555269922879174,0.17199863952195626,0.11544336959907708,0.18181818181818182,0.13862557598820383,-0.043192605829978,Adalet ve Kalkınma Partisi,Doğru Yol Partisi
22,2005-10,EU talks,democratic_reform,Democratic reform,0.2442159383033419,0.35586103296460764,0.11164509466126574,0.3473684210526316,0.21408879108125664,-0.13327962997137496,Cumhuriyet Halk Partisi,Bağımsız
22,2005-10,EU talks,macro_economy,Macro economy,0.04884318766066838,0.35322957416426487,0.3043863865035965,0.2631578947368421,0.26360300957611693,0.0004451148392748405,Doğru Yol Partisi,Anavatan Partisi
22,2005-10,EU talks,security_conflict,Security conflict,0.6503856041131105,0.11891075334917128,-0.5314748507639393,0.5454545454545454,0.3458447220350502,-0.19960982341949524,Doğru Yol Partisi,Doğru Yol Partisi
22,2007-04,E-memorandum,constitutional_conflict,Constitutional conflict,0.10507294976343703,0.2631374095766288,0.15806445981319175,0.1855531686358754,0.12495690644856128,-0.06059626218731412,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi
22,2007-04,E-memorandum,democratic_reform,Democratic reform,0.3070850119205474,0.3469460430897118,0.039861031169164396,0.17928836962294212,0.1693949056148317,-0.00989346400811042,Bağımsız,Bağımsız
22,2007-04,E-memorandum,macro_economy,Macro economy,0.47317326591437725,0.2115686253521201,-0.2616046405622572,0.26670891706823163,0.33235635085427784,0.0656474337860462,Bağımsız,Anavatan Partisi
22,2007-04,E-memorandum,security_conflict,Security conflict,0.11466877240163835,0.1783479219815393,0.06367914957990094,0.3624658665142567,0.46068597007483997,0.09822010356058325,Doğru Yol Partisi,Doğru Yol Partisi
