year,speech_count,word_count_total,positive_speech_share,negative_speech_share,government_speech_share,opposition_speech_share,opposition_speeches_per_active_speaker,economy_total_share,economy_positive_share,economy_negative_share,inflation_negative_share,reform_positive_share,crisis_negative_share,gov_opp_cosine_distance_total,gov_opp_cosine_distance_negative,total_party_bloc_assortativity,positive_avg_party_closeness,negative_avg_party_betweenness,democracy_positive_betweenness_centrality,european_union_positive_closeness_centrality,constitution_negative_betweenness_centrality,security_negative_closeness_centrality,financial_stress_index,macro_volatility_index,usd_return,bist_return,inflation_yoy,policy_rate,reserves_usd_million,months_with_speeches
2002,177.0,111037.0,0.34012345679012346,0.24444444444444444,0.671604938271605,0.32839506172839505,1.8071428571428572,0.4047464478196962,0.11289890209047852,0.049919363873918016,0.005061202433447657,0.1364508958027111,0.018957735587130493,0.25335424336687595,0.15989686704550948,-0.8333333333333335,0.621010596749876,0.13333333333333333,0.25,0.46941246866182973,0.14285714285714285,0.3367852809190812,0.9444309853310592,0.6338469156105486,-0.0824573248157332,3.8862287865954617,30.75,44.0,27646.0,2
2003,4544.0,2130156.0,0.3150245500746016,0.2315811298187062,0.3986098686904479,0.6013901313095522,3.443834943372196,0.3576046161502469,0.10470921387321,0.05503982597922191,0.0033453201974389156,0.09501357906385186,0.03930314433641368,0.030198553631571468,0.06939822958075711,-0.4871031746031746,0.4033706793208345,0.17777777777777778,0.17777777777777776,0.46276488301165913,0.21696969696969698,0.460611240764475,0.455872564967339,-0.06108332807411789,-1.2865621565802703,4.617824032555856,21.9363925,35.5,31222.416666666668,10
2004,3881.0,1859671.0,0.3360500659218704,0.18803844503069875,0.4378945431710208,0.5621054568289793,3.1639446054803493,0.2914861974717447,0.08545209714438029,0.03405764807735537,0.0036325538447722155,0.11585866520929382,0.04052903633613211,0.05554352062473785,0.13316746207425018,-0.5384920634920635,0.40910468205566536,0.25277777777777777,0.19067460317460316,0.46606464285379645,0.2692378328741965,0.48421606721484606,-0.04464356756283754,0.003934303864533852,0.013471940776727939,2.5903882196620542,8.60280125,21.666666666666668,35578.083333333336,12
2005,5679.0,2249855.0,0.25122049093220783,0.2129080392513825,0.4825119511698986,0.5174880488301015,4.158915720972559,0.24054770666459416,0.06716773851800323,0.03928556339341619,0.0024500403841390844,0.08174976868625863,0.06116470030772685,0.07895325436248761,0.16649180682187728,-0.4781746031746031,0.33884733551901475,0.23611111111111108,0.12294372294372295,0.47916778803975,0.22081201626656172,0.4379404747927177,-0.3114958746284018,-0.040252739249682805,0.2368276887206274,2.7112982686735,8.19005025,14.729166666666666,42834.666666666664,11
2006,5399.0,1995707.0,0.2602789227020855,0.20550187497219197,0.41390932924436685,0.5860906707556331,4.644401334988638,0.28009177878144953,0.08663960657032993,0.03619231931819096,0.002999094436833683,0.08106289289593929,0.044819723797444165,0.03778779360703942,0.11761660970624392,-0.3158068783068782,0.4046976074052943,0.17777777777777778,0.2101154401154401,0.5079467348396084,0.22621212121212123,0.4669168947281738,-0.09111912095933421,0.18290124018185805,0.7402933024578182,-0.3498662907348276,9.58703775,15.770833333333334,60111.083333333336,10
2007,2690.0,814739.0,0.23473932266629097,0.20311546013126888,0.4075606594103982,0.5924393405896018,4.682677475500628,0.26043343783115774,0.07672190380600928,0.03710160319490848,0.0014162664865491593,0.06545162214824983,0.07190861363316318,0.07423822428747273,0.1740432138744478,-0.36870748299319717,0.3140796642111331,0.15714285714285717,0.0,0.41874240445191496,0.3117364117364117,0.4375252942087613,-0.2842413978909027,-0.3276696502703131,-1.0875273183650225,5.292219075320871,9.485233571428571,17.5,69081.85714285714,6
