month_dt,party,position
2002-11-01,Adalet ve Kalkınma Partisi,-0.2179718198069749
2002-11-01,Cumhuriyet Halk Partisi,-1.0742140269782676
2002-12-01,Adalet ve Kalkınma Partisi,-0.5866508099288548
2002-12-01,Anavatan Partisi,-0.8641402466616127
2002-12-01,Bağımsız,-2.4943796848485658
2002-12-01,Cumhuriyet Halk Partisi,-1.0138503558977807
2002-12-01,Doğru Yol Partisi,-0.8482247005436112
2003-01-01,Adalet ve Kalkınma Partisi,-0.2101087659140547
2003-01-01,Anavatan Partisi,-1.5669552344313729
2003-01-01,Bağımsız,-4.463819193567734
2003-01-01,Cumhuriyet Halk Partisi,-0.4591911893187086
2003-02-01,Adalet ve Kalkınma Partisi,-1.1252061063407421
2003-02-01,Anavatan Partisi,0.06468347404987262
2003-02-01,Bağımsız,-1.00159284215781
2003-02-01,Cumhuriyet Halk Partisi,-0.78048511228499
2003-03-01,Adalet ve Kalkınma Partisi,0.47579977813644614
2003-03-01,Anavatan Partisi,-0.9414366498882626
2003-03-01,Bağımsız,-0.6895798852382236
2003-03-01,Cumhuriyet Halk Partisi,-0.7885707081545369
2003-03-01,Doğru Yol Partisi,0.28992145380544054
2003-04-01,Adalet ve Kalkınma Partisi,0.29246102647712696
2003-04-01,Anavatan Partisi,-2.007733025038032
2003-04-01,Bağımsız,0.8410414660062427
2003-04-01,Cumhuriyet Halk Partisi,-0.14180479309603433
2003-04-01,Doğru Yol Partisi,6.8802859415801505
2003-05-01,Adalet ve Kalkınma Partisi,4.097955348219778
2003-05-01,Anavatan Partisi,-1.2230959977968439
2003-05-01,Bağımsız,-1.8715932998236449
2003-05-01,Cumhuriyet Halk Partisi,-0.3508470731854214
2003-05-01,Doğru Yol Partisi,6.958232816364296
2003-06-01,Adalet ve Kalkınma Partisi,0.20156702343948082
2003-06-01,Anavatan Partisi,-0.07557021413411458
2003-06-01,Bağımsız,-0.4020896289729705
2003-06-01,Cumhuriyet Halk Partisi,-0.22253971146515986
2003-07-01,Adalet ve Kalkınma Partisi,1.317825550479433
2003-07-01,Anavatan Partisi,0.061912720788107715
2003-07-01,Bağımsız,-0.25563961780364386
2003-07-01,Cumhuriyet Halk Partisi,-0.03490008150268736
2003-10-01,Adalet ve Kalkınma Partisi,-0.5371630574090325
2003-10-01,Cumhuriyet Halk Partisi,0.6443963459841293
2003-11-01,Adalet ve Kalkınma Partisi,-1.5925263210848988
2003-11-01,Anavatan Partisi,-1.0300526789467144
2003-11-01,Bağımsız,1.44098523091828
2003-11-01,Cumhuriyet Halk Partisi,-0.5501068374088859
