party,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,party_bloc,layer,date
Cumhuriyet Halk Partisi,192.86918000000003,0.33930794060576774,0.6666666666666666,0.4980925741460645,opposition,negative,2004-05-01
Adalet ve Kalkınma Partisi,68.79785999999999,0.2742362974830898,0.0,0.4177177049321808,government,negative,2004-05-01
Anavatan Partisi,1.175,0.3393079406057677,0.6666666666666666,0.5705365185386397,opposition,negative,2004-05-01
Doğru Yol Partisi,0.675,0.27671381157688435,0.0,0.5019001769082646,opposition,negative,2004-05-01
Cumhuriyet Halk Partisi,359.13157,0.5626487472402201,0.6666666666666666,0.6199731845744134,opposition,negative,2004-06-01
Adalet ve Kalkınma Partisi,131.20311500000003,0.3884797682998793,0.0,0.42228988045215105,government,negative,2004-06-01
Doğru Yol Partisi,5.14189,0.5626487472402201,0.6666666666666666,0.567160697569664,opposition,negative,2004-06-01
Anavatan Partisi,3.3625,0.3727779809061653,0.0,0.3400488941441513,opposition,negative,2004-06-01
Cumhuriyet Halk Partisi,418.1041150000001,0.4975296156550033,0.6666666666666666,0.4536605066802097,opposition,negative,2004-07-01
Adalet ve Kalkınma Partisi,92.967675,0.4975296156550033,0.6666666666666666,0.6883581856538213,government,negative,2004-07-01
Doğru Yol Partisi,63.320965,0.28545649894989655,0.0,0.16174983228238318,opposition,negative,2004-07-01
Anavatan Partisi,35.691025,0.37235625145880297,0.0,0.5423948236097533,opposition,negative,2004-07-01
Cumhuriyet Halk Partisi,3.1417900000000003,0.9645412326286136,0.0,0.7071067811865476,opposition,negative,2004-08-01
Adalet ve Kalkınma Partisi,1.175,0.9645412326286136,0.0,0.7071067811865476,government,negative,2004-08-01
Cumhuriyet Halk Partisi,109.768045,0.34996550524275205,0.6666666666666666,0.5094929262241144,opposition,negative,2004-09-01
Adalet ve Kalkınma Partisi,46.37985,0.34996550524275205,0.6666666666666666,0.7040344889564016,government,negative,2004-09-01
Doğru Yol Partisi,28.69172,0.1527340237927291,0.0,0.0658440457439057,opposition,negative,2004-09-01
Anavatan Partisi,0.675,0.28231702434899314,0.0,0.4903233199915765,opposition,negative,2004-09-01
Adalet ve Kalkınma Partisi,20.20448,0.504154716293654,0.6666666666666666,0.5798720168792761,government,negative,2004-10-01
Cumhuriyet Halk Partisi,7.36679,0.504154716293654,0.6666666666666666,0.6059763880033335,opposition,negative,2004-10-01
Anavatan Partisi,2.31417,0.345845608367473,0.0,0.40465842885124803,opposition,negative,2004-10-01
Doğru Yol Partisi,0.675,0.3391754911648976,0.0,0.36440721340614735,opposition,negative,2004-10-01
Cumhuriyet Halk Partisi,130.50933000000003,0.5610396165129387,1.0,0.7071067811859191,opposition,negative,2004-11-01
Adalet ve Kalkınma Partisi,68.19525,0.40480068469931246,0.0,0.5841537209470615,government,negative,2004-11-01
Doğru Yol Partisi,1.1875,0.3004160457012471,0.0,0.25988824083167134,opposition,negative,2004-11-01
Bağımsız,1.175,0.3212378639630738,0.0,0.3020306815242623,opposition,negative,2004-11-01
Cumhuriyet Halk Partisi,506.72228,0.40442057026240386,0.5,0.6028475683915088,opposition,negative,2004-12-01
Adalet ve Kalkınma Partisi,257.32903500000003,0.3733339971801674,0.0,0.5866666531580015,government,negative,2004-12-01
Anavatan Partisi,40.18000000000001,0.38292965009866486,0.5,0.5031856511676119,opposition,negative,2004-12-01
Doğru Yol Partisi,5.437589999999999,0.21302971527715303,0.0,0.12112061833970779,opposition,negative,2004-12-01
Bağımsız,1.80009,0.22715537266845767,0.0,0.1566238922670086,opposition,negative,2004-12-01
Cumhuriyet Halk Partisi,175.79906499999998,0.5193885118256962,0.6666666666666666,0.6250027342464066,opposition,negative,2005-01-01
Adalet ve Kalkınma Partisi,73.19330499999998,0.34986981638440734,0.0,0.4614726189549707,government,negative,2005-01-01
Doğru Yol Partisi,7.50339,0.40957931418963833,0.5,0.3170858467724464,opposition,negative,2005-01-01
Anavatan Partisi,1.35,0.3721875689787582,0.0,0.5087166292503345,opposition,negative,2005-01-01
Bağımsız,0.7625,0.30692230299756007,0.0,0.19255794203339027,opposition,negative,2005-01-01
Cumhuriyet Halk Partisi,227.53098000000003,0.23878126931154486,0.0,0.5605731527484564,opposition,negative,2005-02-01
Adalet ve Kalkınma Partisi,161.885835,0.26396606385546767,0.0,0.6105648970873963,government,negative,2005-02-01
Anavatan Partisi,8.74599,0.246447311253713,0.5,0.12612547238901345,opposition,negative,2005-02-01
Doğru Yol Partisi,2.93348,0.3027196726482459,0.6666666666666666,0.5446104278075367,opposition,negative,2005-02-01
Bağımsız,1.175,0.14184216377207484,0.0,0.021449801869785363,opposition,negative,2005-02-01
Adalet ve Kalkınma Partisi,307.33201500000007,0.14956181771444318,0.6666666666666666,0.5924299037702848,government,negative,2005-03-01
Cumhuriyet Halk Partisi,271.234845,0.14394864039783614,0.5,0.3901067126547872,opposition,negative,2005-03-01
Anavatan Partisi,59.89141000000001,0.12863673090613767,0.0,0.3858334728639491,opposition,negative,2005-03-01
Doğru Yol Partisi,13.042539999999999,0.14311498491891456,0.5,0.5897599111008439,opposition,negative,2005-03-01
Bağımsız,1.80009,0.04376828346928344,0.0,0.012623008218145588,opposition,negative,2005-03-01
Cumhuriyet Halk Partisi,330.54638,0.5504244924333294,0.0,0.5215236037433927,opposition,negative,2005-04-01
Adalet ve Kalkınma Partisi,138.63367,0.5648828815585364,0.5,0.5415317785071979,government,negative,2005-04-01
Doğru Yol Partisi,25.55767,0.585267028577688,0.5,0.5567148569052189,opposition,negative,2005-04-01
Anavatan Partisi,6.062499999999999,0.37993716178464526,0.0,0.2644856705555499,opposition,negative,2005-04-01
Bağımsız,4.175,0.3691582299968193,0.0,0.2342485043220524,opposition,negative,2005-04-01
Cumhuriyet Halk Partisi,376.72522999999995,0.5124615706256077,0.5,0.23881403129426884,opposition,negative,2005-05-01
Adalet ve Kalkınma Partisi,150.26083,0.3381509839573998,0.0,0.08928741860430364,government,negative,2005-05-01
Anavatan Partisi,22.946530000000003,0.4710296711400094,0.0,0.5400064606962078,opposition,negative,2005-05-01
Doğru Yol Partisi,6.82509,0.6283302374338127,0.6666666666666666,0.589693421053751,opposition,negative,2005-05-01
Bağımsız,4.83759,0.47466268198385564,0.0,0.5437373510328661,opposition,negative,2005-05-01
Cumhuriyet Halk Partisi,593.0539749999999,0.4716397044547613,0.6666666666666666,0.6453978582360995,opposition,negative,2005-06-01
Adalet ve Kalkınma Partisi,169.91824499999998,0.4716397044547613,0.6666666666666666,0.6546268795825126,government,negative,2005-06-01
Bağımsız,22.752245,0.28118692249999266,0.0,0.2673268571022784,opposition,negative,2005-06-01
Doğru Yol Partisi,11.20439,0.2883406147617085,0.0,0.2888972214891247,opposition,negative,2005-06-01
Adalet ve Kalkınma Partisi,59.654320000000006,0.38156267788510173,1.0,0.7071067811855176,government,negative,2005-07-01
Cumhuriyet Halk Partisi,12.702140000000002,0.2157639864968544,0.0,0.2040326052492467,opposition,negative,2005-07-01
Doğru Yol Partisi,3.5200000000000005,0.30981713412050493,0.0,0.6770307939796102,opposition,negative,2005-07-01
Cumhuriyet Halk Partisi,66.15890499999999,0.030509626980787928,1.0,0.7071067811853268,opposition,negative,2005-09-01
Adalet ve Kalkınma Partisi,63.21160999999999,0.030034306623328996,0.0,0.7070153474457844,government,negative,2005-09-01
Doğru Yol Partisi,1.175,0.01537648697158093,0.0,0.011370948854127977,opposition,negative,2005-09-01
Cumhuriyet Halk Partisi,150.097145,0.6589789749417677,0.5,0.5540164718397462,opposition,negative,2005-10-01
Adalet ve Kalkınma Partisi,84.72580500000001,0.556375816487233,0.0,0.5096189684090825,government,negative,2005-10-01
Doğru Yol Partisi,46.82289,0.37306824705863745,0.0,0.181675344204805,opposition,negative,2005-10-01
Anavatan Partisi,15.52507,0.41836117495916963,0.0,0.26207639989553827,opposition,negative,2005-10-01
Bağımsız,5.266249999999999,0.6442292428528119,0.5,0.575903017784906,opposition,negative,2005-10-01
Cumhuriyet Halk Partisi,183.5147,0.7471591041163625,0.8333333333333333,0.6131599910235654,opposition,negative,2005-11-01
Adalet ve Kalkınma Partisi,110.23569,0.4592824800867228,0.0,0.27823856878951186,government,negative,2005-11-01
Anavatan Partisi,24.25086,0.3627738187960419,0.0,0.1645936398982271,opposition,negative,2005-11-01
Doğru Yol Partisi,11.81259,0.539086565694861,0.0,0.5182089560612229,opposition,negative,2005-11-01
Bağımsız,11.15009,0.5157129169107868,0.0,0.5009855644716079,opposition,negative,2005-11-01
Adalet ve Kalkınma Partisi,639.78383,0.512265339222086,0.0,0.523632855492381,government,negative,2005-12-01
Cumhuriyet Halk Partisi,546.35951,0.504141340089521,0.0,0.5161548138670923,opposition,negative,2005-12-01
Anavatan Partisi,163.763495,0.6953185525006194,0.6666666666666666,0.5959145269782756,opposition,negative,2005-12-01
Bağımsız,97.53068,0.5680077532975119,0.5,0.2923732504546814,opposition,negative,2005-12-01
Doğru Yol Partisi,26.105040000000002,0.39217675117261436,0.0,0.13710069192219482,opposition,negative,2005-12-01
Cumhuriyet Halk Partisi,70.548485,0.44183469012032944,0.5,0.5152658158401207,opposition,negative,2006-01-01
Adalet ve Kalkınma Partisi,53.013130000000004,0.44422159606592443,0.5,0.6107528362349377,government,negative,2006-01-01
Anavatan Partisi,21.06081,0.39860201845106824,0.0,0.5248284380222761,opposition,negative,2006-01-01
Bağımsız,13.76331,0.32319177958557055,0.0,0.28665927429412236,opposition,negative,2006-01-01
Doğru Yol Partisi,2.93348,0.18040058250471616,0.0,0.06215853249441555,opposition,negative,2006-01-01
Cumhuriyet Halk Partisi,261.488175,0.5712114588682983,0.5,0.5794893344471483,opposition,negative,2006-02-01
Adalet ve Kalkınma Partisi,180.93490500000001,0.582604405524293,0.5,0.574831680583275,government,negative,2006-02-01
Anavatan Partisi,175.50027,0.48070598750206905,0.0,0.5229667187005679,opposition,negative,2006-02-01
Doğru Yol Partisi,23.51538,0.3460380837425012,0.0,0.20076461118122257,opposition,negative,2006-02-01
Bağımsız,12.14179,0.3010008166745649,0.0,0.141279978371397,opposition,negative,2006-02-01
Cumhuriyet Halk Partisi,207.55208000000002,0.5909397161469759,0.5,0.6014911470799513,opposition,negative,2006-03-01
Adalet ve Kalkınma Partisi,145.69369999999998,0.50968088148597,0.0,0.5168208166882238,government,negative,2006-03-01
Anavatan Partisi,37.798235000000005,0.3911348728066892,0.0,0.2784609712338427,opposition,negative,2006-03-01
Doğru Yol Partisi,24.62848,0.3090359813546908,0.0,0.1378706937812412,opposition,negative,2006-03-01
Bağımsız,6.04763,0.583122666543793,0.5,0.5239807274298796,opposition,negative,2006-03-01
Adalet ve Kalkınma Partisi,249.47727000000003,0.5459185789931109,0.0,0.4892605706595209,government,negative,2006-04-01
Cumhuriyet Halk Partisi,187.164385,0.4352491435770193,0.0,0.26867859438912106,opposition,negative,2006-04-01
Anavatan Partisi,29.44108,0.6721627027430644,0.5,0.545014444022556,opposition,negative,2006-04-01
Doğru Yol Partisi,27.975895,0.68446400558101,0.5,0.599104539286039,opposition,negative,2006-04-01
Bağımsız,0.675,0.3813203873714722,0.0,0.18019132534240714,opposition,negative,2006-04-01
Cumhuriyet Halk Partisi,201.06366999999997,0.5531790686613755,0.8333333333333333,0.6074757596885819,opposition,negative,2006-05-01
Adalet ve Kalkınma Partisi,102.15650000000001,0.3812436795011663,0.0,0.3118579396115038,government,negative,2006-05-01
Doğru Yol Partisi,32.811449999999994,0.40273293922816444,0.0,0.5009603139047085,opposition,negative,2006-05-01
Anavatan Partisi,28.74042,0.22623200131748625,0.0,0.09731866224225436,opposition,negative,2006-05-01
Bağımsız,25.24627,0.42454220447046676,0.0,0.5227673179952259,opposition,negative,2006-05-01
Cumhuriyet Halk Partisi,434.16264,0.5759429361753675,0.0,0.506941992589389,opposition,negative,2006-06-01
Adalet ve Kalkınma Partisi,316.56137000000007,0.5776518825712733,0.0,0.5080551649629061,government,negative,2006-06-01
Anavatan Partisi,162.16214,0.833001032293058,0.8333333333333333,0.614704690040474,opposition,negative,2006-06-01
Doğru Yol Partisi,107.56864999999999,0.4539097701322328,0.0,0.22227985435320924,opposition,negative,2006-06-01
Bağımsız,47.9616,0.4697267713994541,0.0,0.24004077964998977,opposition,negative,2006-06-01
Adalet ve Kalkınma Partisi,85.39673999999998,0.6370957176610121,0.5,0.5680604028236586,government,negative,2006-09-01
Cumhuriyet Halk Partisi,82.64829999999999,0.5570802990709808,0.0,0.5176032127602015,opposition,negative,2006-09-01
Doğru Yol Partisi,32.52848,0.6421996933329229,0.5,0.5575571182606618,opposition,negative,2006-09-01
Bağımsız,22.92773,0.38136265897420707,0.0,0.20406917490628612,opposition,negative,2006-09-01
Anavatan Partisi,17.390625000000004,0.4003078876823853,0.0,0.23849554422268426,opposition,negative,2006-09-01
Cumhuriyet Halk Partisi,93.87244,0.412140041726993,0.6666666666666666,0.6735776618057336,opposition,negative,2006-10-01
Adalet ve Kalkınma Partisi,54.874539999999996,0.2834266173446746,0.0,0.4236221292077354,government,negative,2006-10-01
Anavatan Partisi,23.955800000000004,0.412140041726993,0.6666666666666666,0.5661663109418509,opposition,negative,2006-10-01
Bağımsız,4.1499999999999995,0.23529893223425885,0.0,0.21515839169393552,opposition,negative,2006-10-01
Cumhuriyet Halk Partisi,174.15689499999996,0.5218353890612748,0.6666666666666666,0.5855604101088543,opposition,negative,2006-11-01
Adalet ve Kalkınma Partisi,87.58774000000001,0.4086391413151285,0.0,0.5614717707338218,government,negative,2006-11-01
Anavatan Partisi,35.49852,0.39813483156369506,0.0,0.5475896927445578,opposition,negative,2006-11-01
Doğru Yol Partisi,5.77518,0.27519951434955503,0.0,0.06364661715942523,opposition,negative,2006-11-01
Bağımsız,5.31678,0.4207396771858318,0.5,0.19484120022792775,opposition,negative,2006-11-01
Cumhuriyet Halk Partisi,382.59968,0.4963310176234282,0.0,0.5254856781433808,opposition,negative,2006-12-01
Adalet ve Kalkınma Partisi,304.78268,0.4929731707148486,0.0,0.5224483146442525,government,negative,2006-12-01
Anavatan Partisi,117.29266999999999,0.6740316153559104,0.6666666666666666,0.5919347612339828,opposition,negative,2006-12-01
Bağımsız,58.55733,0.37826228294546876,0.0,0.1314057061000283,opposition,negative,2006-12-01
Doğru Yol Partisi,4.875,0.5522328228163768,0.5,0.2885452121224544,opposition,negative,2006-12-01
Adalet ve Kalkınma Partisi,108.37185,0.5110938300697413,0.6666666666666666,0.600985436722123,government,negative,2007-01-01
Cumhuriyet Halk Partisi,98.69391999999999,0.4293291088207198,0.5,0.4609046787027375,opposition,negative,2007-01-01
Bağımsız,20.13788,0.3396709678613545,0.0,0.4146163270958527,opposition,negative,2007-01-01
Anavatan Partisi,10.370890000000003,0.3513752049225879,0.0,0.4285764416454336,opposition,negative,2007-01-01
Doğru Yol Partisi,6.093749999999999,0.3012648719371779,0.0,0.2660806587670899,opposition,negative,2007-01-01
Adalet ve Kalkınma Partisi,84.638565,0.5437412704846931,0.0,0.4930839582501289,government,negative,2007-02-01
Cumhuriyet Halk Partisi,64.88564,0.3981131707020445,0.0,0.21956252587065594,opposition,negative,2007-02-01
Bağımsız,37.61316,0.41363139701119284,0.0,0.2492236554109038,opposition,negative,2007-02-01
Anavatan Partisi,35.4377,0.6623979237323189,0.5,0.5619699133276014,opposition,negative,2007-02-01
Doğru Yol Partisi,12.423185000000002,0.6604655476661669,0.5,0.5750981598369775,opposition,negative,2007-02-01
Cumhuriyet Halk Partisi,101.62227,0.5051073190147172,0.8333333333333333,0.6467915852714102,opposition,negative,2007-03-01
Anavatan Partisi,66.8085,0.4441489017863495,0.5,0.5574617711437484,opposition,negative,2007-03-01
Adalet ve Kalkınma Partisi,42.81203,0.3584691488346451,0.0,0.41366201434013067,government,negative,2007-03-01
Bağımsız,10.869140000000002,0.3065677013803075,0.0,0.28576326779713285,opposition,negative,2007-03-01
Doğru Yol Partisi,3.60018,0.22378865670880035,0.0,0.13461096391208544,opposition,negative,2007-03-01
Cumhuriyet Halk Partisi,94.25845,0.5533901244413032,0.5,0.5432367779025683,opposition,negative,2007-04-01
Adalet ve Kalkınma Partisi,50.3561,0.49060590935737064,0.0,0.5251444554320268,government,negative,2007-04-01
Doğru Yol Partisi,22.201629999999998,0.35050344135791733,0.0,0.2378444264692461,opposition,negative,2007-04-01
Bağımsız,14.195540000000001,0.5617049338178177,0.5,0.580616750891247,opposition,negative,2007-04-01
Anavatan Partisi,1.85,0.3251743477601944,0.0,0.18823209462002677,opposition,negative,2007-04-01
Cumhuriyet Halk Partisi,337.35526500000003,0.6230846367074013,0.6666666666666666,0.5424829989816559,opposition,negative,2007-05-01
Adalet ve Kalkınma Partisi,264.000185,0.5328575632131115,0.3333333333333333,0.5256025858664666,government,negative,2007-05-01
Anavatan Partisi,129.125985,0.48954630229209883,0.0,0.43793089618086933,opposition,negative,2007-05-01
Bağımsız,16.895755,0.4533702808698997,0.0,0.4535550637163669,opposition,negative,2007-05-01
Doğru Yol Partisi,7.465,0.33935654011665706,0.0,0.17876926999295836,opposition,negative,2007-05-01
Cumhuriyet Halk Partisi,195.582025,0.4360253812707785,0.0,0.7071067811842844,opposition,negative,2007-06-01
Adalet ve Kalkınma Partisi,16.68009,0.4360253812707785,0.0,0.7071067811842844,government,negative,2007-06-01
Anavatan Partisi,0.675,0.0,0.0,2.5300702751187565e-06,opposition,negative,2007-06-01
