speaker,party,total_mentions,community,community_label,eigen_score,embed1,embed2
Ayhan Zeynep Tekin Börü,Adalet ve Kalkınma Partisi,76,0,Neutral,-0.006858789954395608,0.30218547926834716,0.4657425838062964
Aziz Akgül,Adalet ve Kalkınma Partisi,130,0,Neutral,-0.0002479926222265183,0.6529969157239344,-0.23139358288571973
Bayram Meral,Cumhuriyet Halk Partisi,419,0,Neutral,-0.005084077208836769,-0.3080997813774616,-0.10093037276828584
Bekir Bozdağ,Adalet ve Kalkınma Partisi,688,0,Neutral,0.009020419732956796,-0.42448928399033437,0.29197733489087496
Berhan Şimşek,Cumhuriyet Halk Partisi,679,0,Neutral,-0.013863432495568699,-0.5772726563105348,0.009112423550467248
Beşir Atalay,Adalet ve Kalkınma Partisi,299,0,Neutral,0.016003767682863525,0.04519970293358073,0.5474039330590753
Bihlun Tamaylıgil,Cumhuriyet Halk Partisi,190,0,Neutral,-0.0013892102749054802,0.18276623893156896,0.05188736683552324
Binali Yıldırım,Adalet ve Kalkınma Partisi,221,-1,Pole -,-0.25906871639399215,0.2662711490251724,-0.8240898890413537
Birgen Keleş,Cumhuriyet Halk Partisi,682,0,Neutral,0.008577377705410935,0.25958477066382046,0.18039379649184104
Burhan Kuzu,Adalet ve Kalkınma Partisi,273,0,Neutral,0.04288354352261592,-0.2583671605133989,0.6675083567778707
Bülent Baratalı,Cumhuriyet Halk Partisi,860,0,Neutral,0.009000286113455673,-0.07834378773372261,0.47629235850987406
Bülent Gedikli,Adalet ve Kalkınma Partisi,388,0,Neutral,0.0003517908481182461,0.4896615164897181,0.12012570600482915
CHP GRUBU ADINA N. GAYE ERBATUR,Cumhuriyet Halk Partisi,102,0,Neutral,-0.003742826475401125,0.4912141368622206,0.1084431423178181
CHP GRUBU ADINA V. HAŞİM ORAL,Cumhuriyet Halk Partisi,68,0,Neutral,0.004958411850694963,-0.28146260432713754,0.3018057275281296
Cavit Torun,Adalet ve Kalkınma Partisi,128,0,Neutral,0.018898720580495285,-0.43961523974540695,-0.20415738999778488
Cemal Uysal,Adalet ve Kalkınma Partisi,580,0,Neutral,-0.001849851976199262,0.522131266558933,-0.22810275428396704
Cemil Çiçek,Adalet ve Kalkınma Partisi,2101,1,Pole +,0.1806256402080447,-0.3388900588098123,0.8799517169455545
Cevdet Erdöl,Adalet ve Kalkınma Partisi,74,0,Neutral,0.033056903771470844,-0.318454257796378,0.40322147948997156
Cevdet Selvi,Cumhuriyet Halk Partisi,330,0,Neutral,-0.0024050794533382346,-0.3317390529362317,-0.3614190520229552
Cânân Aritman,Cumhuriyet Halk Partisi,341,0,Neutral,0.00744221407419908,0.019980183054805343,0.3767437956950572
Dengir Mir Mehmet Fırat,Adalet ve Kalkınma Partisi,192,1,Pole +,0.05102225827614037,-0.22672358790761818,0.8422875942322426
Deniz Baykal,Cumhuriyet Halk Partisi,1448,0,Neutral,-0.0032561387958356426,-0.3149269673647526,-0.33215564647318474
Dursun Akdemir,Anavatan Partisi,1018,0,Neutral,0.005247616722090361,-0.0030331758478673015,0.21092908192843898
Edip Safder Gaydalı,Bağımsız,454,0,Neutral,0.0057190753751093565,-0.5261493871449797,-0.3607538174129515
Egemen Bağış,Adalet ve Kalkınma Partisi,146,0,Neutral,0.006486365815244326,0.45795285978182493,0.09978220368049405
Emin Koç,Cumhuriyet Halk Partisi,78,0,Neutral,-0.005098311040750766,-0.27589601151295384,-0.24350660987218622
Engin Altay,Cumhuriyet Halk Partisi,326,0,Neutral,-0.00752747295805423,-0.18259702485927548,-0.4653474712830295
Enis Tütüncü,Cumhuriyet Halk Partisi,997,0,Neutral,-0.0034362236521788838,-0.23689120001392802,-0.24082909805405608
Ensar Öğüt,Cumhuriyet Halk Partisi,436,0,Neutral,4.4094703056515046e-05,-0.21193536547888692,-0.03502434390957288
Enver Öktem,Cumhuriyet Halk Partisi,525,0,Neutral,-0.009749082586051581,-0.16478622159063877,-0.4040559838735971
Erdal Karademir,Cumhuriyet Halk Partisi,515,0,Neutral,0.015414630156265575,-0.16187773515438486,0.31487006270199025
Erdoğan Kaplan,Cumhuriyet Halk Partisi,173,1,Pole +,0.09272212955737738,-0.20536214590211946,0.7211028187793773
Erdoğan Özegen,Adalet ve Kalkınma Partisi,221,0,Neutral,0.0006481751295283653,-0.5272788095018717,-0.1477124664790482
Erkan Mumcu,Adalet ve Kalkınma Partisi,868,0,Neutral,-0.004713687581571406,-0.3977923329517756,-0.4568119566938196
Ersönmez Yarbay,Adalet ve Kalkınma Partisi,189,0,Neutral,-0.004971457095953477,0.00965633558760702,0.4639920714901842
Ertuğrul Yalçınbayır,Adalet ve Kalkınma Partisi,602,1,Pole +,0.06475309221880766,-0.01460574513861937,0.7856265391375069
Eyüp Fatsa,Adalet ve Kalkınma Partisi,755,0,Neutral,0.0020654230217932554,0.4138430934239282,0.3058689361935958
Fahrettin Üstün,Cumhuriyet Halk Partisi,433,0,Neutral,-0.0032479018337368375,0.4636436796900424,-0.05314465216742083
Fahri Keskin,Adalet ve Kalkınma Partisi,108,0,Neutral,-0.0020222429100815614,-0.35451179494202584,-0.6040445451716491
Fahri Çakır,Adalet ve Kalkınma Partisi,80,0,Neutral,-0.022502030201154637,0.4265822137141531,-0.5597565261588241
Faruk Nafız Özak,Adalet ve Kalkınma Partisi,138,0,Neutral,-0.0357981386313862,0.3386609970146321,-0.06184148074301066
Faruk Çelik,Adalet ve Kalkınma Partisi,229,0,Neutral,-0.011545731737784335,-0.055783552311338455,-0.10552735757031856
Fatma Şahin,Adalet ve Kalkınma Partisi,135,0,Neutral,0.013847120805491156,-0.1700821186835922,-0.05010669418795962
Fazlı Erdoğan,Adalet ve Kalkınma Partisi,124,0,Neutral,0.0073117264751490635,0.4193795851618423,0.4505275257758519
Fehmi Hüsrev Kutlu,Adalet ve Kalkınma Partisi,155,-1,Pole -,-0.12819086251701287,-0.11474215962694184,-0.21085755146638752
Feridun Ayvazoğlu,Cumhuriyet Halk Partisi,1209,0,Neutral,0.03311515906740552,-0.3488276651120504,0.24219270739345028
Feridun Fikret Baloğlu,Cumhuriyet Halk Partisi,398,-1,Pole -,-0.08552141779918848,-0.1462846562545334,-0.5964234232918052
Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,828,0,Neutral,-0.0013142453318911234,0.18221147222798323,-0.07544751413451578
Gökhan Durgun,Cumhuriyet Halk Partisi,323,0,Neutral,-0.0027069626678341285,-0.3114340980851909,-0.11251652112571713
Güldal Akşit,Adalet ve Kalkınma Partisi,181,0,Neutral,0.00924611578007499,-0.21364914790011985,0.4994680454813299
Güldal Okuducu,Cumhuriyet Halk Partisi,161,0,Neutral,-0.01895131443227038,-0.4646776231746419,-0.09557612418482993
Gülseren Topuz,Adalet ve Kalkınma Partisi,157,0,Neutral,0.00123751018679549,0.7598034395833211,0.015924594214734834
Gülsün Bilgehan,Cumhuriyet Halk Partisi,84,0,Neutral,0.011019361974275272,-0.09238325274583732,0.3833666963350986
Gürol Ergin,Cumhuriyet Halk Partisi,500,0,Neutral,0.00013013530585282383,-0.021187750487970277,-0.2900621214468253
Hakkı Köylü,Adalet ve Kalkınma Partisi,110,1,Pole +,0.19187636691630727,-0.20917165631441031,0.5454776958935894
Hakkı Ülkü,Cumhuriyet Halk Partisi,821,0,Neutral,-0.0009556311536136157,-0.24571960684704686,-0.15324113619028926
Halil Akyüz,Cumhuriyet Halk Partisi,334,0,Neutral,0.006335954312683074,0.106091294195363,0.32194127502407177
Halil Aydoğan,Adalet ve Kalkınma Partisi,360,0,Neutral,-0.000947861000094961,0.8839321071260282,-0.06081006634630492
Halil Özyolcu,Adalet ve Kalkınma Partisi,232,1,Pole +,0.23311638882141453,-0.1803811229826765,0.7068281918873511
Halil Ünlütepe,Cumhuriyet Halk Partisi,857,1,Pole +,0.22444689193692927,-0.38907906239020723,0.7599694490905593
Halil Ürün,Adalet ve Kalkınma Partisi,100,0,Neutral,-0.000885166877229053,0.46608737676435175,0.13597659250584626
Haluk Koç,Cumhuriyet Halk Partisi,2385,0,Neutral,-0.007757095077970572,-0.5511052788802984,-0.47971471082310174
Haluk İpek,Adalet ve Kalkınma Partisi,407,0,Neutral,0.007533557750686172,-0.5317385532576607,0.22173164405435955
Hamza Albayrak,Anavatan Partisi,390,0,Neutral,-0.04354797409949309,-0.042870078401534985,-0.0412841676448139
Hanefi Mahçiçek,Adalet ve Kalkınma Partisi,180,0,Neutral,-0.010108209840594767,0.9657322454369981,-0.06439949777909991
Harun Akın,Cumhuriyet Halk Partisi,132,0,Neutral,9.89718298553043e-05,-0.12765892877790833,-0.15595186109942163
Harun Tüfekci,Adalet ve Kalkınma Partisi,66,0,Neutral,0.047167079197768656,-0.5025378524651699,0.4686729212177017
Hasan Ali Çelik,Adalet ve Kalkınma Partisi,67,0,Neutral,0.002804813578698863,0.5219562386884077,0.31805895548003055
Hasan Angı,Adalet ve Kalkınma Partisi,136,0,Neutral,-0.002226657783256071,0.6357533361815216,0.047788514998478505
Hasan Aydın,Cumhuriyet Halk Partisi,296,0,Neutral,-0.02253187517317721,-0.37007362745314343,-0.5320552573368654
Hasan Fehmi Güneş,Cumhuriyet Halk Partisi,461,0,Neutral,0.00852126034692337,-0.22594712145890908,0.08338048301867577
Hasan Fehmi Kinay,Adalet ve Kalkınma Partisi,135,0,Neutral,-0.0013772042554467832,0.3416457552265077,-0.2389071902067763
Hasan Kara,Adalet ve Kalkınma Partisi,182,0,Neutral,-0.009599873789482122,0.22671087401955373,0.4006370245365014
Hasan Ören,Cumhuriyet Halk Partisi,243,0,Neutral,-0.004914840440240376,-0.295262937539653,-0.15905416113813473
Hasan Özyer,Anavatan Partisi,160,0,Neutral,-0.007249919879017997,-0.6299896799305904,-0.35485328110177067
Hikmet Özdemir,Adalet ve Kalkınma Partisi,62,0,Neutral,0.001923633745685921,0.6184067582831874,-0.10121947121499314
Hilmi Güler,Adalet ve Kalkınma Partisi,263,0,Neutral,-0.005833257613837906,0.44022230426219944,-0.23845123734921064
Hüseyin Bayındır,Cumhuriyet Halk Partisi,108,0,Neutral,0.0004313586582829237,-0.1281222727054658,-0.2769077104422306
Hüseyin Ekmekcioğlu,Cumhuriyet Halk Partisi,406,0,Neutral,-0.0019797383632900265,-0.17724054467678316,0.004943718618177114
Hüseyin Güler,Anavatan Partisi,1040,0,Neutral,-0.004903148248943304,-0.25785735099022006,-0.29622814449220114
Hüseyin Kansu,Adalet ve Kalkınma Partisi,261,0,Neutral,0.0018999639622929946,0.6986186757156548,-0.13037903770466952
Hüseyin Tanrıverdi,Adalet ve Kalkınma Partisi,369,0,Neutral,0.00038910944677387913,-0.32074911994076977,0.16909451887610266
Hüseyin Çelik,Adalet ve Kalkınma Partisi,794,-1,Pole -,-0.14149008981455358,0.49286058985585235,-0.3596576809489333
Hüseyin Özcan,Anavatan Partisi,567,0,Neutral,0.004603921681841367,-0.5229456057183891,-0.42634057584998775
Hüsnü Ordu,Adalet ve Kalkınma Partisi,143,0,Neutral,0.0005346167300083725,-0.21874853047029688,-0.2584020945167399
Kazım Türkmen,Cumhuriyet Halk Partisi,77,0,Neutral,-0.013013488374744728,-0.5079038649874269,-0.5013243765206326
Kemal Anadol,Cumhuriyet Halk Partisi,883,-1,Pole -,-0.04982887692546147,-0.39349979176025646,-0.7482246113343524
Kemal Demirel,Cumhuriyet Halk Partisi,125,0,Neutral,-0.0027102621224675853,-0.021636621473760123,-0.24192506212227036
Kemal Derviş,Cumhuriyet Halk Partisi,188,0,Neutral,0.0010424514889891129,0.6021205885617734,-0.01642159817017123
Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,1063,0,Neutral,-0.00512501891518977,-0.2742412077009118,-0.34192610071270063
Kemal Sağ,Cumhuriyet Halk Partisi,561,0,Neutral,-0.005579864069159827,-0.13406739253553937,-0.192382969105493
Kemal Unakıtan,Adalet ve Kalkınma Partisi,1795,0,Neutral,0.0003783339835219861,0.7791892065934185,-0.09618686745256888
Kerim Özkul,Adalet ve Kalkınma Partisi,72,0,Neutral,0.029287724600121617,0.02938043878313469,0.7410479262837805
Köksal Toptan,Adalet ve Kalkınma Partisi,262,0,Neutral,-0.0004918161871722267,0.12247784728368695,-0.05040143849358879
Kürşad Tüzmen,Adalet ve Kalkınma Partisi,228,0,Neutral,-0.00036961016764974124,0.3270107818977035,-0.32704653878261225
Mahfuz Güler,Adalet ve Kalkınma Partisi,226,0,Neutral,-0.005541192495747365,-0.05945519256553143,0.026588890208861106
Mahmut Durdu,Adalet ve Kalkınma Partisi,90,-1,Pole -,-0.19438870653607807,-0.19982096069296787,-0.6150328963270814
Mahmut Koçak,Anavatan Partisi,102,0,Neutral,-0.0006097084870562558,-0.0296400030076464,0.1049896296757998
Mahmut Uğur Çetin,Adalet ve Kalkınma Partisi,100,0,Neutral,-0.006044461424514918,0.3191762389014739,-0.4903640850177343
Mehdi Eker,Adalet ve Kalkınma Partisi,423,0,Neutral,-0.0005789757418097926,0.7314228043942308,-0.13865368561601768
Mehmet Ali Arıkan,Cumhuriyet Halk Partisi,63,0,Neutral,0.0033904211574526354,0.8123224043786272,0.15319060153378808
Mehmet Ali Bulut,Adalet ve Kalkınma Partisi,254,1,Pole +,0.24478100747286774,-0.24480533514347727,0.7701340002611312
Mehmet Ali Özpolat,Cumhuriyet Halk Partisi,173,1,Pole +,0.09070046133404981,-0.5438150920595679,0.25765558511629744
Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,1214,0,Neutral,-0.030864101119056207,0.313825499724102,-0.4370347706305074
Mehmet Asım Kulak,Adalet ve Kalkınma Partisi,78,0,Neutral,-0.0082005552102287,-0.11207685340906676,0.15778199875923574
Mehmet Aydın,Adalet ve Kalkınma Partisi,102,0,Neutral,0.0004952119980806747,-0.664936390264825,0.17286946692153082
Mehmet Ağar,Doğru Yol Partisi,243,0,Neutral,-0.006156023713114092,0.10541576024251584,-0.2875622096298609
Mehmet Beşir Hamidi,Adalet ve Kalkınma Partisi,88,0,Neutral,-0.005661613280980463,0.5212899693786764,-0.13087525053622226
Mehmet Boztaş,Cumhuriyet Halk Partisi,214,1,Pole +,0.12903825514145492,-0.47922714202873695,0.47726296243855604
Mehmet Ceylan,Adalet ve Kalkınma Partisi,324,0,Neutral,-0.005691125085796961,0.272989753155295,-0.11913533602052138
Mehmet Emin Murat Bilgiç,Adalet ve Kalkınma Partisi,83,0,Neutral,-0.007517930745738673,0.9396424145458188,-0.011788980804566345
Mehmet Emin Tutan,Adalet ve Kalkınma Partisi,122,0,Neutral,0.0002624411798212353,0.615738351295962,-0.1402080399292132
Mehmet Eraslan,Bağımsız,1239,0,Neutral,0.004023996249438168,0.009023730728551466,0.052669604061297975
Mehmet Ergün Dağcıoğlu,Adalet ve Kalkınma Partisi,116,0,Neutral,-0.002691027806749626,-0.5403243403506,-0.4169882487716415
Mehmet Faruk Bayrak,Adalet ve Kalkınma Partisi,133,0,Neutral,0.0014310505221420801,0.734743714613756,0.0270310633324059
Mehmet Işık,Cumhuriyet Halk Partisi,139,0,Neutral,-0.01753682192505842,-0.1717937502864771,-0.2980857665079199
Mehmet Kesimoğlu,Cumhuriyet Halk Partisi,496,0,Neutral,0.006192477967269906,-0.5004982194076709,-0.5102048576041819
Mehmet Kurt,Adalet ve Kalkınma Partisi,104,0,Neutral,0.015035447484365137,0.46026997200027336,0.6504715279851064
Mehmet Küçükaşık,Cumhuriyet Halk Partisi,651,0,Neutral,-0.005217835142565818,-0.7514936645012601,-0.43982434051907016
Mehmet Melik Özmen,Adalet ve Kalkınma Partisi,97,0,Neutral,-0.0007971427477862584,-0.47276015043195974,0.01873258102644443
Mehmet Mesut Özakcan,Cumhuriyet Halk Partisi,228,0,Neutral,-0.004753400146898359,-0.21273134195259702,-0.1834977296350665
Mehmet Mustafa Açıkalın,Adalet ve Kalkınma Partisi,243,0,Neutral,-0.0010972889753865652,0.47499729756737036,-0.06990132863043313
Mehmet Nuri Saygun,Cumhuriyet Halk Partisi,584,1,Pole +,0.1758786935958709,-0.4051762622183923,0.49007465039802345
Mehmet Parlakyiğit,Cumhuriyet Halk Partisi,62,0,Neutral,0.00036953884921312147,-0.29444501721943167,-0.06168224192715786
Mehmet Salih Erdoğan,Adalet ve Kalkınma Partisi,129,1,Pole +,0.10998463452065137,-0.1991945621396202,0.8944449244689741
Mehmet Tomanbay,Cumhuriyet Halk Partisi,230,0,Neutral,-0.011743436279374991,-0.5025451036339337,-0.34838322141766676
Mehmet Uğur Neşşar,Cumhuriyet Halk Partisi,235,0,Neutral,-0.005770476094981397,-0.27781622604040157,-0.07692445231245107
Mehmet Vedat Melik,Cumhuriyet Halk Partisi,356,0,Neutral,-0.003696795571813115,0.4193519579668626,-0.15951960754546607
Mehmet Vedat Yücesan,Cumhuriyet Halk Partisi,219,0,Neutral,-0.002424300134285314,-0.14720827255079103,-0.24037189375830226
Mehmet Yıldırım,Cumhuriyet Halk Partisi,241,0,Neutral,-0.004094718765353208,-0.2178393158387999,-0.16117011640600673
Mehmet Yılmazcan,Adalet ve Kalkınma Partisi,225,1,Pole +,0.2414423101324636,-0.31568468712950437,0.7310669436253355
Mehmet Zekai Özcan,Adalet ve Kalkınma Partisi,138,0,Neutral,-0.006687200777995979,0.37449738224661266,0.18643695481781727
Mehmet Ziya Yergök,Cumhuriyet Halk Partisi,1303,1,Pole +,0.15110680275996105,-0.4740002773266601,0.7592675154323822
Mehmet Çerçi,Adalet ve Kalkınma Partisi,92,0,Neutral,0.004496452715836114,0.5676171386188013,0.22206954461303013
Memduh Hacıoğlu,Bağımsız,67,0,Neutral,0.0009065757171223877,0.5923862587220403,-0.24690870647737276
Mesut Değer,Cumhuriyet Halk Partisi,169,0,Neutral,0.014003512373877525,-0.39344279558488215,-0.17400780665119267
Mevlüt Akgün,Adalet ve Kalkınma Partisi,418,1,Pole +,0.11168595490968548,0.04714516805231331,0.7397914806473231
Mevlüt Coşkuner,Cumhuriyet Halk Partisi,101,0,Neutral,-0.005319376737558163,-0.23956060390965614,-0.22667332909706064
Mevlüt Çavuşoğlu,Adalet ve Kalkınma Partisi,83,0,Neutral,-0.006753924978104654,0.45369169025957873,0.16969085718397173
Miraç Akdoğan,Anavatan Partisi,69,0,Neutral,-0.0019083067606920107,-0.20663249028760317,-0.10186677865151302
Muharrem Doğan,Anavatan Partisi,454,0,Neutral,-0.0005930804473571629,-0.18150496431845112,-0.3263977447263532
Muharrem Karslı,Adalet ve Kalkınma Partisi,233,0,Neutral,-0.0009202230447550034,-0.37380357449374063,-0.09069609115284613
Muharrem Kılıç,Cumhuriyet Halk Partisi,1499,1,Pole +,0.12558906146357693,-0.38414369015752486,0.8288091081357342
Muharrem İnce,Cumhuriyet Halk Partisi,229,0,Neutral,-0.02854611089356989,-0.14655282094084587,-0.3515462149778623
Muhsin Koçyiğit,Anavatan Partisi,1310,0,Neutral,-0.0004587747782726229,-0.4522317529910124,0.14047047720956846
Murat Başesgioğlu,Adalet ve Kalkınma Partisi,1341,0,Neutral,-0.0015732319019559659,0.12619087230988102,0.2151515718538975
Musa Sıvacıoğlu,Adalet ve Kalkınma Partisi,248,1,Pole +,0.04909509109492862,-0.32231672734679345,0.4411523834957912
Musa Uzunkaya,Adalet ve Kalkınma Partisi,288,0,Neutral,-0.01116944372174769,-0.40775268498237005,-0.424029155763694
Mustafa Ataş,Adalet ve Kalkınma Partisi,83,0,Neutral,-0.0014187019654117279,0.8851063711576787,0.024889338308495587
Mustafa Dündar,Adalet ve Kalkınma Partisi,112,0,Neutral,-0.0009486130668720212,-0.23579220493138234,-0.02086989348688265
Mustafa Elitaş,Adalet ve Kalkınma Partisi,114,0,Neutral,-1.5509501436974496e-05,0.45543341842635804,-0.1328503129817019
Mustafa Gazalcı,Cumhuriyet Halk Partisi,982,0,Neutral,0.036756634973884074,-0.3954180602177435,0.2906758643008249
Mustafa Ilıcalı,Adalet ve Kalkınma Partisi,176,0,Neutral,-0.004648483477764347,0.8339973115399649,-0.13256376700455846
Mustafa Nuri Akbulut,Adalet ve Kalkınma Partisi,703,0,Neutral,0.016014210699819342,-0.3970442188035061,0.32120134166310615
Mustafa Özyurt,Cumhuriyet Halk Partisi,170,0,Neutral,0.0008237584156890349,-0.4386918249370269,-0.010487160499822344
Mustafa Özyürek,Cumhuriyet Halk Partisi,1177,0,Neutral,-0.0014842666062914933,-0.2608992327140121,0.05490942495540745
Mustafa Ünaldı,Adalet ve Kalkınma Partisi,85,0,Neutral,0.01741404623232798,0.23142840232073086,0.3780153066979182
Muzaffer Baştopçu,Adalet ve Kalkınma Partisi,248,0,Neutral,0.00879960368155465,0.479477837068466,0.537613004417003
Muzaffer Külcü,Adalet ve Kalkınma Partisi,158,1,Pole +,0.2175708259107435,-0.16276845291743994,0.8486703900147143
Mücahit Daloğlu,Adalet ve Kalkınma Partisi,114,1,Pole +,0.07659587112596405,-0.33818219952747974,0.6215595778882369
Müfit Yetkin,Adalet ve Kalkınma Partisi,140,0,Neutral,0.002828605887802819,0.5612806217409295,-0.2395086816148664
Naci Aslan,Adalet ve Kalkınma Partisi,187,0,Neutral,0.008264126456809682,-0.35119569787100624,-0.48931633292228266
Nadir Saraç,Cumhuriyet Halk Partisi,82,0,Neutral,0.00515240058824398,-0.3284322022497022,0.17472234371398582
Nail Kamacı,Cumhuriyet Halk Partisi,233,0,Neutral,0.0010450411043338736,0.05719908126307911,-0.15470381770467914
Nazım Ekren,Adalet ve Kalkınma Partisi,412,0,Neutral,0.002181379732177694,0.7304936157755115,-0.015354467942927575
Necati Uzdil,Cumhuriyet Halk Partisi,152,0,Neutral,0.005388185703682874,0.22998726975162323,0.24125547194953162
