speech_id,transcript_id,date,year,month,speaker,party,party_bloc,word_count,concept_hit_count,beme_positive_hits,beme_negative_hits,beme_score,beme_label
term_22_speech_000000,10005,2003-07-01,2003,7,Aziz Akgül,Adalet ve Kalkınma Partisi,government,505,1,0,0,0.0,mixed
term_22_speech_000004,10005,2003-07-01,2003,7,Beşir Atalay,Adalet ve Kalkınma Partisi,government,1728,2,0,4,-0.8,negative
term_22_speech_000005,10005,2003-07-01,2003,7,Beşir Atalay,Adalet ve Kalkınma Partisi,government,163,1,0,0,0.0,mixed
term_22_speech_000006,10005,2003-07-01,2003,7,Mehmet Vedat Melik,Cumhuriyet Halk Partisi,opposition,504,1,1,0,0.5,positive
term_22_speech_000008,10005,2003-07-01,2003,7,Sami Güçlü,Adalet ve Kalkınma Partisi,government,1293,2,9,0,0.9,positive
term_22_speech_000009,10005,2003-07-01,2003,7,Abdulaziz Yazar,Cumhuriyet Halk Partisi,opposition,478,1,0,2,-0.6667,negative
term_22_speech_000013,10005,2003-07-01,2003,7,Mustafa Özyürek,Cumhuriyet Halk Partisi,opposition,696,1,0,0,0.0,mixed
term_22_speech_000022,10005,2003-07-01,2003,7,Şükrü Elekdağ,Cumhuriyet Halk Partisi,opposition,785,5,9,7,0.1176,mixed
term_22_speech_000023,10005,2003-07-01,2003,7,Şükrü Elekdağ,Cumhuriyet Halk Partisi,opposition,1785,3,2,0,0.6667,positive
term_22_speech_000024,10005,2003-07-01,2003,7,Nurettin Sözen,Cumhuriyet Halk Partisi,opposition,1538,5,7,4,0.25,positive
term_22_speech_000025,10005,2003-07-01,2003,7,Mehmet Çerçi,Adalet ve Kalkınma Partisi,government,1667,4,9,0,0.9,positive
term_22_speech_000027,10005,2003-07-01,2003,7,Enver Öktem,Cumhuriyet Halk Partisi,opposition,12,1,0,0,0.0,mixed
term_22_speech_000029,10005,2003-07-01,2003,7,Recep Akdağ,Adalet ve Kalkınma Partisi,government,1750,5,1,4,-0.5,negative
term_22_speech_000032,10005,2003-07-01,2003,7,Mustafa Özyurt,Cumhuriyet Halk Partisi,opposition,835,2,0,0,0.0,mixed
term_22_speech_000033,10005,2003-07-01,2003,7,Mehmet Uğur Neşşar,Cumhuriyet Halk Partisi,opposition,849,1,0,1,-0.5,negative
term_22_speech_000034,10005,2003-07-01,2003,7,Mehmet Uğur Neşşar,Cumhuriyet Halk Partisi,opposition,183,1,1,0,0.5,positive
term_22_speech_000036,10005,2003-07-01,2003,7,Mehmet Uğur Neşşar,Cumhuriyet Halk Partisi,opposition,30,1,0,0,0.0,mixed
term_22_speech_000037,10005,2003-07-01,2003,7,Cevdet Erdöl,Adalet ve Kalkınma Partisi,government,453,1,0,0,0.0,mixed
term_22_speech_000038,10005,2003-07-01,2003,7,Öner Ergenç,Adalet ve Kalkınma Partisi,government,382,1,0,0,0.0,mixed
term_22_speech_000039,10005,2003-07-01,2003,7,Öner Ergenç,Adalet ve Kalkınma Partisi,government,98,1,0,0,0.0,mixed
term_22_speech_000043,10005,2003-07-01,2003,7,Mehmet Fehmi Uyanık,Adalet ve Kalkınma Partisi,government,362,2,0,0,0.0,mixed
term_22_speech_000049,10005,2003-07-01,2003,7,Nurettin Sözen,Cumhuriyet Halk Partisi,opposition,224,1,0,0,0.0,mixed
term_22_speech_000050,10005,2003-07-01,2003,7,Nurettin Sözen,Cumhuriyet Halk Partisi,opposition,826,3,1,4,-0.5,negative
term_22_speech_000054,10005,2003-07-01,2003,7,Nurettin Sözen,Cumhuriyet Halk Partisi,opposition,150,2,0,0,0.0,mixed
term_22_speech_000061,10005,2003-07-01,2003,7,Enver Öktem,Cumhuriyet Halk Partisi,opposition,360,1,3,1,0.4,positive
term_22_speech_000067,10025,2003-07-01,2003,7,Berhan Şimşek,Cumhuriyet Halk Partisi,opposition,534,1,0,0,0.0,mixed
term_22_speech_000068,10025,2003-07-01,2003,7,Berhan Şimşek,Cumhuriyet Halk Partisi,opposition,128,1,0,0,0.0,mixed
term_22_speech_000069,10025,2003-07-01,2003,7,Berhan Şimşek,Cumhuriyet Halk Partisi,opposition,65,1,0,0,0.0,mixed
term_22_speech_000070,10025,2003-07-01,2003,7,Muzaffer Gülyurt,Adalet ve Kalkınma Partisi,government,489,2,2,6,-0.4444,negative
term_22_speech_000071,10025,2003-07-01,2003,7,Muzaffer Gülyurt,Adalet ve Kalkınma Partisi,government,121,1,0,0,0.0,mixed
term_22_speech_000082,10025,2003-07-01,2003,7,Mehmet Parlakyiğit,Cumhuriyet Halk Partisi,opposition,1070,4,2,2,0.0,mixed
term_22_speech_000083,10025,2003-07-01,2003,7,Fahri Çakır,Adalet ve Kalkınma Partisi,government,1198,2,1,3,-0.4,negative
term_22_speech_000085,10025,2003-07-01,2003,7,Binali Yıldırım,Adalet ve Kalkınma Partisi,government,161,1,0,0,0.0,mixed
term_22_speech_000086,10025,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,980,3,5,6,-0.0833,mixed
term_22_speech_000087,10025,2003-07-01,2003,7,Atilla Koç,Adalet ve Kalkınma Partisi,government,1385,4,7,0,0.875,positive
term_22_speech_000089,10025,2003-07-01,2003,7,Halil Özyolcu,Adalet ve Kalkınma Partisi,government,693,3,0,0,0.0,mixed
term_22_speech_000090,10025,2003-07-01,2003,7,Kürşad Tüzmen,Adalet ve Kalkınma Partisi,government,173,2,0,0,0.0,mixed
term_22_speech_000091,10045,2003-07-01,2003,7,Hasan Bilir,Adalet ve Kalkınma Partisi,government,491,1,1,0,0.5,positive
term_22_speech_000093,10045,2003-07-01,2003,7,Edip Safder Gaydalı,Bağımsız,opposition,537,2,0,0,0.0,mixed
term_22_speech_000095,10045,2003-07-01,2003,7,Hüseyin Çelik,Adalet ve Kalkınma Partisi,government,634,1,0,0,0.0,mixed
term_22_speech_000096,10045,2003-07-01,2003,7,Muharrem İnce,Cumhuriyet Halk Partisi,opposition,499,1,1,0,0.5,positive
term_22_speech_000100,10045,2003-07-01,2003,7,Hüseyin Çelik,Adalet ve Kalkınma Partisi,government,328,1,0,0,0.0,mixed
term_22_speech_000111,10045,2003-07-01,2003,7,Hüseyin Çelik,Adalet ve Kalkınma Partisi,government,364,1,1,0,0.5,positive
term_22_speech_000115,10045,2003-07-01,2003,7,Haluk Koç,Cumhuriyet Halk Partisi,opposition,697,7,5,3,0.2222,positive
term_22_speech_000116,10045,2003-07-01,2003,7,Haluk Koç,Cumhuriyet Halk Partisi,opposition,327,1,0,0,0.0,mixed
term_22_speech_000118,10045,2003-07-01,2003,7,Eyüp Fatsa,Adalet ve Kalkınma Partisi,government,457,3,3,0,0.75,positive
term_22_speech_000119,10045,2003-07-01,2003,7,Atilla Kart,Cumhuriyet Halk Partisi,opposition,411,2,2,1,0.25,positive
term_22_speech_000122,10045,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,323,1,0,1,-0.5,negative
term_22_speech_000123,10045,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,608,2,7,8,-0.0625,mixed
term_22_speech_000124,10045,2003-07-01,2003,7,Cavit Torun,Adalet ve Kalkınma Partisi,government,788,1,0,0,0.0,mixed
term_22_speech_000125,10045,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,151,1,0,0,0.0,mixed
term_22_speech_000126,10045,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,358,1,3,2,0.1667,mixed
term_22_speech_000127,10045,2003-07-01,2003,7,Naci Aslan,Adalet ve Kalkınma Partisi,government,1623,4,3,4,-0.125,mixed
term_22_speech_000131,10045,2003-07-01,2003,7,Adem Baştürk,Adalet ve Kalkınma Partisi,government,1635,1,1,0,0.5,positive
term_22_speech_000137,10045,2003-07-01,2003,7,Oya Araslı,Cumhuriyet Halk Partisi,opposition,779,6,26,2,0.8276,positive
term_22_speech_000138,10045,2003-07-01,2003,7,Oya Araslı,Cumhuriyet Halk Partisi,opposition,112,2,5,4,0.1,mixed
term_22_speech_000139,10045,2003-07-01,2003,7,Burhan Kuzu,Adalet ve Kalkınma Partisi,government,1049,4,9,0,0.9,positive
term_22_speech_000140,10045,2003-07-01,2003,7,Burhan Kuzu,Adalet ve Kalkınma Partisi,government,92,1,0,0,0.0,mixed
term_22_speech_000141,10045,2003-07-01,2003,7,Burhan Kuzu,Adalet ve Kalkınma Partisi,government,117,2,0,0,0.0,mixed
term_22_speech_000142,10045,2003-07-01,2003,7,Burhan Kuzu,Adalet ve Kalkınma Partisi,government,138,2,0,0,0.0,mixed
term_22_speech_000143,10045,2003-07-01,2003,7,Feridun Fikret Baloğlu,Cumhuriyet Halk Partisi,opposition,600,4,1,2,-0.25,negative
term_22_speech_000145,10045,2003-07-01,2003,7,Mehmet Ziya Yergök,Cumhuriyet Halk Partisi,opposition,854,3,0,14,-0.9333,negative
term_22_speech_000146,10045,2003-07-01,2003,7,Recep Özel,Adalet ve Kalkınma Partisi,government,392,2,3,3,0.0,mixed
term_22_speech_000147,10065,2003-07-01,2003,7,Ufuk Özkan,Cumhuriyet Halk Partisi,opposition,566,1,0,0,0.0,mixed
term_22_speech_000151,10065,2003-07-01,2003,7,Osman Pepe,Adalet ve Kalkınma Partisi,government,1440,2,0,0,0.0,mixed
term_22_speech_000152,10065,2003-07-01,2003,7,Mustafa Özyürek,Cumhuriyet Halk Partisi,opposition,17,1,0,0,0.0,mixed
term_22_speech_000158,10065,2003-07-01,2003,7,Osman Coşkunoğlu,Cumhuriyet Halk Partisi,opposition,440,1,3,1,0.4,positive
term_22_speech_000159,10065,2003-07-01,2003,7,Osman Coşkunoğlu,Cumhuriyet Halk Partisi,opposition,248,1,0,0,0.0,mixed
term_22_speech_000162,10065,2003-07-01,2003,7,Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,opposition,1050,3,7,0,0.875,positive
term_22_speech_000163,10065,2003-07-01,2003,7,Mahfuz Güler,Adalet ve Kalkınma Partisi,government,613,3,0,2,-0.6667,negative
term_22_speech_000164,10065,2003-07-01,2003,7,Mustafa Özyurt,Cumhuriyet Halk Partisi,opposition,594,1,0,3,-0.75,negative
term_22_speech_000165,10065,2003-07-01,2003,7,İzzet Çetin,Cumhuriyet Halk Partisi,opposition,978,2,3,6,-0.3,negative
term_22_speech_000166,10065,2003-07-01,2003,7,İzzet Çetin,Cumhuriyet Halk Partisi,opposition,105,1,0,0,0.0,mixed
term_22_speech_000167,10065,2003-07-01,2003,7,Murat Başesgioğlu,Adalet ve Kalkınma Partisi,government,1313,3,9,6,0.1875,mixed
term_22_speech_000168,10065,2003-07-01,2003,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,opposition,964,5,11,8,0.15,mixed
term_22_speech_000169,10065,2003-07-01,2003,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,opposition,465,5,1,25,-0.8889,negative
term_22_speech_000170,10065,2003-07-01,2003,7,Akif Hamzaçebi,Cumhuriyet Halk Partisi,opposition,28,1,0,1,-0.5,negative
term_22_speech_000171,10065,2003-07-01,2003,7,Yakup Kepenek,Cumhuriyet Halk Partisi,opposition,1118,6,10,26,-0.4324,negative
term_22_speech_000172,10065,2003-07-01,2003,7,Haluk Koç,Cumhuriyet Halk Partisi,opposition,573,2,2,1,0.25,positive
term_22_speech_000178,10065,2003-07-01,2003,7,Enis Tütüncü,Cumhuriyet Halk Partisi,opposition,219,1,3,3,0.0,mixed
term_22_speech_000179,10065,2003-07-01,2003,7,Enis Tütüncü,Cumhuriyet Halk Partisi,opposition,686,3,2,3,-0.1667,mixed
term_22_speech_000181,10065,2003-07-01,2003,7,Murat Başesgioğlu,Adalet ve Kalkınma Partisi,government,28,1,2,0,0.6667,positive
term_22_speech_000182,10065,2003-07-01,2003,7,Yakup Kepenek,Cumhuriyet Halk Partisi,opposition,270,3,9,0,0.9,positive
term_22_speech_000183,10065,2003-07-01,2003,7,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,opposition,895,3,14,1,0.8125,positive
term_22_speech_000184,10065,2003-07-01,2003,7,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,opposition,117,1,0,0,0.0,mixed
term_22_speech_000187,10065,2003-07-01,2003,7,Bayram Meral,Cumhuriyet Halk Partisi,opposition,168,1,1,0,0.5,positive
term_22_speech_000189,10065,2003-07-01,2003,7,Bayram Meral,Cumhuriyet Halk Partisi,opposition,690,1,0,1,-0.5,negative
term_22_speech_000199,10065,2003-07-01,2003,7,Enis Tütüncü,Cumhuriyet Halk Partisi,opposition,788,2,0,2,-0.6667,negative
term_22_speech_000200,10065,2003-07-01,2003,7,Enis Tütüncü,Cumhuriyet Halk Partisi,opposition,427,1,3,4,-0.125,mixed
term_22_speech_000203,10065,2003-07-01,2003,7,Enis Tütüncü,Cumhuriyet Halk Partisi,opposition,168,1,0,0,0.0,mixed
term_22_speech_000208,10065,2003-07-01,2003,7,İzzet Çetin,Cumhuriyet Halk Partisi,opposition,907,2,0,1,-0.5,negative
term_22_speech_000210,10065,2003-07-01,2003,7,Murat Başesgioğlu,Adalet ve Kalkınma Partisi,government,121,1,0,1,-0.5,negative
term_22_speech_000211,10065,2003-07-01,2003,7,Hasan Aydın,Cumhuriyet Halk Partisi,opposition,303,3,0,0,0.0,mixed
term_22_speech_000222,10065,2003-07-01,2003,7,Hasan Aydın,Cumhuriyet Halk Partisi,opposition,119,1,0,0,0.0,mixed
term_22_speech_000244,10065,2003-07-01,2003,7,Hasan Aydın,Cumhuriyet Halk Partisi,opposition,30,1,0,0,0.0,mixed
term_22_speech_000246,10065,2003-07-01,2003,7,Hasan Aydın,Cumhuriyet Halk Partisi,opposition,123,1,1,3,-0.4,negative
term_22_speech_000248,10065,2003-07-01,2003,7,Hasan Aydın,Cumhuriyet Halk Partisi,opposition,375,1,0,0,0.0,mixed
term_22_speech_000249,10065,2003-07-01,2003,7,Hasan Aydın,Cumhuriyet Halk Partisi,opposition,45,1,0,0,0.0,mixed
term_22_speech_000255,10065,2003-07-01,2003,7,Salih Kapusuz,Adalet ve Kalkınma Partisi,government,30,1,0,0,0.0,mixed
term_22_speech_000256,10065,2003-07-01,2003,7,Salih Kapusuz,Adalet ve Kalkınma Partisi,government,295,2,0,0,0.0,mixed
term_22_speech_000260,10065,2003-07-01,2003,7,Bayram Meral,Cumhuriyet Halk Partisi,opposition,697,1,0,0,0.0,mixed
term_22_speech_000261,10065,2003-07-01,2003,7,Enis Tütüncü,Cumhuriyet Halk Partisi,opposition,192,2,0,0,0.0,mixed
term_22_speech_000263,10065,2003-07-01,2003,7,Bayram Meral,Cumhuriyet Halk Partisi,opposition,544,1,4,0,0.8,positive
term_22_speech_000264,10065,2003-07-01,2003,7,Ünal Kacır,Adalet ve Kalkınma Partisi,government,9,1,0,0,0.0,mixed
term_22_speech_000271,10065,2003-07-01,2003,7,Ünal Kacır,Adalet ve Kalkınma Partisi,government,173,1,0,0,0.0,mixed
term_22_speech_000277,10065,2003-07-01,2003,7,Resul Tosun,Adalet ve Kalkınma Partisi,government,456,1,0,0,0.0,mixed
term_22_speech_000278,10065,2003-07-01,2003,7,Ersönmez Yarbay,Adalet ve Kalkınma Partisi,government,143,1,0,0,0.0,mixed
term_22_speech_000279,10065,2003-07-01,2003,7,Ersönmez Yarbay,Adalet ve Kalkınma Partisi,government,73,2,0,0,0.0,mixed
term_22_speech_000281,10065,2003-07-01,2003,7,Ersönmez Yarbay,Adalet ve Kalkınma Partisi,government,189,1,0,0,0.0,mixed
