speech_id,transcript_id,date,year,month,speaker,party,party_bloc,word_count,concept_hit_count,beme_positive_hits,beme_negative_hits,beme_score,beme_label
term_22_speech_000282,10065,2003-07-01,2003,7,Ersönmez Yarbay,Adalet ve Kalkınma Partisi,government,108,1,0,0,0.0,mixed
term_22_speech_000283,10065,2003-07-01,2003,7,Haluk Koç,Cumhuriyet Halk Partisi,opposition,169,1,0,0,0.0,mixed
term_22_speech_000285,10065,2003-07-01,2003,7,Murat Başesgioğlu,Adalet ve Kalkınma Partisi,government,196,1,2,0,0.6667,positive
term_22_speech_000286,10065,2003-07-01,2003,7,Mehmet Fehmi Uyanık,Adalet ve Kalkınma Partisi,government,306,1,0,0,0.0,mixed
term_22_speech_000287,10065,2003-07-01,2003,7,Mehmet Fehmi Uyanık,Adalet ve Kalkınma Partisi,government,732,4,0,2,-0.6667,negative
term_22_speech_000288,10065,2003-07-01,2003,7,Mehmet Fehmi Uyanık,Adalet ve Kalkınma Partisi,government,260,1,0,0,0.0,mixed
term_22_speech_000294,10085,2003-07-01,2003,7,Dursun Akdemir,Anavatan Partisi,opposition,417,1,0,2,-0.6667,negative
term_22_speech_000298,10085,2003-07-01,2003,7,Ömer Özyılmaz,Adalet ve Kalkınma Partisi,government,309,1,0,0,0.0,mixed
term_22_speech_000299,10085,2003-07-01,2003,7,Bayram Meral,Cumhuriyet Halk Partisi,opposition,163,1,0,0,0.0,mixed
term_22_speech_000300,10085,2003-07-01,2003,7,Ömer Özyılmaz,Adalet ve Kalkınma Partisi,government,224,3,6,0,0.8571,positive
term_22_speech_000303,10085,2003-07-01,2003,7,Ali Arslan,Cumhuriyet Halk Partisi,opposition,122,2,0,0,0.0,mixed
term_22_speech_000305,10085,2003-07-01,2003,7,Haluk Koç,Cumhuriyet Halk Partisi,opposition,30,1,0,0,0.0,mixed
term_22_speech_000307,10085,2003-07-01,2003,7,Mahmut Durdu,Adalet ve Kalkınma Partisi,government,1592,4,9,5,0.2667,positive
term_22_speech_000309,10085,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,1570,5,17,5,0.5217,positive
term_22_speech_000310,10085,2003-07-01,2003,7,Atilla Kart,Cumhuriyet Halk Partisi,opposition,604,3,11,0,0.9167,positive
term_22_speech_000315,10085,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,258,1,0,0,0.0,mixed
term_22_speech_000318,10085,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,230,1,2,0,0.6667,positive
term_22_speech_000319,10085,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,405,2,4,0,0.8,positive
term_22_speech_000325,10085,2003-07-01,2003,7,Cemil Çiçek,Adalet ve Kalkınma Partisi,government,232,1,0,0,0.0,mixed
term_22_speech_000335,10105,2003-07-01,2003,7,Ahmet Ersin,Cumhuriyet Halk Partisi,opposition,99,1,0,2,-0.6667,negative
term_22_speech_000341,10105,2003-07-01,2003,7,Abdüllatif Şener,Adalet ve Kalkınma Partisi,government,506,6,4,2,0.2857,positive
term_22_speech_000343,10105,2003-07-01,2003,7,Abdüllatif Şener,Adalet ve Kalkınma Partisi,government,8,1,0,0,0.0,mixed
term_22_speech_000346,10105,2003-07-01,2003,7,Mustafa Nuri Akbulut,Adalet ve Kalkınma Partisi,government,479,2,0,0,0.0,mixed
term_22_speech_000347,10105,2003-07-01,2003,7,Hüseyin Özcan,Anavatan Partisi,opposition,504,1,0,0,0.0,mixed
term_22_speech_000348,10105,2003-07-01,2003,7,Hüseyin Özcan,Anavatan Partisi,opposition,319,1,2,2,0.0,mixed
term_22_speech_000349,10105,2003-07-01,2003,7,Binali Yıldırım,Adalet ve Kalkınma Partisi,government,953,2,3,0,0.75,positive
term_22_speech_000352,10105,2003-07-01,2003,7,Yılmaz Kaya,Cumhuriyet Halk Partisi,opposition,551,2,4,2,0.2857,positive
term_22_speech_000353,10105,2003-07-01,2003,7,Yılmaz Kaya,Cumhuriyet Halk Partisi,opposition,289,1,0,0,0.0,mixed
term_22_speech_000354,10105,2003-07-01,2003,7,Yılmaz Kaya,Cumhuriyet Halk Partisi,opposition,86,2,2,0,0.6667,positive
term_22_speech_000356,10105,2003-07-01,2003,7,Atilla Kart,Cumhuriyet Halk Partisi,opposition,332,2,0,0,0.0,mixed
term_22_speech_000359,10105,2003-07-01,2003,7,Yakup Kepenek,Cumhuriyet Halk Partisi,opposition,365,2,0,0,0.0,mixed
term_22_speech_000360,10105,2003-07-01,2003,7,Yakup Kepenek,Cumhuriyet Halk Partisi,opposition,154,1,1,0,0.5,positive
term_22_speech_000361,10105,2003-07-01,2003,7,Ali Rıza Gülçiçek,Cumhuriyet Halk Partisi,opposition,383,1,2,0,0.6667,positive
term_22_speech_000364,10105,2003-07-01,2003,7,Sami Güçlü,Adalet ve Kalkınma Partisi,government,1106,1,1,0,0.5,positive
term_22_speech_000366,10105,2003-07-01,2003,7,Necdet Budak,Adalet ve Kalkınma Partisi,government,690,1,0,0,0.0,mixed
term_22_speech_000370,10105,2003-07-01,2003,7,Mehdi Eker,Adalet ve Kalkınma Partisi,government,1785,2,3,0,0.75,positive
term_22_speech_000371,10105,2003-07-01,2003,7,Feridun Fikret Baloğlu,Cumhuriyet Halk Partisi,opposition,1570,4,1,2,-0.25,negative
term_22_speech_000372,10105,2003-07-01,2003,7,Cengiz Kaptanoğlu,Adalet ve Kalkınma Partisi,government,930,2,1,0,0.5,positive
term_22_speech_000373,10105,2003-07-01,2003,7,Hakkı Ülkü,Cumhuriyet Halk Partisi,opposition,673,1,1,0,0.5,positive
term_22_speech_000374,10105,2003-07-01,2003,7,Ramazan Kerim Özkan,Cumhuriyet Halk Partisi,opposition,1073,2,0,0,0.0,mixed
term_22_speech_000375,10105,2003-07-01,2003,7,Ramazan Kerim Özkan,Cumhuriyet Halk Partisi,opposition,182,1,0,0,0.0,mixed
term_22_speech_000378,10105,2003-07-01,2003,7,Abdülkadir Ateş,Cumhuriyet Halk Partisi,opposition,351,1,1,1,0.0,mixed
term_22_speech_000379,10105,2003-07-01,2003,7,Kemal Demirel,Cumhuriyet Halk Partisi,opposition,640,3,7,2,0.5,positive
term_22_speech_000380,10105,2003-07-01,2003,7,Fahrettin Üstün,Cumhuriyet Halk Partisi,opposition,1110,3,8,5,0.2143,positive
term_22_speech_000381,10105,2003-07-01,2003,7,Fahrettin Üstün,Cumhuriyet Halk Partisi,opposition,314,2,0,0,0.0,mixed
term_22_speech_000382,10105,2003-07-01,2003,7,Nail Kamacı,Cumhuriyet Halk Partisi,opposition,1450,3,0,0,0.0,mixed
term_22_speech_000384,10105,2003-07-01,2003,7,Ensar Öğüt,Cumhuriyet Halk Partisi,opposition,815,1,0,0,0.0,mixed
term_22_speech_000385,10105,2003-07-01,2003,7,Ensar Öğüt,Cumhuriyet Halk Partisi,opposition,55,1,0,0,0.0,mixed
term_22_speech_000388,10105,2003-07-01,2003,7,Ensar Öğüt,Cumhuriyet Halk Partisi,opposition,232,1,0,0,0.0,mixed
term_22_speech_000389,10105,2003-07-01,2003,7,Fahrettin Üstün,Cumhuriyet Halk Partisi,opposition,122,2,0,0,0.0,mixed
term_22_speech_000390,10105,2003-07-01,2003,7,Abdülkadir Aksu,Adalet ve Kalkınma Partisi,government,351,2,1,0,0.5,positive
term_22_speech_000391,10105,2003-07-01,2003,7,Berhan Şimşek,Cumhuriyet Halk Partisi,opposition,320,2,0,0,0.0,mixed
term_22_speech_000394,10105,2003-07-01,2003,7,Berhan Şimşek,Cumhuriyet Halk Partisi,opposition,702,2,8,0,0.8889,positive
term_22_speech_000395,10105,2003-07-01,2003,7,Nihat Ergün,Adalet ve Kalkınma Partisi,government,1243,2,1,0,0.5,positive
term_22_speech_000397,10105,2003-07-01,2003,7,Nihat Ergün,Adalet ve Kalkınma Partisi,government,579,3,6,3,0.3,positive
term_22_speech_000400,10105,2003-07-01,2003,7,Nihat Ergün,Adalet ve Kalkınma Partisi,government,219,1,2,0,0.6667,positive
term_22_speech_000401,10105,2003-07-01,2003,7,Beşir Atalay,Adalet ve Kalkınma Partisi,government,737,3,1,1,0.0,mixed
term_22_speech_000402,10105,2003-07-01,2003,7,Atilla Kart,Cumhuriyet Halk Partisi,opposition,875,3,4,1,0.5,positive
term_22_speech_000403,10105,2003-07-01,2003,7,Atilla Kart,Cumhuriyet Halk Partisi,opposition,74,2,1,1,0.0,mixed
term_22_speech_000406,10105,2003-07-01,2003,7,Atilla Kart,Cumhuriyet Halk Partisi,opposition,337,1,0,0,0.0,mixed
term_22_speech_000407,10105,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,1624,4,11,16,-0.1786,mixed
term_22_speech_000408,10105,2003-07-01,2003,7,İdris Naim Şahin,Adalet ve Kalkınma Partisi,government,698,3,6,21,-0.5357,negative
term_22_speech_000411,10105,2003-07-01,2003,7,İdris Naim Şahin,Adalet ve Kalkınma Partisi,government,125,1,0,0,0.0,mixed
term_22_speech_000412,10105,2003-07-01,2003,7,İdris Naim Şahin,Adalet ve Kalkınma Partisi,government,469,2,6,12,-0.3158,negative
term_22_speech_000415,10105,2003-07-01,2003,7,İdris Naim Şahin,Adalet ve Kalkınma Partisi,government,214,2,3,4,-0.125,mixed
term_22_speech_000416,10105,2003-07-01,2003,7,İdris Naim Şahin,Adalet ve Kalkınma Partisi,government,185,3,3,0,0.75,positive
term_22_speech_000417,10105,2003-07-01,2003,7,Atilla Kart,Cumhuriyet Halk Partisi,opposition,162,1,0,0,0.0,mixed
term_22_speech_000418,10105,2003-07-01,2003,7,Atilla Kart,Cumhuriyet Halk Partisi,opposition,678,4,8,6,0.1333,mixed
term_22_speech_000419,10105,2003-07-01,2003,7,Orhan Eraslan,Cumhuriyet Halk Partisi,opposition,638,3,0,1,-0.5,negative
term_22_speech_000420,10105,2003-07-01,2003,7,Algan Hacaloğlu,Cumhuriyet Halk Partisi,opposition,721,3,3,4,-0.125,mixed
term_22_speech_000423,10105,2003-07-01,2003,7,Mahfuz Güler,Adalet ve Kalkınma Partisi,government,447,4,0,6,-0.8571,negative
term_22_speech_000424,10125,2003-07-01,2003,7,Berhan Şimşek,Cumhuriyet Halk Partisi,opposition,477,1,1,1,0.0,mixed
term_22_speech_000425,10125,2003-07-01,2003,7,Berhan Şimşek,Cumhuriyet Halk Partisi,opposition,184,1,0,0,0.0,mixed
term_22_speech_000426,10125,2003-07-01,2003,7,Mehmet Eraslan,Bağımsız,opposition,442,1,0,0,0.0,mixed
term_22_speech_000427,10125,2003-07-01,2003,7,Mehmet Eraslan,Bağımsız,opposition,244,1,1,1,0.0,mixed
term_22_speech_000429,10125,2003-07-01,2003,7,Sedat Pekel,Cumhuriyet Halk Partisi,opposition,401,4,0,1,-0.5,negative
term_22_speech_000430,10125,2003-07-01,2003,7,Sedat Pekel,Cumhuriyet Halk Partisi,opposition,216,2,1,4,-0.5,negative
term_22_speech_000432,10125,2003-07-01,2003,7,Abdülkadir Aksu,Adalet ve Kalkınma Partisi,government,666,3,4,0,0.8,positive
term_22_speech_000433,10125,2003-07-01,2003,7,Ali Rıza Gülçiçek,Cumhuriyet Halk Partisi,opposition,664,1,0,0,0.0,mixed
term_22_speech_000434,10125,2003-07-01,2003,7,Ahmet Işık,Adalet ve Kalkınma Partisi,government,326,3,2,5,-0.375,negative
term_22_speech_000435,10125,2003-07-01,2003,7,Ersönmez Yarbay,Adalet ve Kalkınma Partisi,government,606,1,3,0,0.75,positive
term_22_speech_000436,10125,2003-07-01,2003,7,Ersönmez Yarbay,Adalet ve Kalkınma Partisi,government,84,1,0,0,0.0,mixed
term_22_speech_000437,10125,2003-07-01,2003,7,Cavit Torun,Adalet ve Kalkınma Partisi,government,551,1,0,0,0.0,mixed
term_22_speech_000439,10125,2003-07-01,2003,7,Mehmet Kesimoğlu,Cumhuriyet Halk Partisi,opposition,759,5,9,1,0.7273,positive
term_22_speech_000440,10125,2003-07-01,2003,7,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,opposition,497,2,12,6,0.3158,positive
