speech_id,transcript_id,date,year,month,month_date,speaker,source_party,source_party_short,source_bloc,target_party,target_party_short,target_bloc,mention_count,beme_positive_hits,beme_negative_hits,relation_weight,beme_score,beme_label,topic_category,topic_label,positive_weight,negative_weight,net_weight
term_22_directed_013256,13205,2004-12-15,2004,12,2004-12-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,2,0,1.7,0.6667,positive,general,General,1.13339,0.0,1.13339
term_22_directed_013263,13205,2004-12-15,2004,12,2004-12-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Cumhuriyet Halk Partisi,CHP,opposition,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013270,13205,2004-12-15,2004,12,2004-12-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_013281,13205,2004-12-15,2004,12,2004-12-01,Nail Kamacı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013287,13205,2004-12-15,2004,12,2004-12-01,Nail Kamacı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_013292,13205,2004-12-15,2004,12,2004-12-01,Fahrettin Üstün,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_013294,13205,2004-12-15,2004,12,2004-12-01,Fahrettin Üstün,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,1,0,2.35,0.5,positive,general,General,1.175,0.0,1.175
term_22_directed_013295,13205,2004-12-15,2004,12,2004-12-01,Fahrettin Üstün,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013298,13205,2004-12-15,2004,12,2004-12-01,Orhan Eraslan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013339,13225,2004-12-16,2004,12,2004-12-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013343,13225,2004-12-16,2004,12,2004-12-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,6,0,1,6.35,-0.5,negative,macro_economy,Economy,0.0,3.175,-3.175
term_22_directed_013345,13225,2004-12-16,2004,12,2004-12-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,1,1,4.7,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013353,13225,2004-12-16,2004,12,2004-12-01,Mehmet Yüksektepe,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013368,13225,2004-12-16,2004,12,2004-12-01,Mehmet Yıldırım,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,1,0,2.35,0.5,positive,general,General,1.175,0.0,1.175
term_22_directed_013371,13225,2004-12-16,2004,12,2004-12-01,Mehmet Yıldırım,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,2,0,1.7,0.6667,positive,general,General,1.13339,0.0,1.13339
term_22_directed_013373,13225,2004-12-16,2004,12,2004-12-01,Mehmet Yıldırım,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,macro_economy,Economy,0.675,0.0,0.675
term_22_directed_013380,13225,2004-12-16,2004,12,2004-12-01,Mehmet Çerçi,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013385,13225,2004-12-16,2004,12,2004-12-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_013391,13225,2004-12-16,2004,12,2004-12-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,1,1.35,-0.5,negative,general,General,0.0,0.675,-0.675
term_22_directed_013404,13245,2004-12-20,2004,12,2004-12-01,Alaattin Büyükkaya,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,3,3,0,4.05,0.75,positive,general,General,3.0374999999999996,0.0,3.0374999999999996
term_22_directed_013409,13245,2004-12-20,2004,12,2004-12-01,Deniz Baykal,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,2,0,2.7,0.6667,positive,general,General,1.80009,0.0,1.80009
term_22_directed_013414,13245,2004-12-20,2004,12,2004-12-01,Deniz Baykal,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,2,0,1.7,0.6667,positive,general,General,1.13339,0.0,1.13339
term_22_directed_013415,13245,2004-12-20,2004,12,2004-12-01,Deniz Baykal,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,5,1,0,5.35,0.5,positive,macro_economy,Economy,2.675,0.0,2.675
term_22_directed_013416,13245,2004-12-20,2004,12,2004-12-01,Deniz Baykal,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,1,0,4.35,0.5,positive,general,General,2.175,0.0,2.175
term_22_directed_013419,13245,2004-12-20,2004,12,2004-12-01,Mehmet Ağar,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,2,1,5.05,0.25,positive,general,General,1.2625,0.0,1.2625
term_22_directed_013419,13245,2004-12-20,2004,12,2004-12-01,Mehmet Ağar,Doğru Yol Partisi,DYP,opposition,Cumhuriyet Halk Partisi,CHP,opposition,1,0,1,1.35,-0.5,negative,general,General,0.0,0.675,-0.675
term_22_directed_013420,13245,2004-12-20,2004,12,2004-12-01,Mehmet Ağar,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,7,2,2,8.4,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_013420,13245,2004-12-20,2004,12,2004-12-01,Mehmet Ağar,Doğru Yol Partisi,DYP,opposition,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013424,13245,2004-12-20,2004,12,2004-12-01,Recep Tayyip Erdoğan,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013432,13245,2004-12-20,2004,12,2004-12-01,Recep Tayyip Erdoğan,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013447,13245,2004-12-20,2004,12,2004-12-01,Recep Tayyip Erdoğan,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013452,13245,2004-12-20,2004,12,2004-12-01,Deniz Baykal,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_013457,13245,2004-12-20,2004,12,2004-12-01,Deniz Baykal,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013460,13245,2004-12-20,2004,12,2004-12-01,Deniz Baykal,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013470,13245,2004-12-20,2004,12,2004-12-01,Atila Emek,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013471,13245,2004-12-20,2004,12,2004-12-01,Abdullah Gül,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,1,1.35,-0.5,negative,general,General,0.0,0.675,-0.675
term_22_directed_013472,13245,2004-12-20,2004,12,2004-12-01,Abdullah Gül,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,2,1.7,-0.6667,negative,general,General,0.0,1.13339,-1.13339
term_22_directed_013478,13245,2004-12-20,2004,12,2004-12-01,Abdullah Gül,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013491,13245,2004-12-20,2004,12,2004-12-01,Abdullah Gül,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,1,1,1.7,0.0,mixed,democratic_reform,Reform,0.0,0.0,0.0
term_22_directed_013497,13245,2004-12-20,2004,12,2004-12-01,Abdullah Gül,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013502,13245,2004-12-20,2004,12,2004-12-01,Abdullah Gül,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013503,13245,2004-12-20,2004,12,2004-12-01,Abdullah Gül,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013509,13245,2004-12-20,2004,12,2004-12-01,Mehmet Ağar,Doğru Yol Partisi,DYP,opposition,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013514,13245,2004-12-20,2004,12,2004-12-01,Osman Kaptan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,10,0,0,10.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013516,13245,2004-12-20,2004,12,2004-12-01,Yılmaz Ateş,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,0,1,3.35,-0.5,negative,general,General,0.0,1.675,-1.675
term_22_directed_013517,13245,2004-12-20,2004,12,2004-12-01,Atilla Kart,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,2,2.7,-0.6667,negative,general,General,0.0,1.80009,-1.80009
term_22_directed_013520,13245,2004-12-20,2004,12,2004-12-01,Kemal Sağ,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,1,1,4.7,0.0,mixed,democratic_reform,Reform,0.0,0.0,0.0
term_22_directed_013522,13245,2004-12-20,2004,12,2004-12-01,Oya Araslı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,0,1,3.35,-0.5,negative,macro_economy,Economy,0.0,1.675,-1.675
term_22_directed_013542,13245,2004-12-20,2004,12,2004-12-01,Muharrem Kılıç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,0,0,4.0,0.0,mixed,democratic_reform,Reform,0.0,0.0,0.0
term_22_directed_013543,13245,2004-12-20,2004,12,2004-12-01,Muharrem Kılıç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,democratic_reform,Reform,0.0,0.0,0.0
term_22_directed_013544,13245,2004-12-20,2004,12,2004-12-01,Muharrem Kılıç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,1,1.35,-0.5,negative,general,General,0.0,0.675,-0.675
term_22_directed_013546,13245,2004-12-20,2004,12,2004-12-01,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,security_conflict,Security,0.0,0.0,0.0
term_22_directed_013547,13245,2004-12-20,2004,12,2004-12-01,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,security_conflict,Security,0.0,0.0,0.0
term_22_directed_013557,13265,2004-12-21,2004,12,2004-12-01,Burhan Kuzu,Adalet ve Kalkınma Partisi,AK Party,government,Doğru Yol Partisi,DYP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013568,13265,2004-12-21,2004,12,2004-12-01,Ali Kemal Kumkumoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,0,2,3.7,-0.6667,negative,general,General,0.0,2.46679,-2.46679
term_22_directed_013569,13265,2004-12-21,2004,12,2004-12-01,Ali Kemal Kumkumoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013578,13265,2004-12-21,2004,12,2004-12-01,Osman Coşkunoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013589,13265,2004-12-21,2004,12,2004-12-01,Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013590,13265,2004-12-21,2004,12,2004-12-01,Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013594,13265,2004-12-21,2004,12,2004-12-01,Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013601,13265,2004-12-21,2004,12,2004-12-01,İlyas Sezai Önder,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,1,3,5.4,-0.4,negative,macro_economy,Economy,0.0,2.16,-2.16
term_22_directed_013603,13265,2004-12-21,2004,12,2004-12-01,Haluk Koç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013605,13265,2004-12-21,2004,12,2004-12-01,Algan Hacaloğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013610,13265,2004-12-21,2004,12,2004-12-01,Haluk Koç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,1,2.35,-0.5,negative,general,General,0.0,1.175,-1.175
term_22_directed_013616,13265,2004-12-21,2004,12,2004-12-01,Ali Kemal Kumkumoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,1,1.7,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013621,13265,2004-12-21,2004,12,2004-12-01,Güldal Okuducu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013628,13265,2004-12-21,2004,12,2004-12-01,Halil Akyüz,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013663,13265,2004-12-21,2004,12,2004-12-01,Ensar Öğüt,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013690,13285,2004-12-22,2004,12,2004-12-01,Enis Tütüncü,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,7,0,2,7.7,-0.6667,negative,macro_economy,Economy,0.0,5.13359,-5.13359
term_22_directed_013691,13285,2004-12-22,2004,12,2004-12-01,Enis Tütüncü,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,4,0,5.4,0.8,positive,macro_economy,Economy,4.32,0.0,4.32
term_22_directed_013692,13285,2004-12-22,2004,12,2004-12-01,Enis Tütüncü,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,9,2,15,14.95,-0.7222,negative,macro_economy,Economy,0.0,10.79689,-10.79689
term_22_directed_013693,13285,2004-12-22,2004,12,2004-12-01,Enis Tütüncü,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,5,0,4.75,0.8333,positive,macro_economy,Economy,3.958175,0.0,3.958175
term_22_directed_013694,13285,2004-12-22,2004,12,2004-12-01,Abdülkadir Ateş,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,0,1,4.35,-0.5,negative,constitutional_conflict,Constitution,0.0,2.175,-2.175
term_22_directed_013695,13285,2004-12-22,2004,12,2004-12-01,Abdülkadir Ateş,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,1,1,2.7,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013695,13285,2004-12-22,2004,12,2004-12-01,Abdülkadir Ateş,Cumhuriyet Halk Partisi,CHP,opposition,Anavatan Partisi,ANAP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013696,13285,2004-12-22,2004,12,2004-12-01,Abdülkadir Ateş,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_013697,13285,2004-12-22,2004,12,2004-12-01,Abdülkadir Ateş,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013699,13285,2004-12-22,2004,12,2004-12-01,CHP GRUBU ADINA BÜLENT H. TANLA,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_013711,13285,2004-12-22,2004,12,2004-12-01,Enis Tütüncü,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,5,3,1,6.4,0.4,positive,general,General,2.5600000000000005,0.0,2.5600000000000005
term_22_directed_013718,13285,2004-12-22,2004,12,2004-12-01,Atila Emek,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_013724,13285,2004-12-22,2004,12,2004-12-01,Fikret Ünlü,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013727,13285,2004-12-22,2004,12,2004-12-01,Yüksel Çorbacıoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,1,1.35,-0.5,negative,macro_economy,Economy,0.0,0.675,-0.675
term_22_directed_013730,13285,2004-12-22,2004,12,2004-12-01,Feridun Ayvazoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,2,1.7,-0.6667,negative,democratic_reform,Reform,0.0,1.13339,-1.13339
term_22_directed_013731,13285,2004-12-22,2004,12,2004-12-01,Mehmet Ziya Yergök,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,9,8,4,13.2,0.3077,positive,democratic_reform,Reform,4.06164,0.0,4.06164
term_22_directed_013732,13285,2004-12-22,2004,12,2004-12-01,Mehmet Ziya Yergök,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013778,13305,2004-12-23,2004,12,2004-12-01,Hasan Ören,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,1,3,4.4,-0.4,negative,macro_economy,Economy,0.0,1.7600000000000002,-1.7600000000000002
term_22_directed_013779,13305,2004-12-23,2004,12,2004-12-01,Hasan Ören,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013784,13305,2004-12-23,2004,12,2004-12-01,Ali Coşkun,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,1,1,1.7,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013787,13305,2004-12-23,2004,12,2004-12-01,Hakkı Ülkü,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,1,2.35,-0.5,negative,general,General,0.0,1.175,-1.175
term_22_directed_013788,13305,2004-12-23,2004,12,2004-12-01,Hakkı Ülkü,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,1,1.35,-0.5,negative,democratic_reform,Reform,0.0,0.675,-0.675
term_22_directed_013789,13305,2004-12-23,2004,12,2004-12-01,Osman Kaptan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_013797,13305,2004-12-23,2004,12,2004-12-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013801,13305,2004-12-23,2004,12,2004-12-01,Gürol Ergin,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,2,0,4.7,0.6667,positive,democratic_reform,Reform,3.13349,0.0,3.13349
term_22_directed_013810,13305,2004-12-23,2004,12,2004-12-01,Gürol Ergin,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,3,2.05,-0.75,negative,general,General,0.0,1.5375,-1.5375
term_22_directed_013811,13305,2004-12-23,2004,12,2004-12-01,Bayram Meral,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_013816,13305,2004-12-23,2004,12,2004-12-01,Bayram Meral,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013817,13305,2004-12-23,2004,12,2004-12-01,Kemal Demirel,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,1,2.35,-0.5,negative,democratic_reform,Reform,0.0,1.175,-1.175
term_22_directed_013822,13305,2004-12-23,2004,12,2004-12-01,Eyüp Fatsa,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,1,1.35,-0.5,negative,general,General,0.0,0.675,-0.675
term_22_directed_013824,13305,2004-12-23,2004,12,2004-12-01,Eyüp Fatsa,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,1,1.35,-0.5,negative,general,General,0.0,0.675,-0.675
term_22_directed_013829,13305,2004-12-23,2004,12,2004-12-01,Abdulbaki Türkoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013845,13305,2004-12-23,2004,12,2004-12-01,Haluk Koç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,macro_economy,Economy,0.675,0.0,0.675
term_22_directed_013849,13305,2004-12-23,2004,12,2004-12-01,Sinan Özkan,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013851,13305,2004-12-23,2004,12,2004-12-01,Sinan Özkan,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013853,13305,2004-12-23,2004,12,2004-12-01,Haluk Koç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_013857,13305,2004-12-23,2004,12,2004-12-01,Haluk Koç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,democratic_reform,Reform,0.0,0.0,0.0
term_22_directed_013860,13305,2004-12-23,2004,12,2004-12-01,İrfan Gündüz,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013882,13305,2004-12-23,2004,12,2004-12-01,Sami Güçlü,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_013902,13305,2004-12-23,2004,12,2004-12-01,Mehmet Semerci,Cumhuriyet Halk Partisi,CHP,opposition,Anavatan Partisi,ANAP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_013910,13305,2004-12-23,2004,12,2004-12-01,Sami Güçlü,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
