speech_id,transcript_id,date,year,month,month_date,speaker,source_party,source_party_short,source_bloc,target_party,target_party_short,target_bloc,mention_count,beme_positive_hits,beme_negative_hits,relation_weight,beme_score,beme_label,topic_category,topic_label,positive_weight,negative_weight,net_weight
term_22_directed_039399,16385,2006-03-22,2006,3,2006-03-01,Ömer Abuşoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,4,1,1,4.7,0.0,mixed,democratic_reform,Reform,0.0,0.0,0.0
term_22_directed_039400,16385,2006-03-22,2006,3,2006-03-01,Ömer Abuşoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,0,0,1.0,0.0,mixed,democratic_reform,Reform,0.0,0.0,0.0
term_22_directed_039403,16385,2006-03-22,2006,3,2006-03-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039407,16385,2006-03-22,2006,3,2006-03-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039411,16385,2006-03-22,2006,3,2006-03-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,democratic_reform,Reform,0.0,0.0,0.0
term_22_directed_039415,16385,2006-03-22,2006,3,2006-03-01,Ömer Abuşoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_039416,16385,2006-03-22,2006,3,2006-03-01,Ömer Abuşoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,1,0,1.35,0.5,positive,democratic_reform,Reform,0.675,0.0,0.675
term_22_directed_039426,16385,2006-03-22,2006,3,2006-03-01,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039441,16385,2006-03-22,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,0,0,4.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_039441,16385,2006-03-22,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Anavatan Partisi,ANAP,opposition,1,2,0,1.7,0.6667,positive,constitutional_conflict,Constitution,1.13339,0.0,1.13339
term_22_directed_039448,16385,2006-03-22,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039449,16385,2006-03-22,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039451,16385,2006-03-22,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039453,16385,2006-03-22,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Anavatan Partisi,ANAP,opposition,1,0,0,1.0,0.0,mixed,constitutional_conflict,Constitution,0.0,0.0,0.0
term_22_directed_039460,16385,2006-03-22,2006,3,2006-03-01,Berhan Şimşek,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_039461,16385,2006-03-22,2006,3,2006-03-01,Berhan Şimşek,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039481,16385,2006-03-22,2006,3,2006-03-01,Necati Uzdil,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,democratic_reform,Reform,0.675,0.0,0.675
term_22_directed_039492,16385,2006-03-22,2006,3,2006-03-01,Ramazan Kerim Özkan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039499,16386,2006-03-23,2006,3,2006-03-01,Mustafa Özyurt,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,2,3,4.75,-0.1667,mixed,macro_economy,Economy,0.0,0.7918249999999999,-0.7918249999999999
term_22_directed_039500,16386,2006-03-23,2006,3,2006-03-01,Mustafa Özyurt,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,4,1,3.75,0.5,positive,general,General,1.875,0.0,1.875
term_22_directed_039505,16386,2006-03-23,2006,3,2006-03-01,Mahmut Yıldız,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039506,16386,2006-03-23,2006,3,2006-03-01,Mahmut Yıldız,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039507,16386,2006-03-23,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,1,1.35,-0.5,negative,general,General,0.0,0.675,-0.675
term_22_directed_039508,16386,2006-03-23,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039510,16386,2006-03-23,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039518,16386,2006-03-23,2006,3,2006-03-01,Mehmet Uğur Neşşar,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039519,16386,2006-03-23,2006,3,2006-03-01,Mehmet Uğur Neşşar,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039525,16386,2006-03-23,2006,3,2006-03-01,Mehmet Sevigen,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039538,16386,2006-03-23,2006,3,2006-03-01,CHP GRUBU ADINA İ. SAMİ TANDOĞDU,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039542,16386,2006-03-23,2006,3,2006-03-01,Mehmet Uğur Neşşar,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039544,16386,2006-03-23,2006,3,2006-03-01,Mahmut Göksu,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,2,0,1.7,0.6667,positive,general,General,1.13339,0.0,1.13339
term_22_directed_039544,16386,2006-03-23,2006,3,2006-03-01,Mahmut Göksu,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,2,0,1.7,0.6667,positive,general,General,1.13339,0.0,1.13339
term_22_directed_039545,16386,2006-03-23,2006,3,2006-03-01,Turan Tüysüz,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039547,16386,2006-03-23,2006,3,2006-03-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039548,16386,2006-03-23,2006,3,2006-03-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_039551,16386,2006-03-23,2006,3,2006-03-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039578,16386,2006-03-23,2006,3,2006-03-01,İbrahim Özdoğan,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,0,0,3.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039581,16386,2006-03-23,2006,3,2006-03-01,Osman Coşkunoğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,0,3,5.05,-0.75,negative,macro_economy,Economy,0.0,3.7875,-3.7875
term_22_directed_039593,16386,2006-03-23,2006,3,2006-03-01,Feramüz Şahin,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039639,16386,2006-03-23,2006,3,2006-03-01,Mustafa Gazalcı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039641,16386,2006-03-23,2006,3,2006-03-01,Mahmut Göksu,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039642,16386,2006-03-23,2006,3,2006-03-01,Mahmut Göksu,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,1,1.35,-0.5,negative,general,General,0.0,0.675,-0.675
term_22_directed_039667,16386,2006-03-23,2006,3,2006-03-01,Osman Kaptan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039671,16386,2006-03-23,2006,3,2006-03-01,Feramüz Şahin,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_039687,16405,2006-03-28,2006,3,2006-03-01,Kemal Anadol,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,9,6,3,12.15,0.3,positive,security_conflict,Security,3.645,0.0,3.645
term_22_directed_039690,16405,2006-03-28,2006,3,2006-03-01,Kemal Anadol,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,2,0,1.7,0.6667,positive,general,General,1.13339,0.0,1.13339
term_22_directed_039691,16405,2006-03-28,2006,3,2006-03-01,Süleyman Sarıbaş,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039691,16405,2006-03-28,2006,3,2006-03-01,Süleyman Sarıbaş,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039692,16405,2006-03-28,2006,3,2006-03-01,Süleyman Sarıbaş,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039692,16405,2006-03-28,2006,3,2006-03-01,Süleyman Sarıbaş,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039694,16405,2006-03-28,2006,3,2006-03-01,Mehmet Salih Erdoğan,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,4,1,0,4.35,0.5,positive,general,General,2.175,0.0,2.175
term_22_directed_039696,16405,2006-03-28,2006,3,2006-03-01,Kemal Anadol,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,security_conflict,Security,0.675,0.0,0.675
term_22_directed_039706,16405,2006-03-28,2006,3,2006-03-01,Ramazan Can,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_039707,16405,2006-03-28,2006,3,2006-03-01,Mustafa Özyürek,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,0,0,3.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_039708,16405,2006-03-28,2006,3,2006-03-01,Mustafa Özyürek,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,1,0,2.35,0.5,positive,general,General,1.175,0.0,1.175
term_22_directed_039710,16405,2006-03-28,2006,3,2006-03-01,Ömer Abuşoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039719,16405,2006-03-28,2006,3,2006-03-01,Mehmet Ergün Dağcıoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,4,0,2.4,0.8,positive,general,General,1.92,0.0,1.92
term_22_directed_039722,16405,2006-03-28,2006,3,2006-03-01,Mustafa Özyürek,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,6,2,1,7.05,0.25,positive,general,General,1.7625,0.0,1.7625
term_22_directed_039728,16405,2006-03-28,2006,3,2006-03-01,Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,8,0,3,9.05,-0.75,negative,macro_economy,Economy,0.0,6.7875000000000005,-6.7875000000000005
term_22_directed_039730,16405,2006-03-28,2006,3,2006-03-01,Ali Kemal Deveciler,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,14,2,1,15.05,0.25,positive,macro_economy,Economy,3.7625,0.0,3.7625
term_22_directed_039731,16405,2006-03-28,2006,3,2006-03-01,Ali Kemal Deveciler,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039733,16405,2006-03-28,2006,3,2006-03-01,İbrahim Özdoğan,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,7,0,2,7.7,-0.6667,negative,general,General,0.0,5.13359,-5.13359
term_22_directed_039770,16405,2006-03-28,2006,3,2006-03-01,Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,5,0,0,5.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_039774,16425,2006-03-29,2006,3,2006-03-01,Vahdet Sinan Yerlikaya,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,security_conflict,Security,0.675,0.0,0.675
term_22_directed_039780,16425,2006-03-29,2006,3,2006-03-01,Nusret Bayraktar,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_039784,16425,2006-03-29,2006,3,2006-03-01,Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_039786,16425,2006-03-29,2006,3,2006-03-01,Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,2,0,3.7,0.6667,positive,general,General,2.46679,0.0,2.46679
term_22_directed_039789,16425,2006-03-29,2006,3,2006-03-01,Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,5,9,0,8.15,0.9,positive,general,General,7.335000000000001,0.0,7.335000000000001
term_22_directed_039790,16425,2006-03-29,2006,3,2006-03-01,İbrahim Özdoğan,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,1,0,2.35,0.5,positive,democratic_reform,Reform,1.175,0.0,1.175
term_22_directed_039791,16425,2006-03-29,2006,3,2006-03-01,İbrahim Özdoğan,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,0,2,3.7,-0.6667,negative,democratic_reform,Reform,0.0,2.46679,-2.46679
term_22_directed_039792,16425,2006-03-29,2006,3,2006-03-01,Mehmet Ergün Dağcıoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039801,16425,2006-03-29,2006,3,2006-03-01,Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,3,0,2.05,0.75,positive,general,General,1.5375,0.0,1.5375
term_22_directed_039808,16425,2006-03-29,2006,3,2006-03-01,Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039815,16425,2006-03-29,2006,3,2006-03-01,Ufuk Özkan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039816,16425,2006-03-29,2006,3,2006-03-01,Ufuk Özkan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,macro_economy,Economy,0.0,0.0,0.0
term_22_directed_039817,16425,2006-03-29,2006,3,2006-03-01,İbrahim Özdoğan,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,7,7,3,10.5,0.3636,positive,security_conflict,Security,3.8178,0.0,3.8178
term_22_directed_039818,16425,2006-03-29,2006,3,2006-03-01,İbrahim Özdoğan,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,0,1,3.35,-0.5,negative,democratic_reform,Reform,0.0,1.675,-1.675
term_22_directed_039823,16425,2006-03-29,2006,3,2006-03-01,Hüseyin Ekmekcioğlu,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_039824,16425,2006-03-29,2006,3,2006-03-01,Ufuk Özkan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039825,16425,2006-03-29,2006,3,2006-03-01,Ufuk Özkan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039827,16425,2006-03-29,2006,3,2006-03-01,Hüseyin Özcan,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_039833,16425,2006-03-29,2006,3,2006-03-01,Hüseyin Özcan,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039839,16425,2006-03-29,2006,3,2006-03-01,Mehmet Ergün Dağcıoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039851,16425,2006-03-29,2006,3,2006-03-01,Mehmet Ergün Dağcıoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039852,16425,2006-03-29,2006,3,2006-03-01,Mehmet Ergün Dağcıoğlu,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039878,16425,2006-03-29,2006,3,2006-03-01,Yakup Kepenek,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
term_22_directed_039880,16425,2006-03-29,2006,3,2006-03-01,Yakup Kepenek,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039883,16425,2006-03-29,2006,3,2006-03-01,Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,6,3,2,7.75,0.1667,mixed,democratic_reform,Reform,1.291925,0.0,1.291925
term_22_directed_039884,16425,2006-03-29,2006,3,2006-03-01,Akif Hamzaçebi,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039894,16425,2006-03-29,2006,3,2006-03-01,Tacidar Seyhan,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_039906,16445,2006-03-30,2006,3,2006-03-01,Haluk Koç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,0,2,3.7,-0.6667,negative,general,General,0.0,2.46679,-2.46679
term_22_directed_039915,16445,2006-03-30,2006,3,2006-03-01,Haluk Koç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040000,16445,2006-03-30,2006,3,2006-03-01,Bülent Baratalı,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,0,0,3.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040003,16445,2006-03-30,2006,3,2006-03-01,Süleyman Sarıbaş,Adalet ve Kalkınma Partisi,AK Party,government,Anavatan Partisi,ANAP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040010,16445,2006-03-30,2006,3,2006-03-01,Hamza Albayrak,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,4,1,2,5.05,-0.25,negative,macro_economy,Economy,0.0,1.2625,-1.2625
term_22_directed_040012,16445,2006-03-30,2006,3,2006-03-01,Hamza Albayrak,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,3,2,0,3.7,0.6667,positive,general,General,2.46679,0.0,2.46679
term_22_directed_040013,16445,2006-03-30,2006,3,2006-03-01,Zafer Hıdıroğlu,Adalet ve Kalkınma Partisi,AK Party,government,Cumhuriyet Halk Partisi,CHP,opposition,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040017,16445,2006-03-30,2006,3,2006-03-01,Bayram Meral,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,2,1.7,-0.6667,negative,constitutional_conflict,Constitution,0.0,1.13339,-1.13339
term_22_directed_040028,16445,2006-03-30,2006,3,2006-03-01,Bayram Meral,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040036,16445,2006-03-30,2006,3,2006-03-01,İbrahim Özdoğan,Anavatan Partisi,ANAP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040040,16445,2006-03-30,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040041,16445,2006-03-30,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040061,16445,2006-03-30,2006,3,2006-03-01,Haluk Koç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040091,16445,2006-03-30,2006,3,2006-03-01,Muharrem Kılıç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,5,0,0,5.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040093,16445,2006-03-30,2006,3,2006-03-01,Muharrem Kılıç,Cumhuriyet Halk Partisi,CHP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,2,0,0,2.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040103,16445,2006-03-30,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040104,16445,2006-03-30,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,security_conflict,Security,0.0,0.0,0.0
term_22_directed_040113,16445,2006-03-30,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,0,0,1.0,0.0,mixed,general,General,0.0,0.0,0.0
term_22_directed_040116,16445,2006-03-30,2006,3,2006-03-01,Ümmet Kandoğan,Doğru Yol Partisi,DYP,opposition,Adalet ve Kalkınma Partisi,AK Party,government,1,1,0,1.35,0.5,positive,general,General,0.675,0.0,0.675
