term,event_label,event_slug,event_month,stage,party,mentions,agenda_share,balance,negative_rate,positive_rate,position
27,Albayrak resignation,albayrak_resignation,2020-11,pre,Cumhuriyet Halk Partisi,183.0,0.26521739130434785,-0.3813559322033898,0.4426229508196721,0.19672131147540983,-1.764892734176424
27,Albayrak resignation,albayrak_resignation,2020-11,pre,Halkların Demokratik Partisi,183.0,0.26521739130434785,-0.583941605839416,0.5901639344262295,0.15300546448087432,-1.9253555795155297
27,Albayrak resignation,albayrak_resignation,2020-11,pre,Adalet ve Kalkınma Partisi,165.0,0.2391304347826087,0.6772151898734177,0.15151515151515152,0.8,2.0212474856062146
27,Albayrak resignation,albayrak_resignation,2020-11,pre,İYİ Parti,115.0,0.16666666666666666,-0.022727272727272728,0.19130434782608696,0.1826086956521739,-0.20020644150110395
27,Albayrak resignation,albayrak_resignation,2020-11,pre,Milliyetçi Hareket Partisi,43.0,0.06231884057971015,0.13333333333333333,0.13953488372093023,0.18604651162790697,0.793747045231894
27,Albayrak resignation,albayrak_resignation,2020-11,pre,Saadet Partisi,1.0,0.0014492753623188406,0.0,0.0,0.0,-0.127664556509789
27,Albayrak resignation,albayrak_resignation,2020-11,shock,Cumhuriyet Halk Partisi,253.0,0.3315858453473132,-0.5205479452054794,0.6561264822134387,0.20553359683794467,-1.714285755898915
27,Albayrak resignation,albayrak_resignation,2020-11,shock,İYİ Parti,213.0,0.27916120576671033,-0.4645161290322581,0.5305164319248826,0.19248826291079812,-1.263962110191974
27,Albayrak resignation,albayrak_resignation,2020-11,shock,Halkların Demokratik Partisi,139.0,0.182175622542595,-0.36792452830188677,0.5179856115107914,0.23741007194244604,-1.1089509479183934
27,Albayrak resignation,albayrak_resignation,2020-11,shock,Adalet ve Kalkınma Partisi,125.0,0.16382699868938402,0.25555555555555554,0.264,0.448,0.5022885852072877
27,Albayrak resignation,albayrak_resignation,2020-11,shock,Milliyetçi Hareket Partisi,30.0,0.039318479685452164,0.46153846153846156,0.1,0.3,1.3907800284932283
27,Albayrak resignation,albayrak_resignation,2020-11,shock,Demokrat Parti,3.0,0.003931847968545216,0.5,0.0,0.3333333333333333,1.4783826007049408
27,Albayrak resignation,albayrak_resignation,2020-11,post,Cumhuriyet Halk Partisi,858.0,0.2517605633802817,-0.23889739663093415,0.47086247086247085,0.289044289044289,-0.19081969154332715
27,Albayrak resignation,albayrak_resignation,2020-11,post,İYİ Parti,718.0,0.2106807511737089,0.16188870151770657,0.34540389972144847,0.479108635097493,0.32283855491398805
27,Albayrak resignation,albayrak_resignation,2020-11,post,Milliyetçi Hareket Partisi,685.0,0.20099765258215962,0.38397328881469117,0.2686131386861314,0.6043795620437956,1.3898048557790748
27,Albayrak resignation,albayrak_resignation,2020-11,post,Adalet ve Kalkınma Partisi,601.0,0.17634976525821597,0.49072164948453606,0.20465890183028287,0.6006655574043261,1.355825243739811
27,Albayrak resignation,albayrak_resignation,2020-11,post,Halkların Demokratik Partisi,497.0,0.14583333333333334,-0.5961538461538461,0.7505030181086519,0.1891348088531187,-2.191247928405541
27,Albayrak resignation,albayrak_resignation,2020-11,post,Bağımsız,18.0,0.00528169014084507,0.75,0.0,0.16666666666666666,0.6584040276461574
27,Albayrak resignation,albayrak_resignation,2020-11,post,Saadet Partisi,17.0,0.004988262910798122,-0.5454545454545454,0.47058823529411764,0.11764705882352941,-2.0194678710480183
27,Albayrak resignation,albayrak_resignation,2020-11,post,Büyük Birlik Partisi,11.0,0.003227699530516432,0.8333333333333334,0.0,0.45454545454545453,2.231894878853895
27,Albayrak resignation,albayrak_resignation,2020-11,post,Türkiye İşçi Partisi,2.0,0.0005868544600938967,0.0,0.0,0.0,-0.127664556509789
27,Albayrak resignation,albayrak_resignation,2020-11,post,Demokrat Parti,1.0,0.00029342723004694836,0.0,0.0,0.0,-0.127664556509789
27,FX crisis,fx_crisis,2022-01,pre,Cumhuriyet Halk Partisi,1604.0,0.3019578313253012,-0.311199207135778,0.41209476309226933,0.21633416458852867,-1.1745541406748397
27,FX crisis,fx_crisis,2022-01,pre,İYİ Parti,1254.0,0.23606927710843373,-0.17447306791569087,0.39952153110047844,0.2807017543859649,-0.7697211694079232
27,FX crisis,fx_crisis,2022-01,pre,Adalet ve Kalkınma Partisi,977.0,0.18392319277108435,0.37681159420289856,0.24155578300921188,0.534288638689867,0.915420971015991
27,FX crisis,fx_crisis,2022-01,pre,Halkların Demokratik Partisi,829.0,0.1560617469879518,-0.3787425149700599,0.5548854041013269,0.24969843184559712,-1.379125085407441
27,FX crisis,fx_crisis,2022-01,pre,Milliyetçi Hareket Partisi,591.0,0.11125753012048192,0.3441682600382409,0.2893401015228426,0.5939086294416244,0.8441315544546969
27,FX crisis,fx_crisis,2022-01,pre,Büyük Birlik Partisi,21.0,0.003953313253012048,0.0,0.23809523809523808,0.23809523809523808,0.5956271919565508
27,FX crisis,fx_crisis,2022-01,pre,Demokrat Parti,17.0,0.003200301204819277,-0.25,0.11764705882352941,0.058823529411764705,-0.3335680382039852
27,FX crisis,fx_crisis,2022-01,pre,Saadet Partisi,17.0,0.003200301204819277,-0.8571428571428571,0.35294117647058826,0.0,-2.3562548524756823
27,FX crisis,fx_crisis,2022-01,pre,Bağımsız,2.0,0.00037650602409638556,0.8,0.0,2.0,3.0460024728387363
27,FX crisis,fx_crisis,2022-01,shock,İYİ Parti,546.0,0.3587385019710907,-0.2618384401114206,0.4139194139194139,0.24175824175824176,-1.5357386464672789
27,FX crisis,fx_crisis,2022-01,shock,Cumhuriyet Halk Partisi,404.0,0.26544021024967146,-0.2681818181818182,0.34405940594059403,0.19801980198019803,-1.0341326009008627
27,FX crisis,fx_crisis,2022-01,shock,Halkların Demokratik Partisi,237.0,0.1557161629434954,-0.7034883720930233,0.6160337552742616,0.10548523206751055,-3.0913880729679297
27,FX crisis,fx_crisis,2022-01,shock,Adalet ve Kalkınma Partisi,195.0,0.12812089356110382,0.24793388429752067,0.23076923076923078,0.38461538461538464,0.6011510554032627
27,FX crisis,fx_crisis,2022-01,shock,Milliyetçi Hareket Partisi,133.0,0.0873850197109067,0.5842696629213483,0.13533834586466165,0.5263157894736842,1.814753533629749
27,FX crisis,fx_crisis,2022-01,shock,Bağımsız,6.0,0.003942181340341655,-0.5,0.16666666666666666,0.0,-0.7875739851839166
27,FX crisis,fx_crisis,2022-01,shock,Demokrat Parti,1.0,0.000657030223390276,0.0,0.0,0.0,-0.127664556509789
27,FX crisis,fx_crisis,2022-01,post,Cumhuriyet Halk Partisi,863.0,0.31054336092119467,-0.348,0.5851680185399768,0.2827346465816918,-1.3261397010194733
27,FX crisis,fx_crisis,2022-01,post,İYİ Parti,808.0,0.29075206908960055,-0.06829268292682927,0.40594059405940597,0.35396039603960394,-0.5700559208815958
27,FX crisis,fx_crisis,2022-01,post,Halkların Demokratik Partisi,557.0,0.20043181000359842,-0.5207877461706784,0.6229802513464991,0.19569120287253142,-1.7324734220264508
27,FX crisis,fx_crisis,2022-01,post,Adalet ve Kalkınma Partisi,347.0,0.1248650593738755,0.30824372759856633,0.276657060518732,0.5244956772334294,0.4408656694560482
27,FX crisis,fx_crisis,2022-01,post,Milliyetçi Hareket Partisi,189.0,0.06801007556675064,0.2798165137614679,0.4126984126984127,0.7354497354497355,0.6880640617397321
27,FX crisis,fx_crisis,2022-01,post,Saadet Partisi,11.0,0.00395825836631882,0.4,0.09090909090909091,0.2727272727272727,0.9232763442464568
27,FX crisis,fx_crisis,2022-01,post,Bağımsız,3.0,0.0010795250089960418,0.25,0.3333333333333333,0.6666666666666666,0.799259529490346
27,FX crisis,fx_crisis,2022-01,post,Türkiye İşçi Partisi,1.0,0.0003598416696653472,0.0,0.0,0.0,-0.127664556509789
