concept,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,concept_category,layer,year
Anayasa,1104.2500000000002,0.48160559437797557,0.09090909090909091,0.2509015130542397,constitutional_conflict,total,2023
Guvenlik,972.3000000000001,0.6534252839543498,0.3090909090909091,0.42118300076513715,security_conflict,total,2023
Enflasyon,663.5,0.3733555301403052,0.0,0.12418669680238287,macro_economy,total,2023
Demokrasi,609.3000000000001,0.495617366341358,0.0,0.3394026404700446,democratic_reform,total,2023
Faiz,296.65,0.6197927022783648,0.19999999999999998,0.4318932562534312,macro_economy,total,2023
Reform,174.95,0.45680667901308836,0.0,0.1995361802589843,democratic_reform,total,2023
Vesayet,89.95,0.5461827537995894,0.21818181818181817,0.2627300311342949,constitutional_conflict,total,2023
Avrupa Birligi,67.2,0.39596558257416525,0.0,0.11911460580083966,democratic_reform,total,2023
Egemenlik,27.5,0.36914582698653814,0.0,0.0794864597441836,security_conflict,total,2023
IMF,4.4,0.32290917394528335,0.0,0.05428005237652959,macro_economy,total,2023
Ekonomi,1323.268485,0.22780680837825287,0.0,0.36861226462220054,macro_economy,positive,2018
Hukuk Devleti,926.689035,0.24456209026184159,0.01818181818181818,0.23809961143201702,democratic_reform,positive,2018
Guvenlik,398.63105,0.2628468918130698,0.39999999999999997,0.3859385270549225,security_conflict,positive,2018
Demokrasi,366.03467000000006,0.2377888145141355,0.0,0.21071453217702094,democratic_reform,positive,2018
Anayasa,346.20423,0.2482257949120823,0.3090909090909091,0.24170473040202312,constitutional_conflict,positive,2018
Faiz,116.662625,0.2611076006994374,0.10909090909090909,0.42920833603878755,macro_economy,positive,2018
Reform,72.429405,0.22860691264885005,0.03636363636363636,0.37922897844805464,democratic_reform,positive,2018
Enflasyon,45.792825,0.27679178697249096,0.5454545454545454,0.3625146207711443,macro_economy,positive,2018
Avrupa Birligi,41.67225,0.20284722168196945,0.0,0.11829773039005075,democratic_reform,positive,2018
Egemenlik,10.17017,0.19221595524185645,0.0,0.05152506917608259,security_conflict,positive,2018
IMF,3.8001899999999997,0.04295096209782492,0.0,0.0049583055705607545,macro_economy,positive,2018
Vesayet,0.5125,0.2148169293557248,0.0,0.28202517851327064,constitutional_conflict,positive,2018
Ekonomi,1867.0959149999996,0.5918310529935056,0.2,0.44780158788312135,macro_economy,positive,2019
Hukuk Devleti,1658.2331749999998,0.5940248080404711,0.35555555555555557,0.40882087881017143,democratic_reform,positive,2019
Anayasa,680.59642,0.42768421498307224,0.2,0.14092585268121954,constitutional_conflict,positive,2019
Demokrasi,555.84628,0.29136743842731655,0.0,0.027976569490545958,democratic_reform,positive,2019
Guvenlik,545.54049,0.5040657554991715,0.2,0.34316133871488963,security_conflict,positive,2019
Reform,225.537715,0.567262701870028,0.22222222222222224,0.40915620792105073,democratic_reform,positive,2019
Enflasyon,113.153615,0.4037208446075831,0.0,0.1727702714433839,macro_economy,positive,2019
Faiz,111.72258,0.5675231086651253,0.022222222222222223,0.42248646879303564,macro_economy,positive,2019
Avrupa Birligi,81.55984000000001,0.46470151073668514,0.0,0.20100614733591374,democratic_reform,positive,2019
Egemenlik,28.516225000000002,0.32334003128363065,0.0,0.06720563707601988,security_conflict,positive,2019
IMF,6.33339,0.4664783668641334,0.0,0.27067228108076924,macro_economy,positive,2019
Hukuk Devleti,2239.9635049999997,0.5404537061615345,0.16363636363636364,0.38871628053603047,democratic_reform,positive,2020
Ekonomi,1966.435495,0.5322005096418958,0.18181818181818182,0.2399495910443489,macro_economy,positive,2020
Demokrasi,753.4019949999999,0.3635775783400847,0.0,0.16384150926524815,democratic_reform,positive,2020
Anayasa,723.0772200000001,0.5412779960124487,0.0,0.38952373217023845,constitutional_conflict,positive,2020
Guvenlik,690.6391249999999,0.5107643794082545,0.12727272727272726,0.22363610281552618,security_conflict,positive,2020
Reform,175.59689,0.6760598659101751,0.5454545454545454,0.47345003111739575,democratic_reform,positive,2020
Avrupa Birligi,149.16159499999998,0.5351474353608555,0.18181818181818182,0.3694985148871505,democratic_reform,positive,2020
Faiz,148.163945,0.5134982263372295,0.0,0.35849796427294506,macro_economy,positive,2020
Enflasyon,39.392825,0.5075694374348192,0.0,0.22034131476336674,macro_economy,positive,2020
Egemenlik,27.81187,0.3688096857647416,0.0,0.10231767980573997,security_conflict,positive,2020
IMF,4.375,0.35909073937852476,0.0,0.09611008715402507,macro_economy,positive,2020
Vesayet,0.5125,0.34041672507882015,0.0,0.07264114631026475,constitutional_conflict,positive,2020
Ekonomi,2101.4220299999997,0.4532486499605709,0.09090909090909091,0.18135710814868702,macro_economy,positive,2021
Hukuk Devleti,1700.86362,0.5902175621180825,0.21818181818181817,0.3891116683861373,democratic_reform,positive,2021
Guvenlik,736.5442499999999,0.36821730444931133,0.0,0.10568760096179929,security_conflict,positive,2021
Anayasa,511.767795,0.6245381921439475,0.03636363636363636,0.4201685636315417,constitutional_conflict,positive,2021
Demokrasi,447.62950499999994,0.3704081846408199,0.0,0.07564598828837872,democratic_reform,positive,2021
Faiz,176.240625,0.663358377565874,0.23636363636363636,0.44755416548611604,macro_economy,positive,2021
Reform,173.638505,0.5546819843399928,0.12727272727272726,0.3692704428487481,democratic_reform,positive,2021
Avrupa Birligi,87.30771999999999,0.4949755312004283,0.0,0.31671584747380843,democratic_reform,positive,2021
Enflasyon,83.63745,0.563007155468685,0.21818181818181817,0.32618268303902603,macro_economy,positive,2021
Egemenlik,27.42057,0.5185572966487021,0.18181818181818182,0.25588330547879573,security_conflict,positive,2021
IMF,13.000090000000002,0.3774878702598927,0.0,0.10605762288572301,macro_economy,positive,2021
Vesayet,1.025,0.3332060672189935,0.0,0.04662569343316456,constitutional_conflict,positive,2021
Ekonomi,2132.84872,0.5677990769714085,0.2909090909090909,0.2943065127234277,macro_economy,positive,2022
Hukuk Devleti,1312.2037500000001,0.5601327690492892,0.2909090909090909,0.41480180401992817,democratic_reform,positive,2022
Guvenlik,620.923175,0.5995094984203472,0.39999999999999997,0.30677623538844107,security_conflict,positive,2022
Anayasa,560.45844,0.45838338036893667,0.0,0.3652709333033695,constitutional_conflict,positive,2022
Demokrasi,455.61072,0.3760298692364327,0.0,0.16769856930516455,democratic_reform,positive,2022
Enflasyon,352.05494999999996,0.5313523731125824,0.05454545454545454,0.3872798928158946,macro_economy,positive,2022
Faiz,237.13168000000002,0.4384415096355187,0.0,0.33398670368707684,macro_economy,positive,2022
Avrupa Birligi,113.835825,0.5853632299632737,0.03636363636363636,0.4202087359847751,democratic_reform,positive,2022
Reform,62.48178,0.43739954675595355,0.0,0.14722423364681567,democratic_reform,positive,2022
Egemenlik,20.46296,0.4069883548157321,0.0,0.11852152320915198,security_conflict,positive,2022
IMF,10.962589999999999,0.38383394197540316,0.0,0.09641914858898058,macro_economy,positive,2022
Vesayet,1.025,0.331753653355065,0.0,0.05038474391583325,constitutional_conflict,positive,2022
Ekonomi,314.16167499999995,0.46505663513654594,0.2222222222222222,0.24470404068235735,macro_economy,positive,2023
Hukuk Devleti,239.80188500000003,0.6295242249815516,0.38888888888888884,0.4983342518489072,democratic_reform,positive,2023
Anayasa,141.32501,0.5528224797116356,0.3333333333333333,0.4523533997570051,constitutional_conflict,positive,2023
Demokrasi,116.67010000000002,0.4688904489283005,0.0,0.3145947469774296,democratic_reform,positive,2023
Guvenlik,86.017885,0.31739289024530853,0.0,0.06860663606675432,security_conflict,positive,2023
Enflasyon,51.91314,0.40137335725563283,0.0,0.21809233001222364,macro_economy,positive,2023
Faiz,41.528245,0.5418321080525766,0.16666666666666666,0.3817528597420959,macro_economy,positive,2023
Reform,33.98526,0.4326813027960023,0.027777777777777776,0.28516617851845577,democratic_reform,positive,2023
Avrupa Birligi,18.49268,0.36837074742678017,0.0,0.19716430988866201,democratic_reform,positive,2023
Egemenlik,4.7125,0.4140443182550654,0.0,0.26455539590393196,security_conflict,positive,2023
Ekonomi,1453.39291,0.5104633344453109,0.09090909090909091,0.4517101604379547,macro_economy,negative,2018
Guvenlik,791.69538,0.4707236450513263,0.4727272727272727,0.12368801618528057,security_conflict,negative,2018
Hukuk Devleti,639.11801,0.538416383266556,0.07272727272727272,0.3104042983173566,democratic_reform,negative,2018
Anayasa,269.06775000000005,0.5223889558702735,0.2909090909090909,0.45410901570915,constitutional_conflict,negative,2018
Demokrasi,201.43244,0.4484347732111543,0.0,0.28850925383196313,democratic_reform,negative,2018
Faiz,132.25393499999998,0.3860167052465369,0.0,0.31264753997683065,macro_economy,negative,2018
Enflasyon,92.97749499999999,0.38921771900788116,0.0,0.3174599510247502,macro_economy,negative,2018
Vesayet,68.038605,0.5495035350267723,0.36363636363636365,0.3095069005197922,constitutional_conflict,negative,2018
Reform,26.554469999999995,0.34363813287126493,0.18181818181818182,0.02522123131876032,democratic_reform,negative,2018
IMF,13.98312,0.3883569894838091,0.0,0.3154546564288947,macro_economy,negative,2018
Avrupa Birligi,11.15839,0.2521493969566835,0.0,0.004622771774803907,democratic_reform,negative,2018
Egemenlik,6.61267,0.2957695571950984,0.0,0.019048424659523413,security_conflict,negative,2018
Ekonomi,2263.0638,0.4938197666011232,0.21818181818181817,0.32243832373573483,macro_economy,negative,2019
Guvenlik,1417.7771950000001,0.44652037274639556,0.18181818181818182,0.18901618268882261,security_conflict,negative,2019
Hukuk Devleti,1364.9807250000001,0.6083623523900156,0.2545454545454545,0.44210704188809735,democratic_reform,negative,2019
Anayasa,463.7814649999999,0.6046067424329437,0.19999999999999998,0.4125384339542131,constitutional_conflict,negative,2019
Demokrasi,447.38230500000003,0.5110275722022554,0.0,0.3201926884470948,democratic_reform,negative,2019
Vesayet,192.99543500000004,0.5678424462197905,0.2545454545454545,0.32818559032255856,constitutional_conflict,negative,2019
Enflasyon,174.85397999999998,0.4704170850689532,0.0,0.3247259358216843,macro_economy,negative,2019
Faiz,129.69459999999998,0.42436667387452914,0.0,0.180013708185089,macro_economy,negative,2019
Reform,86.19645,0.4330129843029784,0.0,0.18537573242837585,democratic_reform,negative,2019
Avrupa Birligi,23.533265,0.311326837604991,0.0,0.04078339207270814,democratic_reform,negative,2019
Egemenlik,23.34535,0.5420414388612603,0.12727272727272726,0.3138877612921654,security_conflict,negative,2019
IMF,6.562589999999999,0.34523283797695403,0.0,0.10966235543848465,macro_economy,negative,2019
Ekonomi,2605.18996,0.4977601091927464,0.09090909090909091,0.2961140547287837,macro_economy,negative,2020
Hukuk Devleti,2062.1039100000003,0.652498013453828,0.2727272727272727,0.46362962257253426,democratic_reform,negative,2020
Guvenlik,1646.797105,0.5764991200589843,0.34545454545454546,0.22476651389099644,security_conflict,negative,2020
Anayasa,670.0583300000001,0.4934313559743828,0.03636363636363636,0.13965093096473757,constitutional_conflict,negative,2020
Demokrasi,583.3422250000001,0.4542028233887138,0.0,0.3521713417334529,democratic_reform,negative,2020
Vesayet,362.62145999999996,0.468844445066235,0.10909090909090909,0.11307809608147507,constitutional_conflict,negative,2020
Faiz,142.28207,0.45024854809091064,0.03636363636363636,0.1142629932077144,macro_economy,negative,2020
Enflasyon,129.097385,0.4944681352696507,0.0,0.3993861165508747,macro_economy,negative,2020
Reform,85.10019,0.6141277307163243,0.14545454545454545,0.4356065854479968,democratic_reform,negative,2020
Avrupa Birligi,41.62413,0.41127424379000493,0.0,0.06951032987174362,democratic_reform,negative,2020
Egemenlik,12.985270000000002,0.30691031745150904,0.0,0.03014106845145553,security_conflict,negative,2020
IMF,12.4,0.4537052786496803,0.0,0.34995970148752176,macro_economy,negative,2020
Ekonomi,2218.085145,0.5806068490810692,0.21818181818181817,0.4214388073993214,macro_economy,negative,2021
Hukuk Devleti,1294.73661,0.5184234650768943,0.09090909090909091,0.26407787730394633,democratic_reform,negative,2021
Guvenlik,1175.31074,0.646015919592931,0.2909090909090909,0.33647509493287153,security_conflict,negative,2021
Anayasa,476.54889000000003,0.6846912328529755,0.21818181818181817,0.4705677108765169,constitutional_conflict,negative,2021
Demokrasi,349.964795,0.41458712866681097,0.0,0.12145719079086136,democratic_reform,negative,2021
Faiz,335.05702500000007,0.4685757317493825,0.0,0.31964629853356613,macro_economy,negative,2021
Enflasyon,232.42307,0.47811834339279957,0.0,0.32775401019640465,macro_economy,negative,2021
Vesayet,182.21629000000001,0.5299073370705057,0.18181818181818182,0.20096832376468807,constitutional_conflict,negative,2021
Reform,78.76758000000001,0.476484860056868,0.0,0.32636736093759705,democratic_reform,negative,2021
Avrupa Birligi,19.11705,0.3841275161390888,0.0,0.06381977227817724,democratic_reform,negative,2021
IMF,14.23678,0.3216186619617508,0.0,0.03291574650523161,macro_economy,negative,2021
Egemenlik,12.97527,0.5182399831797648,0.0,0.20394636207148173,security_conflict,negative,2021
Ekonomi,2370.016635,0.6158676433152966,0.21818181818181817,0.42888686800266157,macro_economy,negative,2022
Hukuk Devleti,1123.00213,0.45676723744645864,0.01818181818181818,0.29093002442202676,democratic_reform,negative,2022
Guvenlik,941.589345,0.6068148656424572,0.4727272727272727,0.3210088204150234,security_conflict,negative,2022
Enflasyon,649.119195,0.41711824271644155,0.0,0.17177403912562875,macro_economy,negative,2022
Anayasa,531.93265,0.5836773202047271,0.18181818181818182,0.400057035962949,constitutional_conflict,negative,2022
Faiz,311.16193,0.6489836822012703,0.07272727272727272,0.460156769461019,macro_economy,negative,2022
Demokrasi,246.45626499999997,0.42444092077456275,0.0,0.21329039411038606,democratic_reform,negative,2022
Vesayet,205.61993499999997,0.39015393390963576,0.18181818181818182,0.053491677404523395,constitutional_conflict,negative,2022
Reform,37.556070000000005,0.5490392300564186,0.0,0.34972980583043856,democratic_reform,negative,2022
Avrupa Birligi,36.52681,0.3863977162688089,0.0,0.06359923375388707,democratic_reform,negative,2022
Egemenlik,28.95515,0.42602189499745574,0.0,0.2286860903224901,security_conflict,negative,2022
IMF,4.2,0.26364917702167373,0.0,0.008101125850745388,macro_economy,negative,2022
Ekonomi,501.90535,0.6599193645887413,0.5636363636363636,0.4647942242214506,macro_economy,negative,2023
Hukuk Devleti,431.95391,0.4972635861380024,0.09090909090909091,0.31751941523837124,democratic_reform,negative,2023
Guvenlik,307.38447499999995,0.5719276442537046,0.07272727272727272,0.44644409184357664,security_conflict,negative,2023
Enflasyon,177.644225,0.5006796953713747,0.0,0.3246177845364254,macro_economy,negative,2023
Anayasa,167.36857500000002,0.4367872904471327,0.0,0.1593566313085404,constitutional_conflict,negative,2023
Demokrasi,77.33191,0.4781374301598104,0.0,0.29476089270199135,democratic_reform,negative,2023
Vesayet,59.262674999999994,0.41671146496957256,0.18181818181818182,0.08401704699057477,constitutional_conflict,negative,2023
Faiz,46.844469999999994,0.4097446958651355,0.0,0.21116319377836387,macro_economy,negative,2023
Reform,10.76848,0.4970360253119109,0.0,0.32063131715145066,democratic_reform,negative,2023
Avrupa Birligi,4.0375,0.3258440035829365,0.0,0.05638171079347003,democratic_reform,negative,2023
IMF,2.72,0.22016903023231524,0.0,0.007770339053366018,macro_economy,negative,2023
Egemenlik,2.0250000000000004,0.5231376427800791,0.18181818181818182,0.3293747432306192,security_conflict,negative,2023
