month_dt,party,position
2018-07-01,Adalet ve Kalkınma Partisi,2.743144817926155
2018-07-01,Bağımsız,0.6105307445866198
2018-07-01,Cumhuriyet Halk Partisi,1.404928682778167
2018-07-01,Demokrat Parti,-0.12541642790453747
2018-07-01,Halkların Demokratik Partisi,-1.2115601465483188
2018-07-01,Milliyetçi Hareket Partisi,0.24866966967591195
2018-07-01,Türkiye İşçi Partisi,1.6556368613864523
2018-07-01,İYİ Parti,0.0963529825304001
2018-10-01,Adalet ve Kalkınma Partisi,0.8396619199441868
2018-10-01,Bağımsız,1.4585810291825008
2018-10-01,Büyük Birlik Partisi,0.7925744340015123
2018-10-01,Cumhuriyet Halk Partisi,-0.743289981892381
2018-10-01,Demokrat Parti,0.6620215165313966
2018-10-01,Halkların Demokratik Partisi,0.46855841145250526
2018-10-01,Milliyetçi Hareket Partisi,2.519943132598082
2018-10-01,Saadet Partisi,-0.88241090504874
2018-10-01,Türkiye İşçi Partisi,-4.675029699629794
2018-10-01,İYİ Parti,-1.165279491086288
2018-11-01,Adalet ve Kalkınma Partisi,0.17475009835260572
2018-11-01,Bağımsız,-3.623910109305086
2018-11-01,Cumhuriyet Halk Partisi,-0.5912353327088903
2018-11-01,Demokrat Parti,-3.1784343248781206
2018-11-01,Halkların Demokratik Partisi,-2.995288212801116
2018-11-01,Milliyetçi Hareket Partisi,1.9853192776280812
2018-11-01,Türkiye İşçi Partisi,0.8100114364687797
2018-11-01,İYİ Parti,-1.0409626215281007
2018-12-01,Adalet ve Kalkınma Partisi,2.5170811528585353
2018-12-01,Bağımsız,-0.9002137020832313
2018-12-01,Büyük Birlik Partisi,4.032641366821363
2018-12-01,Cumhuriyet Halk Partisi,-0.6622908580581582
2018-12-01,Demokrat Parti,0.4967868114271652
2018-12-01,Halkların Demokratik Partisi,-0.5946916395762191
2018-12-01,Milliyetçi Hareket Partisi,0.6507949855366121
2018-12-01,Saadet Partisi,2.1605566915833663
2018-12-01,Türkiye İşçi Partisi,-2.9157163522041376
2018-12-01,İYİ Parti,-0.20873066195883802
2019-01-01,Adalet ve Kalkınma Partisi,5.8801265791674115
2019-01-01,Bağımsız,-1.3853171390020318
2019-01-01,Büyük Birlik Partisi,-1.1793540512229244
2019-01-01,Cumhuriyet Halk Partisi,-0.48406368900269997
2019-01-01,Demokrat Parti,-0.12541642790453747
2019-01-01,Halkların Demokratik Partisi,-0.889204014583686
2019-01-01,Milliyetçi Hareket Partisi,1.0570291157575336
2019-01-01,Türkiye İşçi Partisi,2.073259405149558
2019-01-01,İYİ Parti,-1.2755941972493474
2019-02-01,Adalet ve Kalkınma Partisi,0.06731999619081121
2019-02-01,Bağımsız,-1.8751692014598518
2019-02-01,Cumhuriyet Halk Partisi,-2.283451973626664
2019-02-01,Halkların Demokratik Partisi,-1.905091822431068
2019-02-01,Milliyetçi Hareket Partisi,-0.37981569508817875
2019-02-01,Türkiye İşçi Partisi,-0.957850826308239
2019-02-01,İYİ Parti,-0.0009429410009625082
2019-04-01,Adalet ve Kalkınma Partisi,-3.496060780503642
2019-04-01,Büyük Birlik Partisi,1.2333713026190611
2019-04-01,Cumhuriyet Halk Partisi,-3.3910531203007284
2019-04-01,Halkların Demokratik Partisi,-8.5908865365598
2019-04-01,Milliyetçi Hareket Partisi,0.8337215651452571
2019-04-01,Saadet Partisi,-0.07387207779975706
2019-04-01,İYİ Parti,0.9972893888223145
2019-05-01,Adalet ve Kalkınma Partisi,0.4163442128779981
2019-05-01,Bağımsız,1.707214912582667
2019-05-01,Büyük Birlik Partisi,2.5094276303914302
2019-05-01,Cumhuriyet Halk Partisi,0.4344138960800535
