year,party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
2018,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,439,1290,322,989,1748.85,1748.85,-0.5083841463414634,total
2018,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,464,1371,471,333,1652.4,1652.4,0.17142857142857143,total
2018,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,231,1176,771,257,1535.8,1535.8,0.49951409135082603,total
2018,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,343,1113,267,337,1324.4,1324.4,-0.11570247933884298,total
2018,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,148,870,495,316,1153.85,1153.85,0.2204433497536946,total
2018,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,338,863,203,159,989.7,989.7,0.12121212121212122,total
2018,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,383,817,210,280,988.5,988.5,-0.1425661914460285,total
2018,İYİ Parti,economy,Ekonomi,macro_economy,146,658,220,330,850.5,850.5,-0.1996370235934664,total
2018,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,260,732,146,128,827.9,827.9,0.06545454545454546,total
2018,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,163,638,167,280,794.45,794.45,-0.25223214285714285,total
2018,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,334,652,119,286,793.75,793.75,-0.41133004926108374,total
2018,Halkların Demokratik Partisi,economy,Ekonomi,macro_economy,171,559,120,391,737.85,737.85,-0.529296875,total
2018,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,231,546,199,188,681.45,681.45,0.028350515463917526,total
2018,Halkların Demokratik Partisi,security,Guvenlik,security_conflict,218,544,113,230,664.05,664.05,-0.34011627906976744,total
2018,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,259,441,161,121,539.7,539.7,0.1413427561837456,total
2018,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,153,379,107,67,439.9,439.9,0.22857142857142856,total
2018,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,118,311,49,56,347.75,347.75,-0.0660377358490566,total
2018,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,170,276,96,50,327.1,327.1,0.3129251700680272,total
2018,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,85,238,73,34,275.45,275.45,0.3611111111111111,total
2018,İYİ Parti,law_state,Hukuk Devleti,democratic_reform,86,210,79,41,252.0,252.0,0.3140495867768595,total
2018,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,95,203,26,72,237.3,237.3,-0.46464646464646464,total
2018,İYİ Parti,security,Guvenlik,security_conflict,103,176,36,67,212.05,212.05,-0.2980769230769231,total
2018,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,52,154,73,32,190.75,190.75,0.3867924528301887,total
2018,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,80,143,22,80,178.7,178.7,-0.5631067961165048,total
2018,İYİ Parti,constitution,Anayasa,constitutional_conflict,52,130,21,22,145.05,145.05,-0.022727272727272728,total
2018,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,43,125,31,11,139.7,139.7,0.46511627906976744,total
2018,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,61,108,50,12,129.7,129.7,0.6031746031746031,total
2018,İYİ Parti,inflation,Enflasyon,macro_economy,37,109,15,21,121.6,121.6,-0.16216216216216217,total
2018,İYİ Parti,interest,Faiz,macro_economy,31,88,29,24,106.55,106.55,0.09259259259259259,total
2018,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,45,82,36,16,100.2,100.2,0.37735849056603776,total
2018,Bağımsız,security,Guvenlik,security_conflict,28,88,7,11,94.3,94.3,-0.21052631578947367,total
2018,İYİ Parti,democracy,Demokrasi,democratic_reform,46,79,28,14,93.7,93.7,0.32558139534883723,total
2018,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,29,75,10,13,83.05,83.05,-0.125,total
2018,Bağımsız,law_state,Hukuk Devleti,democratic_reform,28,72,9,13,79.7,79.7,-0.17391304347826086,total
2018,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,23,57,27,17,72.4,72.4,0.2222222222222222,total
2018,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,37,53,12,9,60.35,60.35,0.13636363636363635,total
2018,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,27,49,17,10,58.45,58.45,0.25,total
2018,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,26,31,14,44,51.3,51.3,-0.5084745762711864,total
2018,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,13,39,15,17,50.2,50.2,-0.06060606060606061,total
2018,Halkların Demokratik Partisi,inflation,Enflasyon,macro_economy,24,38,10,23,49.55,49.55,-0.38235294117647056,total
2018,Demokrat Parti,economy,Ekonomi,macro_economy,11,36,13,20,47.55,47.55,-0.20588235294117646,total
2018,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,27,43,10,2,47.2,47.2,0.6153846153846154,total
2018,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,18,32,31,8,45.65,45.65,0.575,total
2018,Halkların Demokratik Partisi,interest,Faiz,macro_economy,20,36,5,12,41.95,41.95,-0.3888888888888889,total
2018,Bağımsız,economy,Ekonomi,macro_economy,11,36,7,7,40.900000000000006,40.900000000000006,0.0,total
2018,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,15,31,12,12,39.4,39.4,0.0,total
2018,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,19,24,1,36,36.95,36.95,-0.9210526315789473,total
2018,İYİ Parti,reform,Reform,democratic_reform,16,25,8,5,29.55,29.55,0.21428571428571427,total
2018,Büyük Birlik Partisi,security,Guvenlik,security_conflict,11,26,6,3,29.15,29.15,0.3,total
