word,term_freq,doc_freq,doc_ratio,donem_span,party_span,already_stopword,category,recommendation
sağlik,13802,4890,0.027072,7,17,False,high_frequency_generic,review_first
sizin,13743,9799,0.054249,7,17,False,cross_party_generic,review_first
ise,13658,7878,0.043614,7,16,True,existing_stopword,already_present
kabul,13621,9128,0.050535,7,17,True,existing_stopword,already_present
ortaya,13550,8581,0.047506,7,17,False,cross_party_generic,review_first
bakan,13500,9416,0.052129,7,14,False,cross_party_generic,review_first
kanunu,13483,6902,0.038211,7,17,False,high_frequency_generic,review_first
etmek,13453,9658,0.053469,7,17,False,cross_party_generic,review_first
özel,13413,7070,0.039141,7,17,False,high_frequency_generic,review_first
birlikte,13207,8822,0.04884,7,17,False,cross_party_generic,review_first
milletvekili,13203,8603,0.047628,7,16,False,cross_party_generic,review_first
milyar,13167,5028,0.027836,7,17,False,high_frequency_generic,review_first
maalesef,13153,7575,0.041937,7,17,False,cross_party_generic,review_first
avrupa,13018,5535,0.030643,7,17,False,high_frequency_generic,review_first
ederim,13010,11341,0.062786,7,17,True,existing_stopword,already_present
içinde,12974,8490,0.047002,7,17,False,cross_party_generic,review_first
işte,12882,8480,0.046947,7,17,False,cross_party_generic,review_first
değildir,12782,8585,0.047528,7,17,False,cross_party_generic,review_first
hiç,12685,9428,0.052195,7,17,False,cross_party_generic,review_first
dolayisiyla,12636,8177,0.04527,7,17,False,cross_party_generic,review_first
tek,12633,7881,0.043631,7,17,False,cross_party_generic,review_first
size,12480,9275,0.051348,7,17,False,cross_party_generic,review_first
insan,12414,7005,0.038781,7,17,False,high_frequency_generic,review_first
buna,12344,9263,0.051282,7,17,False,cross_party_generic,review_first
millet,12251,7726,0.042773,7,17,False,cross_party_generic,review_first
lazim,12234,6952,0.038488,7,16,False,high_frequency_generic,review_first
vardir,12114,7532,0.041699,7,17,False,cross_party_generic,review_first
gerçekten,12102,7575,0.041937,7,16,False,cross_party_generic,review_first
adalet,12097,6450,0.035709,7,17,False,high_frequency_generic,review_first
halk,12046,8070,0.044677,7,16,False,cross_party_generic,review_first
anda,11927,8105,0.044871,7,17,False,cross_party_generic,review_first
yasa,11886,5806,0.032143,7,17,False,high_frequency_generic,review_first
oldu,11884,8030,0.044456,7,17,False,cross_party_generic,review_first
bazi,11840,7702,0.04264,7,16,False,cross_party_generic,review_first
on,11785,7460,0.0413,7,17,False,cross_party_generic,review_first
kurulu,11730,8380,0.046393,7,17,False,cross_party_generic,review_first
yer,11727,7327,0.040564,7,17,False,cross_party_generic,review_first
ye,11715,7921,0.043852,7,17,False,cross_party_generic,review_first
eden,11514,8487,0.046986,7,17,False,cross_party_generic,review_first
biraz,11484,8392,0.04646,7,16,True,existing_stopword,already_present
cumhuriyet,11434,7660,0.042407,7,16,False,cross_party_generic,review_first
sayili,11421,5871,0.032503,7,15,False,high_frequency_generic,review_first
ediyor,11362,8810,0.048774,7,17,False,cross_party_generic,review_first
fazla,11302,7636,0.042274,7,17,False,cross_party_generic,review_first
bile,11287,7909,0.043786,7,17,False,cross_party_generic,review_first
ilk,11243,7716,0.042717,7,17,False,cross_party_generic,review_first
artik,11171,7586,0.041998,7,17,False,cross_party_generic,review_first
orada,11150,7672,0.042474,7,17,False,cross_party_generic,review_first
meclis,11087,7089,0.039246,7,17,True,existing_stopword,already_present
bütçe,10976,4899,0.027122,7,17,False,high_frequency_generic,review_first
yili,10937,5003,0.027698,7,17,False,high_frequency_generic,review_first
bunlar,10905,7706,0.042662,7,17,False,cross_party_generic,review_first
olmasi,10876,7525,0.04166,7,17,False,cross_party_generic,review_first
iktidar,10850,7021,0.03887,7,16,False,high_frequency_generic,review_first
altinda,10818,7707,0.042668,7,17,False,cross_party_generic,review_first
yüce,10802,8129,0.045004,7,16,True,existing_stopword,already_present
niye,10802,7453,0.041261,7,16,False,cross_party_generic,review_first
olmak,10749,7674,0.042485,7,17,False,cross_party_generic,review_first
inci,10745,6669,0.036921,7,17,False,suffix_fragment,add_stopword
ekonomik,10739,5910,0.032719,7,17,False,high_frequency_generic,review_first
yerine,10711,7682,0.042529,7,17,False,cross_party_generic,review_first
neden,10577,6908,0.038244,7,17,True,existing_stopword,already_present
aslinda,10570,6623,0.036666,7,17,False,high_frequency_generic,review_first
istanbul,10415,6270,0.034712,7,16,False,high_frequency_generic,review_first
onun,10405,7899,0.043731,7,17,False,cross_party_generic,review_first
nci,10358,6420,0.035542,7,16,False,suffix_fragment,add_stopword
bunlari,10274,7473,0.041372,7,17,False,cross_party_generic,review_first
efendim,10226,8904,0.049294,7,16,True,existing_stopword,already_present
konusunda,10225,6671,0.036932,7,16,False,high_frequency_generic,review_first
tarim,10188,4524,0.025046,7,17,False,high_frequency_generic,review_first
evet,10104,7598,0.042064,7,16,True,existing_stopword,already_present
arasinda,10000,6851,0.037929,7,17,False,high_frequency_generic,review_first
ciddi,9981,6106,0.033804,7,17,False,high_frequency_generic,review_first
vergi,9969,3131,0.017334,7,17,False,high_frequency_generic,review_first
hangi,9957,6530,0.036151,7,15,False,high_frequency_generic,review_first
temel,9879,5992,0.033173,7,17,False,high_frequency_generic,review_first
üç,9852,6890,0.038144,7,17,False,high_frequency_generic,review_first
bunlarin,9814,7117,0.039401,7,16,False,high_frequency_generic,review_first
zaten,9796,7372,0.040813,7,17,False,cross_party_generic,review_first
birçok,9715,6498,0.035974,7,16,True,existing_stopword,already_present
ülke,9675,6089,0.03371,7,17,False,high_frequency_generic,review_first
lira,9610,4195,0.023224,7,16,False,high_frequency_generic,review_first
yüksek,9563,5724,0.031689,7,17,False,high_frequency_generic,review_first
şunu,9560,7521,0.041638,7,17,False,cross_party_generic,review_first
olsun,9553,6891,0.03815,7,17,True,existing_stopword,already_present
ilişkin,9536,5783,0.032016,7,17,False,high_frequency_generic,review_first
üzerine,9535,7378,0.040846,7,17,False,cross_party_generic,review_first
benim,9410,7224,0.039994,7,17,False,high_frequency_generic,review_first
öyle,9331,7400,0.040968,7,15,False,cross_party_generic,review_first
geçen,9297,7026,0.038897,7,17,False,high_frequency_generic,review_first
açik,9219,6446,0.035686,7,17,False,high_frequency_generic,review_first
alan,9212,6337,0.035083,7,16,False,high_frequency_generic,review_first
almiş,9177,8219,0.045502,7,17,False,cross_party_generic,review_first
tekrar,9169,6912,0.038266,7,17,False,high_frequency_generic,review_first
gelen,9158,7029,0.038914,7,17,False,high_frequency_generic,review_first
bundan,9128,7186,0.039783,7,17,False,high_frequency_generic,review_first
ayrica,9116,6364,0.035232,7,17,False,high_frequency_generic,review_first
buradan,9104,7126,0.039451,7,17,False,high_frequency_generic,review_first
çalişma,9093,5687,0.031484,7,17,False,high_frequency_generic,review_first
hukuk,9078,4944,0.027371,7,17,False,high_frequency_generic,review_first
onu,9070,7490,0.041466,7,16,False,cross_party_generic,review_first
rağmen,9053,6404,0.035454,7,17,False,high_frequency_generic,review_first
yönelik,8853,5466,0.030261,7,17,False,high_frequency_generic,review_first
güvenlik,8822,4536,0.025112,7,17,False,high_frequency_generic,review_first
yi,8792,6325,0.035017,7,17,False,high_frequency_generic,review_first
sahip,8790,6040,0.033439,7,16,False,high_frequency_generic,review_first
gereken,8749,6290,0.034823,7,17,False,high_frequency_generic,review_first
bakani,8741,6995,0.038726,7,16,False,high_frequency_generic,review_first
beş,8719,5977,0.03309,7,17,False,high_frequency_generic,review_first
uluslararasi,8671,4635,0.02566,7,17,False,high_frequency_generic,review_first
mu,8656,6385,0.035349,7,17,False,high_frequency_generic,review_first
hep,8591,6382,0.035332,7,17,False,high_frequency_generic,review_first
tam,8577,6255,0.034629,7,17,False,high_frequency_generic,review_first
açisindan,8528,5334,0.02953,7,17,False,high_frequency_generic,review_first
olacak,8477,6046,0.033472,7,16,False,high_frequency_generic,review_first
madde,8456,4729,0.026181,7,16,False,high_frequency_generic,review_first
grup,8416,6219,0.03443,7,16,False,high_frequency_generic,review_first
konusu,8394,5766,0.031922,7,17,True,existing_stopword,already_present
bize,8376,6427,0.035581,7,17,False,high_frequency_generic,review_first
peki,8340,5610,0.031058,7,15,False,high_frequency_generic,review_first
dünya,8336,5177,0.028661,7,17,False,high_frequency_generic,review_first
az,8233,6089,0.03371,7,16,False,high_frequency_generic,review_first
kişi,8180,5333,0.029525,7,17,False,high_frequency_generic,review_first
tane,8172,5235,0.028982,7,15,False,high_frequency_generic,review_first
cevap,8170,6270,0.034712,7,17,False,high_frequency_generic,review_first
karar,8149,5748,0.031822,7,16,True,existing_stopword,already_present
olur,8102,5916,0.032752,7,16,False,high_frequency_generic,review_first
ülkenin,8094,5564,0.030803,7,17,False,high_frequency_generic,review_first
para,8094,4745,0.026269,6,16,False,content_or_borderline,keep_for_now
allah,8063,5977,0.03309,7,17,False,high_frequency_generic,review_first
hakkinda,8031,5726,0.0317,7,17,False,high_frequency_generic,review_first
uygun,8009,5646,0.031257,7,17,True,existing_stopword,already_present
mümkün,8006,5872,0.032509,7,17,False,high_frequency_generic,review_first
yanliş,7903,5927,0.032813,7,17,False,high_frequency_generic,review_first
gelir,7856,4503,0.02493,7,17,False,high_frequency_generic,review_first
hükumet,7831,4889,0.027067,7,15,False,high_frequency_generic,review_first
hepinizi,7785,7277,0.040287,7,16,False,cross_party_generic,review_first
hak,7701,5174,0.028644,7,17,False,high_frequency_generic,review_first
hizmet,7692,4802,0.026585,7,16,False,high_frequency_generic,review_first
meclisi,7649,5902,0.032675,7,17,False,high_frequency_generic,review_first
yeniden,7646,5179,0.028672,7,17,False,high_frequency_generic,review_first
bakanliği,7593,4574,0.025323,7,17,False,high_frequency_generic,review_first
hale,7564,5531,0.030621,7,17,False,high_frequency_generic,review_first
yol,7492,5160,0.028567,7,17,False,high_frequency_generic,review_first
an,7438,5470,0.030283,7,17,False,high_frequency_generic,review_first
kez,7436,5479,0.030333,7,17,False,high_frequency_generic,review_first
terör,7407,3687,0.020412,7,17,False,high_frequency_generic,review_first
yargi,7391,3553,0.01967,7,16,False,high_frequency_generic,review_first
iç,7305,4670,0.025854,7,17,False,high_frequency_generic,review_first
beraber,7260,5150,0.028511,7,15,False,high_frequency_generic,review_first
düzenleme,7255,4207,0.023291,7,17,False,high_frequency_generic,review_first
ülkede,7215,4951,0.02741,7,17,False,high_frequency_generic,review_first
mücadele,7196,4497,0.024896,7,17,False,high_frequency_generic,review_first
konu,7164,5331,0.029514,7,17,False,high_frequency_generic,review_first
üncü,7149,4692,0.025976,7,15,False,suffix_fragment,add_stopword
devletin,7138,4835,0.026768,7,17,False,high_frequency_generic,review_first
görev,7137,4519,0.025018,7,17,False,high_frequency_generic,review_first
sen,7125,5699,0.031551,7,15,False,high_frequency_generic,review_first
belediye,7114,3471,0.019216,7,15,False,high_frequency_generic,review_first
farkli,7098,4860,0.026906,7,16,False,high_frequency_generic,review_first
enerji,7077,2651,0.014676,7,15,False,high_frequency_generic,review_first
nedeniyle,7073,5010,0.027736,7,17,False,high_frequency_generic,review_first
gerek,6981,4589,0.025406,7,16,False,high_frequency_generic,review_first
yapan,6980,5391,0.029846,7,16,False,high_frequency_generic,review_first
sayisi,6950,4658,0.025788,7,16,False,high_frequency_generic,review_first
den,6901,5205,0.028816,7,16,False,suffix_fragment,add_stopword
başkani,6875,4954,0.027426,7,17,False,high_frequency_generic,review_first
ediyoruz,6856,5469,0.030278,7,17,False,high_frequency_generic,review_first
gerekiyor,6851,4381,0.024254,7,16,True,existing_stopword,already_present
hareket,6808,4499,0.024907,7,17,False,high_frequency_generic,review_first
dişinda,6796,4988,0.027615,7,17,False,high_frequency_generic,review_first
birliği,6769,3875,0.021453,7,17,False,high_frequency_generic,review_first
dolayi,6748,5193,0.02875,7,16,False,high_frequency_generic,review_first
olmayan,6744,5286,0.029264,7,17,False,high_frequency_generic,review_first
edilen,6720,5072,0.02808,7,17,False,high_frequency_generic,review_first
destek,6704,4578,0.025345,7,17,False,high_frequency_generic,review_first
su,6679,3008,0.016653,6,16,False,content_or_borderline,keep_for_now
kim,6659,4763,0.026369,7,16,False,high_frequency_generic,review_first
sunuyorum,6651,6259,0.034651,7,15,True,existing_stopword,already_present
ceza,6580,2919,0.01616,7,16,False,high_frequency_generic,review_first
bugüne,6574,5054,0.02798,7,15,False,high_frequency_generic,review_first
yillik,6564,4599,0.025461,7,17,False,high_frequency_generic,review_first
insanlar,6399,4538,0.025123,7,16,False,high_frequency_generic,review_first
yaklaşik,6389,4267,0.023623,7,16,False,high_frequency_generic,review_first
ülkemizde,6388,4210,0.023307,7,14,False,high_frequency_generic,review_first
zamanda,6378,4843,0.026812,7,16,False,high_frequency_generic,review_first
cumhuriyeti,6369,4288,0.023739,7,16,False,high_frequency_generic,review_first
diş,6361,2998,0.016598,7,17,False,high_frequency_generic,review_first
dan,6353,4572,0.025312,7,16,False,suffix_fragment,add_stopword
hala,6344,4684,0.025932,7,17,False,high_frequency_generic,review_first
dedi,6340,4589,0.025406,7,17,False,high_frequency_generic,review_first
hakki,6323,4535,0.025107,7,17,False,high_frequency_generic,review_first
merkezi,6307,2918,0.016155,7,17,False,high_frequency_generic,review_first
dört,6304,4701,0.026026,7,16,False,high_frequency_generic,review_first
dolar,6299,3073,0.017013,7,17,False,high_frequency_generic,review_first
söylüyorum,6290,5074,0.028091,7,17,False,high_frequency_generic,review_first
grubu,6282,5213,0.02886,7,16,False,high_frequency_generic,review_first
geri,6252,4626,0.025611,7,17,False,high_frequency_generic,review_first
seçim,6238,3721,0.0206,7,17,False,high_frequency_generic,review_first
haklari,6229,3443,0.019061,7,17,False,high_frequency_generic,review_first
dönemde,6225,4499,0.024907,7,17,False,high_frequency_generic,review_first
yönetim,6206,2985,0.016526,7,16,False,high_frequency_generic,review_first
yoktur,6179,4626,0.025611,7,17,True,existing_stopword,already_present
yapmak,6154,5001,0.027687,7,16,False,high_frequency_generic,review_first
demokratik,6107,3695,0.020456,7,17,False,high_frequency_generic,review_first
herhangi,6086,4485,0.02483,7,16,False,high_frequency_generic,review_first
te,6008,4117,0.022793,7,15,False,high_frequency_generic,review_first
başbakan,6006,4020,0.022256,7,14,False,high_frequency_generic,review_first
haline,5999,4498,0.024902,7,17,False,high_frequency_generic,review_first
vardi,5971,4216,0.023341,7,17,False,high_frequency_generic,review_first
yapilmasi,5960,4517,0.025007,7,15,False,high_frequency_generic,review_first
belki,5948,4427,0.024509,7,16,False,high_frequency_generic,review_first
kalkinma,5940,3438,0.019033,7,15,False,high_frequency_generic,review_first
hayir,5931,4619,0.025572,7,16,False,high_frequency_generic,review_first
ay,5921,4002,0.022156,7,17,False,high_frequency_generic,review_first
türlü,5916,4541,0.02514,7,17,False,high_frequency_generic,review_first
elbette,5913,4116,0.022787,7,17,False,high_frequency_generic,review_first
hemen,5905,4163,0.023047,7,17,False,high_frequency_generic,review_first
durum,5900,4523,0.02504,7,17,False,high_frequency_generic,review_first
gerekir,5882,4171,0.023092,7,17,False,high_frequency_generic,review_first
belli,5865,4214,0.02333,7,16,False,high_frequency_generic,review_first
gerekli,5856,4341,0.024033,7,17,False,high_frequency_generic,review_first
çalişan,5831,4145,0.022948,7,16,False,high_frequency_generic,review_first
milletin,5830,3927,0.021741,7,17,False,high_frequency_generic,review_first
geldi,5830,4595,0.025439,7,17,False,high_frequency_generic,review_first
değişiklik,5804,3908,0.021636,7,13,False,high_frequency_generic,review_first
varsa,5803,4549,0.025184,7,17,False,high_frequency_generic,review_first
bulunan,5766,4325,0.023944,7,16,False,high_frequency_generic,review_first
teklifi,5764,3785,0.020955,6,17,False,content_or_borderline,keep_for_now
ülkemizin,5749,3964,0.021946,7,16,False,high_frequency_generic,review_first
nedenle,5726,4217,0.023346,7,14,False,high_frequency_generic,review_first
yaptiği,5725,4717,0.026114,7,17,False,high_frequency_generic,review_first
bilgi,5722,3887,0.021519,7,16,False,high_frequency_generic,review_first
döneminde,5699,4159,0.023025,7,16,False,high_frequency_generic,review_first
başta,5687,4513,0.024985,7,17,False,high_frequency_generic,review_first
yurt,5667,3057,0.016924,7,15,False,high_frequency_generic,review_first
çözüm,5640,3751,0.020766,7,16,False,high_frequency_generic,review_first
ikinci,5603,4325,0.023944,7,17,False,high_frequency_generic,review_first
dair,5586,4224,0.023385,7,17,False,high_frequency_generic,review_first
dün,5580,4389,0.024298,7,17,False,high_frequency_generic,review_first
maddesi,5568,4308,0.02385,7,16,False,high_frequency_generic,review_first
hatta,5566,4366,0.024171,7,17,False,high_frequency_generic,review_first
yilda,5527,3838,0.021248,7,16,False,high_frequency_generic,review_first
ankara,5503,3443,0.019061,7,17,False,high_frequency_generic,review_first
soru,5502,3510,0.019432,7,15,False,high_frequency_generic,review_first
musunuz,5441,4164,0.023053,7,14,False,high_frequency_generic,review_first
oluyor,5427,4033,0.022328,7,16,False,high_frequency_generic,review_first
demek,5397,4052,0.022433,7,17,False,high_frequency_generic,review_first
üzerinden,5395,3902,0.021602,7,17,False,high_frequency_generic,review_first
nun,5377,3869,0.02142,7,17,False,suffix_fragment,add_stopword
ettiği,5344,4498,0.024902,7,16,False,high_frequency_generic,review_first
mevcut,5338,3788,0.020971,7,17,False,high_frequency_generic,review_first
araştirma,5323,3256,0.018026,7,15,False,high_frequency_generic,review_first
yirmi,5298,3819,0.021143,7,17,False,high_frequency_generic,review_first
bağli,5268,3806,0.021071,7,17,False,high_frequency_generic,review_first
onlarin,5235,4178,0.02313,7,17,False,high_frequency_generic,review_first
doğal,5235,3074,0.017018,7,17,False,high_frequency_generic,review_first
uzun,5222,3983,0.022051,7,16,False,high_frequency_generic,review_first
durumda,5215,4009,0.022195,7,16,False,high_frequency_generic,review_first
sorun,5190,3740,0.020705,7,17,False,high_frequency_generic,review_first
mutlaka,5185,3411,0.018884,7,17,False,high_frequency_generic,review_first
derece,5184,3632,0.020108,7,15,False,high_frequency_generic,review_first
verilen,5181,4080,0.022588,7,17,False,high_frequency_generic,review_first
günü,5173,3622,0.020052,7,17,False,high_frequency_generic,review_first
yazik,5160,3385,0.01874,7,15,False,high_frequency_generic,review_first
saygilar,5157,5074,0.028091,7,15,False,high_frequency_generic,review_first
şöyle,5149,4184,0.023164,7,16,True,existing_stopword,already_present
yakin,5149,4113,0.02277,7,17,False,high_frequency_generic,review_first
orman,5130,1964,0.010873,7,12,False,high_frequency_generic,review_first
yatirim,5123,2787,0.015429,7,13,False,high_frequency_generic,review_first
olmaz,5114,4075,0.02256,7,16,False,high_frequency_generic,review_first
diliyorum,5112,3941,0.021818,7,16,True,existing_stopword,already_present
dünyada,5103,3713,0.020556,7,15,False,high_frequency_generic,review_first
biri,5103,3940,0.021813,7,16,False,high_frequency_generic,review_first
itibariyla,5094,3499,0.019371,7,15,False,high_frequency_generic,review_first
insanlarin,5085,3810,0.021093,7,15,False,high_frequency_generic,review_first
toplam,5079,3204,0.017738,7,15,False,high_frequency_generic,review_first
tarihinde,5072,3623,0.020058,7,15,False,high_frequency_generic,review_first
kadin,5059,2267,0.012551,7,13,False,high_frequency_generic,review_first
muhalefet,5052,3694,0.020451,7,15,False,high_frequency_generic,review_first
öncelikle,5022,4229,0.023413,7,16,False,high_frequency_generic,review_first
güzel,5000,3841,0.021265,7,16,False,high_frequency_generic,review_first
deki,4990,3876,0.021458,7,17,False,high_frequency_generic,review_first
komisyon,4979,3029,0.016769,7,14,False,high_frequency_generic,review_first
birtakim,4973,3370,0.018657,7,16,False,high_frequency_generic,review_first
yildir,4951,3779,0.020921,7,17,False,high_frequency_generic,review_first
anlamda,4948,3530,0.019543,7,16,False,high_frequency_generic,review_first
bana,4947,4135,0.022892,7,16,False,high_frequency_generic,review_first
alti,4945,3471,0.019216,7,17,False,high_frequency_generic,review_first
nedir,4937,3758,0.020805,7,16,False,high_frequency_generic,review_first
kredi,4936,2225,0.012318,7,17,False,high_frequency_generic,review_first
buraya,4916,3977,0.022018,7,15,False,high_frequency_generic,review_first
sanayi,4895,2396,0.013265,6,15,False,content_or_borderline,keep_for_now
sira,4894,4065,0.022505,7,16,False,high_frequency_generic,review_first
meclisin,4891,3673,0.020334,7,17,False,high_frequency_generic,review_first
olmuştur,4883,3644,0.020174,7,15,False,high_frequency_generic,review_first
yapmiş,4869,3808,0.021082,7,14,False,high_frequency_generic,review_first
fakat,4864,3638,0.020141,7,17,False,high_frequency_generic,review_first
halkin,4854,3316,0.018358,7,14,False,high_frequency_generic,review_first
süre,4837,3821,0.021154,7,15,False,high_frequency_generic,review_first
sorunu,4834,3272,0.018114,7,17,False,high_frequency_generic,review_first
olabilir,4832,3620,0.020041,7,16,False,high_frequency_generic,review_first
ortak,4831,3313,0.018341,7,16,False,high_frequency_generic,review_first
ana,4830,3358,0.018591,7,16,False,high_frequency_generic,review_first
etti,4811,3956,0.021901,7,16,False,high_frequency_generic,review_first
oy,4786,3232,0.017893,7,15,False,high_frequency_generic,review_first
mhp,4779,4167,0.023069,7,15,False,high_frequency_generic,review_first
lütfen,4775,4012,0.022211,7,15,False,high_frequency_generic,review_first
li,4767,3485,0.019294,7,16,False,high_frequency_generic,review_first
dile,4766,3641,0.020157,7,17,False,high_frequency_generic,review_first
görüyoruz,4754,3407,0.018862,7,15,False,high_frequency_generic,review_first
geliyor,4748,3637,0.020135,7,16,False,high_frequency_generic,review_first
yaşanan,4735,3450,0.0191,7,16,False,high_frequency_generic,review_first
dünyanin,4734,3538,0.019587,7,17,False,high_frequency_generic,review_first
il,4728,2819,0.015607,7,13,False,high_frequency_generic,review_first
çevre,4721,2503,0.013857,7,15,False,high_frequency_generic,review_first
un,4714,3432,0.019,7,15,False,high_frequency_generic,review_first
biliyoruz,4711,3663,0.020279,7,16,False,high_frequency_generic,review_first
nda,4702,3108,0.017207,7,15,False,suffix_fragment,add_stopword
kurum,4701,2974,0.016465,7,16,False,high_frequency_generic,review_first
herkes,4697,3897,0.021575,7,16,False,high_frequency_generic,review_first
dişi,4684,3248,0.017982,7,16,False,high_frequency_generic,review_first
asgari,4645,2232,0.012357,7,17,False,high_frequency_generic,review_first
çocuk,4643,2277,0.012606,7,14,False,high_frequency_generic,review_first
emekli,4628,2122,0.011748,7,17,False,high_frequency_generic,review_first
etmektedir,4627,3367,0.01864,7,17,False,high_frequency_generic,review_first
toplum,4627,3133,0.017345,7,17,False,high_frequency_generic,review_first
karari,4610,3244,0.017959,7,16,False,high_frequency_generic,review_first
bununla,4604,3702,0.020495,7,16,False,high_frequency_generic,review_first
altina,4602,3644,0.020174,7,16,False,high_frequency_generic,review_first
istiyoruz,4599,3544,0.01962,7,16,False,high_frequency_generic,review_first
tasarisi,4587,3254,0.018015,7,9,False,high_frequency_generic,review_first
kisa,4576,3705,0.020512,7,16,False,high_frequency_generic,review_first
beri,4569,3642,0.020163,7,14,False,high_frequency_generic,review_first
partisinin,4555,3529,0.019537,7,15,False,high_frequency_generic,review_first
ticaret,4554,2344,0.012977,7,14,False,high_frequency_generic,review_first
bey,4548,3639,0.020146,7,12,False,high_frequency_generic,review_first
yapiyor,4546,3507,0.019415,7,16,False,high_frequency_generic,review_first
olacaktir,4538,3355,0.018574,7,16,False,high_frequency_generic,review_first
gündeme,4535,3475,0.019238,7,17,False,high_frequency_generic,review_first
tl,4530,1956,0.010829,6,14,False,content_or_borderline,keep_for_now
biliyor,4527,3565,0.019737,7,15,False,high_frequency_generic,review_first
diyorum,4518,3954,0.02189,7,17,False,high_frequency_generic,review_first
önceki,4516,3692,0.02044,7,14,False,high_frequency_generic,review_first
bulunuyorum,4498,4438,0.02457,7,16,False,high_frequency_generic,review_first
veren,4495,3736,0.020683,7,17,False,high_frequency_generic,review_first
tarihi,4488,3046,0.016863,7,15,False,high_frequency_generic,review_first
cumhurbaşkani,4480,3034,0.016797,7,15,False,high_frequency_generic,review_first
kürt,4474,2249,0.012451,7,16,False,high_frequency_generic,review_first
gerçek,4472,3455,0.019128,7,15,False,high_frequency_generic,review_first
adi,4472,3376,0.01869,7,16,False,high_frequency_generic,review_first
üretim,4470,2545,0.01409,6,12,False,content_or_borderline,keep_for_now
suriye,4443,1717,0.009506,7,17,False,high_frequency_generic,review_first
birkaç,4437,3711,0.020545,7,14,False,high_frequency_generic,review_first
vesileyle,4430,3790,0.020982,7,16,False,high_frequency_generic,review_first
midir,4400,2819,0.015607,7,16,False,high_frequency_generic,review_first
verdiği,4386,3700,0.020484,7,16,False,high_frequency_generic,review_first
demokrasi,4386,2889,0.015994,7,16,False,high_frequency_generic,review_first
ün,4378,3266,0.018081,7,15,False,high_frequency_generic,review_first
milliyetçi,4371,2669,0.014776,7,13,False,high_frequency_generic,review_first
ortadan,4368,3385,0.01874,7,16,False,high_frequency_generic,review_first
mali,4356,2473,0.013691,7,14,False,high_frequency_generic,review_first
olduğumuz,4342,3331,0.018441,7,16,False,high_frequency_generic,review_first
biliyorsunuz,4335,3410,0.018878,7,17,False,high_frequency_generic,review_first
yaninda,4329,3433,0.019006,7,17,False,high_frequency_generic,review_first
esas,4327,2987,0.016537,7,17,False,high_frequency_generic,review_first
gürültüler,4318,4058,0.022466,7,13,True,existing_stopword,already_present
mehmet,4317,3523,0.019504,7,15,False,high_frequency_generic,review_first
gelecek,4301,3493,0.019338,7,17,False,high_frequency_generic,review_first
yana,4291,3275,0.018131,7,16,False,high_frequency_generic,review_first
suç,4291,2528,0.013996,7,15,False,high_frequency_generic,review_first
maliye,4272,2534,0.014029,6,12,False,content_or_borderline,keep_for_now
başina,4260,3145,0.017411,7,15,False,high_frequency_generic,review_first
kurumu,4249,2389,0.013226,7,12,False,high_frequency_generic,review_first
net,4241,3310,0.018325,7,17,False,high_frequency_generic,review_first
bizi,4237,3512,0.019443,7,15,False,high_frequency_generic,review_first
devleti,4233,2941,0.016282,7,16,False,high_frequency_generic,review_first
sivil,4229,2631,0.014566,7,13,False,high_frequency_generic,review_first
talep,4214,3384,0.018735,7,17,False,high_frequency_generic,review_first
aile,4207,2209,0.012229,6,16,False,content_or_borderline,keep_for_now
ta,4206,3070,0.016996,7,16,False,high_frequency_generic,review_first
olmadiği,4203,3515,0.01946,7,16,False,high_frequency_generic,review_first
vermek,4200,3665,0.02029,7,16,False,high_frequency_generic,review_first
defa,4198,3245,0.017965,7,16,False,high_frequency_generic,review_first
komisyonu,4195,3104,0.017184,7,15,False,high_frequency_generic,review_first
yüz,4192,3065,0.016968,7,17,False,high_frequency_generic,review_first
atatürk,4179,2369,0.013115,7,16,False,high_frequency_generic,review_first
ona,4176,3625,0.020069,7,16,False,high_frequency_generic,review_first
sürekli,4164,3280,0.018159,7,16,False,high_frequency_generic,review_first
diyoruz,4156,3063,0.016957,7,16,False,high_frequency_generic,review_first
olup,4156,2985,0.016526,7,17,False,high_frequency_generic,review_first
onlar,4150,3409,0.018873,7,15,True,existing_stopword,already_present
üniversite,4132,1955,0.010823,6,14,False,content_or_borderline,keep_for_now
yoksa,4121,3482,0.019277,7,16,True,existing_stopword,already_present
olsa,4121,3270,0.018103,7,16,False,high_frequency_generic,review_first
sistemi,4107,2778,0.01538,7,15,False,high_frequency_generic,review_first
yerde,4102,3334,0.018458,7,16,False,high_frequency_generic,review_first
daki,4101,3098,0.017151,7,16,False,high_frequency_generic,review_first
yasal,4099,2824,0.015634,7,15,False,high_frequency_generic,review_first
amaciyla,4094,2978,0.016487,7,13,False,high_frequency_generic,review_first
ağir,4088,3030,0.016775,7,17,False,high_frequency_generic,review_first
ayri,4080,2626,0.014538,7,14,False,high_frequency_generic,review_first
turizm,4065,1496,0.008282,7,13,False,high_frequency_generic,review_first
elektrik,4050,1908,0.010563,7,17,False,high_frequency_generic,review_first
denetim,4031,2095,0.011598,7,14,False,high_frequency_generic,review_first
el,4019,2938,0.016265,7,17,False,high_frequency_generic,review_first
hdp,4012,3124,0.017295,5,13,False,content_or_borderline,keep_for_now
bariş,4000,2472,0.013686,7,16,False,high_frequency_generic,review_first
