word,term_freq,doc_freq,doc_ratio,donem_span,party_span,already_stopword,category,recommendation
ihtiyaç,3999,2998,0.016598,7,16,False,content_or_borderline,keep_for_now
yapilacak,3993,3174,0.017572,7,17,False,content_or_borderline,keep_for_now
yerel,3992,2052,0.01136,6,16,False,content_or_borderline,keep_for_now
dahi,3991,3170,0.01755,7,15,False,content_or_borderline,keep_for_now
istihdam,3990,2316,0.012822,6,15,False,content_or_borderline,keep_for_now
çikan,3983,3321,0.018386,7,17,False,content_or_borderline,keep_for_now
birinci,3972,3003,0.016625,7,16,False,content_or_borderline,keep_for_now
orta,3969,2348,0.012999,7,16,False,content_or_borderline,keep_for_now
şeyi,3965,3410,0.018878,7,16,False,content_or_borderline,keep_for_now
gelin,3960,2943,0.016293,7,16,False,content_or_borderline,keep_for_now
başinda,3957,3387,0.018751,7,17,False,content_or_borderline,keep_for_now
dikkate,3951,2893,0.016016,7,14,False,content_or_borderline,keep_for_now
yolu,3935,2533,0.014023,7,17,False,content_or_borderline,keep_for_now
teşvik,3934,2156,0.011936,6,14,False,content_or_borderline,keep_for_now
doğu,3911,2258,0.012501,7,17,False,content_or_borderline,keep_for_now
erdoğan,3911,2837,0.015706,7,16,False,content_or_borderline,keep_for_now
ondan,3906,3232,0.017893,7,15,False,content_or_borderline,keep_for_now
hepinize,3901,3747,0.020744,7,15,False,content_or_borderline,keep_for_now
toplumsal,3897,2493,0.013802,7,14,False,content_or_borderline,keep_for_now
elde,3893,2856,0.015811,7,16,False,content_or_borderline,keep_for_now
olmasini,3888,3464,0.019177,7,17,False,content_or_borderline,keep_for_now
zorunda,3880,3115,0.017245,7,17,False,content_or_borderline,keep_for_now
iktidarin,3859,2782,0.015402,7,17,False,content_or_borderline,keep_for_now
işçi,3858,2090,0.011571,6,16,False,content_or_borderline,keep_for_now
olmuş,3854,3096,0.01714,7,16,False,content_or_borderline,keep_for_now
örnek,3854,3091,0.017112,7,16,False,content_or_borderline,keep_for_now
siyaset,3833,2679,0.014832,7,15,False,content_or_borderline,keep_for_now
kimse,3832,3175,0.017577,7,16,False,content_or_borderline,keep_for_now
arz,3829,2902,0.016066,7,14,True,existing_stopword,already_present
vermiş,3821,3198,0.017705,7,15,False,content_or_borderline,keep_for_now
aykiri,3809,2639,0.01461,7,15,False,content_or_borderline,keep_for_now
hükumetin,3802,2667,0.014765,7,17,False,content_or_borderline,keep_for_now
taraftan,3802,2255,0.012484,7,16,False,content_or_borderline,keep_for_now
sene,3792,2517,0.013935,7,15,False,content_or_borderline,keep_for_now
diyorsunuz,3785,2838,0.015712,7,16,False,content_or_borderline,keep_for_now
sorunlari,3783,2758,0.015269,7,16,False,content_or_borderline,keep_for_now
eski,3769,2912,0.016121,7,16,False,content_or_borderline,keep_for_now
kültür,3760,1817,0.010059,7,14,False,content_or_borderline,keep_for_now
tan,3758,3167,0.017533,7,17,False,content_or_borderline,keep_for_now
dahil,3749,3020,0.016719,7,17,False,content_or_borderline,keep_for_now
düşünüyorum,3748,2858,0.015822,7,14,False,content_or_borderline,keep_for_now
sizi,3747,3164,0.017517,7,16,False,content_or_borderline,keep_for_now
toplumun,3743,2635,0.014588,7,17,False,content_or_borderline,keep_for_now
nerede,3739,2707,0.014987,7,14,False,content_or_borderline,keep_for_now
göz,3732,3051,0.016891,7,16,False,content_or_borderline,keep_for_now
kaç,3731,2735,0.015142,7,15,False,content_or_borderline,keep_for_now
çerçevesinde,3723,2708,0.014992,7,14,False,content_or_borderline,keep_for_now
yabanci,3712,2099,0.011621,7,16,False,content_or_borderline,keep_for_now
tespit,3696,2764,0.015302,7,14,False,content_or_borderline,keep_for_now
katki,3696,2790,0.015446,7,16,False,content_or_borderline,keep_for_now
içişleri,3696,2568,0.014217,7,17,False,content_or_borderline,keep_for_now
önüne,3694,3104,0.017184,7,16,False,content_or_borderline,keep_for_now
ihale,3673,1747,0.009672,6,15,False,content_or_borderline,keep_for_now
tamamen,3666,2933,0.016238,7,16,False,content_or_borderline,keep_for_now
söylemek,3663,3165,0.017522,7,17,False,content_or_borderline,keep_for_now
tasari,3649,2130,0.011792,6,10,False,content_or_borderline,keep_for_now
edilmesi,3644,2989,0.016548,7,16,False,content_or_borderline,keep_for_now
yla,3644,2652,0.014682,7,17,False,suffix_fragment,add_stopword
hafta,3639,2892,0.016011,7,16,False,content_or_borderline,keep_for_now
izin,3628,2754,0.015247,7,17,False,content_or_borderline,keep_for_now
bütçesi,3625,1981,0.010967,6,16,False,content_or_borderline,keep_for_now
asla,3623,2689,0.014887,7,17,False,content_or_borderline,keep_for_now
ülkemiz,3615,2650,0.014671,7,15,False,content_or_borderline,keep_for_now
arkadaşlarimiz,3595,2834,0.01569,7,16,False,content_or_borderline,keep_for_now
binlerce,3579,2711,0.015009,7,17,False,content_or_borderline,keep_for_now
misiniz,3575,2904,0.016077,7,14,False,content_or_borderline,keep_for_now
yaşayan,3569,2629,0.014555,7,15,False,content_or_borderline,keep_for_now
savunma,3568,1884,0.01043,7,16,False,content_or_borderline,keep_for_now
yle,3564,2730,0.015114,7,17,False,suffix_fragment,add_stopword
pek,3560,2564,0.014195,7,16,False,content_or_borderline,keep_for_now
yapti,3559,2859,0.015828,7,16,False,content_or_borderline,keep_for_now
amerika,3538,2060,0.011405,7,17,False,content_or_borderline,keep_for_now
tüzük,3533,2253,0.012473,7,12,False,content_or_borderline,keep_for_now
dönem,3524,2655,0.014699,7,17,False,content_or_borderline,keep_for_now
hepimiz,3521,2906,0.016088,7,17,False,content_or_borderline,keep_for_now
mahkemesi,3520,1899,0.010513,7,15,False,content_or_borderline,keep_for_now
çikti,3519,2807,0.01554,7,17,False,content_or_borderline,keep_for_now
bölge,3514,2043,0.01131,7,13,False,content_or_borderline,keep_for_now
askeri,3513,1673,0.009262,7,15,False,content_or_borderline,keep_for_now
anadolu,3505,2235,0.012373,7,17,False,content_or_borderline,keep_for_now
katilmiyoruz,3503,3494,0.019344,6,11,False,content_or_borderline,keep_for_now
yapildi,3497,2735,0.015142,7,17,False,content_or_borderline,keep_for_now
noktada,3494,2781,0.015396,7,16,False,content_or_borderline,keep_for_now
bakanliğinin,3489,2530,0.014007,6,15,False,content_or_borderline,keep_for_now
kalan,3488,2865,0.015861,7,17,False,content_or_borderline,keep_for_now
önünde,3477,2891,0.016005,7,15,False,content_or_borderline,keep_for_now
küçük,3472,2517,0.013935,7,17,False,content_or_borderline,keep_for_now
onlari,3471,3055,0.016913,7,15,False,content_or_borderline,keep_for_now
hakkini,3464,2724,0.015081,7,16,False,content_or_borderline,keep_for_now
acaba,3461,2670,0.014782,7,15,False,content_or_borderline,keep_for_now
pkk,3459,2004,0.011095,7,16,False,content_or_borderline,keep_for_now
etmiş,3458,2955,0.016359,7,16,False,content_or_borderline,keep_for_now
alanda,3454,2597,0.014378,7,17,False,content_or_borderline,keep_for_now
olmadiğini,3453,2961,0.016393,7,15,False,content_or_borderline,keep_for_now
deprem,3452,1426,0.007895,6,16,False,content_or_borderline,keep_for_now
tür,3448,2717,0.015042,7,15,False,suffix_fragment,add_stopword
inşallah,3440,2698,0.014937,7,17,False,content_or_borderline,keep_for_now
gerekmektedir,3436,2295,0.012706,7,14,True,existing_stopword,already_present
orani,3433,2156,0.011936,7,16,False,content_or_borderline,keep_for_now
saat,3432,2329,0.012894,7,17,True,existing_stopword,already_present
düşük,3414,2358,0.013054,7,16,False,content_or_borderline,keep_for_now
yeterli,3406,2583,0.0143,7,17,False,content_or_borderline,keep_for_now
ait,3402,2589,0.014333,7,14,False,content_or_borderline,keep_for_now
güçlü,3400,2263,0.012528,7,15,False,content_or_borderline,keep_for_now
halde,3400,2799,0.015496,7,16,False,content_or_borderline,keep_for_now
takip,3384,2681,0.014843,7,14,False,content_or_borderline,keep_for_now
isterim,3383,2670,0.014782,7,16,False,content_or_borderline,keep_for_now
uncu,3378,2457,0.013602,6,15,False,suffix_fragment,add_stopword
çeşitli,3377,2537,0.014045,7,14,False,content_or_borderline,keep_for_now
yaptik,3372,2541,0.014068,7,15,False,content_or_borderline,keep_for_now
mustafa,3370,2558,0.014162,7,15,False,content_or_borderline,keep_for_now
hesap,3368,2410,0.013342,7,15,False,content_or_borderline,keep_for_now
itibaren,3359,2627,0.014544,7,13,False,content_or_borderline,keep_for_now
na,3357,2293,0.012695,7,16,False,content_or_borderline,keep_for_now
dakika,3356,2742,0.01518,7,15,False,content_or_borderline,keep_for_now
doğrudan,3352,2552,0.014128,7,17,False,content_or_borderline,keep_for_now
karşisinda,3346,2677,0.01482,7,16,False,content_or_borderline,keep_for_now
ele,3346,2552,0.014128,7,16,False,content_or_borderline,keep_for_now
yapilmiş,3317,2673,0.014798,7,16,False,content_or_borderline,keep_for_now
bakiniz,3314,2474,0.013697,7,14,False,content_or_borderline,keep_for_now
meslek,3312,1873,0.010369,7,14,False,content_or_borderline,keep_for_now
personel,3302,1819,0.01007,6,13,False,content_or_borderline,keep_for_now
izmir,3302,2281,0.012628,7,15,False,content_or_borderline,keep_for_now
kaldi,3300,2782,0.015402,7,15,False,content_or_borderline,keep_for_now
kapsaminda,3294,2321,0.01285,7,16,False,content_or_borderline,keep_for_now
israil,3291,1284,0.007108,7,15,False,content_or_borderline,keep_for_now
zor,3275,2639,0.01461,7,17,False,content_or_borderline,keep_for_now
yapiliyor,3267,2568,0.014217,7,15,False,content_or_borderline,keep_for_now
edecek,3265,2792,0.015457,7,15,False,content_or_borderline,keep_for_now
hakim,3265,1912,0.010585,7,15,False,content_or_borderline,keep_for_now
zarar,3261,2336,0.012933,7,17,False,content_or_borderline,keep_for_now
la,3261,2408,0.013331,7,14,False,content_or_borderline,keep_for_now
yapiyoruz,3261,2572,0.014239,7,15,False,content_or_borderline,keep_for_now
söyleyeyim,3259,2821,0.015618,7,14,False,content_or_borderline,keep_for_now
şehit,3259,2043,0.01131,7,17,False,content_or_borderline,keep_for_now
mecliste,3254,2761,0.015285,7,15,False,content_or_borderline,keep_for_now
halinde,3253,2511,0.013901,7,16,False,content_or_borderline,keep_for_now
teknik,3250,2207,0.012218,6,15,False,content_or_borderline,keep_for_now
gerektiğini,3245,2546,0.014095,7,17,False,content_or_borderline,keep_for_now
kanunun,3244,2260,0.012512,7,15,False,content_or_borderline,keep_for_now
hepimizin,3237,2680,0.014837,7,14,False,content_or_borderline,keep_for_now
tanesi,3237,2398,0.013276,7,15,False,content_or_borderline,keep_for_now
görevi,3236,2540,0.014062,7,15,False,content_or_borderline,keep_for_now
plan,3232,2083,0.011532,7,14,False,content_or_borderline,keep_for_now
alinmasi,3231,2649,0.014665,7,16,False,content_or_borderline,keep_for_now
geçmiş,3229,2824,0.015634,7,17,False,content_or_borderline,keep_for_now
sonucu,3221,2601,0.0144,7,15,False,content_or_borderline,keep_for_now
ücret,3213,1872,0.010364,6,16,False,content_or_borderline,keep_for_now
düzenlemeler,3211,2217,0.012274,7,16,False,content_or_borderline,keep_for_now
yasama,3205,1981,0.010967,7,14,False,content_or_borderline,keep_for_now
sahibi,3200,2492,0.013796,7,15,False,content_or_borderline,keep_for_now
çalişmalar,3199,2281,0.012628,7,12,False,content_or_borderline,keep_for_now
ilan,3199,2412,0.013353,7,16,False,content_or_borderline,keep_for_now
edilmiş,3197,2632,0.014571,7,15,False,content_or_borderline,keep_for_now
teklif,3193,2021,0.011189,7,16,True,existing_stopword,already_present
yasasi,3192,2025,0.011211,6,15,False,content_or_borderline,keep_for_now
konuyu,3187,2760,0.01528,7,17,False,content_or_borderline,keep_for_now
işin,3183,2562,0.014184,7,15,False,content_or_borderline,keep_for_now
heyetinizi,3182,2878,0.015933,7,11,False,content_or_borderline,keep_for_now
almak,3181,2799,0.015496,7,15,False,content_or_borderline,keep_for_now
işi,3179,2540,0.014062,7,15,False,content_or_borderline,keep_for_now
hepsi,3163,2651,0.014676,7,14,False,content_or_borderline,keep_for_now
hayata,3141,2459,0.013614,7,15,False,content_or_borderline,keep_for_now
yandan,3141,1933,0.010701,7,13,False,content_or_borderline,keep_for_now
baktiğimizda,3141,2130,0.011792,7,15,False,content_or_borderline,keep_for_now
bakanlar,3135,2122,0.011748,7,15,False,content_or_borderline,keep_for_now
önerge,3120,2349,0.013005,7,13,True,existing_stopword,already_present
ederek,3118,2761,0.015285,7,16,False,content_or_borderline,keep_for_now
basin,3116,1698,0.0094,7,14,False,content_or_borderline,keep_for_now
bakanim,3104,2404,0.013309,6,12,False,content_or_borderline,keep_for_now
ihtiyaci,3103,2481,0.013735,7,15,False,content_or_borderline,keep_for_now
öğretmen,3094,1203,0.00666,6,16,False,content_or_borderline,keep_for_now
söylüyor,3093,2463,0.013636,7,14,False,content_or_borderline,keep_for_now
geçici,3089,1934,0.010707,7,13,False,content_or_borderline,keep_for_now
milletimizin,3088,2194,0.012146,7,15,False,content_or_borderline,keep_for_now
resmi,3085,2322,0.012855,7,16,False,content_or_borderline,keep_for_now
başkanliği,3079,1763,0.00976,7,12,False,content_or_borderline,keep_for_now
adeta,3077,2419,0.013392,7,16,False,content_or_borderline,keep_for_now
büyükşehir,3077,1610,0.008913,6,13,False,content_or_borderline,keep_for_now
edildi,3073,2563,0.014189,7,15,False,content_or_borderline,keep_for_now
işsizlik,3068,1630,0.009024,6,17,False,content_or_borderline,keep_for_now
uygulama,3067,2347,0.012993,7,16,False,content_or_borderline,keep_for_now
devamla,3057,2395,0.013259,7,12,True,existing_stopword,already_present
ulusal,3057,1985,0.010989,7,14,False,content_or_borderline,keep_for_now
açikça,3053,2466,0.013652,7,15,False,content_or_borderline,keep_for_now
bağimsiz,3049,2100,0.011626,7,16,False,content_or_borderline,keep_for_now
alinan,3043,2457,0.013602,7,16,False,content_or_borderline,keep_for_now
yillarda,3037,2408,0.013331,7,15,False,content_or_borderline,keep_for_now
işleri,3031,1943,0.010757,7,13,False,content_or_borderline,keep_for_now
faiz,3029,1481,0.008199,6,16,False,content_or_borderline,keep_for_now
çalişmalari,3019,2237,0.012385,7,12,False,content_or_borderline,keep_for_now
gelmiş,3012,2602,0.014405,7,15,False,content_or_borderline,keep_for_now
bunlara,2998,2613,0.014466,7,16,False,content_or_borderline,keep_for_now
sekiz,2992,2151,0.011908,7,14,False,content_or_borderline,keep_for_now
tasarinin,2988,1691,0.009362,6,9,False,content_or_borderline,keep_for_now
olumlu,2982,2212,0.012246,7,15,False,content_or_borderline,keep_for_now
mesela,2977,2205,0.012207,7,14,False,content_or_borderline,keep_for_now
hayatini,2970,2221,0.012296,7,16,False,content_or_borderline,keep_for_now
ek,2968,1884,0.01043,7,17,False,content_or_borderline,keep_for_now
rahmet,2966,2567,0.014211,7,15,False,content_or_borderline,keep_for_now
yaşam,2965,2205,0.012207,7,14,False,content_or_borderline,keep_for_now
olursa,2963,2480,0.01373,7,17,False,content_or_borderline,keep_for_now
kere,2960,2317,0.012827,7,15,False,content_or_borderline,keep_for_now
üst,2960,2161,0.011964,7,16,False,content_or_borderline,keep_for_now
alakali,2960,1582,0.008758,7,12,False,content_or_borderline,keep_for_now
şeyler,2959,2476,0.013708,7,15,False,content_or_borderline,keep_for_now
gelmiştir,2956,2380,0.013176,7,15,False,content_or_borderline,keep_for_now
söyledi,2954,2561,0.014178,7,15,False,content_or_borderline,keep_for_now
edeceğiz,2950,2526,0.013984,7,16,False,content_or_borderline,keep_for_now
kaynak,2943,1967,0.01089,7,17,False,content_or_borderline,keep_for_now
kötü,2943,2272,0.012578,7,16,False,content_or_borderline,keep_for_now
önümüzdeki,2942,2298,0.012722,7,17,False,content_or_borderline,keep_for_now
birisi,2940,2341,0.01296,7,12,False,content_or_borderline,keep_for_now
spor,2940,1139,0.006306,7,12,False,content_or_borderline,keep_for_now
aldiği,2936,2468,0.013663,7,16,False,content_or_borderline,keep_for_now
gazi,2927,2086,0.011549,7,16,False,content_or_borderline,keep_for_now
hayirli,2921,2638,0.014605,7,14,False,content_or_borderline,keep_for_now
küresel,2921,1528,0.008459,7,13,False,content_or_borderline,keep_for_now
veriyor,2908,2351,0.013016,7,16,False,content_or_borderline,keep_for_now
karşiya,2907,2330,0.012899,7,16,False,content_or_borderline,keep_for_now
buradaki,2907,2457,0.013602,7,17,False,content_or_borderline,keep_for_now
soruyorum,2885,2407,0.013326,7,14,False,content_or_borderline,keep_for_now
projesi,2883,1747,0.009672,7,13,False,content_or_borderline,keep_for_now
artiş,2880,1795,0.009937,7,14,False,content_or_borderline,keep_for_now
budur,2878,2415,0.01337,7,15,False,content_or_borderline,keep_for_now
suretiyle,2877,2047,0.011333,7,12,False,content_or_borderline,keep_for_now
kendisine,2874,2545,0.01409,7,16,False,content_or_borderline,keep_for_now
idari,2867,1827,0.010115,7,14,False,content_or_borderline,keep_for_now
mal,2862,2065,0.011432,7,16,False,content_or_borderline,keep_for_now
şeklinde,2861,2285,0.01265,7,13,False,content_or_borderline,keep_for_now
kara,2860,1819,0.01007,7,14,False,content_or_borderline,keep_for_now
onlara,2859,2539,0.014056,7,15,False,content_or_borderline,keep_for_now
örneğin,2858,2154,0.011925,7,16,False,content_or_borderline,keep_for_now
meclise,2856,2379,0.013171,7,15,False,content_or_borderline,keep_for_now
konuşma,2855,2452,0.013575,7,16,False,content_or_borderline,keep_for_now
yarin,2853,2335,0.012927,7,14,False,content_or_borderline,keep_for_now
bakanlik,2851,2074,0.011482,7,16,False,content_or_borderline,keep_for_now
ayinda,2850,2057,0.011388,7,15,False,content_or_borderline,keep_for_now
yerinde,2843,2365,0.013093,7,15,False,content_or_borderline,keep_for_now
oraya,2834,2320,0.012844,7,12,False,content_or_borderline,keep_for_now
darbe,2833,1719,0.009517,7,16,False,content_or_borderline,keep_for_now
kendisi,2827,2429,0.013447,7,17,False,content_or_borderline,keep_for_now
edilmiştir,2818,2249,0.012451,7,16,True,existing_stopword,already_present
oradaki,2812,2188,0.012113,7,16,False,content_or_borderline,keep_for_now
geçtiğimiz,2812,2323,0.012861,7,16,False,content_or_borderline,keep_for_now
aldim,2811,2652,0.014682,7,15,False,content_or_borderline,keep_for_now
acil,2808,2088,0.01156,7,15,False,content_or_borderline,keep_for_now
sonuç,2802,2302,0.012744,7,16,False,content_or_borderline,keep_for_now
durumu,2800,2351,0.013016,7,16,False,content_or_borderline,keep_for_now
tarih,2795,2001,0.011078,7,13,False,content_or_borderline,keep_for_now
ettik,2789,2314,0.012811,7,17,False,content_or_borderline,keep_for_now
hani,2786,2131,0.011798,7,14,False,content_or_borderline,keep_for_now
bulunmaktadir,2785,2002,0.011083,7,12,False,content_or_borderline,keep_for_now
genç,2776,2020,0.011183,7,16,False,content_or_borderline,keep_for_now
iktidari,2775,2258,0.012501,7,16,False,content_or_borderline,keep_for_now
kemal,2773,2072,0.011471,7,14,False,content_or_borderline,keep_for_now
yedi,2769,2080,0.011515,6,14,False,content_or_borderline,keep_for_now
bilim,2767,1512,0.008371,7,13,False,content_or_borderline,keep_for_now
üyesi,2765,2052,0.01136,7,14,False,content_or_borderline,keep_for_now
vatandaşlarimizin,2764,1954,0.010818,7,16,False,content_or_borderline,keep_for_now
ekonomi,2761,1823,0.010093,7,17,False,content_or_borderline,keep_for_now
hava,2756,1519,0.00841,7,14,False,content_or_borderline,keep_for_now
can,2755,2097,0.011609,7,15,False,content_or_borderline,keep_for_now
aziz,2754,2123,0.011753,7,14,False,content_or_borderline,keep_for_now
yerli,2754,1630,0.009024,7,15,False,content_or_borderline,keep_for_now
polis,2753,1501,0.00831,7,13,False,content_or_borderline,keep_for_now
yeri,2752,2195,0.012152,7,16,False,content_or_borderline,keep_for_now
temmuz,2752,1956,0.010829,7,16,False,content_or_borderline,keep_for_now
insani,2752,2127,0.011776,7,15,False,content_or_borderline,keep_for_now
sağlikli,2749,2080,0.011515,7,17,False,content_or_borderline,keep_for_now
ortada,2747,2245,0.012429,7,14,False,content_or_borderline,keep_for_now
hizli,2745,1932,0.010696,7,12,False,content_or_borderline,keep_for_now
ali,2745,2164,0.01198,7,13,False,content_or_borderline,keep_for_now
teslim,2744,2098,0.011615,7,16,False,content_or_borderline,keep_for_now
süreci,2744,2099,0.011621,7,16,False,content_or_borderline,keep_for_now
arasindaki,2742,2197,0.012163,7,16,False,content_or_borderline,keep_for_now
etkin,2735,1956,0.010829,7,13,False,content_or_borderline,keep_for_now
bizler,2730,2215,0.012263,7,16,False,content_or_borderline,keep_for_now
silahli,2729,1311,0.007258,7,14,False,content_or_borderline,keep_for_now
herkesin,2724,2342,0.012966,7,17,False,content_or_borderline,keep_for_now
eder,2720,2374,0.013143,7,16,False,content_or_borderline,keep_for_now
kismi,2718,2060,0.011405,7,16,False,content_or_borderline,keep_for_now
vatandaş,2712,2045,0.011322,7,14,False,content_or_borderline,keep_for_now
yapma,2710,2270,0.012567,7,17,False,content_or_borderline,keep_for_now
açiklama,2706,2308,0.012778,7,14,False,content_or_borderline,keep_for_now
maddede,2706,1981,0.010967,7,13,False,content_or_borderline,keep_for_now
yüzden,2701,2157,0.011942,7,12,False,content_or_borderline,keep_for_now
arada,2691,2291,0.012683,7,17,False,content_or_borderline,keep_for_now
proje,2691,1602,0.008869,6,12,False,content_or_borderline,keep_for_now
alaninda,2691,1981,0.010967,7,14,False,content_or_borderline,keep_for_now
le,2690,2088,0.01156,7,17,False,content_or_borderline,keep_for_now
meydana,2689,1937,0.010724,7,15,False,content_or_borderline,keep_for_now
ni,2687,2173,0.01203,7,16,False,content_or_borderline,keep_for_now
önem,2686,2016,0.011161,7,15,False,content_or_borderline,keep_for_now
verdi,2686,2190,0.012124,7,15,False,content_or_borderline,keep_for_now
iptal,2684,1687,0.00934,7,15,False,content_or_borderline,keep_for_now
müdürlüğü,2682,1476,0.008171,7,15,False,content_or_borderline,keep_for_now
maden,2681,1086,0.006012,7,13,False,content_or_borderline,keep_for_now
nde,2679,2092,0.011582,7,15,False,suffix_fragment,add_stopword
sonunda,2670,2256,0.01249,7,16,False,content_or_borderline,keep_for_now
yapiyorsunuz,2666,2183,0.012086,7,15,False,content_or_borderline,keep_for_now
merkez,2665,1629,0.009018,7,16,False,content_or_borderline,keep_for_now
ediliyor,2651,2163,0.011975,7,14,False,content_or_borderline,keep_for_now
raporu,2650,1797,0.009949,7,14,False,content_or_borderline,keep_for_now
saygi,2647,2239,0.012396,7,15,False,content_or_borderline,keep_for_now
torba,2643,1322,0.007319,7,14,False,content_or_borderline,keep_for_now
herhalde,2633,2312,0.0128,7,15,False,content_or_borderline,keep_for_now
serbest,2633,1524,0.008437,7,14,False,content_or_borderline,keep_for_now
si,2632,1911,0.01058,7,16,False,content_or_borderline,keep_for_now
yardim,2632,1711,0.009472,7,15,False,content_or_borderline,keep_for_now
yere,2628,2272,0.012578,7,15,False,content_or_borderline,keep_for_now
gereği,2627,2236,0.012379,7,16,False,content_or_borderline,keep_for_now
civarinda,2623,1933,0.010701,7,14,False,content_or_borderline,keep_for_now
iddia,2619,2149,0.011897,7,15,False,content_or_borderline,keep_for_now
diyarbakir,2618,1703,0.009428,7,14,False,content_or_borderline,keep_for_now
neredeyse,2609,2173,0.01203,7,17,False,content_or_borderline,keep_for_now
koruma,2605,1564,0.008659,7,16,False,content_or_borderline,keep_for_now
adim,2605,1990,0.011017,7,15,False,content_or_borderline,keep_for_now
biçimde,2601,1858,0.010286,7,14,False,content_or_borderline,keep_for_now
maddesinde,2597,1937,0.010724,7,13,False,content_or_borderline,keep_for_now
savaş,2597,1686,0.009334,7,17,False,content_or_borderline,keep_for_now
mağdur,2593,1999,0.011067,6,16,False,content_or_borderline,keep_for_now
alani,2586,1872,0.010364,7,14,False,content_or_borderline,keep_for_now
yoğun,2585,2018,0.011172,7,14,False,content_or_borderline,keep_for_now
bölgede,2577,1775,0.009827,7,14,False,content_or_borderline,keep_for_now
halen,2575,2041,0.011299,7,15,False,content_or_borderline,keep_for_now
etmeye,2569,2310,0.012789,7,16,False,content_or_borderline,keep_for_now
sonucunda,2568,2090,0.011571,7,12,False,content_or_borderline,keep_for_now
aliyor,2565,1991,0.011023,6,15,False,content_or_borderline,keep_for_now
vatandaşin,2562,1821,0.010081,7,16,False,content_or_borderline,keep_for_now
boyunca,2562,2156,0.011936,7,16,False,content_or_borderline,keep_for_now
enflasyon,2561,1329,0.007358,7,16,False,content_or_borderline,keep_for_now
noktasinda,2559,1865,0.010325,7,14,False,content_or_borderline,keep_for_now
komisyonda,2556,1823,0.010093,7,14,False,content_or_borderline,keep_for_now
borç,2554,1477,0.008177,7,13,False,content_or_borderline,keep_for_now
mahkeme,2552,1755,0.009716,6,13,False,content_or_borderline,keep_for_now
davet,2550,2195,0.012152,7,13,False,content_or_borderline,keep_for_now
iktidara,2545,2154,0.011925,7,16,False,content_or_borderline,keep_for_now
gidiyor,2544,1985,0.010989,7,16,False,content_or_borderline,keep_for_now
tehdit,2539,1881,0.010414,7,15,False,content_or_borderline,keep_for_now
dikkat,2539,2166,0.011991,7,15,False,content_or_borderline,keep_for_now
sermaye,2538,1424,0.007884,7,15,False,content_or_borderline,keep_for_now
yasanin,2536,1733,0.009594,6,11,False,content_or_borderline,keep_for_now
bakimindan,2536,1764,0.009766,7,11,False,content_or_borderline,keep_for_now
kişinin,2536,2004,0.011095,7,15,False,content_or_borderline,keep_for_now
yaptiniz,2534,1918,0.010618,7,14,False,content_or_borderline,keep_for_now
irak,2531,1117,0.006184,7,17,False,content_or_borderline,keep_for_now
olmasina,2522,2123,0.011753,7,16,False,content_or_borderline,keep_for_now
oradan,2518,2198,0.012169,7,16,False,content_or_borderline,keep_for_now
bulunduğu,2516,2139,0.011842,7,15,False,content_or_borderline,keep_for_now
müdahale,2515,1950,0.010796,7,12,False,content_or_borderline,keep_for_now
etme,2513,2217,0.012274,7,16,False,content_or_borderline,keep_for_now
sorunlar,2503,1876,0.010386,7,15,False,content_or_borderline,keep_for_now
gida,2502,1476,0.008171,7,15,False,content_or_borderline,keep_for_now
dedik,2498,1727,0.009561,7,15,False,content_or_borderline,keep_for_now
sistem,2490,1784,0.009877,7,14,False,content_or_borderline,keep_for_now
bunlardan,2488,2182,0.01208,7,15,False,content_or_borderline,keep_for_now
öğretim,2487,1133,0.006273,6,12,False,content_or_borderline,keep_for_now
terörle,2478,1406,0.007784,7,15,False,content_or_borderline,keep_for_now
çikiyor,2477,2010,0.011128,7,15,False,content_or_borderline,keep_for_now
hukuki,2471,1847,0.010225,7,17,False,content_or_borderline,keep_for_now
değer,2470,1831,0.010137,7,16,False,content_or_borderline,keep_for_now
teşekkürler,2470,2357,0.013049,7,12,False,content_or_borderline,keep_for_now
gücü,2469,1828,0.01012,7,15,False,content_or_borderline,keep_for_now
konut,2462,1087,0.006018,6,12,False,content_or_borderline,keep_for_now
yalan,2460,1826,0.010109,7,15,False,content_or_borderline,keep_for_now
tayyip,2460,1960,0.010851,7,13,False,content_or_borderline,keep_for_now
evvel,2459,1844,0.010209,7,16,False,content_or_borderline,keep_for_now
emniyet,2459,1287,0.007125,7,14,False,content_or_borderline,keep_for_now
ediyorsunuz,2458,2027,0.011222,7,14,False,content_or_borderline,keep_for_now
yaptiğimiz,2458,2034,0.011261,7,14,False,content_or_borderline,keep_for_now
yetki,2455,1663,0.009207,7,15,False,content_or_borderline,keep_for_now
bak,2452,2007,0.011111,7,13,False,content_or_borderline,keep_for_now
yillardir,2448,2016,0.011161,7,16,False,content_or_borderline,keep_for_now
demektir,2442,1789,0.009904,7,16,False,content_or_borderline,keep_for_now
getirilen,2436,1925,0.010657,7,15,False,content_or_borderline,keep_for_now
deniz,2434,1305,0.007225,7,15,False,content_or_borderline,keep_for_now
soruşturma,2428,1546,0.008559,6,16,False,content_or_borderline,keep_for_now
sağlamak,2418,2003,0.011089,7,15,False,content_or_borderline,keep_for_now
eşit,2413,1712,0.009478,7,13,False,content_or_borderline,keep_for_now
