word,term_freq,doc_freq,doc_ratio,donem_span,party_span,already_stopword,category,recommendation,priority
dile,4766,3641,0.020157,7,17,False,high_frequency_generic,review_first,2
görüyoruz,4754,3407,0.018862,7,15,False,high_frequency_generic,review_first,2
geliyor,4748,3637,0.020135,7,16,False,high_frequency_generic,review_first,2
yaşanan,4735,3450,0.0191,7,16,False,high_frequency_generic,review_first,2
dünyanin,4734,3538,0.019587,7,17,False,high_frequency_generic,review_first,2
il,4728,2819,0.015607,7,13,False,high_frequency_generic,review_first,2
çevre,4721,2503,0.013857,7,15,False,high_frequency_generic,review_first,2
un,4714,3432,0.019,7,15,False,high_frequency_generic,review_first,2
biliyoruz,4711,3663,0.020279,7,16,False,high_frequency_generic,review_first,2
kurum,4701,2974,0.016465,7,16,False,high_frequency_generic,review_first,2
herkes,4697,3897,0.021575,7,16,False,high_frequency_generic,review_first,2
dişi,4684,3248,0.017982,7,16,False,high_frequency_generic,review_first,2
asgari,4645,2232,0.012357,7,17,False,high_frequency_generic,review_first,2
çocuk,4643,2277,0.012606,7,14,False,high_frequency_generic,review_first,2
emekli,4628,2122,0.011748,7,17,False,high_frequency_generic,review_first,2
etmektedir,4627,3367,0.01864,7,17,False,high_frequency_generic,review_first,2
toplum,4627,3133,0.017345,7,17,False,high_frequency_generic,review_first,2
karari,4610,3244,0.017959,7,16,False,high_frequency_generic,review_first,2
bununla,4604,3702,0.020495,7,16,False,high_frequency_generic,review_first,2
altina,4602,3644,0.020174,7,16,False,high_frequency_generic,review_first,2
istiyoruz,4599,3544,0.01962,7,16,False,high_frequency_generic,review_first,2
tasarisi,4587,3254,0.018015,7,9,False,high_frequency_generic,review_first,2
kisa,4576,3705,0.020512,7,16,False,high_frequency_generic,review_first,2
beri,4569,3642,0.020163,7,14,False,high_frequency_generic,review_first,2
partisinin,4555,3529,0.019537,7,15,False,high_frequency_generic,review_first,2
ticaret,4554,2344,0.012977,7,14,False,high_frequency_generic,review_first,2
bey,4548,3639,0.020146,7,12,False,high_frequency_generic,review_first,2
yapiyor,4546,3507,0.019415,7,16,False,high_frequency_generic,review_first,2
olacaktir,4538,3355,0.018574,7,16,False,high_frequency_generic,review_first,2
gündeme,4535,3475,0.019238,7,17,False,high_frequency_generic,review_first,2
biliyor,4527,3565,0.019737,7,15,False,high_frequency_generic,review_first,2
diyorum,4518,3954,0.02189,7,17,False,high_frequency_generic,review_first,2
önceki,4516,3692,0.02044,7,14,False,high_frequency_generic,review_first,2
bulunuyorum,4498,4438,0.02457,7,16,False,high_frequency_generic,review_first,2
veren,4495,3736,0.020683,7,17,False,high_frequency_generic,review_first,2
tarihi,4488,3046,0.016863,7,15,False,high_frequency_generic,review_first,2
cumhurbaşkani,4480,3034,0.016797,7,15,False,high_frequency_generic,review_first,2
kürt,4474,2249,0.012451,7,16,False,high_frequency_generic,review_first,2
gerçek,4472,3455,0.019128,7,15,False,high_frequency_generic,review_first,2
adi,4472,3376,0.01869,7,16,False,high_frequency_generic,review_first,2
suriye,4443,1717,0.009506,7,17,False,high_frequency_generic,review_first,2
birkaç,4437,3711,0.020545,7,14,False,high_frequency_generic,review_first,2
vesileyle,4430,3790,0.020982,7,16,False,high_frequency_generic,review_first,2
midir,4400,2819,0.015607,7,16,False,high_frequency_generic,review_first,2
verdiği,4386,3700,0.020484,7,16,False,high_frequency_generic,review_first,2
demokrasi,4386,2889,0.015994,7,16,False,high_frequency_generic,review_first,2
ün,4378,3266,0.018081,7,15,False,high_frequency_generic,review_first,2
milliyetçi,4371,2669,0.014776,7,13,False,high_frequency_generic,review_first,2
ortadan,4368,3385,0.01874,7,16,False,high_frequency_generic,review_first,2
mali,4356,2473,0.013691,7,14,False,high_frequency_generic,review_first,2
olduğumuz,4342,3331,0.018441,7,16,False,high_frequency_generic,review_first,2
biliyorsunuz,4335,3410,0.018878,7,17,False,high_frequency_generic,review_first,2
yaninda,4329,3433,0.019006,7,17,False,high_frequency_generic,review_first,2
esas,4327,2987,0.016537,7,17,False,high_frequency_generic,review_first,2
mehmet,4317,3523,0.019504,7,15,False,high_frequency_generic,review_first,2
gelecek,4301,3493,0.019338,7,17,False,high_frequency_generic,review_first,2
yana,4291,3275,0.018131,7,16,False,high_frequency_generic,review_first,2
suç,4291,2528,0.013996,7,15,False,high_frequency_generic,review_first,2
başina,4260,3145,0.017411,7,15,False,high_frequency_generic,review_first,2
kurumu,4249,2389,0.013226,7,12,False,high_frequency_generic,review_first,2
net,4241,3310,0.018325,7,17,False,high_frequency_generic,review_first,2
bizi,4237,3512,0.019443,7,15,False,high_frequency_generic,review_first,2
devleti,4233,2941,0.016282,7,16,False,high_frequency_generic,review_first,2
sivil,4229,2631,0.014566,7,13,False,high_frequency_generic,review_first,2
talep,4214,3384,0.018735,7,17,False,high_frequency_generic,review_first,2
ta,4206,3070,0.016996,7,16,False,high_frequency_generic,review_first,2
olmadiği,4203,3515,0.01946,7,16,False,high_frequency_generic,review_first,2
vermek,4200,3665,0.02029,7,16,False,high_frequency_generic,review_first,2
defa,4198,3245,0.017965,7,16,False,high_frequency_generic,review_first,2
komisyonu,4195,3104,0.017184,7,15,False,high_frequency_generic,review_first,2
yüz,4192,3065,0.016968,7,17,False,high_frequency_generic,review_first,2
atatürk,4179,2369,0.013115,7,16,False,high_frequency_generic,review_first,2
ona,4176,3625,0.020069,7,16,False,high_frequency_generic,review_first,2
sürekli,4164,3280,0.018159,7,16,False,high_frequency_generic,review_first,2
diyoruz,4156,3063,0.016957,7,16,False,high_frequency_generic,review_first,2
olup,4156,2985,0.016526,7,17,False,high_frequency_generic,review_first,2
olsa,4121,3270,0.018103,7,16,False,high_frequency_generic,review_first,2
sistemi,4107,2778,0.01538,7,15,False,high_frequency_generic,review_first,2
yerde,4102,3334,0.018458,7,16,False,high_frequency_generic,review_first,2
daki,4101,3098,0.017151,7,16,False,high_frequency_generic,review_first,2
yasal,4099,2824,0.015634,7,15,False,high_frequency_generic,review_first,2
amaciyla,4094,2978,0.016487,7,13,False,high_frequency_generic,review_first,2
ağir,4088,3030,0.016775,7,17,False,high_frequency_generic,review_first,2
ayri,4080,2626,0.014538,7,14,False,high_frequency_generic,review_first,2
turizm,4065,1496,0.008282,7,13,False,high_frequency_generic,review_first,2
elektrik,4050,1908,0.010563,7,17,False,high_frequency_generic,review_first,2
denetim,4031,2095,0.011598,7,14,False,high_frequency_generic,review_first,2
el,4019,2938,0.016265,7,17,False,high_frequency_generic,review_first,2
bariş,4000,2472,0.013686,7,16,False,high_frequency_generic,review_first,2
