year,party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
2023,Halkların Eşitlik ve Demokrasi Partisi,inflation,Enflasyon,macro_economy,72,162,42,83,205.75,205.75,-0.3253968253968254,total
2023,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,61,178,42,21,200.05,200.05,0.328125,total
2023,YENİ YOL Partisi,democracy,Demokrasi,democratic_reform,65,165,41,42,194.05,194.05,-0.011904761904761904,total
2023,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,79,153,58,55,192.55,192.55,0.02631578947368421,total
2023,YENİ YOL Partisi,inflation,Enflasyon,macro_economy,54,145,21,61,173.7,173.7,-0.4819277108433735,total
2023,İYİ Parti,democracy,Demokrasi,democratic_reform,74,112,30,34,134.4,134.4,-0.06153846153846154,total
2023,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,53,114,31,17,130.8,130.8,0.2857142857142857,total
2023,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,26,95,66,32,129.3,129.3,0.3434343434343434,total
2023,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,45,78,17,115,124.2,124.2,-0.7368421052631579,total
2023,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,72,100,51,16,123.45,123.45,0.5147058823529411,total
2023,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,45,85,37,11,101.8,101.8,0.5306122448979592,total
2023,Bağımsız,inflation,Enflasyon,macro_economy,12,67,26,12,80.3,80.3,0.358974358974359,total
2023,Yeniden Refah Partisi,interest,Faiz,macro_economy,7,62,27,4,72.85,72.85,0.71875,total
2023,DEM Parti,democracy,Demokrasi,democratic_reform,1,54,37,16,72.55,72.55,0.3888888888888889,total
2023,Bağımsız,law_state,Hukuk Devleti,democratic_reform,19,58,14,20,69.9,69.9,-0.17142857142857143,total
2023,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,30,54,27,9,66.60000000000001,66.60000000000001,0.4864864864864865,total
2023,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,34,54,22,10,65.2,65.2,0.36363636363636365,total
2023,Bağımsız,security,Guvenlik,security_conflict,15,53,13,18,63.849999999999994,63.849999999999994,-0.15625,total
2023,Demokratik Sol Parti,economy,Ekonomi,macro_economy,8,48,37,6,63.05,63.05,0.7045454545454546,total
2023,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,35,53,12,11,61.050000000000004,61.050000000000004,0.041666666666666664,total
2023,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,33,51,15,11,60.1,60.1,0.14814814814814814,total
2023,Halkların Eşitlik ve Demokrasi Partisi,tutelage,Vesayet,constitutional_conflict,17,34,2,61,56.05,56.05,-0.921875,total
2023,Saadet Partisi,economy,Ekonomi,macro_economy,9,40,24,21,55.75,55.75,0.06521739130434782,total
2023,YENİ YOL Partisi,tutelage,Vesayet,constitutional_conflict,19,31,5,55,52.0,52.0,-0.819672131147541,total
2023,Yeniden Refah Partisi,economy,Ekonomi,macro_economy,9,40,15,18,51.55,51.55,-0.08823529411764706,total
2023,İYİ Parti,reform,Reform,democratic_reform,29,44,14,5,50.65,50.65,0.45,total
2023,Halkların Eşitlik ve Demokrasi Partisi,interest,Faiz,macro_economy,25,42,13,11,50.4,50.4,0.08,total
2023,Türkiye İşçi Partisi,law_state,Hukuk Devleti,democratic_reform,16,45,3,12,50.25,50.25,-0.5625,total
2023,Bağımsız,interest,Faiz,macro_economy,8,42,8,14,49.7,49.7,-0.2608695652173913,total
2023,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,22,30,1,47,46.800000000000004,46.800000000000004,-0.9387755102040817,total
2023,İYİ Parti,european_union,Avrupa Birligi,democratic_reform,25,35,9,12,42.35,42.35,-0.13636363636363635,total
2023,Türkiye İşçi Partisi,constitution,Anayasa,constitutional_conflict,16,39,4,4,41.8,41.8,0.0,total
2023,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,22,32,7,11,38.3,38.3,-0.21052631578947367,total
2023,Demokratik Sol Parti,security,Guvenlik,security_conflict,12,32,6,7,36.55,36.55,-0.07142857142857142,total
2023,Bağımsız,constitution,Anayasa,constitutional_conflict,8,34,0,5,35.75,35.75,-0.8333333333333334,total
2023,YENİ YOL Partisi,european_union,Avrupa Birligi,democratic_reform,25,31,2,6,33.8,33.8,-0.4444444444444444,total
2023,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,25,26,14,3,31.95,31.95,0.6111111111111112,total
2023,DEM Parti,law_state,Hukuk Devleti,democratic_reform,1,23,7,11,29.3,29.3,-0.21052631578947367,total
2023,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,17,21,17,3,28.0,28.0,0.6666666666666666,total
2023,Bağımsız,democracy,Demokrasi,democratic_reform,9,25,4,0,26.4,26.4,0.8,total
2023,Demokratik Sol Parti,democracy,Demokrasi,democratic_reform,16,22,7,1,24.8,24.8,0.6666666666666666,total
2023,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,18,21,6,4,24.5,24.5,0.18181818181818182,total
2023,YENİ YOL Partisi,reform,Reform,democratic_reform,12,22,4,2,24.1,24.1,0.2857142857142857,total
2023,DEM Parti,economy,Ekonomi,macro_economy,1,17,5,15,24.0,24.0,-0.47619047619047616,total
2023,Halkların Eşitlik ve Demokrasi Partisi,european_union,Avrupa Birligi,democratic_reform,16,21,4,4,23.8,23.8,0.0,total
2023,Halkların Eşitlik ve Demokrasi Partisi,reform,Reform,democratic_reform,14,19,3,3,21.1,21.1,0.0,total
2023,Halkların Eşitlik ve Demokrasi Partisi,sovereignty,Egemenlik,security_conflict,12,19,2,4,21.1,21.1,-0.2857142857142857,total
2023,İYİ Parti,sovereignty,Egemenlik,security_conflict,14,17,6,3,20.15,20.15,0.3,total
2023,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,9,18,2,2,19.4,19.4,0.0,total
2023,İYİ Parti,imf,IMF,macro_economy,5,18,0,0,18.0,18.0,0.0,total
2023,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,10,14,9,2,17.85,17.85,0.5833333333333334,total
2023,İYİ Parti,tutelage,Vesayet,constitutional_conflict,9,11,2,16,17.3,17.3,-0.7368421052631579,total
2023,Milliyetçi Hareket Partisi,tutelage,Vesayet,constitutional_conflict,5,8,1,19,15.0,15.0,-0.8571428571428571,total
2023,Saadet Partisi,law_state,Hukuk Devleti,democratic_reform,5,8,6,5,11.85,11.85,0.08333333333333333,total
2023,Yeniden Refah Partisi,security,Guvenlik,security_conflict,7,10,4,0,11.4,11.4,0.8,total
2023,DEM Parti,security,Guvenlik,security_conflict,1,8,1,5,10.1,10.1,-0.5714285714285714,total
2023,Saadet Partisi,inflation,Enflasyon,macro_economy,3,8,3,3,10.1,10.1,0.0,total
2023,Halkların Eşitlik ve Demokrasi Partisi,imf,IMF,macro_economy,7,8,1,0,8.35,8.35,0.5,total
2023,DEM Parti,constitution,Anayasa,constitutional_conflict,1,6,4,1,7.75,7.75,0.5,total
2023,Demokratik Sol Parti,inflation,Enflasyon,macro_economy,2,5,3,2,6.75,6.75,0.16666666666666666,total
2023,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,4,5,1,1,5.7,5.7,0.0,total
2023,Türkiye İşçi Partisi,security,Guvenlik,security_conflict,2,4,1,3,5.4,5.4,-0.4,total
2023,Yeniden Refah Partisi,law_state,Hukuk Devleti,democratic_reform,2,4,3,1,5.4,5.4,0.4,total
2023,DEM Parti,tutelage,Vesayet,constitutional_conflict,1,3,1,5,5.1,5.1,-0.5714285714285714,total
2023,Demokratik Sol Parti,law_state,Hukuk Devleti,democratic_reform,4,5,0,0,5.0,5.0,0.0,total
2023,Yeniden Refah Partisi,inflation,Enflasyon,macro_economy,1,4,1,1,4.7,4.7,0.0,total
2023,Saadet Partisi,interest,Faiz,macro_economy,3,4,1,0,4.35,4.35,0.5,total
2023,YENİ YOL Partisi,imf,IMF,macro_economy,3,4,0,1,4.35,4.35,-0.5,total
2023,Demokratik Sol Parti,reform,Reform,democratic_reform,2,3,1,2,4.05,4.05,-0.25,total
2023,Türkiye İşçi Partisi,sovereignty,Egemenlik,security_conflict,3,4,0,0,4.0,4.0,0.0,total
2023,Saadet Partisi,constitution,Anayasa,constitutional_conflict,2,3,0,2,3.7,3.7,-0.6666666666666666,total
2023,Türkiye İşçi Partisi,tutelage,Vesayet,constitutional_conflict,1,2,0,4,3.4,3.4,-0.8,total
2023,Demokratik Sol Parti,constitution,Anayasa,constitutional_conflict,3,3,1,0,3.35,3.35,0.5,total
2023,Türkiye İşçi Partisi,democracy,Demokrasi,democratic_reform,2,3,1,0,3.35,3.35,0.5,total
2023,Saadet Partisi,tutelage,Vesayet,constitutional_conflict,1,2,0,3,3.05,3.05,-0.75,total
2023,Saadet Partisi,security,Guvenlik,security_conflict,3,3,0,0,3.0,3.0,0.0,total
2023,Yeniden Refah Partisi,european_union,Avrupa Birligi,democratic_reform,2,3,0,0,3.0,3.0,0.0,total
2023,Türkiye İşçi Partisi,economy,Ekonomi,macro_economy,1,2,2,0,2.7,2.7,0.6666666666666666,total
2023,Yeniden Refah Partisi,constitution,Anayasa,constitutional_conflict,2,2,1,1,2.7,2.7,0.0,total
2023,DEM Parti,european_union,Avrupa Birligi,democratic_reform,1,2,1,0,2.35,2.35,0.5,total
2023,Bağımsız,reform,Reform,democratic_reform,2,2,0,0,2.0,2.0,0.0,total
2023,DEM Parti,inflation,Enflasyon,macro_economy,1,2,0,0,2.0,2.0,0.0,total
2023,DEM Parti,reform,Reform,democratic_reform,1,1,1,0,1.35,1.35,0.5,total
2023,Demokratik Sol Parti,sovereignty,Egemenlik,security_conflict,1,1,0,1,1.35,1.35,-0.5,total
2023,Türkiye İşçi Partisi,interest,Faiz,macro_economy,1,1,0,1,1.35,1.35,-0.5,total
2023,Bağımsız,imf,IMF,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2023,DEM Parti,imf,IMF,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2023,DEM Parti,interest,Faiz,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2023,Demokratik Sol Parti,european_union,Avrupa Birligi,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2023,Milliyetçi Hareket Partisi,imf,IMF,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2023,Saadet Partisi,european_union,Avrupa Birligi,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2023,Saadet Partisi,reform,Reform,democratic_reform,1,1,0,0,1.0,1.0,0.0,total
2023,YENİ YOL Partisi,sovereignty,Egemenlik,security_conflict,1,1,0,0,1.0,1.0,0.0,total
2023,Yeniden Refah Partisi,sovereignty,Egemenlik,security_conflict,1,1,0,0,1.0,1.0,0.0,total
2024,Halkların Eşitlik ve Demokrasi Partisi,law_state,Hukuk Devleti,democratic_reform,1050,3131,661,1291,3814.2,3814.2,-0.3225806451612903,total
2024,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,853,2639,676,731,3131.45,3131.45,-0.0390625,total
2024,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,878,2342,781,1272,3060.55,3060.55,-0.23904576436222005,total
2024,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,684,2049,1603,654,2838.95,2838.95,0.42028343666961915,total
2024,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,905,1953,616,851,2466.45,2466.45,-0.1600817438692098,total
2024,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,726,1968,678,587,2410.75,2410.75,0.07187993680884676,total
2024,İYİ Parti,economy,Ekonomi,macro_economy,481,1712,678,1011,2303.15,2303.15,-0.1970414201183432,total
2024,Halkların Eşitlik ve Demokrasi Partisi,economy,Ekonomi,macro_economy,439,1524,566,1131,2117.95,2117.95,-0.3327444051825677,total
2024,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,591,1795,266,369,2017.25,2017.25,-0.1619496855345912,total
2024,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,179,1322,1354,278,1893.2,1893.2,0.6589099816289039,total
2024,Halkların Eşitlik ve Demokrasi Partisi,democracy,Demokrasi,democratic_reform,646,1451,593,576,1860.15,1860.15,0.01452991452991453,total
2024,İYİ Parti,law_state,Hukuk Devleti,democratic_reform,361,1368,472,395,1671.45,1671.45,0.08870967741935484,total
2024,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,615,1171,215,684,1485.65,1485.65,-0.5211111111111111,total
2024,YENİ YOL Partisi,economy,Ekonomi,macro_economy,382,1144,437,452,1455.15,1455.15,-0.016853932584269662,total
2024,Halkların Eşitlik ve Demokrasi Partisi,security,Guvenlik,security_conflict,618,1099,194,639,1390.55,1390.55,-0.5335731414868106,total
2024,YENİ YOL Partisi,law_state,Hukuk Devleti,democratic_reform,352,1134,288,348,1356.6,1356.6,-0.09419152276295134,total
2024,Halkların Eşitlik ve Demokrasi Partisi,constitution,Anayasa,constitutional_conflict,404,1184,226,222,1340.8,1340.8,0.008908685968819599,total
2024,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,415,1148,278,181,1308.65,1308.65,0.2108695652173913,total
2024,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,414,1000,148,313,1161.35,1161.35,-0.35714285714285715,total
2024,İYİ Parti,security,Guvenlik,security_conflict,388,888,221,473,1130.9,1130.9,-0.36258992805755397,total
2024,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,201,685,313,344,914.95,914.95,-0.04711246200607903,total
2024,YENİ YOL Partisi,constitution,Anayasa,constitutional_conflict,206,782,116,144,873.0,873.0,-0.10727969348659004,total
2024,İYİ Parti,inflation,Enflasyon,macro_economy,196,681,84,219,787.05,787.05,-0.4440789473684211,total
2024,YENİ YOL Partisi,security,Guvenlik,security_conflict,266,523,119,279,662.3,662.3,-0.40100250626566414,total
2024,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,339,559,165,129,661.9,661.9,0.12203389830508475,total
2024,İYİ Parti,constitution,Anayasa,constitutional_conflict,209,581,114,95,654.15,654.15,0.09047619047619047,total
2024,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,250,579,90,107,647.95,647.95,-0.08585858585858586,total
2024,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,317,509,218,112,624.5,624.5,0.3202416918429003,total
2024,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,125,479,210,93,585.05,585.05,0.3848684210526316,total
2024,Halkların Eşitlik ve Demokrasi Partisi,inflation,Enflasyon,macro_economy,172,372,49,196,457.75,457.75,-0.5975609756097561,total
2024,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,138,356,162,85,442.45,442.45,0.31048387096774194,total
2024,YENİ YOL Partisi,interest,Faiz,macro_economy,116,340,71,65,387.6,387.6,0.043795620437956206,total
2024,İYİ Parti,interest,Faiz,macro_economy,110,343,35,54,374.15,374.15,-0.2111111111111111,total
2024,YENİ YOL Partisi,inflation,Enflasyon,macro_economy,122,301,64,87,353.85,353.85,-0.1513157894736842,total
2024,İYİ Parti,democracy,Demokrasi,democratic_reform,158,248,109,62,307.85,307.85,0.27325581395348836,total
2024,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,155,240,142,49,306.85,306.85,0.484375,total
2024,YENİ YOL Partisi,democracy,Demokrasi,democratic_reform,122,243,81,68,295.15,295.15,0.08666666666666667,total
2024,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,76,193,78,17,226.25,226.25,0.6354166666666666,total
2024,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,83,168,51,27,195.3,195.3,0.3037974683544304,total
2024,Bağımsız,economy,Ekonomi,macro_economy,20,135,71,42,174.55,174.55,0.2543859649122807,total
2024,İYİ Parti,reform,Reform,democratic_reform,58,132,43,24,155.45,155.45,0.27941176470588236,total
2024,Halkların Eşitlik ve Demokrasi Partisi,tutelage,Vesayet,constitutional_conflict,41,82,16,156,142.20000000000002,142.20000000000002,-0.8092485549132948,total
2024,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,52,85,22,134,139.6,139.6,-0.7133757961783439,total
2024,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,63,116,44,19,138.05,138.05,0.390625,total
2024,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,57,106,42,22,128.4,128.4,0.3076923076923077,total
2024,DEM Parti,democracy,Demokrasi,democratic_reform,9,76,57,38,109.25,109.25,0.19791666666666666,total
2024,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,49,89,42,13,108.25,108.25,0.5178571428571429,total
2024,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,22,74,64,17,102.35,102.35,0.573170731707317,total
2024,Halkların Eşitlik ve Demokrasi Partisi,interest,Faiz,macro_economy,50,84,18,17,96.25,96.25,0.027777777777777776,total
2024,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,52,82,21,9,92.5,92.5,0.3870967741935484,total
2024,DEM Parti,economy,Ekonomi,macro_economy,16,67,18,31,84.15,84.15,-0.26,total
2024,DEM Parti,law_state,Hukuk Devleti,democratic_reform,9,69,10,28,82.3,82.3,-0.46153846153846156,total
2024,YENİ YOL Partisi,european_union,Avrupa Birligi,democratic_reform,42,66,24,9,77.55,77.55,0.4411764705882353,total
2024,Saadet Partisi,economy,Ekonomi,macro_economy,12,58,17,37,76.9,76.9,-0.36363636363636365,total
2024,Bağımsız,security,Guvenlik,security_conflict,19,57,30,20,74.5,74.5,0.19607843137254902,total
2024,Bağımsız,inflation,Enflasyon,macro_economy,9,63,20,7,72.44999999999999,72.44999999999999,0.4642857142857143,total
2024,İYİ Parti,european_union,Avrupa Birligi,democratic_reform,39,60,16,14,70.5,70.5,0.06451612903225806,total
2024,Halkların Eşitlik ve Demokrasi Partisi,european_union,Avrupa Birligi,democratic_reform,30,60,16,10,69.1,69.1,0.2222222222222222,total
2024,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,36,52,41,4,67.75,67.75,0.8043478260869565,total
2024,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,31,41,12,60,66.2,66.2,-0.6575342465753424,total
2024,YENİ YOL Partisi,tutelage,Vesayet,constitutional_conflict,22,38,7,71,65.3,65.3,-0.810126582278481,total
2024,YENİ YOL Partisi,reform,Reform,democratic_reform,27,53,21,10,63.85,63.85,0.34375,total
2024,DEM Parti,constitution,Anayasa,constitutional_conflict,10,48,16,13,58.15,58.15,0.1,total
2024,Demokratik Sol Parti,security,Guvenlik,security_conflict,15,46,10,22,57.2,57.2,-0.36363636363636365,total
2024,Halkların Eşitlik ve Demokrasi Partisi,reform,Reform,democratic_reform,27,47,13,13,56.1,56.1,0.0,total
2024,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,37,42,19,10,52.15,52.15,0.3,total
2024,DEM Parti,inflation,Enflasyon,macro_economy,8,48,1,8,51.15,51.15,-0.7,total
2024,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,32,42,9,7,47.6,47.6,0.11764705882352941,total
2024,Bağımsız,interest,Faiz,macro_economy,8,34,9,15,42.400000000000006,42.400000000000006,-0.24,total
2024,Demokratik Sol Parti,democracy,Demokrasi,democratic_reform,12,34,14,7,41.35,41.35,0.3181818181818182,total
2024,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,24,33,11,6,38.95,38.95,0.2777777777777778,total
2024,Yeniden Refah Partisi,interest,Faiz,macro_economy,5,36,5,1,38.1,38.1,0.5714285714285714,total
2024,Bağımsız,law_state,Hukuk Devleti,democratic_reform,20,32,8,6,36.9,36.9,0.13333333333333333,total
2024,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,21,27,12,4,32.6,32.6,0.47058823529411764,total
2024,Saadet Partisi,law_state,Hukuk Devleti,democratic_reform,8,24,6,16,31.7,31.7,-0.43478260869565216,total
2024,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,19,25,16,3,31.65,31.65,0.65,total
2024,Yeniden Refah Partisi,economy,Ekonomi,macro_economy,11,22,3,14,27.95,27.95,-0.6111111111111112,total
2024,Türkiye İşçi Partisi,constitution,Anayasa,constitutional_conflict,11,26,3,2,27.75,27.75,0.16666666666666666,total
2024,İYİ Parti,tutelage,Vesayet,constitutional_conflict,12,17,3,23,26.1,26.1,-0.7407407407407407,total
2024,Halkların Eşitlik ve Demokrasi Partisi,imf,IMF,macro_economy,12,21,7,5,25.2,25.2,0.15384615384615385,total
2024,DEM Parti,security,Guvenlik,security_conflict,9,18,4,15,24.65,24.65,-0.55,total
2024,Halkların Eşitlik ve Demokrasi Partisi,sovereignty,Egemenlik,security_conflict,17,23,1,2,24.05,24.05,-0.25,total
2024,Yeniden Refah Partisi,law_state,Hukuk Devleti,democratic_reform,7,20,5,6,23.85,23.85,-0.08333333333333333,total
2024,YENİ YOL Partisi,imf,IMF,macro_economy,7,20,2,7,23.15,23.15,-0.5,total
2024,Demokratik Sol Parti,economy,Ekonomi,macro_economy,8,18,9,3,22.2,22.2,0.46153846153846156,total
2024,Saadet Partisi,interest,Faiz,macro_economy,2,19,4,4,21.8,21.8,0.0,total
2024,İYİ Parti,sovereignty,Egemenlik,security_conflict,14,20,2,2,21.4,21.4,0.0,total
2024,Bağımsız,constitution,Anayasa,constitutional_conflict,8,18,5,0,19.75,19.75,0.8333333333333334,total
2024,Türkiye İşçi Partisi,law_state,Hukuk Devleti,democratic_reform,9,15,4,8,19.2,19.2,-0.3076923076923077,total
2024,Yeniden Refah Partisi,security,Guvenlik,security_conflict,10,14,1,8,17.15,17.15,-0.7,total
2024,Milliyetçi Hareket Partisi,tutelage,Vesayet,constitutional_conflict,4,9,3,15,15.299999999999999,15.299999999999999,-0.631578947368421,total
2024,DEM Parti,european_union,Avrupa Birligi,democratic_reform,1,11,7,4,14.85,14.85,0.25,total
2024,Yeniden Refah Partisi,democracy,Demokrasi,democratic_reform,5,11,6,5,14.85,14.85,0.08333333333333333,total
2024,Bağımsız,democracy,Demokrasi,democratic_reform,8,12,3,1,13.4,13.4,0.4,total
2024,Yeniden Refah Partisi,inflation,Enflasyon,macro_economy,6,12,1,2,13.05,13.05,-0.25,total
2024,Demokratik Sol Parti,inflation,Enflasyon,macro_economy,3,10,3,5,12.8,12.8,-0.2222222222222222,total
2024,YENİ YOL Partisi,sovereignty,Egemenlik,security_conflict,9,11,2,2,12.4,12.4,0.0,total
2024,Yeniden Refah Partisi,constitution,Anayasa,constitutional_conflict,4,10,6,0,12.1,12.1,0.8571428571428571,total
2024,DEM Parti,interest,Faiz,macro_economy,4,10,1,2,11.05,11.05,-0.25,total
2024,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,6,8,1,3,9.4,9.4,-0.4,total
2024,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,5,8,0,0,8.0,8.0,0.0,total
2024,Saadet Partisi,imf,IMF,macro_economy,1,6,0,5,7.75,7.75,-0.8333333333333334,total
2024,Saadet Partisi,security,Guvenlik,security_conflict,4,4,0,9,7.1499999999999995,7.1499999999999995,-0.9,total
2024,Demokratik Sol Parti,constitution,Anayasa,constitutional_conflict,3,6,3,0,7.050000000000001,7.050000000000001,0.75,total
