concept,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,concept_category,layer,year
Anayasa,965.003365,0.44393908638578666,0.18181818181818182,0.20194754017227526,constitutional_conflict,positive,2025
Enflasyon,345.31356,0.5947138132675854,0.4909090909090909,0.44753075607507947,macro_economy,positive,2025
Faiz,283.407095,0.4044921836826193,0.0,0.18181580322982716,macro_economy,positive,2025
Reform,227.81028000000003,0.4208393905584612,0.18181818181818182,0.25070082734127924,democratic_reform,positive,2025
Avrupa Birligi,93.58634999999998,0.5083978966074402,0.0,0.38214634354316884,democratic_reform,positive,2025
Egemenlik,45.150059999999996,0.5271511018421793,0.0,0.3802744268520025,security_conflict,positive,2025
IMF,7.045889999999999,0.33018891980882165,0.0,0.06620102672987963,macro_economy,positive,2025
Vesayet,4.18312,0.2928889793108945,0.0,0.05113544456133747,constitutional_conflict,positive,2025
Ekonomi,568.2002550000001,0.5891357925078806,0.4444444444444444,0.40687941789710746,macro_economy,positive,2026
Hukuk Devleti,537.32282,0.5505247039861518,0.2222222222222222,0.42549576396480066,democratic_reform,positive,2026
Anayasa,210.64161000000001,0.5411095735376575,0.25,0.452317612988198,constitutional_conflict,positive,2026
Guvenlik,160.243795,0.4525956762140713,0.2222222222222222,0.22950508426859142,security_conflict,positive,2026
Demokrasi,148.49353,0.3397531951599659,0.0,0.0951812042884483,democratic_reform,positive,2026
Enflasyon,59.76143,0.582930281043104,0.05555555555555555,0.4488328457022352,macro_economy,positive,2026
Faiz,36.42046,0.4623274915606244,0.0,0.3611461427554956,macro_economy,positive,2026
Reform,23.470930000000006,0.3539120592675598,0.0,0.09091280209308719,democratic_reform,positive,2026
Egemenlik,5.68339,0.3022486774098704,0.0,0.05263865824052984,security_conflict,positive,2026
Avrupa Birligi,3.6167799999999994,0.3684880722438405,0.0,0.21015660834560596,democratic_reform,positive,2026
Ekonomi,1798.351655,0.5883910916564072,0.05454545454545454,0.4043080104761518,macro_economy,negative,2023
Hukuk Devleti,1753.70022,0.6098075556456393,0.2545454545454545,0.37726762998794816,democratic_reform,negative,2023
Guvenlik,1230.103115,0.639554280999984,0.21818181818181817,0.42682346253935505,security_conflict,negative,2023
Anayasa,906.9344449999999,0.6068046597285098,0.14545454545454545,0.41011100625583774,constitutional_conflict,negative,2023
Enflasyon,408.867195,0.6042541209305934,0.18181818181818182,0.40786658124625624,macro_economy,negative,2023
Faiz,272.59875999999997,0.37281723936980776,0.0,0.08156119150706208,macro_economy,negative,2023
Demokrasi,265.321785,0.40749369274735336,0.0,0.09866681995821,democratic_reform,negative,2023
Vesayet,204.428085,0.47855513994991145,0.03636363636363636,0.1338790918996069,constitutional_conflict,negative,2023
Avrupa Birligi,36.45625,0.4803030695135098,0.0,0.317751401129722,democratic_reform,negative,2023
Reform,29.62089,0.4565316900098319,0.01818181818181818,0.131661356423414,democratic_reform,negative,2023
Egemenlik,7.37509,0.4309966070191816,0.01818181818181818,0.11487624567490369,security_conflict,negative,2023
IMF,3.1500899999999996,0.4236408352578133,0.01818181818181818,0.1080347917118705,macro_economy,negative,2023
Ekonomi,2991.25173,0.5831780005880113,0.12727272727272726,0.4169482683933591,macro_economy,negative,2024
Hukuk Devleti,2695.3008549999995,0.5472760225478419,0.18181818181818182,0.2935439177893177,democratic_reform,negative,2024
Guvenlik,2057.6373550000003,0.689505336987384,0.34545454545454546,0.4624499825238944,security_conflict,negative,2024
Anayasa,1136.02233,0.5466234610678544,0.0,0.37297440165539836,constitutional_conflict,negative,2024
Enflasyon,832.79195,0.5424394468387029,0.18181818181818182,0.37083933459605506,macro_economy,negative,2024
Demokrasi,533.632985,0.38674382911962796,0.0,0.09337100391555664,democratic_reform,negative,2024
Vesayet,273.027615,0.5097065414101002,0.18181818181818182,0.1684227654125838,constitutional_conflict,negative,2024
Faiz,252.91181500000002,0.35205378026681206,0.0,0.07270147530163848,macro_economy,negative,2024
Reform,84.82830000000001,0.5165076772323003,0.05454545454545454,0.34971393010673174,democratic_reform,negative,2024
Avrupa Birligi,40.102734999999996,0.4652475922512207,0.0,0.24210693013732265,democratic_reform,negative,2024
IMF,18.042365,0.2951553533606558,0.0,0.023082320346091027,macro_economy,negative,2024
Egemenlik,13.795889999999998,0.42693721627542075,0.0,0.16023775543313798,security_conflict,negative,2024
Hukuk Devleti,3279.8581500000005,0.6276203469415879,0.32727272727272727,0.4176200693362178,democratic_reform,negative,2025
Ekonomi,2381.7908700000003,0.567120719581728,0.09090909090909091,0.3921229699000099,macro_economy,negative,2025
Guvenlik,2167.1283399999998,0.5926904428199488,0.36363636363636365,0.35824875652200644,security_conflict,negative,2025
Anayasa,879.4956149999999,0.5656439382302988,0.07272727272727272,0.412447786073831,constitutional_conflict,negative,2025
Demokrasi,717.6518050000001,0.41874174922676577,0.18181818181818182,0.07822957957936003,democratic_reform,negative,2025
Enflasyon,555.354415,0.5609373047318982,0.07272727272727272,0.3850725777712272,macro_economy,negative,2025
Faiz,394.75111999999996,0.3719929426871988,0.0,0.13801078104582737,macro_economy,negative,2025
Vesayet,279.13473,0.28315684189481277,0.0,0.011357612461078134,constitutional_conflict,negative,2025
Reform,44.160799999999995,0.3883517600411795,0.18181818181818182,0.06030261401005904,democratic_reform,negative,2025
Avrupa Birligi,32.206950000000006,0.48198990448138435,0.0,0.34702221320202153,democratic_reform,negative,2025
Egemenlik,25.74536,0.4765615230653733,0.0,0.2748543770076674,security_conflict,negative,2025
IMF,3.4749999999999996,0.29439048583433836,0.0,0.013972393748208215,macro_economy,negative,2025
Ekonomi,568.9816900000001,0.18373977768362473,0.3090909090909091,0.44050641422896913,macro_economy,negative,2026
Guvenlik,421.08571000000006,0.17535997274890924,0.18181818181818182,0.3978838850124942,security_conflict,negative,2026
Hukuk Devleti,337.45372,0.17893069836562028,0.21818181818181817,0.43180455159481396,democratic_reform,negative,2026
Enflasyon,186.71822,0.15759258874881868,0.0,0.13955775722962818,macro_economy,negative,2026
Anayasa,94.23651500000001,0.17593699727828835,0.0,0.42420693578138263,constitutional_conflict,negative,2026
Demokrasi,82.87902000000001,0.17620529574662117,0.32727272727272727,0.40614659359230443,democratic_reform,negative,2026
Faiz,40.167410000000004,0.16603502657024638,0.18181818181818182,0.23377395637563964,macro_economy,negative,2026
Vesayet,14.676779999999997,0.1442390695344795,0.0,0.07310030136741824,constitutional_conflict,negative,2026
Reform,5.7375,0.12978667350613868,0.0,0.045231446164229396,democratic_reform,negative,2026
Avrupa Birligi,4.316575,0.1406733075582217,0.0,0.04866751208919675,democratic_reform,negative,2026
Egemenlik,0.675,0.15251289332727933,0.0,0.1799703480848,security_conflict,negative,2026
IMF,0.675,0.022834297189311292,0.0,0.0025964309204450156,macro_economy,negative,2026
