term,event_label,event_slug,event_month,stage,party,mentions,agenda_share,balance,negative_rate,positive_rate,position
28,Simsek return,simsek_return,2023-06,shock,Cumhuriyet Halk Partisi,61.0,0.4420289855072464,-0.32653061224489793,0.5245901639344263,0.26229508196721313,-1.1229665192418459
28,Simsek return,simsek_return,2023-06,shock,İYİ Parti,42.0,0.30434782608695654,0.05555555555555555,0.19047619047619047,0.21428571428571427,-0.17911083430552566
28,Simsek return,simsek_return,2023-06,shock,Adalet ve Kalkınma Partisi,15.0,0.10869565217391304,0.625,0.06666666666666667,0.4,1.4954204982128227
28,Simsek return,simsek_return,2023-06,shock,Halkların Eşitlik ve Demokrasi Partisi,10.0,0.07246376811594203,-0.9090909090909091,1.0,0.0,-2.7557417228611647
28,Simsek return,simsek_return,2023-06,shock,Milliyetçi Hareket Partisi,10.0,0.07246376811594203,0.5454545454545454,0.2,0.8,1.6243868877244616
28,Simsek return,simsek_return,2023-06,post,Cumhuriyet Halk Partisi,504.0,0.30563978168587025,-0.1681159420289855,0.39880952380952384,0.2837301587301587,-0.6151131150885646
28,Simsek return,simsek_return,2023-06,post,İYİ Parti,353.0,0.21406913280776227,-0.18719211822660098,0.33994334277620397,0.23229461756373937,-0.9368783266225391
28,Simsek return,simsek_return,2023-06,post,Halkların Eşitlik ve Demokrasi Partisi,263.0,0.15949060036385687,-0.19318181818181818,0.596958174904943,0.40304182509505704,-1.1484131544411191
28,Simsek return,simsek_return,2023-06,post,Adalet ve Kalkınma Partisi,243.0,0.14736203759854458,0.34334763948497854,0.31275720164609055,0.6419753086419753,1.8050709231262423
28,Simsek return,simsek_return,2023-06,post,YENİ YOL Partisi,151.0,0.09157064887810794,-0.12790697674418605,0.31788079470198677,0.24503311258278146,-0.07802123297748254
28,Simsek return,simsek_return,2023-06,post,Milliyetçi Hareket Partisi,130.0,0.07883565797453002,0.37398373983739835,0.2923076923076923,0.6461538461538462,1.3127283550474687
28,Simsek return,simsek_return,2023-06,post,Demokratik Sol Parti,4.0,0.002425712553062462,0.8888888888888888,0.0,2.0,2.6754654018346455
28,Simsek return,simsek_return,2023-06,post,Saadet Partisi,1.0,0.0006064281382656155,-0.6666666666666666,2.0,0.0,-3.835360900510329
28,Local election shock,local_election_shock,2024-03,pre,Cumhuriyet Halk Partisi,1503.0,0.24594992636229748,-0.07892004153686397,0.34530938123752497,0.29474384564204925,-1.097987855361023
28,Local election shock,local_election_shock,2024-03,pre,İYİ Parti,1019.0,0.1667484863361152,-0.2042483660130719,0.36113837095191365,0.23846908734052993,-1.6154485453723886
28,Local election shock,local_election_shock,2024-03,pre,Adalet ve Kalkınma Partisi,892.0,0.1459662902961872,0.3839611178614824,0.2836322869955157,0.6378923766816144,0.8914934843743637
28,Local election shock,local_election_shock,2024-03,pre,Milliyetçi Hareket Partisi,797.0,0.13042055310096548,0.5543608124253285,0.23337515683814303,0.8155583437892095,0.780289866445126
28,Local election shock,local_election_shock,2024-03,pre,Halkların Eşitlik ve Demokrasi Partisi,791.0,0.12943871706758306,-0.21335078534031413,0.5853350189633375,0.37926675094816686,-1.1275689572772147
