speaker,party,total_mentions,community,community_label,eigen_score,embed1,embed2
Ayşe Sibel Ersoy,Milliyetçi Hareket Partisi,99,0,Neutral,0.00720235315548546,-0.36041458038178775,-0.03126852618564437
Ayşegül Doğan Dağlı,Halkların Eşitlik ve Demokrasi Partisi,139,0,Neutral,-0.022136077282203927,0.3289014284954976,-0.13764301939301016
Aşkın Genç,Cumhuriyet Halk Partisi,419,0,Neutral,-0.006279563620359875,0.147848472582234,-0.13128708628610625
Bahadır Yenişehirlioğlu,Adalet ve Kalkınma Partisi,305,0,Neutral,0.005959575034195603,-0.23652685982602073,-0.10030201653907758
Barış Bektaş,Cumhuriyet Halk Partisi,257,-1,Pole -,-0.08310128892256097,0.8415592134012012,-0.26177909064009836
Beritan Güneş Altın,Halkların Eşitlik ve Demokrasi Partisi,185,0,Neutral,0.008554103437938807,-0.07526475450192668,0.491593044566299
Bilal Bilici,Cumhuriyet Halk Partisi,278,0,Neutral,-0.012545555405378998,0.09157912300353964,0.18498833864385075
Birol Aydın,YENİ YOL Partisi,207,0,Neutral,-0.0011259368454591817,-0.0163039629558327,0.1445663096608936
Burak Akburak,İYİ Parti,389,0,Neutral,-0.02066289326401104,0.17314718310840238,0.7623899734889295
Burak Dalgın,İYİ Parti,170,0,Neutral,0.0028474866863334516,-0.3210168981272615,-0.2721472320965641
Burcu Köksal,Cumhuriyet Halk Partisi,154,-1,Pole -,-0.032969364807477794,0.514066418456229,0.44585817324652366
Burcugül Çubuk,Halkların Eşitlik ve Demokrasi Partisi,165,-1,Pole -,-0.03727327169189178,0.41386083726215045,0.05263846271001304
Burhanettin Kocamaz,İYİ Parti,501,-1,Pole -,-0.03675615442766275,0.2777134568084948,0.4229820127934776
Bülent Kaya,YENİ YOL Partisi,3701,-1,Pole -,-0.030217529973033654,0.391723088392063,-0.23188646398410187
Bülent Tezcan,Cumhuriyet Halk Partisi,226,0,Neutral,-0.009042871936021766,-0.0612591585322543,-0.20280042344487775
Büşra Paker,Adalet ve Kalkınma Partisi,97,1,Pole +,0.08753757190942223,-0.7702339162171122,-0.28388133820134376
Cahit Özkan,Adalet ve Kalkınma Partisi,135,1,Pole +,0.054324876405290094,-0.5555340143852663,0.37652754634610913
Cavit Arı,Cumhuriyet Halk Partisi,231,-1,Pole -,-0.06621280353922843,0.34344108960592534,-0.4226438113287159
Celal Fırat,Halkların Eşitlik ve Demokrasi Partisi,388,0,Neutral,-0.016146895960147938,0.429130437554734,-0.027286485543369463
Cem Avşar,Cumhuriyet Halk Partisi,174,0,Neutral,-0.0039552845143069944,0.1533315363420162,-0.30288359784044455
Cem Şahin,Adalet ve Kalkınma Partisi,87,1,Pole +,0.11630877840067227,-0.6261540528796545,0.6311243887637115
Cemal Enginyurt,Cumhuriyet Halk Partisi,105,0,Neutral,0.0007306054369533917,0.044302430659418614,0.2112204235488195
Cemalettin Kani Torun,YENİ YOL Partisi,758,0,Neutral,0.01286408625530227,-0.47173187347224005,0.2553906813156025
Cengiz Çiçek,Halkların Eşitlik ve Demokrasi Partisi,159,0,Neutral,-0.01731844030118014,0.2824114743649438,-0.11432661850197272
Cevahir Asuman Yazmacı,Adalet ve Kalkınma Partisi,104,1,Pole +,0.035158873465391365,-0.6211987351918354,-0.48827562890937065
Cevdet Akay,Cumhuriyet Halk Partisi,434,0,Neutral,0.01820661606856482,-0.1408114301314079,0.21423016559755476
Ceylan Akça Cupolo,Halkların Eşitlik ve Demokrasi Partisi,267,0,Neutral,0.01180368194287474,-0.4112752040711006,0.24704442833138957
Cumhur Uzun,Cumhuriyet Halk Partisi,376,0,Neutral,0.0059263437704942055,0.09499853980692927,0.09398000617656278
Cüneyt Yüksel,Adalet ve Kalkınma Partisi,443,1,Pole +,0.13819344290932184,-0.6575698346473042,0.7450220006147013
DEM PARTİ GRUBU ADINA HAKKI SARUHAN OLUÇ,DEM Parti,767,0,Neutral,0.009763427195348442,-0.11891771146108511,0.45341567244839137
DEM PARTİ GRUBU ADINA KEZBAN KONUKÇU,DEM Parti,166,0,Neutral,5.124300880971588e-06,0.12414003124499626,0.037577772661335176
Deniz Demir,Cumhuriyet Halk Partisi,86,0,Neutral,-0.020856646096567132,0.3963107671522142,-0.08238172810636762
Deniz Yücel,Cumhuriyet Halk Partisi,192,-1,Pole -,-0.05787475099784972,0.3907281813850126,-0.37239391730833715
Dilan Kunt Ayan,Halkların Eşitlik ve Demokrasi Partisi,659,-1,Pole -,-0.09498260188726523,0.4583380170747552,-0.6512022114445162
Doğan Demir,Cumhuriyet Halk Partisi,483,0,Neutral,-0.005301040758747755,0.014364956435329479,-0.226033530571591
Dursun Ataş,Adalet ve Kalkınma Partisi,358,-1,Pole -,-0.0429932137841512,0.4742769137345886,0.22375230300415253
Ednan Arslan,Cumhuriyet Halk Partisi,75,1,Pole +,0.031095375521580877,-0.2060084358424294,0.6935442270797718
Efkan Ala,Adalet ve Kalkınma Partisi,215,0,Neutral,0.018218662777267844,-0.5210898134579677,-0.017492280684285506
Ejder Açıkkapı,Adalet ve Kalkınma Partisi,115,0,Neutral,-0.013548383594127236,-0.11481372949654696,0.03661670550155385
Ekrem Gökay Yüksel,Milliyetçi Hareket Partisi,71,1,Pole +,0.06820616997814234,-0.6353989416393665,-0.2967952478553452
Elif Esen,YENİ YOL Partisi,371,0,Neutral,0.023073405321399593,-0.46114415916033524,-0.0540358451330274
Elvan Işık Gezmiş,Cumhuriyet Halk Partisi,156,0,Neutral,-0.01300790669279331,0.21593567905080305,0.008739055496622641
Emine Yavuz Gözgeç,Adalet ve Kalkınma Partisi,97,0,Neutral,0.0036259221993525242,-0.14697478419357216,-0.2232376823441021
Erhan Usta,İYİ Parti,2117,0,Neutral,-0.02130669311306372,0.378949218550979,0.05054506563136194
Erkan Akçay,Milliyetçi Hareket Partisi,1262,0,Neutral,0.014305377868551145,-0.5013538392230202,-0.04882532023500637
Ersan Aksu,Adalet ve Kalkınma Partisi,84,1,Pole +,0.029504853730008933,-0.5110813011475116,0.23168551019038802
Ersin Beyaz,İYİ Parti,436,-1,Pole -,-0.10243482180134719,0.6443676747378609,0.44658661270906086
Ertuğrul Gazi Konal,Milliyetçi Hareket Partisi,96,1,Pole +,0.06997323308577003,-0.8636934015942872,-0.16364036266779994
Ertuğrul Kaya,YENİ YOL Partisi,549,0,Neutral,0.002773640551713941,-0.024714585700033362,0.27423025323519556
Ertuğrul Kocacık,Adalet ve Kalkınma Partisi,149,1,Pole +,0.035415816813562664,-0.6613237993055346,-0.06361402461320777
Evrim Karakoz,Cumhuriyet Halk Partisi,239,-1,Pole -,-0.05097140195672382,0.42343653926021496,-0.5493628660326636
Evrim Rızvanoğlu,Cumhuriyet Halk Partisi,80,1,Pole +,0.0297920766577596,-0.461662120649123,-0.08664224700878642
Eylem Ertuğ Ertuğrul,Cumhuriyet Halk Partisi,265,0,Neutral,0.005083523223906694,0.06277078269054562,0.18992205002014229
Faik Öztrak,Cumhuriyet Halk Partisi,154,0,Neutral,-0.0013788003069659285,0.07788109991376928,-0.36188906238370083
Fatih Dönmez,Adalet ve Kalkınma Partisi,91,1,Pole +,0.05340658567661129,-0.6154474008928535,-0.3213427809540192
Fatma Öncü,Adalet ve Kalkınma Partisi,85,1,Pole +,0.11503479525415783,-0.6768972610911499,-0.36856235371465
Ferit Şenyaşar,Halkların Eşitlik ve Demokrasi Partisi,331,-1,Pole -,-0.1019495066664683,0.6370615297756026,-0.39890846301934835
Fethi Açıkel,Cumhuriyet Halk Partisi,76,0,Neutral,-0.00546435774134825,0.037733203923056007,-0.31386930929426615
Feti Yıldız,Milliyetçi Hareket Partisi,258,1,Pole +,0.10201346126488607,-0.43015107206347686,0.5765299203657895
Fevzi Zırhlıoğlu,Milliyetçi Hareket Partisi,107,1,Pole +,0.05718357213830592,-0.748323209168526,0.17049265661158847
Filiz Kılıç,Milliyetçi Hareket Partisi,630,1,Pole +,0.05251853661092486,-0.8315476995979898,-0.019626168364893413
Fuat Oktay,Adalet ve Kalkınma Partisi,191,0,Neutral,0.012526725523318617,-0.23866630912537307,0.03015488183958069
Gamze Taşçıer,Cumhuriyet Halk Partisi,79,0,Neutral,-0.00236140636823787,0.18418362307947464,-0.4210274831372671
George Aslan,Halkların Eşitlik ve Demokrasi Partisi,169,-1,Pole -,-0.031441678211241275,0.4974552625597823,0.43900862769171395
Gizem Özcan,Cumhuriyet Halk Partisi,443,-1,Pole -,-0.06708343248739607,0.5386435572141433,-0.41787272654672303
Gökan Zeybek,Cumhuriyet Halk Partisi,122,0,Neutral,-0.011268144040436542,0.30245990595511807,0.3492587403509994
Gökhan Günaydın,Cumhuriyet Halk Partisi,1358,0,Neutral,-0.0020327108396774986,0.10510518756443583,0.16053446246129338
Gökçe Gökçen,Cumhuriyet Halk Partisi,152,-1,Pole -,-0.0529774513666159,0.053548219996268305,-0.4215572504945562
Gülcan Kaçmaz Sayyiğit,Halkların Eşitlik ve Demokrasi Partisi,535,-1,Pole -,-0.09437593509197593,0.7177182086526268,0.23228163756375395
Gülcan Kış,Cumhuriyet Halk Partisi,568,-1,Pole -,-0.04040686212089459,0.5467651501700904,0.056095056653874285
Gülderen Varli,Halkların Eşitlik ve Demokrasi Partisi,117,0,Neutral,-0.006203529506160191,0.2506613603615049,0.33275985547501824
Gülüstan Kılıç Koçyiğit,Halkların Eşitlik ve Demokrasi Partisi,2818,-1,Pole -,-0.10102534432305948,0.5751304873656496,-0.4144073000914954
Gürsel Erol,Cumhuriyet Halk Partisi,245,-1,Pole -,-0.028354541357938988,0.2966271609837253,0.4132907644480711
Hakan Şeref Olgun,İYİ Parti,1408,1,Pole +,0.04610037067642115,-0.3247732264432267,0.4927934219625816
Halide Türkoğlu,Halkların Eşitlik ve Demokrasi Partisi,68,-1,Pole -,-0.025842225734207545,0.23236738900873377,0.5050639639196252
Halil Öztürk,Milliyetçi Hareket Partisi,352,1,Pole +,0.10169570296152665,-0.7488927360219162,0.32648844746015876
Halit Yerebakan,Adalet ve Kalkınma Partisi,66,1,Pole +,0.029861435043557028,-0.506059413830504,-0.08993102905993897
Haluk İpek,Adalet ve Kalkınma Partisi,96,1,Pole +,0.07907703651300385,-0.43433117557057593,0.7615886316344974
Harun Mertoğlu,Adalet ve Kalkınma Partisi,219,1,Pole +,0.06497587427738134,-0.4855067813348878,0.5185645403152036
Hasan Bitmez,Cumhuriyet Halk Partisi,90,0,Neutral,0.004309480104033467,-0.1594699410402087,0.13513373479410015
Hasan Ekici,Adalet ve Kalkınma Partisi,321,-1,Pole -,-0.06361137415880877,0.4672805912622179,0.49494523428273696
Hasan Karal,Cumhuriyet Halk Partisi,174,1,Pole +,0.062338848535947004,-0.7094669717471909,0.16678535869199215
Hasan Toktaş,İYİ Parti,160,0,Neutral,0.01163315395598129,-0.19335325399247966,0.0459285279044141
Hasan Çilez,Adalet ve Kalkınma Partisi,100,1,Pole +,0.04497290276577279,-0.5561408556533229,0.35441795946906557
Hasan Öztürk,Cumhuriyet Halk Partisi,144,0,Neutral,-0.02206081003960047,0.3728908401452042,0.28610378981441004
Hasan Öztürkmen,Cumhuriyet Halk Partisi,186,0,Neutral,0.002016756018507317,0.025847375273998132,0.23436575565059012
Heval Bozdağ,Halkların Eşitlik ve Demokrasi Partisi,533,-1,Pole -,-0.029535249781634184,0.4918639052269675,0.07740117048825909
Hilmi Durgun,Milliyetçi Hareket Partisi,89,1,Pole +,0.024448313666779357,-0.4703277755029559,0.007924486868898501
Hulusi Akar,Adalet ve Kalkınma Partisi,186,-1,Pole -,-0.02386394395973797,0.24520475289383026,-0.4781847508428626
Hüseyin Altınsoy,Adalet ve Kalkınma Partisi,310,1,Pole +,0.06220147750988895,-0.5307527953857728,-0.6154151838764075
Hüseyin Olan,Halkların Eşitlik ve Demokrasi Partisi,251,-1,Pole -,-0.03337612388410101,0.5875032755032883,0.4018960190030289
Hüsmen Kırkpınar,İYİ Parti,507,0,Neutral,0.01290036613532177,-0.12656022126121527,0.5790491487644129
Jale Nur Süllü,Cumhuriyet Halk Partisi,67,0,Neutral,0.0047837522414058194,-0.20083827238616314,0.22487145062839548
Kadim Durmaz,Cumhuriyet Halk Partisi,70,0,Neutral,0.004287337882401941,-0.21790941837232394,0.3145045478778689
Kadri Enis Berberoğlu,Cumhuriyet Halk Partisi,86,0,Neutral,-0.00010476728695376852,-0.0472571651469435,0.1998827148498526
Kamil Aydın,Milliyetçi Hareket Partisi,241,0,Neutral,0.010125053011155962,-0.5227491114551217,0.10355412638796516
Kamuran Tanhan,Halkların Eşitlik ve Demokrasi Partisi,658,-1,Pole -,-0.07640907721230661,0.5661980628929507,-0.15060583584805884
Kayıhan Pala,Cumhuriyet Halk Partisi,160,0,Neutral,4.953492909020222e-05,0.2040628779461027,-0.062003518801362435
Kemal Çelik,Adalet ve Kalkınma Partisi,94,1,Pole +,0.03782731182630809,-0.4794859712383092,-0.3044350437737494
Konur Alp Koçak,Milliyetçi Hareket Partisi,337,1,Pole +,0.05747540362953633,-0.44825604937744395,-0.37832288784287077
Koray Aydın,Bağımsız,89,0,Neutral,0.0013231874322197656,-0.24855534618004346,-0.21572415071607223
Kürşad Zorlu,Adalet ve Kalkınma Partisi,149,1,Pole +,0.07736782450541684,-0.3425815437999026,0.5502431512005439
Leyla Şahin Usta,Adalet ve Kalkınma Partisi,557,0,Neutral,-0.021037880425537253,0.31446274272223573,0.11588174680254627
Lütfullah Kayalar,İYİ Parti,140,0,Neutral,-0.023105129639820757,0.1413327427153547,0.125277333650269
Lütfü Türkkan,İYİ Parti,493,0,Neutral,0.01665317398257383,-0.40284156291974316,0.28683017575285175
Mahmut Arıkan,Saadet Partisi,234,0,Neutral,-0.0022145968337687755,-0.017395294173592344,-0.027915678711412897
Mahmut Dindar,Halkların Eşitlik ve Demokrasi Partisi,192,-1,Pole -,-0.09050223237304551,0.8489473946452577,-0.026795412726190182
Mahmut Tanal,Cumhuriyet Halk Partisi,330,0,Neutral,-0.011762511805687957,0.22606276081621637,-0.43427146697713115
Medeni Yılmaz,YENİ YOL Partisi,82,0,Neutral,-0.022894167242188387,0.36920070203223687,-0.34596209931429805
Mehmet Akalın,İYİ Parti,1122,0,Neutral,-0.008028363423510014,0.14983832790645593,0.20666712791926134
Mehmet Atmaca,YENİ YOL Partisi,131,0,Neutral,-0.015331544279478625,0.14780360025803288,0.2605286021953723
Mehmet Aşıla,Yeniden Refah Partisi,232,0,Neutral,-0.0005916956178108068,0.10102212116795481,0.27095568079571986
Mehmet Baykan,Adalet ve Kalkınma Partisi,109,0,Neutral,0.011870813179707323,-0.26330916729543424,-0.5789801360516923
Mehmet Celal Fendoğlu,Milliyetçi Hareket Partisi,142,1,Pole +,0.029742288136995868,-0.4691209425566527,-0.34525259723596974
Mehmet Emin Ekmen,YENİ YOL Partisi,1215,0,Neutral,0.0013079783265280845,-0.10481795171640317,0.10780449452672858
Mehmet Güzelmansur,Cumhuriyet Halk Partisi,105,0,Neutral,-0.014737319215765333,0.23847020226936969,0.09333551839817411
Mehmet Kamaç,Halkların Eşitlik ve Demokrasi Partisi,389,-1,Pole -,-0.10766452353583109,0.46149624528104727,-0.7215646039396282
Mehmet Karaman,YENİ YOL Partisi,553,0,Neutral,0.0009000791149919777,-0.04083154836849273,0.0449081312094246
Mehmet Mustafa Gürban,İYİ Parti,339,0,Neutral,0.02114017520436989,-0.366142119622566,0.23513487542017242
Mehmet Rüştü Tiryaki,Halkların Eşitlik ve Demokrasi Partisi,619,-1,Pole -,-0.04065058830429464,0.33717667598675605,0.7803226398949176
Mehmet Sait Yaz,Adalet ve Kalkınma Partisi,63,0,Neutral,-0.004086525909637228,-0.013992549176934058,0.12489342727579651
Mehmet Satuk Buğra Kavuncu,İYİ Parti,1184,-1,Pole -,-0.050482334883860676,0.6047916044904591,0.23532592081543602
Mehmet Tahtasız,Cumhuriyet Halk Partisi,373,-1,Pole -,-0.04080684260990542,0.5377127268969787,0.12623883783473638
Mehmet Zeki İrmez,Halkların Eşitlik ve Demokrasi Partisi,278,-1,Pole -,-0.07166775629104598,0.692968651567736,-0.4042775055869989
Mehmet Şahin,Adalet ve Kalkınma Partisi,146,1,Pole +,0.02866768962005857,-0.45630148384113073,-0.3679364235969458
Melih Meriç,Cumhuriyet Halk Partisi,249,-1,Pole -,-0.145129074799794,0.6502672317289597,0.4113763295753988
Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,1159,-1,Pole -,-0.0310389973393028,0.5910393130701241,0.0529407496115984
Mervan Gül,Adalet ve Kalkınma Partisi,89,1,Pole +,0.10998675641814733,-0.7578552424471316,-0.5142929019496861
Mestan Özcan,Adalet ve Kalkınma Partisi,214,1,Pole +,0.050647687842535254,-0.6366805421548434,-0.0839683666023412
Mesut Bozatlı,Adalet ve Kalkınma Partisi,70,1,Pole +,0.03197318465897462,-0.6538441999364811,-0.40520693150127857
Mesut Doğan,YENİ YOL Partisi,186,0,Neutral,-0.012645435630690578,0.36785284321538625,0.14808832370853314
Metin Ergün,İYİ Parti,579,0,Neutral,0.00495156474580376,-0.190171081105286,0.3492636389409132
Metin İlhan,Cumhuriyet Halk Partisi,202,-1,Pole -,-0.05110322681556792,0.645427214469186,0.2771256297338873
Mevlüt Karakaya,Milliyetçi Hareket Partisi,254,1,Pole +,0.0996369150467198,-0.7183233314141165,-0.5216526925256437
Muhammed Ali Fatih Erbakan,Yeniden Refah Partisi,148,0,Neutral,0.003793324658077701,-0.1673439314750597,-0.0916685286582309
Muhammed Levent Bülbül,Milliyetçi Hareket Partisi,704,1,Pole +,0.09426311198965112,-0.6244651480878234,0.4869199774359552
Muhammet Emin Akbaşoğlu,Adalet ve Kalkınma Partisi,875,1,Pole +,0.034151096626640856,-0.6617544292321107,-0.0013833307770713228
Murat Alparslan,Adalet ve Kalkınma Partisi,250,0,Neutral,-0.0028311452028407244,-0.01701730785895721,-0.18402458890009535
Murat Emir,Cumhuriyet Halk Partisi,1759,-1,Pole -,-0.052009714644191525,0.6814393119271962,-0.3124902438129114
Murat Çan,Cumhuriyet Halk Partisi,479,-1,Pole -,-0.0378136325802442,0.4765527748937066,-0.22939525059478647
Musa Küçük,Milliyetçi Hareket Partisi,106,1,Pole +,0.13490923453240455,-0.7509089388506535,-0.32862761771920435
Mustafa Adıgüzel,Cumhuriyet Halk Partisi,85,0,Neutral,-0.00025150958527559233,0.1168036856390548,0.02649577853053348
Mustafa Arslan,Adalet ve Kalkınma Partisi,361,1,Pole +,0.10526700918985797,-0.5306785065372551,0.6877803004401415
Mustafa Baki Ersoy,Milliyetçi Hareket Partisi,207,1,Pole +,0.06440839540986071,-0.7926405257994079,-0.18507369603386092
Mustafa Bilici,YENİ YOL Partisi,724,-1,Pole -,-0.03662479608648596,0.47068370791219327,-0.06547368521118226
Mustafa Cihan Paçacı,İYİ Parti,129,0,Neutral,-0.01923684129034335,0.29821048423476176,-0.16299763678819754
Mustafa Demir,Bağımsız,108,1,Pole +,0.02489837471157681,-0.36715001031825134,-0.2759242851741909
Mustafa Erdem,Cumhuriyet Halk Partisi,293,-1,Pole -,-0.030470034359989438,0.589382992788159,0.0926331835589104
Mustafa Hakan Özer,Adalet ve Kalkınma Partisi,115,1,Pole +,0.034294591891231324,-0.47594377367639223,-0.5096010318345637
Mustafa Kalaycı,Milliyetçi Hareket Partisi,807,1,Pole +,0.02918453989980944,-0.7426189158305065,-0.17988695022553094
Mustafa Kaya,YENİ YOL Partisi,803,0,Neutral,-0.019914593180674758,0.1647481679897971,0.06721731288131692
Mustafa Nedim Yamalı,Adalet ve Kalkınma Partisi,102,0,Neutral,0.017795473729020624,-0.2338357176465803,0.12830423634401558
Mustafa Oğuz,Adalet ve Kalkınma Partisi,127,1,Pole +,0.09203751749341958,-0.9196451649680789,-0.17314629990434507
Mustafa Sarıgül,Cumhuriyet Halk Partisi,65,0,Neutral,0.02188351704809989,-0.18029033068249514,0.5957606109737968
Mustafa Sezgin Tanrıkulu,Cumhuriyet Halk Partisi,684,0,Neutral,-0.015751248595206144,0.06595213077181991,-0.014443093389370327
Mustafa Varank,Adalet ve Kalkınma Partisi,64,-1,Pole -,-0.025999482940522824,0.23496036747490437,-0.2677047111030171
Mustafa Yeneroğlu,Bağımsız,66,1,Pole +,0.06138140553624664,-0.688300219083164,0.2785917868692387
Mühip Kanko,Cumhuriyet Halk Partisi,250,-1,Pole -,-0.11009978094923534,0.6976669852734154,0.3915185704853672
Müsavat Dervişoğlu,İYİ Parti,798,-1,Pole -,-0.04260604088108253,0.5344350199867717,-0.35739788273895634
Müzeyyen Şevkin,Cumhuriyet Halk Partisi,178,-1,Pole -,-0.05267938467848974,0.570687980299411,-0.3552117496842219
Naci Şanlıtürk,Milliyetçi Hareket Partisi,92,1,Pole +,0.027679882849646224,-0.6034517317109147,-0.2668123262991462
Nail Çiler,Cumhuriyet Halk Partisi,167,0,Neutral,-0.010363505455599135,0.23952089783954714,-0.3103720848488737
Namık Tan,Cumhuriyet Halk Partisi,308,0,Neutral,0.004000147216624595,-0.16018800885141748,0.0009293088709090689
Nazım Maviş,Adalet ve Kalkınma Partisi,106,0,Neutral,0.0008271015376382175,-0.07257246959540621,-0.03490885796530217
Necmettin Erkan,Adalet ve Kalkınma Partisi,67,1,Pole +,0.12436007155435984,-0.7461716495545966,-0.5035556956260043
Necmettin Çalışkan,YENİ YOL Partisi,711,0,Neutral,-0.005405046711899139,0.28391823244179204,0.08978233966542175
Nejla Demir,Halkların Eşitlik ve Demokrasi Partisi,177,-1,Pole -,-0.0690425117649056,0.43079956155497884,0.19025790064087703
Nermin Yıldırım Kara,Cumhuriyet Halk Partisi,116,-1,Pole -,-0.11332089156416487,0.5371786373141378,0.5932828541804697
Nevroz Uysal Aslan,Halkların Eşitlik ve Demokrasi Partisi,948,-1,Pole -,-0.05300977256271675,0.4812924151070359,-0.15862115346292158
Nilgün Ök,Adalet ve Kalkınma Partisi,129,1,Pole +,0.06964917238273266,-0.6516204595451421,-0.5171337792458316
Nimet Özdemir,Cumhuriyet Halk Partisi,117,0,Neutral,0.0029701600428672864,0.004956633756301869,0.263878895357935
Nurettin Alan,Adalet ve Kalkınma Partisi,105,1,Pole +,0.0952823430951314,-0.5149529320101867,0.522873744572975
Nurhayat Altaca Kayışoğlu,Cumhuriyet Halk Partisi,129,-1,Pole -,-0.042151840362984805,0.5328994830342495,-0.09364540207424799
Nurten Yontar,Cumhuriyet Halk Partisi,272,-1,Pole -,-0.040594541660236905,0.3817714033222437,0.6215077169869261
Okan Konuralp,Cumhuriyet Halk Partisi,196,-1,Pole -,-0.05068119688575129,0.5459057344534435,-0.0748620192664229
Onur Düşünmez,Halkların Eşitlik ve Demokrasi Partisi,786,-1,Pole -,-0.03526742723487875,0.5328515913472605,0.10438488843671742
Orhan Erdem,Adalet ve Kalkınma Partisi,64,1,Pole +,0.061946163204121246,-0.7730499242908084,-0.2582896400556612
Orhan Kırcalı,Adalet ve Kalkınma Partisi,165,1,Pole +,0.05142267155928727,-0.5611201334999641,0.24662744538202416
Orhan Sarıbal,Cumhuriyet Halk Partisi,66,0,Neutral,-0.0009870797724072684,0.09736326791638417,0.1655787184654606
