month_dt,party,position
2024-04-01,Demokratik Sol Parti,1.5906847241896012
2024-04-01,Halkların Eşitlik ve Demokrasi Partisi,-1.6521070573518306
2024-04-01,Milliyetçi Hareket Partisi,0.5289754942814978
2024-04-01,Saadet Partisi,-4.044664202276215
2024-04-01,YENİ YOL Partisi,-2.81504466669604
2024-04-01,Yeniden Refah Partisi,0.08689329915849617
2024-04-01,İYİ Parti,1.0874422436525484
2024-05-01,Adalet ve Kalkınma Partisi,0.9934797907058941
2024-05-01,Bağımsız,0.4788618846350733
2024-05-01,Cumhuriyet Halk Partisi,0.043903133470412865
2024-05-01,DEM Parti,-3.2126028941329263
2024-05-01,Demokratik Sol Parti,0.08689329915849617
2024-05-01,Halkların Eşitlik ve Demokrasi Partisi,-1.4255481935025651
2024-05-01,Milliyetçi Hareket Partisi,-0.2043960048915937
2024-05-01,Saadet Partisi,-2.459203813715409
2024-05-01,Türkiye İşçi Partisi,0.08689329915849617
2024-05-01,YENİ YOL Partisi,0.3554929907307069
2024-05-01,Yeniden Refah Partisi,2.355266314717276
2024-05-01,İYİ Parti,-0.5088354750173781
2024-06-01,Adalet ve Kalkınma Partisi,2.7921748379108875
2024-06-01,Bağımsız,2.440374020420357
2024-06-01,Cumhuriyet Halk Partisi,-0.35068563125657004
2024-06-01,DEM Parti,0.3569388351499726
2024-06-01,Demokratik Sol Parti,2.190647696414296
2024-06-01,Halkların Eşitlik ve Demokrasi Partisi,-1.6193515054415482
2024-06-01,Milliyetçi Hareket Partisi,2.177963892158611
2024-06-01,Türkiye İşçi Partisi,0.08689329915849617
2024-06-01,YENİ YOL Partisi,-0.3315474092658838
2024-06-01,Yeniden Refah Partisi,0.08689329915849617
2024-06-01,İYİ Parti,-0.887122198321883
2024-07-01,Adalet ve Kalkınma Partisi,0.7723783254767943
2024-07-01,Bağımsız,1.0555826774800887
2024-07-01,Cumhuriyet Halk Partisi,-0.019542626725105847
2024-07-01,DEM Parti,-0.7459761120897221
2024-07-01,Demokratik Sol Parti,0.3708546288791521
2024-07-01,Halkların Eşitlik ve Demokrasi Partisi,-1.432122348915779
2024-07-01,Milliyetçi Hareket Partisi,4.001118996664514
2024-07-01,Saadet Partisi,-6.59689432400247
2024-07-01,Türkiye İşçi Partisi,-0.8731691121296034
2024-07-01,YENİ YOL Partisi,-0.12357487071147417
2024-07-01,Yeniden Refah Partisi,-3.0181753200101027
2024-07-01,İYİ Parti,-0.4184365313276272
2024-08-01,Adalet ve Kalkınma Partisi,-1.3571580085194184
2024-08-01,Cumhuriyet Halk Partisi,-1.1904101388946395
2024-08-01,Halkların Eşitlik ve Demokrasi Partisi,-1.7025065027942496
2024-08-01,Türkiye İşçi Partisi,0.16216399620869262
2024-08-01,YENİ YOL Partisi,0.38948371029064127
2024-08-01,İYİ Parti,-0.7440097956427053
2024-10-01,Adalet ve Kalkınma Partisi,0.9861262644965818
2024-10-01,Bağımsız,1.6186041812330278
2024-10-01,Cumhuriyet Halk Partisi,-1.227048807754282
2024-10-01,DEM Parti,-2.1571113912476907
2024-10-01,Demokratik Sol Parti,3.014181319943963
2024-10-01,Halkların Eşitlik ve Demokrasi Partisi,-0.3844571495787771
2024-10-01,Milliyetçi Hareket Partisi,1.6560517178164094
2024-10-01,YENİ YOL Partisi,-0.43323628906862
2024-10-01,Yeniden Refah Partisi,-1.3781227065455506
2024-10-01,İYİ Parti,-0.585328545279955
2024-11-01,Adalet ve Kalkınma Partisi,1.2156695423286843
2024-11-01,Bağımsız,-0.5603344770376779
2024-11-01,Cumhuriyet Halk Partisi,-2.040635821719418
2024-11-01,Demokratik Sol Parti,-2.9381455431677717
2024-11-01,Halkların Eşitlik ve Demokrasi Partisi,-1.5689359394904554
2024-11-01,Milliyetçi Hareket Partisi,2.727220355003189
2024-11-01,YENİ YOL Partisi,-1.8670591720716387
2024-11-01,Yeniden Refah Partisi,0.044531447375781276
2024-11-01,İYİ Parti,0.8832494251613459
2024-12-01,Adalet ve Kalkınma Partisi,2.0414689445091434
2024-12-01,Bağımsız,0.9981464902183994
2024-12-01,Cumhuriyet Halk Partisi,-0.35848517784850453
2024-12-01,DEM Parti,-0.846464503373113
2024-12-01,Demokratik Sol Parti,-1.3650042787410945
2024-12-01,Halkların Eşitlik ve Demokrasi Partisi,-1.2341836618347157
2024-12-01,Milliyetçi Hareket Partisi,3.4061653417702673
2024-12-01,Saadet Partisi,2.27618092736402
2024-12-01,Türkiye İşçi Partisi,1.2045502968050756
2024-12-01,YENİ YOL Partisi,-0.9044181170661504
2024-12-01,Yeniden Refah Partisi,-0.4131056153001982
2024-12-01,İYİ Parti,-0.9806379793746713
2025-01-01,Adalet ve Kalkınma Partisi,2.426473790647965
2025-01-01,Bağımsız,1.7935082839792225
2025-01-01,Cumhuriyet Halk Partisi,-1.3963872427434667
2025-01-01,DEM Parti,0.08689329915849617
2025-01-01,Demokratik Sol Parti,0.08689329915849617
2025-01-01,Halkların Eşitlik ve Demokrasi Partisi,-1.0147994229300634
2025-01-01,Milliyetçi Hareket Partisi,4.206033128129688
2025-01-01,YENİ YOL Partisi,-0.22637697764757486
2025-01-01,Yeniden Refah Partisi,-4.4004300845126405
2025-01-01,İYİ Parti,0.310422501264035
2025-02-01,Adalet ve Kalkınma Partisi,2.4423009445877244
2025-02-01,Bağımsız,-0.2986845116885356
2025-02-01,Cumhuriyet Halk Partisi,-0.8582449399456548
2025-02-01,DEM Parti,-3.7410330378249514
2025-02-01,Demokratik Sol Parti,-2.1015472783728604
2025-02-01,Halkların Eşitlik ve Demokrasi Partisi,-0.23109890639425804
2025-02-01,Milliyetçi Hareket Partisi,1.4063481003471114
2025-02-01,YENİ YOL Partisi,-1.0943727504748073
2025-02-01,Yeniden Refah Partisi,-0.23221313460703122
2025-02-01,İYİ Parti,-1.51749403783635
2025-03-01,Adalet ve Kalkınma Partisi,0.6029283896285489
2025-03-01,Cumhuriyet Halk Partisi,-2.9781064301305626
2025-03-01,DEM Parti,0.549451016716142
2025-03-01,Demokratik Sol Parti,0.24495860474354017
2025-03-01,Halkların Eşitlik ve Demokrasi Partisi,-0.659742969402162
2025-03-01,Milliyetçi Hareket Partisi,2.267657204693898
2025-03-01,YENİ YOL Partisi,0.015600438694670067
2025-03-01,Yeniden Refah Partisi,-2.72732060871535
2025-03-01,İYİ Parti,0.09316984975681125
2025-04-01,Adalet ve Kalkınma Partisi,2.841399670157071
2025-04-01,Bağımsız,2.468371815233537
2025-04-01,Cumhuriyet Halk Partisi,0.8923747896039422
2025-04-01,DEM Parti,0.15928985695699563
2025-04-01,Demokratik Sol Parti,-0.43904530015545373
2025-04-01,Halkların Eşitlik ve Demokrasi Partisi,-2.2616655452434724
2025-04-01,Milliyetçi Hareket Partisi,4.522133599053698
2025-04-01,YENİ YOL Partisi,3.748532327783499
2025-04-01,Yeniden Refah Partisi,-1.6150076809243166
2025-04-01,İYİ Parti,-2.6689476759974657
2025-05-01,Adalet ve Kalkınma Partisi,0.8531790881037751
2025-05-01,Cumhuriyet Halk Partisi,-1.0125848399922464
2025-05-01,DEM Parti,-3.0220506777042857
2025-05-01,Demokratik Sol Parti,0.1327864709467472
2025-05-01,Halkların Eşitlik ve Demokrasi Partisi,-0.46311279575864106
2025-05-01,Milliyetçi Hareket Partisi,4.67391181593163
2025-05-01,Türkiye İşçi Partisi,-2.1100014328611247
2025-05-01,YENİ YOL Partisi,-0.12249802243705121
2025-05-01,Yeniden Refah Partisi,1.2773209481475385
2025-05-01,İYİ Parti,-0.24664324081874955
2025-06-01,Adalet ve Kalkınma Partisi,0.666721215862731
2025-06-01,Cumhuriyet Halk Partisi,-0.8820288814344035
2025-06-01,DEM Parti,-4.3717959040287715
2025-06-01,Demokratik Sol Parti,1.7750356781272367
2025-06-01,Halkların Eşitlik ve Demokrasi Partisi,-1.8760516557883957
2025-06-01,Milliyetçi Hareket Partisi,2.5278055002543343
2025-06-01,YENİ YOL Partisi,0.852341536652389
2025-06-01,Yeniden Refah Partisi,0.2622061655964795
2025-06-01,İYİ Parti,0.0627795170447034
2025-07-01,Adalet ve Kalkınma Partisi,3.480868904683466
2025-07-01,Cumhuriyet Halk Partisi,0.5061593476242575
2025-07-01,DEM Parti,0.18525048120903784
2025-07-01,Halkların Eşitlik ve Demokrasi Partisi,-0.7746430226396387
2025-07-01,Milliyetçi Hareket Partisi,6.958143705434133
2025-07-01,Türkiye İşçi Partisi,1.0442126004550785
2025-07-01,YENİ YOL Partisi,0.46302795745282066
2025-07-01,Yeniden Refah Partisi,-0.5141793857717322
2025-07-01,İYİ Parti,-0.8335904082468125
2025-08-01,Adalet ve Kalkınma Partisi,-1.1951475407944399
2025-08-01,Cumhuriyet Halk Partisi,0.08689329915849617
2025-08-01,Demokratik Sol Parti,-3.5339839864300733
2025-08-01,Halkların Eşitlik ve Demokrasi Partisi,-0.7612812669411061
2025-08-01,Milliyetçi Hareket Partisi,-4.1532191117865915
2025-08-01,Saadet Partisi,-3.593019466291182
2025-08-01,Türkiye İşçi Partisi,-0.2294681272454167
2025-08-01,YENİ YOL Partisi,-2.7122807140421163
2025-08-01,Yeniden Refah Partisi,2.190647696414296
2025-08-01,İYİ Parti,-0.7314449512649711
2025-10-01,Adalet ve Kalkınma Partisi,-0.4243469618515636
2025-10-01,Cumhuriyet Halk Partisi,-1.2069429589966516
2025-10-01,DEM Parti,0.3315244880410855
2025-10-01,Demokratik Sol Parti,-1.0038396076348677
2025-10-01,Halkların Eşitlik ve Demokrasi Partisi,-1.3652594522131087
2025-10-01,Milliyetçi Hareket Partisi,0.875313995694504
2025-10-01,Saadet Partisi,-1.8232893721612622
2025-10-01,YENİ YOL Partisi,-0.558044147802504
2025-10-01,Yeniden Refah Partisi,-1.7386974438298028
2025-10-01,İYİ Parti,-0.8511922699257184
2025-11-01,Adalet ve Kalkınma Partisi,1.9970189312853062
2025-11-01,Bağımsız,-0.6093389199662909
2025-11-01,Cumhuriyet Halk Partisi,-0.3404999238258297
2025-11-01,DEM Parti,0.08689329915849615
2025-11-01,Demokratik Sol Parti,-1.2542647804446967
2025-11-01,Halkların Eşitlik ve Demokrasi Partisi,-0.07731250232848297
2025-11-01,Milliyetçi Hareket Partisi,1.0408910133441434
2025-11-01,YENİ YOL Partisi,0.4147214036773599
2025-11-01,Yeniden Refah Partisi,1.5155118744358282
2025-11-01,İYİ Parti,0.03539799828110579
2025-12-01,Adalet ve Kalkınma Partisi,3.822197466984636
2025-12-01,Cumhuriyet Halk Partisi,0.04474933493268071
2025-12-01,DEM Parti,-3.020691887215209
2025-12-01,Demokratik Sol Parti,-0.5951123311743889
2025-12-01,Halkların Eşitlik ve Demokrasi Partisi,-1.6538379607806881
2025-12-01,Milliyetçi Hareket Partisi,3.2489150721989946
2025-12-01,Saadet Partisi,1.9060536081957988
2025-12-01,Türkiye İşçi Partisi,-1.790713278394754
2025-12-01,YENİ YOL Partisi,0.6240674063663659
2025-12-01,Yeniden Refah Partisi,1.899533167719671
2025-12-01,İYİ Parti,1.2891037743466733
2026-01-01,Adalet ve Kalkınma Partisi,1.712244195503632
2026-01-01,Bağımsız,0.6128318984724462
2026-01-01,Cumhuriyet Halk Partisi,-1.0545928725180949
2026-01-01,DEM Parti,-0.6152375735436586
2026-01-01,Demokratik Sol Parti,0.08689329915849615
2026-01-01,Halkların Eşitlik ve Demokrasi Partisi,-1.0698216328805734
2026-01-01,Milliyetçi Hareket Partisi,2.430098104839915
2026-01-01,YENİ YOL Partisi,-0.2202975753647633
2026-01-01,Yeniden Refah Partisi,6.728608715601313
2026-01-01,İYİ Parti,-0.4222554834005018
2026-02-01,Adalet ve Kalkınma Partisi,2.5849839285602547
2026-02-01,Cumhuriyet Halk Partisi,0.30251751306662966
2026-02-01,DEM Parti,1.6413873015451343
2026-02-01,Demokratik Sol Parti,-0.5169566580363456
2026-02-01,Halkların Eşitlik ve Demokrasi Partisi,-1.3267837186690838
2026-02-01,Milliyetçi Hareket Partisi,1.2285764578563065
2026-02-01,YENİ YOL Partisi,0.798711375180424
2026-02-01,Yeniden Refah Partisi,0.7959162946703747
2026-02-01,İYİ Parti,1.999214990778157
2026-03-01,Adalet ve Kalkınma Partisi,2.3546432491552203
2026-03-01,Cumhuriyet Halk Partisi,-0.23627859225977543
2026-03-01,Halkların Eşitlik ve Demokrasi Partisi,-1.0840064104517673
2026-03-01,Milliyetçi Hareket Partisi,0.6359232835000281
2026-03-01,YENİ YOL Partisi,0.22221563226870084
2026-03-01,Yeniden Refah Partisi,-9.141872372608917
2026-03-01,İYİ Parti,2.2156801380075977
