layer,party_nodes,concept_nodes,bipartite_edges,party_projection_edges,concept_projection_edges,party_projection_density,concept_projection_density,party_bloc_assortativity,avg_party_closeness,avg_party_betweenness,avg_concept_closeness,avg_concept_betweenness,party_avg_path_lcc,concept_avg_path_lcc
total,12,12,138,33,24,0.5,0.36363636363636365,,0.567536833543103,0.06363636363636364,0.5132944227640827,0.09242424242424241,1.8633852479886932,2.0487500699617502
positive,12,12,118,33,24,0.5,0.36363636363636365,,0.4986240520143351,0.06818181818181818,0.45593605491656813,0.10606060606060606,2.1547335305626367,2.3256756944678703
negative,12,12,124,33,24,0.5,0.36363636363636365,,0.5658176966443709,0.06212121212121211,0.46008443905148805,0.11363636363636365,1.8606282934652039,2.3359667018695167
