speech_id,transcript_id,date,year,month,speaker,party,party_bloc,word_count,concept_hit_count,beme_positive_hits,beme_negative_hits,beme_score,beme_label
term_28_speech_000194,23904,2023-06-20,2023,6,Hasan Çilez,Adalet ve Kalkınma Partisi,opposition,614,3,7,0,0.875,positive
term_28_speech_000202,23904,2023-06-20,2023,6,İsmail Özdemir,Milliyetçi Hareket Partisi,opposition,602,1,2,0,0.6667,positive
term_28_speech_000204,23904,2023-06-20,2023,6,Mustafa Adıgüzel,Cumhuriyet Halk Partisi,opposition,123,1,1,0,0.5,positive
term_28_speech_000205,23904,2023-06-20,2023,6,Hasan Öztürkmen,Cumhuriyet Halk Partisi,opposition,109,1,0,1,-0.5,negative
term_28_speech_000206,23904,2023-06-20,2023,6,Orhan Sümer,Cumhuriyet Halk Partisi,opposition,106,1,0,0,0.0,mixed
term_28_speech_000208,23904,2023-06-20,2023,6,Metin İlhan,Cumhuriyet Halk Partisi,opposition,135,1,0,1,-0.5,negative
term_28_speech_000210,23904,2023-06-20,2023,6,Ömer Faruk Gergerlioğlu,Halkların Eşitlik ve Demokrasi Partisi,opposition,93,1,0,0,0.0,mixed
term_28_speech_000215,23904,2023-06-20,2023,6,Cemalettin Kani Torun,YENİ YOL Partisi,opposition,88,1,0,0,0.0,mixed
term_28_speech_000216,23904,2023-06-20,2023,6,Ali Gökçek,Cumhuriyet Halk Partisi,opposition,104,2,0,2,-0.6667,negative
term_28_speech_000219,23904,2023-06-20,2023,6,Selçuk Özdağ,YENİ YOL Partisi,opposition,157,1,0,0,0.0,mixed
term_28_speech_000220,23904,2023-06-20,2023,6,Adem Yıldırım,Adalet ve Kalkınma Partisi,opposition,78,1,0,0,0.0,mixed
term_28_speech_000228,23904,2023-06-20,2023,6,Erhan Usta,İYİ Parti,opposition,293,1,0,0,0.0,mixed
term_28_speech_000229,23904,2023-06-20,2023,6,Erhan Usta,İYİ Parti,opposition,139,3,1,0,0.5,positive
term_28_speech_000230,23904,2023-06-20,2023,6,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,197,2,8,0,0.8889,positive
term_28_speech_000231,23904,2023-06-20,2023,6,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,39,1,2,0,0.6667,positive
term_28_speech_000232,23904,2023-06-20,2023,6,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,11,1,0,0,0.0,mixed
term_28_speech_000238,23904,2023-06-20,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,13,1,0,2,-0.6667,negative
term_28_speech_000239,23904,2023-06-20,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,20,1,0,0,0.0,mixed
term_28_speech_000241,23904,2023-06-20,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,221,1,0,2,-0.6667,negative
term_28_speech_000245,23904,2023-06-20,2023,6,Erhan Usta,İYİ Parti,opposition,721,1,7,2,0.5,positive
term_28_speech_000255,23904,2023-06-20,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,133,1,1,2,-0.25,negative
term_28_speech_000297,23904,2023-06-20,2023,6,Zülküf Uçar,Halkların Eşitlik ve Demokrasi Partisi,opposition,464,4,5,1,0.5714,positive
term_28_speech_000299,23904,2023-06-20,2023,6,Zülküf Uçar,Halkların Eşitlik ve Demokrasi Partisi,opposition,51,1,0,3,-0.75,negative
term_28_speech_000306,23904,2023-06-20,2023,6,Yüksel Coşkunyürek,Adalet ve Kalkınma Partisi,opposition,287,1,0,0,0.0,mixed
term_28_speech_000307,23904,2023-06-20,2023,6,Yüksel Coşkunyürek,Adalet ve Kalkınma Partisi,opposition,113,1,0,1,-0.5,negative
term_28_speech_000308,23904,2023-06-20,2023,6,Utku Çakırözer,Cumhuriyet Halk Partisi,opposition,576,2,0,1,-0.5,negative
term_28_speech_000309,23904,2023-06-20,2023,6,Utku Çakırözer,Cumhuriyet Halk Partisi,opposition,116,3,3,0,0.75,positive
term_28_speech_000311,23904,2023-06-20,2023,6,Ceylan Akça Cupolo,Halkların Eşitlik ve Demokrasi Partisi,opposition,377,2,0,0,0.0,mixed
term_28_speech_000312,23904,2023-06-20,2023,6,Ceylan Akça Cupolo,Halkların Eşitlik ve Demokrasi Partisi,opposition,94,2,0,3,-0.75,negative
term_28_speech_000313,23904,2023-06-20,2023,6,Turhan Çömez,İYİ Parti,opposition,340,4,0,1,-0.5,negative
term_28_speech_000314,23904,2023-06-20,2023,6,Turhan Çömez,İYİ Parti,opposition,127,3,0,0,0.0,mixed
term_28_speech_000323,23904,2023-06-20,2023,6,İsmail Emrah Karayel,Adalet ve Kalkınma Partisi,opposition,6,1,0,0,0.0,mixed
term_28_speech_000324,23904,2023-06-20,2023,6,İsmail Emrah Karayel,Adalet ve Kalkınma Partisi,opposition,15,1,0,0,0.0,mixed
term_28_speech_000330,23904,2023-06-20,2023,6,Turhan Çömez,İYİ Parti,opposition,211,1,0,2,-0.6667,negative
term_28_speech_000342,23904,2023-06-20,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,22,1,0,0,0.0,mixed
term_28_speech_000351,23904,2023-06-20,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,8,1,0,0,0.0,mixed
term_28_speech_000352,23904,2023-06-20,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,25,1,0,0,0.0,mixed
term_28_speech_000362,23904,2023-06-20,2023,6,Özlem Zengin,Adalet ve Kalkınma Partisi,opposition,51,2,1,0,0.5,positive
term_28_speech_000372,23904,2023-06-20,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,73,1,1,0,0.5,positive
term_28_speech_000373,23904,2023-06-20,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,46,1,0,0,0.0,mixed
term_28_speech_000385,23904,2023-06-20,2023,6,İsmail Emrah Karayel,Adalet ve Kalkınma Partisi,opposition,16,1,0,0,0.0,mixed
term_28_speech_000398,23904,2023-06-20,2023,6,Turhan Çömez,İYİ Parti,opposition,112,2,0,4,-0.8,negative
term_28_speech_000399,23904,2023-06-20,2023,6,Turhan Çömez,İYİ Parti,opposition,21,1,1,0,0.5,positive
term_28_speech_000409,23904,2023-06-20,2023,6,Erhan Usta,İYİ Parti,opposition,451,1,0,0,0.0,mixed
term_28_speech_000411,23904,2023-06-20,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,320,2,0,0,0.0,mixed
term_28_speech_000413,23904,2023-06-20,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,323,2,1,1,0.0,mixed
term_28_speech_000414,23904,2023-06-20,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,95,1,0,0,0.0,mixed
term_28_speech_000418,23905,2023-06-21,2023,6,Ahmet Çolakoğlu,Adalet ve Kalkınma Partisi,opposition,517,1,2,0,0.6667,positive
term_28_speech_000419,23905,2023-06-21,2023,6,İsmail Atakan Ünver,Cumhuriyet Halk Partisi,opposition,577,1,0,0,0.0,mixed
term_28_speech_000421,23905,2023-06-21,2023,6,Semra Çağlar Gökalp,Halkların Eşitlik ve Demokrasi Partisi,opposition,586,3,1,5,-0.5714,negative
term_28_speech_000422,23905,2023-06-21,2023,6,Semra Çağlar Gökalp,Halkların Eşitlik ve Demokrasi Partisi,opposition,83,2,0,4,-0.8,negative
term_28_speech_000423,23905,2023-06-21,2023,6,Süleyman Karaman,Adalet ve Kalkınma Partisi,opposition,123,2,3,0,0.75,positive
term_28_speech_000426,23905,2023-06-21,2023,6,Ömer Fethi Gürer,Cumhuriyet Halk Partisi,opposition,135,1,0,2,-0.6667,negative
term_28_speech_000427,23905,2023-06-21,2023,6,Reşat Karagöz,Cumhuriyet Halk Partisi,opposition,117,2,0,2,-0.6667,negative
term_28_speech_000428,23905,2023-06-21,2023,6,Sümeyye Boz,Halkların Eşitlik ve Demokrasi Partisi,opposition,102,1,0,0,0.0,mixed
term_28_speech_000430,23905,2023-06-21,2023,6,Özgür Ceylan,Cumhuriyet Halk Partisi,opposition,113,1,0,0,0.0,mixed
term_28_speech_000436,23905,2023-06-21,2023,6,Ünal Karaman,Adalet ve Kalkınma Partisi,opposition,109,1,0,4,-0.8,negative
term_28_speech_000441,23905,2023-06-21,2023,6,Sibel Suiçmez,Cumhuriyet Halk Partisi,opposition,89,2,10,23,-0.3824,negative
term_28_speech_000443,23905,2023-06-21,2023,6,Erhan Usta,İYİ Parti,opposition,776,1,4,0,0.8,positive
term_28_speech_000446,23905,2023-06-21,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,557,4,3,6,-0.3,negative
term_28_speech_000447,23905,2023-06-21,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,119,1,0,0,0.0,mixed
term_28_speech_000448,23905,2023-06-21,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,491,4,3,6,-0.3,negative
term_28_speech_000451,23905,2023-06-21,2023,6,Özlem Zengin,Adalet ve Kalkınma Partisi,opposition,541,1,0,0,0.0,mixed
term_28_speech_000452,23905,2023-06-21,2023,6,Burhanettin Kocamaz,İYİ Parti,opposition,442,1,0,3,-0.75,negative
term_28_speech_000454,23905,2023-06-21,2023,6,Uğur Bayraktutan,Cumhuriyet Halk Partisi,opposition,446,2,0,0,0.0,mixed
term_28_speech_000455,23905,2023-06-21,2023,6,Kemal Çelik,Adalet ve Kalkınma Partisi,opposition,236,2,4,0,0.8,positive
term_28_speech_000457,23905,2023-06-21,2023,6,Kemal Çelik,Adalet ve Kalkınma Partisi,opposition,42,1,0,0,0.0,mixed
term_28_speech_000462,23905,2023-06-21,2023,6,Kemal Çelik,Adalet ve Kalkınma Partisi,opposition,64,1,0,0,0.0,mixed
term_28_speech_000469,23905,2023-06-21,2023,6,Dilan Kunt Ayan,Halkların Eşitlik ve Demokrasi Partisi,opposition,542,1,0,0,0.0,mixed
term_28_speech_000471,23905,2023-06-21,2023,6,Uğur Poyraz,İYİ Parti,opposition,358,2,1,0,0.5,positive
term_28_speech_000473,23905,2023-06-21,2023,6,Yüksel Mansur Kılınç,Cumhuriyet Halk Partisi,opposition,245,1,2,3,-0.1667,mixed
term_28_speech_000480,23905,2023-06-21,2023,6,Atay Uslu,Adalet ve Kalkınma Partisi,opposition,91,2,0,0,0.0,mixed
term_28_speech_000482,23905,2023-06-21,2023,6,Atay Uslu,Adalet ve Kalkınma Partisi,opposition,31,1,0,0,0.0,mixed
term_28_speech_000484,23905,2023-06-21,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,107,1,0,1,-0.5,negative
term_28_speech_000485,23905,2023-06-21,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,129,2,0,2,-0.6667,negative
term_28_speech_000487,23905,2023-06-21,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,116,1,0,0,0.0,mixed
term_28_speech_000494,23905,2023-06-21,2023,6,Abdurrahman Tutdere,Cumhuriyet Halk Partisi,opposition,503,1,0,0,0.0,mixed
term_28_speech_000496,23905,2023-06-21,2023,6,Yüksel Selçuk Türkoğlu,İYİ Parti,opposition,250,1,0,0,0.0,mixed
term_28_speech_000499,23905,2023-06-21,2023,6,Ömer Faruk Gergerlioğlu,Halkların Eşitlik ve Demokrasi Partisi,opposition,265,1,2,2,0.0,mixed
term_28_speech_000500,23905,2023-06-21,2023,6,Ömer Faruk Gergerlioğlu,Halkların Eşitlik ve Demokrasi Partisi,opposition,101,1,0,0,0.0,mixed
term_28_speech_000527,23906,2023-06-22,2023,6,Kürşad Zorlu,Adalet ve Kalkınma Partisi,opposition,487,1,0,0,0.0,mixed
term_28_speech_000529,23906,2023-06-22,2023,6,Mehmet Ali Çelebi,Adalet ve Kalkınma Partisi,opposition,110,1,3,0,0.75,positive
term_28_speech_000530,23906,2023-06-22,2023,6,Önder Aksakal,Demokratik Sol Parti,opposition,112,1,0,0,0.0,mixed
term_28_speech_000531,23906,2023-06-22,2023,6,Mehmet Baykan,Adalet ve Kalkınma Partisi,opposition,91,1,2,0,0.6667,positive
term_28_speech_000532,23906,2023-06-22,2023,6,Dilan Kunt Ayan,Halkların Eşitlik ve Demokrasi Partisi,opposition,124,1,0,4,-0.8,negative
term_28_speech_000534,23906,2023-06-22,2023,6,Cem Avşar,Cumhuriyet Halk Partisi,opposition,106,1,0,1,-0.5,negative
term_28_speech_000535,23906,2023-06-22,2023,6,Zülküf Uçar,Halkların Eşitlik ve Demokrasi Partisi,opposition,109,2,0,2,-0.6667,negative
term_28_speech_000542,23906,2023-06-22,2023,6,Barış Bektaş,Cumhuriyet Halk Partisi,opposition,115,2,0,2,-0.6667,negative
term_28_speech_000544,23906,2023-06-22,2023,6,Süleyman Şahan,Adalet ve Kalkınma Partisi,opposition,124,1,0,0,0.0,mixed
term_28_speech_000547,23906,2023-06-22,2023,6,Mehmet Güzelmansur,Cumhuriyet Halk Partisi,opposition,106,1,0,0,0.0,mixed
term_28_speech_000550,23906,2023-06-22,2023,6,Erhan Usta,İYİ Parti,opposition,709,3,2,0,0.6667,positive
term_28_speech_000551,23906,2023-06-22,2023,6,Erhan Usta,İYİ Parti,opposition,177,2,0,4,-0.8,negative
term_28_speech_000552,23906,2023-06-22,2023,6,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,275,1,0,2,-0.6667,negative
term_28_speech_000553,23906,2023-06-22,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,573,3,5,7,-0.1538,mixed
term_28_speech_000555,23906,2023-06-22,2023,6,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,87,4,0,0,0.0,mixed
term_28_speech_000556,23906,2023-06-22,2023,6,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,103,2,2,5,-0.375,negative
term_28_speech_000557,23906,2023-06-22,2023,6,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,10,1,0,0,0.0,mixed
term_28_speech_000562,23906,2023-06-22,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,12,1,0,0,0.0,mixed
term_28_speech_000570,23906,2023-06-22,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,30,1,0,5,-0.8333,negative
term_28_speech_000571,23906,2023-06-22,2023,6,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,7,1,0,2,-0.6667,negative
term_28_speech_000572,23906,2023-06-22,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,22,1,0,0,0.0,mixed
term_28_speech_000576,23906,2023-06-22,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,10,1,0,0,0.0,mixed
term_28_speech_000580,23906,2023-06-22,2023,6,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,7,1,0,0,0.0,mixed
term_28_speech_000581,23906,2023-06-22,2023,6,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,22,1,1,1,0.0,mixed
term_28_speech_000586,23906,2023-06-22,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,505,4,3,0,0.75,positive
term_28_speech_000588,23906,2023-06-22,2023,6,Burcu Köksal,Cumhuriyet Halk Partisi,opposition,16,1,0,2,-0.6667,negative
term_28_speech_000589,23906,2023-06-22,2023,6,Özlem Zengin,Adalet ve Kalkınma Partisi,opposition,351,2,0,0,0.0,mixed
term_28_speech_000590,23908,2023-07-04,2023,7,Öznur Bartin,Halkların Eşitlik ve Demokrasi Partisi,opposition,500,1,0,1,-0.5,negative
term_28_speech_000592,23908,2023-07-04,2023,7,Sevda Erdan Kılıç,Cumhuriyet Halk Partisi,opposition,573,4,5,8,-0.2143,negative
term_28_speech_000593,23908,2023-07-04,2023,7,Mehmet Baykan,Adalet ve Kalkınma Partisi,opposition,146,1,0,0,0.0,mixed
term_28_speech_000596,23908,2023-07-04,2023,7,Süleyman Bülbül,Cumhuriyet Halk Partisi,opposition,105,2,0,0,0.0,mixed
term_28_speech_000597,23908,2023-07-04,2023,7,Ömer Fethi Gürer,Cumhuriyet Halk Partisi,opposition,102,1,1,1,0.0,mixed
term_28_speech_000600,23908,2023-07-04,2023,7,Melih Meriç,Cumhuriyet Halk Partisi,opposition,119,1,8,10,-0.1053,mixed
term_28_speech_000604,23908,2023-07-04,2023,7,İnan Akgün Alp,Cumhuriyet Halk Partisi,opposition,129,1,0,0,0.0,mixed
term_28_speech_000606,23908,2023-07-04,2023,7,Utku Çakırözer,Cumhuriyet Halk Partisi,opposition,122,1,1,1,0.0,mixed
term_28_speech_000610,23908,2023-07-04,2023,7,Murat Çan,Cumhuriyet Halk Partisi,opposition,105,1,0,0,0.0,mixed
term_28_speech_000612,23908,2023-07-04,2023,7,Orhan Sümer,Cumhuriyet Halk Partisi,opposition,124,1,0,0,0.0,mixed
term_28_speech_000614,23908,2023-07-04,2023,7,Erhan Usta,İYİ Parti,opposition,707,3,5,5,0.0,mixed
term_28_speech_000615,23908,2023-07-04,2023,7,Erhan Usta,İYİ Parti,opposition,123,2,1,1,0.0,mixed
term_28_speech_000616,23908,2023-07-04,2023,7,Muhammed Levent Bülbül,Milliyetçi Hareket Partisi,opposition,345,1,0,0,0.0,mixed
term_28_speech_000617,23908,2023-07-04,2023,7,Meral Danış Beştaş,Halkların Eşitlik ve Demokrasi Partisi,opposition,588,2,0,0,0.0,mixed
term_28_speech_000620,23908,2023-07-04,2023,7,Ali Mahir Başarır,Cumhuriyet Halk Partisi,opposition,486,2,2,0,0.6667,positive
term_28_speech_000622,23908,2023-07-04,2023,7,Ali Mahir Başarır,Cumhuriyet Halk Partisi,opposition,115,2,0,0,0.0,mixed
term_28_speech_000623,23908,2023-07-04,2023,7,Ali Mahir Başarır,Cumhuriyet Halk Partisi,opposition,98,1,0,0,0.0,mixed
term_28_speech_000624,23908,2023-07-04,2023,7,Muhammet Emin Akbaşoğlu,Adalet ve Kalkınma Partisi,opposition,410,2,2,0,0.6667,positive
term_28_speech_000635,23908,2023-07-04,2023,7,Mehmet Ali Çelebi,Adalet ve Kalkınma Partisi,opposition,95,1,0,0,0.0,mixed
