date,market_days,usd_try_avg,usd_try_last,usd_try_return_month_pct,eur_try_avg,eur_try_last,eur_try_return_month_pct,bist100_avg,bist100_last,bist100_return_month_pct,gold_usd_avg,gold_usd_last,gold_usd_return_month_pct,brent_oil_usd_avg,brent_oil_usd_last,brent_oil_usd_return_month_pct,wti_oil_usd_avg,wti_oil_usd_last,wti_oil_usd_return_month_pct,year,month,short_term_interest_rate_percent,discount_rate_percent,immediate_interbank_rate_percent,cpi_all_items_index_fred,cpi_inflation_yoy_percent_fred,cpi_inflation_mom_percent_fred,harmonized_unemployment_rate_percent,industrial_production_index,exports_value_fred,imports_value_fred
2014-01-01,23,2.210576969644298,2.2637500762939453,5.405912167956628,3.013233050056126,3.068739891052246,3.9281999746300533,660.0209045410156,618.5819702148438,-7.654757154768676,1244.0619012741815,1240.0999755859375,1.2326510682397984,107.19949951171876,106.4000015258789,-1.280383437602195,94.85666729155041,97.48999786376953,2.147941502434314,2014,1,,10.25,8.0,89.62143,7.751223,1.97807955984456,9.2,94.40324,30786080000.0,47704740000.0
2014-02-01,20,2.209171509742737,2.2108700275421143,-2.1682673631984173,3.0158929944038393,3.0293800830841064,-0.60697440927866,635.1630065917968,625.5330200195312,1.4237498472270627,1300.9842143811677,1321.4000244140625,4.8397333242164775,108.70611148410373,109.06999969482422,2.857411121403719,100.67526245117188,102.58999633789062,6.388049375941174,2014,2,,10.25,8.0,90.00518000000001,7.889047,0.4281921726470889,9.5,93.59406,31589960000.0,44554970000.0
2014-03-01,22,2.212158192287792,2.1373701095581055,-4.057437240091211,3.0579059340737085,2.943380117416382,-4.076933751603907,646.4684767950149,697.3629760742188,13.968305394016035,1336.4285714285713,1283.4000244140625,-4.940371259760045,107.85761878603981,107.76000213623047,-3.093520599297195,100.50904737200055,101.58000183105469,-3.183374376839454,2014,3,,10.25,8.0,91.01829,8.385505,1.12560757226911,9.5,93.59406,33452599999.999996,46219300000.0
2014-04-01,26,2.1249336221001367,2.1110799312591553,-1.1930358389470208,2.934802282940258,2.9292800426483154,-0.5938659793355727,726.1979079473587,738.7150268554688,4.253762250117932,1298.423793247768,1295.5999755859375,1.2503907709652484,108.05190531412761,108.06999969482422,2.319633482798289,102.03476206461589,99.73999786376953,0.0,2014,4,,10.25,8.0,92.24245,9.38339,1.3449700649296,9.7,92.7849,29249660000.0,43974740000.0
2014-05-01,26,2.0891028358822776,2.0871899127960205,-0.886577556798851,2.8706014496939525,2.8398900032043457,-2.7561519090352316,764.9775024414063,792.8980102539062,5.495942161107292,1287.538097563244,1245.5999755859375,-2.9226093611977033,109.21952420189267,109.41000366210938,1.5311817865342636,101.79476165771484,102.70999908447266,3.3091943030783666,2014,5,,10.25,8.0,92.60702,9.656018,0.395224029620976,9.7,91.57114,29473750000.0,43020590000.0
2014-06-01,26,2.117757721380754,2.117300033569336,1.0441892821204446,2.880882740020752,2.900059938430786,1.5587150252837745,790.4442894345239,784.8900146484375,-0.20317684114606882,1282.161900111607,1321.800048828125,6.279657531759186,111.98047601609002,112.36000061035156,3.2435897453872764,105.14666748046875,105.37000274658203,2.830098069026854,2014,6,,10.25,8.0,92.89484,9.163472,0.310790651417218,9.7,93.45921,28607430000.0,44052170000.0
2014-07-01,27,2.118560013563737,2.1400699615478516,0.5638839347583691,2.8684569545414136,2.864949941635132,-1.6711083136699667,805.3543487548828,821.5689697265625,6.549205898642874,1310.6363636363637,1281.300048828125,-3.4001790376821273,107.98590885509144,106.0199966430664,-5.58376010449736,102.3918176130815,98.16999816894531,-6.806529730594146,2014,7,,10.25,7.5,93.31696,9.319367,0.4544140124757228,9.9,95.75185,31560440000.0,43677560000.0
2014-08-01,26,2.159030948366438,2.1602799892425537,1.4030323754577578,2.8737714177086238,2.836289882659912,-0.8744289322971222,792.4237670898438,803.1290283203125,-2.1694665495438192,1295.0571463448662,1285.800048828125,-0.6029628096026807,103.32047562372117,103.19000244140625,-1.5738210169014,96.07619040352958,95.95999908447266,-1.961583799368427,2014,8,,10.25,7.5,93.40522000000001,9.536024,0.0945840358597053,10.2,91.03169,28251270000.0,45316270000.0
2014-09-01,26,2.2129045616496694,2.277780055999756,5.523127284366969,2.85308499769731,2.8764901161193848,1.4745887818144787,783.3369085138494,749.3779907226562,-7.283543010857841,1235.1285691034227,1210.5,-4.209856233874243,98.2538088843936,94.66999816894531,-5.650785704488004,93.03428540910993,91.16000366210938,-1.8518450066440928,2014,9,,10.25,7.5,93.5357,8.856236,0.139687756778958,10.1,95.21241,29828930000.0,45732430000.0
2014-10-01,26,2.253029075535861,2.198539972305298,-3.7088006612841284,2.858165881850503,2.7713799476623535,-3.9306416855694915,764.5412017822266,805.7969970703125,8.664614506324675,1222.93042522928,1171.0999755859375,-3.5814260558514444,87.97913062054178,85.86000061035156,-8.814786245699558,84.33912924061651,80.54000091552734,-11.231127592179824,2014,10,,10.25,7.5,95.31247,8.962885,1.8995651103635,10.4,94.13351,30440140000.0,47400010000.0
