date,usd_try_close,eur_try_close,bist100_close,gold_usd_close,brent_oil_usd_close,wti_oil_usd_close,year,month,usd_try_return_1d_pct,eur_try_return_1d_pct,bist100_return_1d_pct,gold_usd_return_1d_pct,brent_oil_usd_return_1d_pct,wti_oil_usd_return_1d_pct
2005-01-03,1.343999981880188,1.809000015258789,254.45199584960938,428.70001220703125,,42.119998931884766,2005,1,0.3359448958706768,,,,,
2005-01-04,1.3509999513626099,1.8005000352859497,250.4199981689453,428.5,,43.90999984741211,2005,1,0.5208310697020435,-0.4698717468846092,-1.5845808822215424,-0.046655516989968504,,4.2497648644817865
2005-01-05,1.3739999532699585,1.8209999799728394,244.22900390625,426.6000061035156,,43.38999938964844,2005,1,1.702442837555318,1.1385695243062877,-2.472244352672892,-0.44340581014804537,,-1.1842415385349137
2005-01-06,1.3925000429153442,1.8335000276565552,245.61900329589844,421.0,,45.560001373291016,2005,1,1.3464403402167369,0.6864386502575481,0.5691377221445748,-1.3127065221271383,,5.00115698125656
2005-01-07,1.3940000534057617,1.819000005722046,253.08299255371094,418.8999938964844,,45.43000030517578,2005,1,0.10772067821822606,-0.7908383810084851,3.038848443180342,-0.4988138013101273,,-0.28534035161694726
2005-01-10,1.3919999599456787,1.8205000162124634,256.0469970703125,419.1000061035156,,45.33000183105469,2005,1,-0.1434787219122713,0.08246346815277139,1.1711591074111904,0.04774700643244145,,-0.2201155039607161
2005-01-11,1.375,1.8025000095367432,261.10198974609375,421.8999938964844,,45.68000030517578,2005,1,-1.221261525491868,-0.9887397152112731,1.9742440776968406,0.6680953834863779,,0.7721121993895741
2005-01-12,1.3574999570846558,1.7999999523162842,262.7130126953125,426.1000061035156,,46.369998931884766,2005,1,-1.2727303938432133,-0.13869942897262177,0.6170090663749406,0.9954994709153064,,1.5105048644905583
2005-01-13,1.3509999513626099,1.7860000133514404,264.92999267578125,424.5,,48.040000915527344,2005,1,-0.47882179945001324,-0.7777744075397441,0.8438790137281549,-0.37550013625836653,,3.6014708262032347
2005-01-14,1.347499966621399,1.7660000324249268,263.62701416015625,422.70001220703125,,48.380001068115234,2005,1,-0.25906623739555545,-1.119819752351714,-0.4918199341890195,-0.4240253929254978,,0.7077438511829737
2005-01-17,1.3350000381469727,1.7450000047683716,268.6319885253906,,,,2005,1,-0.927638499744643,-1.189129517043086,1.89850588005136,,,
2005-01-18,1.340000033378601,1.7467000484466553,268.1310119628906,423.20001220703125,,48.380001068115234,2005,1,0.3745314673225364,0.09742370622567442,-0.1864917745835193,,,
2005-01-19,1.3424999713897705,1.7454999685287476,269.1809997558594,423.0,,47.54999923706055,2005,1,0.18656253349980112,-0.06870555244874454,0.3915950584313821,-0.047261862301983815,,-1.71558869931836
