party,center,left,right,n_years,ideology_ref,boot_q10,boot_q25,boot_median,boot_q75,boot_q90,boot_std
Demokratik Sol Parti,-1.5749993912535238,-3.128248939876279,-0.060796493053525,5,-0.8,-3.1139666862112048,-2.495840974536289,-2.006396173208689,-1.4641823659404207,-0.8247232298606594,0.8418830132230785
Demokrat Parti,-0.24807570084839575,-0.5748262596478427,0.07867485795105122,2,0.2,,,,,,
Milliyetçi Hareket Partisi,-0.20226197827767237,-0.5824632330089992,0.92770001453957,5,1.2,-0.43106211450595533,-0.2866703310829468,-0.09925927579530545,0.07237670399805368,0.2500574148827863,0.27307228237009845
Cumhuriyet Halk Partisi,0.07759540813009791,-2.189220044036403,0.4074615973218517,5,-1.0,-0.6102922459267729,-0.46932414848524023,-0.3051429498491055,-0.18564823507378148,-0.03126884896154523,0.22158396824140494
Bağımsız,0.5243049750468902,-0.7468855741528384,1.4768392569066044,5,0.0,0.019375271210123415,0.14408732253961334,0.30905123539246526,0.494276809935907,0.6627323771904408,0.2801978483131037
Adalet ve Kalkınma Partisi,1.5737676633743867,0.21024782739972725,1.997899152186926,5,0.8,1.0761872670133037,1.250413760682635,1.4334847332038545,1.642353248129444,1.855038691721583,0.29392960447844785
