party,avg_gatekeeper_score,median_gatekeeper_score,avg_cross_pressure,n_speakers
Demokratik Sol Parti,2.7038325212959595,2.7038325212959595,0.0,2
Adalet ve Kalkınma Partisi,2.0084978808529357,2.1869320902985105,0.33921374164847573,118
Cumhuriyet Halk Partisi,1.8855959464263041,2.080137308236926,0.25620464291264466,77
Bağımsız,1.8527054717530775,2.0383095394325554,0.28972184691461333,44
Milliyetçi Hareket Partisi,1.6166678205986058,1.8291092741991828,0.23281621933706312,60
