speaker,party,total_mentions,community,community_label,eigen_score,embed1,embed2
Pervin Buldan,Bağımsız,522,0,Neutral,-0.0005368412869106395,-0.05580233130226422,0.014701002858259725
Rahmi Güner,Cumhuriyet Halk Partisi,401,1,Pole +,0.05258462518741156,0.09985371021444019,-0.5531423946053138
Ramazan Kerim Özkan,Cumhuriyet Halk Partisi,282,-1,Pole -,-0.03639802450956093,0.08415150317834968,0.08706394072594975
Rasim Çakır,Cumhuriyet Halk Partisi,264,1,Pole +,0.01541812622010781,0.168773339510988,-0.003283102097561402
Recai Berber,Adalet ve Kalkınma Partisi,107,1,Pole +,0.034744906415053345,-0.1413733522421239,-0.2439710708976097
Recep Akdağ,Adalet ve Kalkınma Partisi,173,1,Pole +,0.014935683192491476,0.42306437771558036,0.14362500353899546
Recep Taner,Milliyetçi Hareket Partisi,203,-1,Pole -,-0.018934656817066627,-0.4045656965618564,0.042837951269879375
Recep Tayyip Erdoğan,Adalet ve Kalkınma Partisi,728,0,Neutral,-0.0013829543595892083,0.13737788146723875,0.0924291488727246
Reşat Doğru,Milliyetçi Hareket Partisi,386,0,Neutral,-0.01154193572276673,-0.3865475048417025,-0.34648438355676875
Rıdvan Yalçın,Milliyetçi Hareket Partisi,619,1,Pole +,0.02538429949379147,0.08792424545036638,-0.6326851194427284
Sabahattin Çakmakoğlu,Milliyetçi Hareket Partisi,55,1,Pole +,0.031218984338545093,-0.2149735253473091,-0.0970709762017561
Sacid Yıldız,Cumhuriyet Halk Partisi,142,-1,Pole -,-0.20606264505328858,-0.833062446223985,0.40184051932913983
Sadullah Ergin,Adalet ve Kalkınma Partisi,758,1,Pole +,0.05343178824142362,0.6609569607642913,-0.2432955700594621
Saffet Kaya,Adalet ve Kalkınma Partisi,48,1,Pole +,0.023320932892014597,0.4811389372802879,0.5991305259475863
Salih Kapusuz,Adalet ve Kalkınma Partisi,67,0,Neutral,-0.00539541552759382,-0.1458789222342594,-0.12372432531181314
Sami Güçlü,Adalet ve Kalkınma Partisi,57,0,Neutral,0.00011907124699004553,0.1977381840098151,0.4487187229972386
Sebahat Tuncel,Bağımsız,539,0,Neutral,0.0021134426690467127,-0.12098866252635895,-0.5619989257213149
Sedat Kızılcıklı,Bağımsız,93,0,Neutral,-0.002105819383060854,0.06029732586905577,0.2936728121655652
Selahattin Demirtaş,Bağımsız,346,0,Neutral,-0.001243082023164388,-0.06286950100910264,-0.14098639546522074
Selma Aliye Kavaf,Adalet ve Kalkınma Partisi,111,1,Pole +,0.02967296942818282,0.5852805144946904,0.38796561099606014
Selçuk Ayhan,Bağımsız,208,0,Neutral,0.007692123026718935,-0.06126764101486221,-0.6894776009823634
Sevahir Bayındır,Bağımsız,344,0,Neutral,-0.0014482932750347404,-0.27668560726245756,-0.2507257546051598
Sibel Gönül,Adalet ve Kalkınma Partisi,133,1,Pole +,0.06554786134076097,0.9128537906915617,0.203742057109875
Soner Aksoy,Adalet ve Kalkınma Partisi,62,1,Pole +,0.03161631801222886,0.4598246013763141,0.0649579741355987
Suat Kılıç,Adalet ve Kalkınma Partisi,484,1,Pole +,0.21734247434753792,0.6600296334175406,-0.6657962474601941
Suat Kınıklıoğlu,Bağımsız,45,0,Neutral,-0.0018980311908665917,0.30556419310224936,0.37128906216205504
Süleyman Latif Yunusoğlu,Milliyetçi Hareket Partisi,256,0,Neutral,-0.003244769990852205,-0.4498157804348058,-0.35251408604718637
Süleyman Nevzat Korkmaz,Milliyetçi Hareket Partisi,136,0,Neutral,-0.002808887086628699,-0.10064014396298569,-0.11136477653585483
Süleyman Turan Çirkin,Milliyetçi Hareket Partisi,44,0,Neutral,0.002638647839875851,0.4291229557251768,0.380659090551655
Sırrı Sakık,Bağımsız,809,-1,Pole -,-0.0808645280680664,-0.5169318845021517,0.1965553470866942
Tacidar Seyhan,Cumhuriyet Halk Partisi,107,1,Pole +,0.03171111958433726,0.36372899691392185,-0.1596849052140365
Taner Yıldız,Adalet ve Kalkınma Partisi,143,1,Pole +,0.01744735624826056,0.4865677838563663,0.29121779226824435
Tansel Barış,Cumhuriyet Halk Partisi,131,1,Pole +,0.02129070473178838,-0.12212947215620054,-0.6682802505433896
Tayfun İçli,Bağımsız,1432,1,Pole +,0.05304126513079634,0.22378958227555137,-0.5886681649755472
Tayfur Süner,Cumhuriyet Halk Partisi,201,0,Neutral,-0.008678711467295045,-0.33562251950617517,-0.25086336900191064
Tekin Bingöl,Cumhuriyet Halk Partisi,128,0,Neutral,-0.0014785369949243835,0.07337914684698062,0.07791453318782454
Turgut Dibek,Cumhuriyet Halk Partisi,356,1,Pole +,0.13901007994694933,0.46683220847874846,-0.7280749265682882
Ufuk Uras,Bağımsız,540,0,Neutral,0.008281367692832874,0.17164991124240492,-0.11542422251328519
Vahap Seçer,Cumhuriyet Halk Partisi,287,0,Neutral,0.0031445846726843307,-0.05988938391294576,-0.08511865005379052
Vahit Erdem,Adalet ve Kalkınma Partisi,130,1,Pole +,0.040211209746673984,-0.039399050858073964,-0.4714905837794461
Vecdi Gönül,Adalet ve Kalkınma Partisi,183,1,Pole +,0.016559220964792416,0.09209323908172559,0.09033003714226805
Veysel Eroğlu,Adalet ve Kalkınma Partisi,212,-1,Pole -,-0.024063420751330767,-0.30026828397552024,0.0531303441894122
Veysi Kaynak,Bağımsız,319,1,Pole +,0.0236156220311009,0.5272488432550948,-0.06467823301941648
Yahya Doğan,Adalet ve Kalkınma Partisi,52,1,Pole +,0.025984551222040374,-0.15520116757165442,-0.07355525680852325
Yaşar Ağyüz,Cumhuriyet Halk Partisi,503,-1,Pole -,-0.0284661564177373,-0.6803891022928944,-0.02626463438941132
Yaşar Karayel,Adalet ve Kalkınma Partisi,61,1,Pole +,0.026342307111608693,0.5299729348326213,-0.0032723657395360845
Yaşar Tüzün,Cumhuriyet Halk Partisi,110,0,Neutral,-0.009701694342537573,-0.38035176318248376,-0.08782720377292108
Yaşar Yakış,Adalet ve Kalkınma Partisi,67,0,Neutral,-0.00977396724743788,0.4938805870025142,0.6697285040527524
Yusuf Ziya İrbeç,Adalet ve Kalkınma Partisi,133,1,Pole +,0.04187963257911973,0.8357315793636192,0.49661947416431906
Yılmaz Ateş,Cumhuriyet Halk Partisi,90,0,Neutral,-0.006727709093261616,-0.29844253944772814,-0.40516896675279074
Yılmaz Tankut,Milliyetçi Hareket Partisi,508,0,Neutral,-0.00016961236084184864,-0.5502410466589317,-0.4737492283393112
Yılmaz Tunç,Adalet ve Kalkınma Partisi,502,1,Pole +,0.19574218471956675,0.7241581840358791,-0.5643999429604941
Zafer Çağlayan,Adalet ve Kalkınma Partisi,422,-1,Pole -,-0.014513065316118866,0.160242307193852,0.4386897866789677
Zekeriya Akıncı,Cumhuriyet Halk Partisi,204,1,Pole +,0.09813790635198474,0.3498671156169552,-0.6642501087536155
Zeki Ertugay,Milliyetçi Hareket Partisi,147,0,Neutral,0.006274387911829476,0.30775831763239564,0.5470305383082399
Çetin Soysal,Cumhuriyet Halk Partisi,97,-1,Pole -,-0.019377693473737113,-0.4454380092869826,-0.535852466774085
Ömer Dinçer,Adalet ve Kalkınma Partisi,116,0,Neutral,-0.003226556827804426,-0.13679025986575358,0.23675898297575987
Ömer Faruk Öz,Adalet ve Kalkınma Partisi,64,1,Pole +,0.019887775133426707,0.5552106148882744,0.2315230674558589
Ömer Çelik,Adalet ve Kalkınma Partisi,108,-1,Pole -,-0.02848448208961046,-0.2667337072950639,0.16993263019308943
Özdal Üçer,Bağımsız,323,1,Pole +,0.01723660649363209,-0.5067859707875071,-0.34081310355605404
Öznur Çalık,Adalet ve Kalkınma Partisi,82,0,Neutral,0.01189032946744883,0.12413654902359889,0.020220457410779973
Ülkü Güney,Adalet ve Kalkınma Partisi,90,1,Pole +,0.09344473889176484,0.7983193305891175,-0.17976574809506818
Ümit Şafak,Milliyetçi Hareket Partisi,59,-1,Pole -,-0.0162939564550307,-0.2654857820079478,-0.0332269984907391
Ünal Kacır,Adalet ve Kalkınma Partisi,72,0,Neutral,-0.009266279074194349,-0.7151307631786008,-0.4361773876383294
İbrahim Binici,Bağımsız,148,1,Pole +,0.03170112624256146,0.11324811183172954,-0.5234875811243055
İbrahim Halil Mazıcıoğlu,Adalet ve Kalkınma Partisi,47,-1,Pole -,-0.02078895348758794,0.18581350102576402,0.4928786907826401
İbrahim Hasgür,Bağımsız,64,1,Pole +,0.01712219560526757,-0.07550511013538679,-0.5304884547510035
İbrahim Yiğit,Adalet ve Kalkınma Partisi,77,1,Pole +,0.03450767780733555,0.2671797207856775,-0.5429848045988978
İkram Dinçer,Adalet ve Kalkınma Partisi,62,1,Pole +,0.04129517789835855,0.20014264529491693,-0.5070878082199761
İlhan Kesici,Cumhuriyet Halk Partisi,170,1,Pole +,0.027198564529667166,-0.18146816654238648,0.14747436762891225
İlknur İnceöz,Adalet ve Kalkınma Partisi,54,1,Pole +,0.06016046946104002,0.3950798421397719,-0.38283159795808464
İsa Gök,Cumhuriyet Halk Partisi,978,1,Pole +,0.07029262779747521,0.48777218553943336,-0.5209058665707778
İsmail Bilen,Adalet ve Kalkınma Partisi,109,0,Neutral,-0.0026684801753655957,0.012087865099110862,-0.11668254563287545
İsmail Göksel,Adalet ve Kalkınma Partisi,59,-1,Pole -,-0.033679323936199136,0.25634771642209037,0.2299354487106168
İsmail Özgün,Adalet ve Kalkınma Partisi,52,1,Pole +,0.021351754492585494,0.2638194802035196,0.38342734359312325
İsmet Büyükataman,Milliyetçi Hareket Partisi,377,1,Pole +,0.05042615837682158,0.28399838051425824,-0.3976498986140237
İzzettin Yılmaz,Milliyetçi Hareket Partisi,52,-1,Pole -,-0.019262211468599737,0.4261393413275506,0.4897735076807833
Şaban Dişli,Adalet ve Kalkınma Partisi,104,1,Pole +,0.014402414107608768,0.3319165599174352,0.4182081274152072
Şahin Mengü,Cumhuriyet Halk Partisi,776,1,Pole +,0.02805563346622348,-0.10991256830982514,-0.4204147879161458
Şerafettin Halis,Bağımsız,383,0,Neutral,-0.00883394818610176,-0.07188672466168253,0.1398005889250023
Şevket Köse,Cumhuriyet Halk Partisi,535,-1,Pole -,-0.021880181834258543,-0.47765187960373884,-0.037534255473364905
Şinasi Öktem,Cumhuriyet Halk Partisi,74,0,Neutral,-0.0019027587071175532,0.2307167021891717,0.24034405536009518
Şükrü Elekdağ,Cumhuriyet Halk Partisi,683,1,Pole +,0.019673752626977056,-0.12231395702643139,-0.10087829039330326
