concept,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,concept_category,layer,year
Ekonomi,3327.7,0.5290663917093767,0.10909090909090909,0.375242582149789,macro_economy,total,2007
Hukuk Devleti,2286.3,0.5254388087964211,0.23636363636363636,0.17846400423621483,democratic_reform,total,2007
Guvenlik,1602.6,0.5855886666601632,0.05454545454545454,0.42857060311451345,security_conflict,total,2007
Anayasa,1232.45,0.3884584175758106,0.0,0.08521710610123943,constitutional_conflict,total,2007
Demokrasi,670.95,0.617022270076782,0.18181818181818182,0.316041395470522,democratic_reform,total,2007
Avrupa Birligi,411.8,0.6999397001380109,0.43636363636363634,0.4582068133231622,democratic_reform,total,2007
Faiz,343.15,0.49597408652910274,0.0,0.30977830939241935,macro_economy,total,2007
Reform,277.25,0.5280292238863059,0.0,0.3355954649383514,democratic_reform,total,2007
Enflasyon,259.1,0.4038726299005359,0.0,0.2309035121864975,macro_economy,total,2007
IMF,89.85000000000001,0.5795722430635586,0.10909090909090909,0.23156665880752525,macro_economy,total,2007
Vesayet,40.15,0.3819815975598464,0.0,0.06283827262254926,constitutional_conflict,total,2007
Egemenlik,31.55,0.3863102761773289,0.0,0.0842503667995865,security_conflict,total,2007
Ekonomi,10166.949999999999,0.6267970653667773,0.18181818181818182,0.41890682452877576,macro_economy,total,2008
Hukuk Devleti,4998.0,0.6649587652037021,0.36363636363636365,0.3809969867783198,democratic_reform,total,2008
Anayasa,3160.1,0.5090178441699893,0.0,0.25411454097904446,constitutional_conflict,total,2008
Guvenlik,3061.75,0.5907171989832589,0.16363636363636364,0.3834349423530935,security_conflict,total,2008
Demokrasi,2539.2,0.30911319965508266,0.0,0.015310162382737651,democratic_reform,total,2008
Avrupa Birligi,1433.4,0.6284373291826676,0.16363636363636364,0.4207490783211227,democratic_reform,total,2008
Faiz,1127.85,0.46184718575214523,0.0,0.24696675945686142,macro_economy,total,2008
Reform,795.85,0.3936884143311084,0.0,0.12654067149093293,democratic_reform,total,2008
IMF,623.6500000000001,0.5604396073787258,0.16363636363636364,0.3236050986386758,macro_economy,total,2008
Enflasyon,558.1,0.4855514091188707,0.0,0.29878768535982225,macro_economy,total,2008
Egemenlik,136.25,0.3814419194186954,0.0,0.11728393916525659,security_conflict,total,2008
Vesayet,108.64999999999999,0.43519023116489886,0.18181818181818182,0.07578021181509897,constitutional_conflict,total,2008
Ekonomi,8110.1,0.46359615648767405,0.0,0.30854265078000453,macro_economy,total,2009
Hukuk Devleti,4035.95,0.5327823415648301,0.07272727272727272,0.3507593975599484,democratic_reform,total,2009
Guvenlik,2240.45,0.5909884261805615,0.05454545454545454,0.3581459879565768,security_conflict,total,2009
Demokrasi,1880.2999999999997,0.4012100250417094,0.18181818181818182,0.06985683025404757,democratic_reform,total,2009
Anayasa,1750.8,0.5914363300528928,0.34545454545454546,0.37017955476681186,constitutional_conflict,total,2009
Faiz,965.2,0.5318483812695953,0.32727272727272727,0.26713975978890586,macro_economy,total,2009
Avrupa Birligi,909.05,0.6247902836938453,0.0,0.4160941036872525,democratic_reform,total,2009
Reform,407.15,0.36790258549380117,0.0,0.06522278706844208,democratic_reform,total,2009
IMF,256.6,0.6630228576049623,0.3090909090909091,0.45350784051050375,macro_economy,total,2009
Enflasyon,251.45,0.3667643653612546,0.0,0.0648330018331485,macro_economy,total,2009
Egemenlik,87.2,0.48201684056261745,0.0,0.22978069382225721,security_conflict,total,2009
Vesayet,58.75,0.28659803805030065,0.0,0.012807668099886142,constitutional_conflict,total,2009
Hukuk Devleti,10267.7,0.41029780278958844,0.0,0.06467449816160183,democratic_reform,total,2010
Anayasa,9504.349999999999,0.4089239162539894,0.0,0.06430087514195748,constitutional_conflict,total,2010
Ekonomi,7904.35,0.6258382205221432,0.19999999999999998,0.4198743179623834,macro_economy,total,2010
Demokrasi,4997.75,0.30493066570021937,0.0,0.010460493124666771,democratic_reform,total,2010
Guvenlik,3720.2,0.6266830917899908,0.5818181818181818,0.2683059711301785,security_conflict,total,2010
Avrupa Birligi,1339.6000000000001,0.6267144474902407,0.18181818181818182,0.4196700509137829,democratic_reform,total,2010
Faiz,798.05,0.48126751133201345,0.0,0.33717050902345214,macro_economy,total,2010
Reform,680.9,0.507265268364585,0.16363636363636364,0.3968192238698331,democratic_reform,total,2010
Vesayet,356.0,0.4223295861008201,0.18181818181818182,0.05253894692414731,constitutional_conflict,total,2010
Enflasyon,343.09999999999997,0.3567665365953689,0.0,0.14203430959529184,macro_economy,total,2010
IMF,306.35,0.5939299117518589,0.0,0.3650681968827908,macro_economy,total,2010
Egemenlik,142.65,0.4841226198572454,0.0,0.37391091606891863,security_conflict,total,2010
Hukuk Devleti,4699.5,0.5894768983849572,0.03636363636363636,0.40427618768376483,democratic_reform,total,2011
Anayasa,2391.7,0.7508828739867002,0.4909090909090909,0.4864905246298292,constitutional_conflict,total,2011
Ekonomi,1972.1499999999999,0.5290787754747222,0.0,0.21462362344843042,macro_economy,total,2011
Demokrasi,1127.2,0.392408286204103,0.0,0.1557900981139854,democratic_reform,total,2011
Guvenlik,918.95,0.52920995554424,0.0,0.17465743749381618,security_conflict,total,2011
Reform,302.3,0.5869800482880121,0.0,0.2843750288508037,democratic_reform,total,2011
Faiz,251.7,0.6188128967326384,0.36363636363636365,0.2662262671126065,macro_economy,total,2011
Avrupa Birligi,172.7,0.5579745602439564,0.14545454545454545,0.3548348467009636,democratic_reform,total,2011
Enflasyon,62.9,0.40766508819934194,0.0,0.0919281959944954,macro_economy,total,2011
Vesayet,47.45,0.5268785033806139,0.0,0.32608913975783926,constitutional_conflict,total,2011
Egemenlik,27.4,0.5233249437154756,0.0,0.32304112434242305,security_conflict,total,2011
IMF,24.7,0.369599809105487,0.0,0.04748494036785144,macro_economy,total,2011
Ekonomi,1188.198905,0.4518953359558356,0.0,0.29898032441333144,macro_economy,positive,2007
Hukuk Devleti,838.93785,0.4756613750239943,0.35555555555555557,0.1769155509771955,democratic_reform,positive,2007
Guvenlik,230.427935,0.5349342865306639,0.24444444444444446,0.43736702311090925,security_conflict,positive,2007
Anayasa,224.41151000000002,0.3491023006785621,0.2,0.03813843563728594,constitutional_conflict,positive,2007
Demokrasi,164.13316,0.5132985199917054,0.0,0.41543186793724174,democratic_reform,positive,2007
Avrupa Birligi,111.45724,0.5733076079844927,0.33333333333333337,0.3951628332245443,democratic_reform,positive,2007
Reform,85.85938999999999,0.5087568444817429,0.2,0.3659925855208283,democratic_reform,positive,2007
Faiz,53.53696,0.26124893416982886,0.0,0.007996396094254643,macro_economy,positive,2007
Enflasyon,45.49374,0.36719691621098066,0.0,0.15728352609708954,macro_economy,positive,2007
IMF,23.441080000000003,0.6033773394916938,0.06666666666666667,0.44253164308606224,macro_economy,positive,2007
