term,event_month,event_label,topic,topic_label,salience_pre,salience_post,salience_delta,neg_rate_pre,neg_rate_post,neg_rate_delta,top_party_pre,top_party_post
23,2008-07,Closure case,constitutional_conflict,Constitutional conflict,0.21072213455979188,0.13852813852813853,-0.07219399603165336,0.19099430702787593,0.15625,-0.034744307027875926,Demokratik Sol Parti,Cumhuriyet Halk Partisi
23,2008-07,Closure case,democratic_reform,Democratic reform,0.3263817026082631,0.4482487209759937,0.12186701836773062,0.19241420972525144,0.22300263388937663,0.03058842416412519,Demokrat Parti,Bağımsız
23,2008-07,Closure case,macro_economy,Macro economy,0.36697226197611504,0.2967335694608422,-0.07023869251527287,0.3076718814985443,0.3421750663129973,0.034503184814453025,Demokratik Sol Parti,Demokratik Sol Parti
23,2008-07,Closure case,security_conflict,Security conflict,0.09592390085582997,0.11648957103502558,0.02056567017919561,0.37504619364375463,0.3141891891891892,-0.06085700445456543,Bağımsız,Adalet ve Kalkınma Partisi
23,2008-09,Global crisis,constitutional_conflict,Constitutional conflict,0.13852813852813853,0.06136039275252326,-0.07716774577561528,0.15625,0.16564685314685315,0.009396853146853151,Cumhuriyet Halk Partisi,Bağımsız
23,2008-09,Global crisis,democratic_reform,Democratic reform,0.4482487209759937,0.2476155607065355,-0.2006331602694582,0.22300263388937663,0.2008116211745244,-0.022191012714852243,Bağımsız,Bağımsız
23,2008-09,Global crisis,macro_economy,Macro economy,0.2967335694608422,0.5468403119754808,0.2501067425146386,0.3421750663129973,0.4577891791044776,0.11561411279148026,Demokratik Sol Parti,Milliyetçi Hareket Partisi
23,2008-09,Global crisis,security_conflict,Security conflict,0.11648957103502558,0.14418373456546052,0.02769416353043494,0.3141891891891892,0.4102272727272727,0.09603808353808352,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
23,2010-09,Referendum,constitutional_conflict,Constitutional conflict,0.1656145562569625,0.12513167422160945,-0.04048288203535305,0.2757847533632287,0.16752437703141929,-0.10826037633180943,Cumhuriyet Halk Partisi,Cumhuriyet Halk Partisi
23,2010-09,Referendum,democratic_reform,Democratic reform,0.3122911251392499,0.43132507414424154,0.11903394900499165,0.23067776456599287,0.16425061425061427,-0.0664271503153786,Demokratik Sol Parti,Demokratik Sol Parti
23,2010-09,Referendum,macro_economy,Macro economy,0.3657630894912737,0.36240415802890386,-0.0033589314623698185,0.3035532994923858,0.29607619914996963,-0.007477100342416165,Milliyetçi Hareket Partisi,Milliyetçi Hareket Partisi
23,2010-09,Referendum,security_conflict,Security conflict,0.15633122911251393,0.08113909360524516,-0.07519213550726878,0.5296912114014252,0.5194416749750748,-0.010249536426350403,Adalet ve Kalkınma Partisi,Bağımsız
