year,party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
2007,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,215,1085,812,157,1424.15,1424.15,0.6752577319587629,total
2007,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,86,588,220,180,728.0,728.0,0.09975062344139651,total
2007,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,115,547,217,150,675.45,675.45,0.18206521739130435,total
2007,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,119,533,237,90,647.45,647.45,0.4481707317073171,total
2007,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,116,512,175,168,632.05,632.05,0.020348837209302327,total
2007,Bağımsız,law_state,Hukuk Devleti,democratic_reform,69,502,274,66,621.0,621.0,0.6099706744868035,total
2007,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,80,427,104,132,509.6,509.6,-0.11814345991561181,total
2007,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,126,425,163,71,506.9,506.9,0.39148936170212767,total
2007,Bağımsız,economy,Ekonomi,macro_economy,58,379,192,154,500.1,500.1,0.10951008645533142,total
2007,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,97,441,57,30,471.45,471.45,0.3068181818181818,total
2007,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,67,309,90,155,394.75,394.75,-0.26422764227642276,total
2007,Bağımsız,security,Guvenlik,security_conflict,54,259,91,153,344.4,344.4,-0.2530612244897959,total
2007,Bağımsız,constitution,Anayasa,constitutional_conflict,51,256,59,46,292.75,292.75,0.12264150943396226,total
2007,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,67,258,52,45,291.95,291.95,0.07142857142857142,total
2007,Bağımsız,democracy,Demokrasi,democratic_reform,62,192,73,46,233.65,233.65,0.225,total
2007,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,65,180,51,92,230.05,230.05,-0.2847222222222222,total
2007,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,73,181,98,41,229.65,229.65,0.40714285714285714,total
2007,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,42,154,32,26,174.3,174.3,0.1016949152542373,total
2007,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,62,131,54,18,156.2,156.2,0.4931506849315068,total
2007,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,39,131,25,37,152.7,152.7,-0.19047619047619047,total
2007,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,51,97,40,9,114.15,114.15,0.62,total
2007,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,33,84,27,21,100.80000000000001,100.80000000000001,0.12244897959183673,total
2007,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,51,84,26,21,100.45,100.45,0.10416666666666667,total
2007,Bağımsız,european_union,Avrupa Birligi,democratic_reform,30,77,41,22,99.05,99.05,0.296875,total
2007,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,24,77,49,12,98.35,98.35,0.5967741935483871,total
2007,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,27,85,14,8,92.7,92.7,0.2608695652173913,total
2007,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,18,77,14,27,91.35000000000001,91.35000000000001,-0.30952380952380953,total
2007,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,32,64,26,19,79.75,79.75,0.15217391304347827,total
2007,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,37,60,28,20,76.8,76.8,0.16326530612244897,total
2007,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,16,65,5,7,69.2,69.2,-0.15384615384615385,total
2007,Bağımsız,reform,Reform,democratic_reform,19,57,26,7,68.55,68.55,0.5588235294117647,total
2007,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,20,59,17,8,67.75,67.75,0.34615384615384615,total
2007,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,11,38,7,24,48.85,48.85,-0.53125,total
2007,Bağımsız,imf,IMF,macro_economy,10,28,4,3,30.45,30.45,0.125,total
2007,Bağımsız,interest,Faiz,macro_economy,12,23,7,6,27.55,27.55,0.07142857142857142,total
2007,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,17,24,6,2,26.8,26.8,0.4444444444444444,total
2007,Bağımsız,tutelage,Vesayet,constitutional_conflict,2,13,3,24,22.45,22.45,-0.75,total
2007,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,11,19,7,2,22.15,22.15,0.5,total
2007,Bağımsız,inflation,Enflasyon,macro_economy,7,16,7,6,20.55,20.55,0.07142857142857142,total
2007,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,5,17,8,0,19.8,19.8,0.8888888888888888,total
2007,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,5,10,7,15,17.7,17.7,-0.34782608695652173,total
2007,Milliyetçi Hareket Partisi,imf,IMF,macro_economy,6,15,1,6,17.45,17.45,-0.625,total
2007,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,7,10,2,1,11.05,11.05,0.25,total
2007,Bağımsız,sovereignty,Egemenlik,security_conflict,4,6,3,6,9.15,9.15,-0.3,total
2007,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,5,7,0,0,7.0,7.0,0.0,total
2007,Demokratik Sol Parti,democracy,Demokrasi,democratic_reform,3,5,0,4,6.4,6.4,-0.8,total
2007,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,4,4,1,0,4.35,4.35,0.5,total
2007,Demokratik Sol Parti,constitution,Anayasa,constitutional_conflict,1,2,0,0,2.0,2.0,0.0,total
2007,Demokratik Sol Parti,law_state,Hukuk Devleti,democratic_reform,1,1,1,0,1.35,1.35,0.5,total
2007,Demokratik Sol Parti,security,Guvenlik,security_conflict,1,1,0,1,1.35,1.35,-0.5,total
2007,Demokratik Sol Parti,interest,Faiz,macro_economy,1,1,0,0,1.0,1.0,0.0,total
2008,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,581,2209,1395,648,2924.05,2924.05,0.36545988258317025,total
2008,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,386,2100,848,952,2730.0,2730.0,-0.05774569683509161,total
2008,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,436,1957,676,983,2537.65,2537.65,-0.18493975903614457,total
2008,Bağımsız,economy,Ekonomi,macro_economy,273,1427,605,821,1926.1,1926.1,-0.1513665031534688,total
2008,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,363,1175,332,267,1384.65,1384.65,0.10833333333333334,total
2008,Bağımsız,law_state,Hukuk Devleti,democratic_reform,279,1106,459,289,1367.8,1367.8,0.22696929238985314,total
2008,Bağımsız,democracy,Demokrasi,democratic_reform,296,1041,410,277,1281.45,1281.45,0.1933139534883721,total
2008,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,365,1005,317,182,1179.65,1179.65,0.27,total
2008,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,304,1001,187,123,1109.5,1109.5,0.2057877813504823,total
2008,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,252,907,221,211,1058.2,1058.2,0.023094688221709007,total
2008,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,290,821,217,229,977.1,977.1,-0.026845637583892617,total
2008,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,214,618,165,266,768.85,768.85,-0.2337962962962963,total
2008,Bağımsız,constitution,Anayasa,constitutional_conflict,190,625,171,124,728.25,728.25,0.15878378378378377,total
2008,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,248,630,128,85,704.55,704.55,0.20093457943925233,total
2008,Bağımsız,security,Guvenlik,security_conflict,196,532,195,271,695.1,695.1,-0.16274089935760172,total
2008,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,203,485,123,234,609.95,609.95,-0.3100558659217877,total
2008,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,185,537,111,70,600.35,600.35,0.22527472527472528,total
2008,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,184,399,141,54,467.25,467.25,0.44387755102040816,total
2008,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,162,370,200,61,461.35,461.35,0.5305343511450382,total
2008,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,146,370,84,88,430.2,430.2,-0.023121387283236993,total
2008,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,142,324,142,103,409.75,409.75,0.15853658536585366,total
2008,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,135,307,139,70,380.15,380.15,0.32857142857142857,total
2008,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,156,300,120,32,353.2,353.2,0.5751633986928104,total
2008,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,142,260,160,27,325.45,325.45,0.7074468085106383,total
2008,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,107,260,109,53,316.7,316.7,0.34355828220858897,total
2008,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,116,275,61,58,316.65,316.65,0.025,total
2008,Bağımsız,european_union,Avrupa Birligi,democratic_reform,106,243,144,57,313.35,313.35,0.4306930693069307,total
2008,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,89,206,27,33,227.0,227.0,-0.09836065573770492,total
2008,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,73,176,43,59,211.7,211.7,-0.1553398058252427,total
2008,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,89,150,58,28,180.1,180.1,0.3448275862068966,total
2008,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,76,138,54,40,170.9,170.9,0.14736842105263157,total
2008,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,59,145,23,51,170.9,170.9,-0.37333333333333335,total
2008,Milliyetçi Hareket Partisi,imf,IMF,macro_economy,62,144,25,33,164.3,164.3,-0.13559322033898305,total
2008,Bağımsız,interest,Faiz,macro_economy,58,140,21,19,154.0,154.0,0.04878048780487805,total
2008,Bağımsız,reform,Reform,democratic_reform,66,119,46,21,142.45,142.45,0.36764705882352944,total
2008,Bağımsız,imf,IMF,macro_economy,43,122,21,29,139.5,139.5,-0.1568627450980392,total
2008,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,48,118,31,24,137.25,137.25,0.125,total
2008,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,56,103,29,17,119.1,119.1,0.2553191489361702,total
2008,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,47,98,10,19,108.15,108.15,-0.3,total
2008,Bağımsız,inflation,Enflasyon,macro_economy,33,67,7,15,74.7,74.7,-0.34782608695652173,total
2008,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,29,51,11,10,58.35,58.35,0.045454545454545456,total
2008,Demokratik Sol Parti,economy,Ekonomi,macro_economy,8,25,40,29,49.15,49.15,0.15714285714285714,total
2008,Bağımsız,tutelage,Vesayet,constitutional_conflict,21,30,15,39,48.9,48.9,-0.43636363636363634,total
2008,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,8,20,4,34,33.3,33.3,-0.7692307692307693,total
2008,Bağımsız,sovereignty,Egemenlik,security_conflict,14,26,9,8,31.95,31.95,0.05555555555555555,total
2008,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,19,26,10,2,30.2,30.2,0.6153846153846154,total
2008,Demokratik Sol Parti,constitution,Anayasa,constitutional_conflict,7,15,5,2,17.45,17.45,0.375,total
2008,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,6,10,7,10,15.95,15.95,-0.16666666666666666,total
2008,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,9,14,4,1,15.75,15.75,0.5,total
2008,Demokratik Sol Parti,democracy,Demokrasi,democratic_reform,7,10,5,2,12.45,12.45,0.375,total
