term,event_month,event_label,spread_pre,spread_post,spread_delta,akp_chp_gap_pre,akp_chp_gap_post,akp_chp_gap_delta,top_gatekeeper_pre_speaker,top_gatekeeper_pre_party,top_gatekeeper_pre_score,top_gatekeeper_post_speaker,top_gatekeeper_post_party,top_gatekeeper_post_score
23,2008-07,Closure case,3.043502951805964,3.3948670998226413,0.35136414801667737,1.4037449943754787,1.4313699986548887,0.027625004279409948,Celal Erbay,Adalet ve Kalkınma Partisi,2.7664999916088355,Mustafa Enöz,Milliyetçi Hareket Partisi,2.945151522502277
23,2008-09,Global crisis,3.3948670998226413,2.9817416723861765,-0.41312542743646485,1.4313699986548887,1.4097223899929148,-0.021647608661973905,Mustafa Enöz,Milliyetçi Hareket Partisi,2.945151522502277,Rahmi Güner,Cumhuriyet Halk Partisi,3.2029973141132384
23,2010-09,Referendum,6.53573571282945,3.7976045984656333,-2.738131114363817,2.303423427411978,0.8586843586500701,-1.4447390687619077,Ertuğrul Günay,Adalet ve Kalkınma Partisi,2.882660271603249,Metin Ergun,Milliyetçi Hareket Partisi,2.9639859704675207
