date,usd_try_close,eur_try_close,bist100_close,gold_usd_close,brent_oil_usd_close,wti_oil_usd_close,year,month,usd_try_return_1d_pct,eur_try_return_1d_pct,bist100_return_1d_pct,gold_usd_return_1d_pct,brent_oil_usd_return_1d_pct,wti_oil_usd_return_1d_pct
2004-01-02,1.3926325,,191.4770050048828,,,,2004,1,-0.2867958626358469,,2.806445640205535,,,
2004-01-05,1.374683,,196.96600341796875,424.3999938964844,,33.779998779296875,2004,1,-1.2888899260931952,,2.8666619330848464,,,
2004-01-06,1.366674,,190.13800048828125,422.79998779296875,,33.70000076293945,2004,1,-0.5826070446786735,,-3.466589569367584,-0.37700427109474965,,-0.23682066088898113
2004-01-07,1.3669525,,193.8280029296875,421.8999938964844,,33.619998931884766,2004,1,0.020377939435456405,,1.940696984258894,-0.21286516614684725,,-0.2373941520579015
2004-01-08,1.364604,,194.0489959716797,424.0,,33.97999954223633,2004,1,-0.17180553091640238,,0.11401502293368893,0.4977497354576643,,1.0707930451780756
2004-01-09,1.3582025,,199.26499938964844,426.3999938964844,,34.310001373291016,2004,1,-0.46911045255619843,,2.687982688006274,0.566036296340644,,0.9711649072993822
2004-01-12,1.3354840000000001,,195.58799743652344,426.29998779296875,,34.720001220703125,2004,1,-1.6726887190974704,,-1.8452823949954622,-0.023453589340316494,,1.1949863917268155
2004-01-13,1.3328755,,194.60299682617188,423.70001220703125,,34.43000030517578,2004,1,-0.19532244489638417,,-0.5036099470629551,-0.6098934225633124,,-0.8352560637423623
2004-01-14,1.344327,,188.18600463867188,421.70001220703125,,34.5,2004,1,0.859157513211084,,-3.2974786062683004,-0.4720320845831738,,0.20331017776289428
2004-01-15,1.3394564999999998,,189.52200317382812,408.3999938964844,,33.439998626708984,2004,1,-0.36230024391388227,,0.7099351185660296,-3.153905128183232,,-3.072467748669605
2004-01-16,1.337251,,183.01199340820312,406.70001220703125,,35.06999969482422,2004,1,-0.16465633635731614,,-3.4349625144337814,-0.4162540927667102,,4.874405308178842
2004-01-19,1.3524415,,177.88600158691406,,,,2004,1,1.1359497955133468,,-2.8009048619320187,,,
2004-01-20,1.3362155,,188.3280029296875,412.70001220703125,,36.20000076293945,2004,1,-1.1997561447204985,,5.870052308568829,,,
2004-01-21,1.3294905,,188.99899291992188,411.1000061035156,,34.58000183105469,2004,1,-0.5032870820612434,,0.3562879549489528,-0.38769228402953937,,-4.475135076635894
2004-01-22,1.3258225000000001,,185.18099975585938,410.0,,34.93000030517578,2004,1,-0.27589516435053696,,-2.020112967310983,-0.26757628002531675,,1.0121412827884146
2004-01-23,1.3241465,,,407.8999938964844,,34.939998626708984,2004,1,-0.12641209513342133,,,-0.5121966106135689,,0.02862388046336317
2004-01-26,1.322559,,183.56500244140625,406.6000061035156,,34.470001220703125,2004,1,-0.11988854707540852,,,-0.31870257720539863,,-1.345155765537387
2004-01-27,1.3187515,,178.9949951171875,410.0,,34.119998931884766,2004,1,-0.28788885788837426,,-2.489585304081854,0.8362011425102622,,-1.0153822930767498
2004-01-28,1.324259,,179.02000427246094,414.5,,33.619998931884766,2004,1,0.41762985672433306,,0.013971985784899665,1.097560975609757,,-1.4654162240689717
2004-01-29,1.336404,,172.822998046875,398.5,,32.810001373291016,2004,1,0.9171166667547581,,-3.4616277944862217,-3.86007237635706,,-2.4092730051384903
2004-01-30,1.3402255,,172.59300231933594,402.20001220703125,,33.04999923706055,2004,1,0.28595394805763785,,-0.13308166745069627,0.9284848700203963,,0.7314777620366142
2004-02-02,,,,398.70001220703125,,34.97999954223633,2004,2,,,,-0.8702137975566182,,5.839637971947598
2004-02-03,,,,399.20001220703125,,34.099998474121094,2004,2,,,,0.12540757077790232,,-2.5157263568648225
2004-02-04,,,,401.0,,33.099998474121094,2004,2,,,,0.45089873194574803,,-2.9325514508715123
2004-02-05,1.3245095,,170.33799743652344,398.1000061035156,,33.08000183105469,2004,2,,,,-0.7231904978764025,,-0.06041282171671547
2004-02-06,1.336015,,169.6580047607422,403.6000061035156,,32.47999954223633,2004,2,0.8686611911805864,,-0.3992019901693733,1.3815624003205462,,-1.8137915828501883
2004-02-09,1.3453694999999999,,176.41000366210938,406.79998779296875,,32.83000183105469,2004,2,0.7001792644543592,,3.979770309623243,0.7928596732063475,,1.0775932689383927
2004-02-10,1.3420714999999999,,174.18499755859375,406.3999938964844,,33.869998931884766,2004,2,-0.24513711660625326,,-1.2612698017836599,-0.09832691949045458,,3.1678252903608373
2004-02-11,1.337945,,180.0030059814453,410.20001220703125,,34.0,2004,2,-0.307472440924339,,3.3401317589905943,0.9350438896696511,,0.38382365578657485
2004-02-12,1.3180939999999999,,188.85899353027344,413.70001220703125,,33.97999954223633,2004,2,-1.4836932758820476,,4.919910920677073,0.8532422954277141,,-0.05882487577550943
2004-02-13,1.3143470000000002,,190.0050048828125,410.29998779296875,,34.560001373291016,2004,2,-0.28427411095109933,,0.6068079317363084,-0.8218574604152984,,1.706891815386169
2004-02-16,1.3199375,,193.2449951171875,,,,2004,2,0.4253442964452958,,1.7052131002408544,,,
2004-02-17,1.3170834999999999,,190.1009979248047,416.0,,35.15999984741211,2004,2,-0.2162223590132184,,-1.6269488327375514,,,
2004-02-18,1.3191005,,194.78700256347656,412.29998779296875,,35.45000076293945,2004,2,0.15314139156705764,,2.465007911492112,-0.8894260113055941,,0.8248035175935531
2004-02-19,1.3240675,,186.05999755859375,409.79998779296875,,36.0,2004,2,0.37654447102399846,,-4.480280968458805,-0.6063546141202747,,1.5514787735506408
2004-02-20,1.3260895000000001,,186.03799438476562,397.5,,35.599998474121094,2004,2,0.15271124772717748,,-0.011825848713775677,-3.001461239472436,,-1.1111153496636272
2004-02-23,1.3267980000000001,,182.83999633789062,399.0,,34.349998474121094,2004,2,0.05342776637624613,,-1.7190026464491304,0.37735849056603765,,-3.511236105553961
2004-02-24,1.322724,,184.9770050048828,404.5,,34.58000183105469,2004,2,-0.30705503023068514,,1.1687862118761938,1.3784461152882121,,0.6695876772945919
2004-02-25,1.3178945,,187.0709991455078,395.79998779296875,,35.68000030517578,2004,2,-0.36511774187207857,,1.1320294328312386,-2.150806478870515,,3.181024915774411
2004-02-26,1.3271045,,187.71600341796875,395.79998779296875,,35.5099983215332,2004,2,0.6988419786257527,,0.34479116239671814,0.0,,-0.4764629545642607
2004-02-27,1.3244925,,188.89199829101562,396.3999938964844,,36.15999984741211,2004,2,-0.1968194667413048,,0.6264755543662348,0.15159325973235216,,1.8304746736210076
2004-03-01,1.317996,,187.86399841308594,399.29998779296875,,36.86000061035156,2004,3,-0.4904897536226249,,-0.5442262706892964,0.731582729852831,,1.9358428260324079
2004-03-02,1.3174265,,193.5659942626953,393.5,,36.65999984741211,2004,3,-0.04320953933091287,,3.0351721978532087,-1.452538935707648,,-0.5425956582412184
2004-03-03,1.3295705,,191.718994140625,392.3999938964844,,35.79999923706055,2004,3,0.9217971552872184,,-0.9541965927980511,-0.2795441177930402,,-2.3458827439473473
2004-03-04,1.3261664999999998,,190.15499877929688,392.8999938964844,,36.63999938964844,2004,3,-0.25602252757565,,-0.8157748627561356,0.1274210009625687,,2.346369191310793
2004-03-05,1.32641,,191.65699768066406,401.29998779296875,,37.2599983215332,2004,3,0.01836119371136924,,0.7898813657328363,2.13794706718613,,1.692136851017323
