date,open,high,low,close,adjclose,volume,symbol,series,forex_buying,forex_selling,source
2004-03-25,1.322308,1.325489,1.319127,1.322308,1.322308,,TCMB_USDTRY,usd_try,1.319127,1.325489,TCMB daily exchange-rate XML archive
2004-03-26,1.3187855,1.321958,1.315613,1.3187855,1.3187855,,TCMB_USDTRY,usd_try,1.315613,1.321958,TCMB daily exchange-rate XML archive
2004-03-29,1.316424,1.319591,1.313257,1.316424,1.316424,,TCMB_USDTRY,usd_try,1.313257,1.319591,TCMB daily exchange-rate XML archive
2004-03-30,1.3144485000000001,1.317611,1.311286,1.3144485000000001,1.3144485000000001,,TCMB_USDTRY,usd_try,1.311286,1.317611,TCMB daily exchange-rate XML archive
2004-03-31,1.3133785,1.316538,1.310219,1.3133785,1.3133785,,TCMB_USDTRY,usd_try,1.310219,1.316538,TCMB daily exchange-rate XML archive
2004-04-01,1.3099105,1.313062,1.306759,1.3099105,1.3099105,,TCMB_USDTRY,usd_try,1.306759,1.313062,TCMB daily exchange-rate XML archive
2004-04-02,1.3044785,1.307617,1.30134,1.3044785,1.3044785,,TCMB_USDTRY,usd_try,1.30134,1.307617,TCMB daily exchange-rate XML archive
2004-04-05,1.3124595000000001,1.315617,1.309302,1.3124595000000001,1.3124595000000001,,TCMB_USDTRY,usd_try,1.309302,1.315617,TCMB daily exchange-rate XML archive
2004-04-06,1.3082384999999999,1.311386,1.305091,1.3082384999999999,1.3082384999999999,,TCMB_USDTRY,usd_try,1.305091,1.311386,TCMB daily exchange-rate XML archive
2004-04-07,1.321078,1.324256,1.3179,1.321078,1.321078,,TCMB_USDTRY,usd_try,1.3179,1.324256,TCMB daily exchange-rate XML archive
2004-04-08,1.3387295,1.34195,1.335509,1.3387295,1.3387295,,TCMB_USDTRY,usd_try,1.335509,1.34195,TCMB daily exchange-rate XML archive
2004-04-12,1.347194,1.350435,1.343953,1.347194,1.347194,,TCMB_USDTRY,usd_try,1.343953,1.350435,TCMB daily exchange-rate XML archive
2004-04-13,1.3573585000000001,1.360624,1.354093,1.3573585000000001,1.3573585000000001,,TCMB_USDTRY,usd_try,1.354093,1.360624,TCMB daily exchange-rate XML archive
2004-04-14,1.3492359999999999,1.352482,1.34599,1.3492359999999999,1.3492359999999999,,TCMB_USDTRY,usd_try,1.34599,1.352482,TCMB daily exchange-rate XML archive
2004-04-15,1.3661305000000001,1.369417,1.362844,1.3661305000000001,1.3661305000000001,,TCMB_USDTRY,usd_try,1.362844,1.369417,TCMB daily exchange-rate XML archive
2004-04-16,1.3581615,1.361429,1.354894,1.3581615,1.3581615,,TCMB_USDTRY,usd_try,1.354894,1.361429,TCMB daily exchange-rate XML archive
2004-04-19,1.3498614999999998,1.353109,1.346614,1.3498614999999998,1.3498614999999998,,TCMB_USDTRY,usd_try,1.346614,1.353109,TCMB daily exchange-rate XML archive
2004-04-20,1.365396,1.368681,1.362111,1.365396,1.365396,,TCMB_USDTRY,usd_try,1.362111,1.368681,TCMB daily exchange-rate XML archive
2004-04-21,1.3853105000000001,1.388643,1.381978,1.3853105000000001,1.3853105000000001,,TCMB_USDTRY,usd_try,1.381978,1.388643,TCMB daily exchange-rate XML archive
2004-04-22,1.3852875,1.38862,1.381955,1.3852875,1.3852875,,TCMB_USDTRY,usd_try,1.381955,1.38862,TCMB daily exchange-rate XML archive
2004-04-26,1.3729770000000001,1.37628,1.369674,1.3729770000000001,1.3729770000000001,,TCMB_USDTRY,usd_try,1.369674,1.37628,TCMB daily exchange-rate XML archive
2004-04-27,1.40875,1.412139,1.405361,1.40875,1.40875,,TCMB_USDTRY,usd_try,1.405361,1.412139,TCMB daily exchange-rate XML archive
2004-04-28,1.4217165,1.425137,1.418296,1.4217165,1.4217165,,TCMB_USDTRY,usd_try,1.418296,1.425137,TCMB daily exchange-rate XML archive
2004-04-29,1.4436010000000001,1.447074,1.440128,1.4436010000000001,1.4436010000000001,,TCMB_USDTRY,usd_try,1.440128,1.447074,TCMB daily exchange-rate XML archive
2004-04-30,1.420717,1.424135,1.417299,1.420717,1.420717,,TCMB_USDTRY,usd_try,1.417299,1.424135,TCMB daily exchange-rate XML archive
2004-05-03,1.4351634999999998,1.438616,1.431711,1.4351634999999998,1.4351634999999998,,TCMB_USDTRY,usd_try,1.431711,1.438616,TCMB daily exchange-rate XML archive
2004-05-04,1.4583335000000002,1.461842,1.454825,1.4583335000000002,1.4583335000000002,,TCMB_USDTRY,usd_try,1.454825,1.461842,TCMB daily exchange-rate XML archive
2004-05-05,1.446162,1.449641,1.442683,1.446162,1.446162,,TCMB_USDTRY,usd_try,1.442683,1.449641,TCMB daily exchange-rate XML archive
2004-05-06,1.4496305,1.453118,1.446143,1.4496305,1.4496305,,TCMB_USDTRY,usd_try,1.446143,1.453118,TCMB daily exchange-rate XML archive
