date,market_days,usd_try_avg,usd_try_last,usd_try_return_month_pct,eur_try_avg,eur_try_last,eur_try_return_month_pct,bist100_avg,bist100_last,bist100_return_month_pct,gold_usd_avg,gold_usd_last,gold_usd_return_month_pct,brent_oil_usd_avg,brent_oil_usd_last,brent_oil_usd_return_month_pct,wti_oil_usd_avg,wti_oil_usd_last,wti_oil_usd_return_month_pct,year,month,short_term_interest_rate_percent,discount_rate_percent,immediate_interbank_rate_percent,cpi_all_items_index_fred,cpi_inflation_yoy_percent_fred,cpi_inflation_mom_percent_fred,harmonized_unemployment_rate_percent,industrial_production_index,exports_value_fred,imports_value_fred
2013-01-01,23,1.7709591233212014,1.7683199644088745,-0.7565420930282007,2.3526130344556724,2.4001801013946533,2.0137798000437357,822.9827381480824,787.8350219726562,-1.078072817525788,1670.4476260230654,1660.5999755859375,-1.6173972648410806,112.26809583391461,115.55000305175781,2.738509644905851,94.82857077462333,97.48999786376953,4.6928640338210315,2013,1,,13.5,4.75,83.17439,7.3076539999999985,1.64610983445107,8.8,84.69319,22894870000.0,36750570000.0
2013-02-01,20,1.7756139993667603,1.7959699630737305,2.2907602765777746,2.373118484020233,2.3633298873901367,-1.1047310583968017,783.5040557861328,793.3369750976562,-1.1069330498375551,1627.4684030633223,1577.699951171875,-5.4929958009538815,116.08263156288548,111.37999725341797,-4.607746475145957,95.32157897949219,92.05000305175781,-5.850459023938448,2013,2,,13.5,4.5,83.42384,7.025403,0.299898495893672,8.8,86.4464,24171000000.0,38219950000.0
2013-03-01,22,1.8074850060723044,1.8090699911117554,0.5893882410023199,2.3399327126416294,2.301219940185547,-2.0836607096934467,827.6195707775298,858.989990234375,7.551883227003109,1591.5050048828125,1594.800048828125,1.4568372070990154,109.52052588211863,110.0199966430664,-0.344207316630718,92.95699920654297,97.2300033569336,7.223205811330313,2013,3,,13.5,4.5,83.97644,7.290645,0.6624039744238839,9.0,86.31153,24795790000.0,37737380000.0
2013-04-01,26,1.7958622791550376,1.7911100387573242,-0.7101197181302199,2.3383950103412974,2.3582301139831543,1.7276496346040782,842.9111938476562,860.4600219726562,-0.07698829064943791,1484.6272804953835,1472.199951171875,-7.987503051757816,103.56681893088601,102.37000274658203,-7.841194581289246,92.06772752241655,93.45999908447266,-3.7189663353260016,2013,4,,13.5,4.0,84.32949,6.1337839999999995,0.4204176758214039,9.1,86.98584,23539200000.0,40929840000.0
2013-05-01,27,1.823886822570454,1.8714100122451782,4.43718800200672,2.3653031912716953,2.4392800331115723,3.2770490881540493,900.92104547674,859.9000244140625,-3.022114253350372,1416.6181918057528,1392.5999755859375,-3.712927568916169,103.21545514193448,100.38999938964844,0.4402225661238379,94.79954598166726,91.97000122070312,1.032629302440502,2013,5,,13.5,3.5,84.45229,6.514689,0.1456200227531098,9.0,87.1207,24485070000.0,40398560000.0
2013-06-01,25,1.8995118935902913,1.9285500049591064,2.2685715929309014,2.504908573059809,2.5093600749969482,2.4571566803162304,763.1181518554688,762.9450073242188,-0.8952502927731198,1342.1350036621093,1223.800048828125,-13.310186926603718,103.1426319323088,102.16000366210938,0.0979875621280657,95.80049934387208,96.55999755859375,3.327983640356935,2013,6,,9.5,3.5,85.09699,8.297519,0.76339346571547,8.9,89.81794,25475820000.0,41109250000.0
2013-07-01,27,1.92900608415189,1.93326997756958,0.5199473048660419,2.5277091420215108,2.5731799602508545,2.3629689332576254,743.5137408712636,733.7750244140625,-4.377442081045768,1285.8045543323863,1312.4000244140625,4.498765737850818,107.49190484909784,107.69999694824219,4.563103833244853,104.698636488481,105.02999877929688,7.184407663029746,2013,7,,9.5,3.5,85.36179,8.884428999999999,0.3111612175873689,9.1,89.27849,25455100000.0,42192090000.0
2013-08-01,26,1.958064766157241,2.028980016708374,4.308619291622873,2.6091628755841936,2.6836800575256348,4.394103677100625,716.1578401264392,663.9439697265625,-9.54663715764088,1352.6681574041193,1396.0999755859375,6.4912262079281025,110.51190512520927,114.01000213623047,4.080702194032493,106.53909128362483,107.6500015258789,-0.22244681168527292,2013,8,,9.5,3.5,85.27351999999999,8.168233,-0.1033986693040759,9.2,86.85098,26923340000.0,41533690000.0
2013-09-01,26,2.013667740605094,2.01921010017395,-0.5310300966774539,2.6889895525845615,2.7309999465942383,1.9680489590033767,728.3420497349331,744.8660278320312,8.667547365303596,1345.985009765625,1326.5,-6.055240793201133,111.32000054253473,108.37000274658203,-6.319154166069518,106.23549957275391,102.33000183105469,-5.72139214307329,2013,9,,9.5,3.5,85.9259,7.882438,0.76504207731424,9.3,91.84087,27312120000.0,42721440000.0
2013-10-01,26,1.982910950978597,1.9928900003433228,-0.7821366250274964,2.706584085117687,2.7376298904418945,0.8026939122292687,771.3873291015625,776.2039794921875,1.504376500786786,1316.8347751783288,1323.5999755859375,2.923792813836501,109.50227321277966,108.83999633789062,0.8337908802373173,100.55260799242103,96.37999725341797,-5.546847913883246,2013,10,,9.5,3.5,87.47242,7.711936,1.79983028895538,9.1,90.89683,27154700000.0,44795490000.0
