date,market_days,usd_try_avg,usd_try_last,usd_try_return_month_pct,eur_try_avg,eur_try_last,eur_try_return_month_pct,bist100_avg,bist100_last,bist100_return_month_pct,gold_usd_avg,gold_usd_last,gold_usd_return_month_pct,brent_oil_usd_avg,brent_oil_usd_last,brent_oil_usd_return_month_pct,wti_oil_usd_avg,wti_oil_usd_last,wti_oil_usd_return_month_pct,year,month,short_term_interest_rate_percent,discount_rate_percent,immediate_interbank_rate_percent,cpi_all_items_index_fred,cpi_inflation_yoy_percent_fred,cpi_inflation_mom_percent_fred,harmonized_unemployment_rate_percent,industrial_production_index,exports_value_fred,imports_value_fred
2018-01-01,23,3.774754348008529,3.7757198810577393,-0.5054167365082907,4.59559384636257,4.687320232391357,3.6162732612982307,1167.9209594726562,1195.2879638671875,1.7056930805678938,1330.675,1339.0,1.925862051342575,69.02238028390067,69.05000305175781,3.725406892448002,63.65904780796596,64.7300033569336,7.222137654778171,2018,1,,8.75,7.25,126.926,10.34563,1.02012766867231,9.8,116.7903,52853950000.0,87521270000.0
2018-02-01,20,3.783360004425049,3.815200090408325,1.5680355217852604,4.6746680498123165,4.666769981384277,-0.03962901522100992,1162.4865417480469,1189.508056640625,-0.07861882707108636,1330.0578806023848,1315.5,-2.1423824876917186,65.70368415430973,65.77999877929688,-4.777074354787159,62.18368429886667,61.63999938964844,-6.3221937221448865,2018,2,,8.75,7.25,127.8546,10.25913,0.731670445956164,10.0,115.9811,54678600000.0,79913600000.0
2018-03-01,23,3.887227275154807,3.9449000358581543,3.7339913516293732,4.7943408922715625,4.851840019226074,4.736842538673702,1166.785272771662,1149.302001953125,-2.296910616824377,1324.2381068638392,1322.800048828125,1.5273638837340453,66.80904751732236,70.2699966430664,6.939579397546036,62.771904899960475,64.94000244140625,6.476472625404184,2018,3,,8.75,7.25,129.1248,10.23457,0.9934868085361828,10.0,116.116,59006450000.0,82210300000.0
2018-04-01,26,4.059610908681696,4.056650161743164,2.6521883452754524,4.985572273080999,4.903500080108643,0.7358743136076429,1108.308349609375,1042.8280029296875,-8.877241483474785,1335.3428664434523,1316.199951171875,-1.9298133436560838,71.7623806908017,75.16999816894531,11.13246429219994,66.32523781912667,68.56999969482422,8.823998605616424,2018,4,,8.75,7.25,131.5425,10.84953,1.87232524964336,10.2,117.5995,58880390000.0,85261150000.0
2018-05-01,27,4.429574800574261,4.527910232543945,10.194938076158856,5.231839967810589,5.294260025024414,7.51447269687715,1024.9097650701349,1006.5230102539062,-3.8895848284831724,1302.6181696111505,1300.0999755859375,-0.28379146369208463,77.17681884765625,77.58999633789062,3.2193670718287715,69.98318099975586,67.04000091552734,-0.31226629661361693,2018,5,,8.75,7.25,133.6761,12.14707,1.62203162378201,10.6,115.8463,63207510000.0,94270100000.0
2018-06-01,25,4.631927967071533,4.5904998779296875,-1.2052132005434535,5.406166982650757,5.307469844818115,-2.04782584169646,958.737548828125,965.2009887695312,-2.673254633787636,1280.0238037109375,1251.300048828125,-3.359592088320529,75.97952379499164,79.44000244140625,2.384335856209052,67.32285672142392,74.1500015258789,12.672852570553061,2018,6,,18.5,16.25,137.1683,15.38511,2.61239019348914,10.7,112.4747,66729209999.99999,93133190000.0
2018-07-01,27,4.771227401235829,4.917900085449219,7.146360414212083,5.57719261749931,5.748350143432617,7.068750613938346,946.2768637917259,969.52197265625,0.18465668098568422,1236.0238211495537,1223.699951171875,-1.29860437346071,74.7952386765253,74.25,-3.945670027613868,70.58190518333798,68.76000213623047,-7.005680462724728,2018,7,,18.5,16.25,137.9243,15.84902,0.551141450313341,10.8,115.3068,68912390000.0,93507580000.0
2018-08-01,27,5.928496750918302,6.734099864959717,35.18896106021976,6.837567286057905,7.853859901428223,34.97990512165554,933.5462816026476,927.2340087890625,-4.615958387604435,1199.9521749745245,1200.300048828125,-1.4451084024244887,73.92260808530061,77.41999816894531,4.269357803293361,67.84521782916525,69.80000305175781,3.162872116199522,2018,8,,18.5,16.25,141.0902,17.89643,2.29542861912579,11.2,114.9022,90155350000.0,105999400000.0
2018-09-01,25,6.333574726468041,6.044000148773193,-8.198907977842618,7.38100951058524,7.0181498527526855,-8.12052026634207,954.8095489501953,999.5689697265625,6.432686741102889,1196.705258018092,1191.5,-0.10060796688186047,79.15999964663857,82.72000122070312,5.820651347495365,70.0847372757761,73.25,4.837551338987622,2018,9,,18.5,22.5,149.9856,24.51892,6.304738073219808,11.5,111.261,98289520000.0,110013500000.0
2018-10-01,26,5.825108181346547,5.480899810791016,-7.691665227813893,6.691946788267656,6.208199977874756,-9.680517161864344,953.3003623268821,902.0070190429688,-8.460255563329177,1213.9695673403533,1212.300048828125,2.122826531922817,80.62956635848336,75.47000122070312,-11.190870511367823,70.75782610022503,65.30999755859375,-13.266939028272528,2018,10,,18.5,22.5,153.9881,25.24032,2.66861119639749,11.6,108.9683,87871110000.0,92123530000.0
2018-11-01,22,5.369747725400058,5.170199871063232,-7.410462596079393,6.098630038174716,5.8861799240112305,-6.776478808366681,936.3946838378906,954.1599731445312,3.27814712165464,1219.2381010509673,1220.199951171875,-1.2783211025991115,66.23285729544503,58.709999084472656,-22.238411808645488,56.693332853771395,50.93000030517578,-20.034540110952648,2018,11,,18.5,22.5,151.7662,21.6188,-1.4429187330226398,12.2,108.6986,81766030000.0,85033120000.0
2018-12-01,21,5.312047140938895,5.274280071258545,1.6197843221363195,6.038866633460636,6.034749984741211,2.5198714559434565,918.9298492431641,912.7050170898438,-3.899991915490264,1253.0473697060033,1278.300048828125,3.5983486129799402,57.47000021683542,53.79999923706055,-12.78975452308152,48.777369248239616,45.40999984741211,-14.239850437933722,2018,12,,18.5,22.5,151.1522,20.30176,-0.404571659755242,12.7,106.9454,78323220000.0,86655170000.0
