speaker,party,total_mentions,community,community_label,eigen_score,embed1,embed2
Oktay Vural,Milliyetçi Hareket Partisi,644,0,Neutral,-0.0009302542894007428,-0.08424331976197624,0.338899688481146
Oktay Öztürk,Milliyetçi Hareket Partisi,344,1,Pole +,0.044649366842155966,-0.804729265335383,0.30942388149168115
Onursal Adıgüzel,Cumhuriyet Halk Partisi,131,0,Neutral,-0.008317416147577437,0.3418778050525078,0.16373654961303577
Orhan Atalay,Adalet ve Kalkınma Partisi,72,0,Neutral,-0.0004434773353325031,0.10574850588958228,0.21073070455033763
Orhan Deligöz,Adalet ve Kalkınma Partisi,56,0,Neutral,0.013196423742140952,0.03503143761888158,-0.20633962070302725
Orhan Kırcalı,Adalet ve Kalkınma Partisi,68,1,Pole +,0.031056313164473055,-0.698662616722047,-0.2468273650654243
Orhan Miroğlu,Adalet ve Kalkınma Partisi,47,-1,Pole -,-0.035912389893818675,0.4206542621272528,0.30382464801784925
Orhan Sarıbal,Cumhuriyet Halk Partisi,165,0,Neutral,-0.01774214633788551,0.5837816210767167,0.0010340151696751414
Osman Aşkın Bak,Adalet ve Kalkınma Partisi,282,1,Pole +,0.21175458624375929,-0.2670588525738326,-0.6097376516443981
Osman Baydemir,Halkların Demokratik Partisi,333,0,Neutral,-0.004506759881916019,0.24194400162898624,-0.18888445808423582
Oğuz Kaan Salıcı,Cumhuriyet Halk Partisi,92,1,Pole +,0.03813534803184469,-0.4861635741809474,-0.6962200142553376
Ramazan Can,Adalet ve Kalkınma Partisi,215,0,Neutral,0.0012152466091803794,-0.19284767215894177,0.009221402729376847
Ravza Kavakcı Kan,Adalet ve Kalkınma Partisi,44,1,Pole +,0.06505587412462747,-0.6923895592546171,-0.2086031015371285
Recai Berber,Adalet ve Kalkınma Partisi,84,-1,Pole -,-0.023575849552994837,0.23037088436957479,0.12308001042247992
Recep Akdağ,Adalet ve Kalkınma Partisi,127,1,Pole +,0.05577309884351982,-0.6463242480667679,0.6088289951068078
Recep Tayyip Erdoğan,Adalet ve Kalkınma Partisi,68,0,Neutral,-0.015901223920808647,0.1659166752000806,0.15811293302800258
Reşat Petek,Adalet ve Kalkınma Partisi,119,1,Pole +,0.06138351965167077,-0.7821567983127138,-0.05706442242436133
Ruhi Ersoy,Milliyetçi Hareket Partisi,658,-1,Pole -,-0.12891731157570793,0.1174632910187631,0.508681197704492
Saadet Becerekli,Halkların Demokratik Partisi,129,-1,Pole -,-0.048904475072866486,0.5894920662515887,-0.5197767860751348
Saffet Sancaklı,Milliyetçi Hareket Partisi,72,1,Pole +,0.06924328643396628,-0.21436509757615324,-0.7027592869081412
Salih Cora,Adalet ve Kalkınma Partisi,236,1,Pole +,0.04209448496049843,-0.7277636993226759,0.14138772755260406
Salih Çetinkaya,Adalet ve Kalkınma Partisi,42,1,Pole +,0.17656667171786147,-0.17886443150034614,-0.7001996048786979
Salim Uslu,Adalet ve Kalkınma Partisi,73,0,Neutral,0.0010692904295362801,0.0068188646874726,-0.279875195671484
Sami Dedeoğlu,Adalet ve Kalkınma Partisi,58,0,Neutral,0.0007068392573910233,-0.26661881454532327,0.04894002501890795
Selin Sayek Böke,Cumhuriyet Halk Partisi,330,0,Neutral,-0.009545273543382617,0.18668436465721844,0.05575072486299523
Selina Doğan,Cumhuriyet Halk Partisi,118,0,Neutral,0.014869554793469249,-0.1686712400482995,0.5383011791080502
Selçuk Özdağ,Adalet ve Kalkınma Partisi,92,0,Neutral,-0.007889918627807878,0.02734137734341985,0.3127769068331723
Sema Ramazanoğlu,Adalet ve Kalkınma Partisi,66,1,Pole +,0.046427379343313945,-0.3690703528636158,-0.6644536306424689
Semih Yalçın,Milliyetçi Hareket Partisi,43,1,Pole +,0.03751661596299449,-0.2778589227209266,-0.7696072489908258
Serap Yaşar,Adalet ve Kalkınma Partisi,88,1,Pole +,0.04372659562982618,-0.7175801861206487,0.03521914830235894
Serdal Kuyucuoğlu,Cumhuriyet Halk Partisi,211,0,Neutral,-0.0017727729993425503,0.020735415886235134,0.39145338429076515
Serkan Bayram,Adalet ve Kalkınma Partisi,62,0,Neutral,0.0036800979632986906,-0.20817564339490152,-0.17098633835673907
Serkan Topal,Cumhuriyet Halk Partisi,257,0,Neutral,-0.004844832906309893,0.39781068811504033,-0.09665902399683353
Seyfettin Yılmaz,Milliyetçi Hareket Partisi,87,1,Pole +,0.07947239011930636,-0.1489212961739648,-0.29904778140426785
Seyit Torun,Cumhuriyet Halk Partisi,80,0,Neutral,-0.0014765729975936958,-0.17792961035979205,0.38954387440731586
Sezgin Tanrıkulu,Cumhuriyet Halk Partisi,521,-1,Pole -,-0.03386692669439175,0.6363731281735122,0.3841473658245768
Sibel Yiğitalp,Halkların Demokratik Partisi,406,-1,Pole -,-0.07740788702027813,0.7978062890311767,-0.2650196036567379
Sibel Özdemir,Cumhuriyet Halk Partisi,591,0,Neutral,0.009832210857614104,-0.23646502964604627,0.124634804754794
Süleyman Soylu,Adalet ve Kalkınma Partisi,116,-1,Pole -,-0.17297950878032153,0.25886886484711946,0.5633313768110482
Süreyya Sadi Bilgiç,Adalet ve Kalkınma Partisi,114,0,Neutral,0.0028830873187100977,-0.36161502989658845,-0.21266173889223738
Sırrı Süreyya Önder,Halkların Demokratik Partisi,334,0,Neutral,-0.0029811957796405868,0.1659316560182001,0.018650286621642413
Tacettin Bayır,Cumhuriyet Halk Partisi,112,0,Neutral,0.011481011197131692,-0.23420033188536524,0.17293853887905053
Taha Özhan,Adalet ve Kalkınma Partisi,109,0,Neutral,-0.015885002390364937,0.267882324400311,0.037749975899659775
Tahsin Tarhan,Cumhuriyet Halk Partisi,199,0,Neutral,0.008966007746799332,-0.4113556349271476,-0.2700276589252757
Talip Küçükcan,Adalet ve Kalkınma Partisi,60,1,Pole +,0.02626125704271533,-0.3664931014707723,0.7824380707078445
Tamer Dağlı,Adalet ve Kalkınma Partisi,47,0,Neutral,0.00114110509866755,-0.012068538652839406,-0.307931023542879
Tanju Özcan,Cumhuriyet Halk Partisi,183,0,Neutral,-0.005537608673293741,0.20134404102803333,0.6528160888974661
Tekin Bingöl,Cumhuriyet Halk Partisi,62,0,Neutral,-0.015488142886657924,0.6245088648510086,-0.1471304415564896
Tufan Köse,Cumhuriyet Halk Partisi,252,1,Pole +,0.02391777360381917,-0.40522471059721216,0.37226258407659124
Tuncay Özkan,Cumhuriyet Halk Partisi,93,0,Neutral,-0.014161137649060355,0.13184439903456674,0.28241237693806126
Tur Yıldız Biçer,Cumhuriyet Halk Partisi,77,-1,Pole -,-0.0859045358507812,0.8592841214141114,-0.12105239000574299
Tülay Kaynarca,Adalet ve Kalkınma Partisi,122,0,Neutral,0.00034459779286261853,-0.34389638816963264,-0.011980150524552374
Türabi Kayan,Cumhuriyet Halk Partisi,57,1,Pole +,0.06744632591007604,-0.7911005934511799,-0.21273886708222547
Utku Çakırözer,Cumhuriyet Halk Partisi,363,1,Pole +,0.04579977841587555,-0.7785026853343089,0.37765963424788696
Uğur Bayraktutan,Cumhuriyet Halk Partisi,248,-1,Pole -,-0.03126140578334504,0.6498886634233179,-0.2350929545825727
Vecdi Gündoğdu,Cumhuriyet Halk Partisi,63,1,Pole +,0.0211531463703272,-0.17522806922762824,0.8178936914733499
Vedat Bilgin,Adalet ve Kalkınma Partisi,53,-1,Pole -,-0.055307426014302295,0.519973188735196,0.6039042017863856
Veli Ağbaba,Cumhuriyet Halk Partisi,195,0,Neutral,-0.01474806400773933,0.10287989839758802,0.6245564213418583
Yakup Akkaya,Cumhuriyet Halk Partisi,230,0,Neutral,0.0015809847748367504,0.12969754081396337,-0.03306566971173399
Yusuf Başer,Adalet ve Kalkınma Partisi,126,1,Pole +,0.14608665725400674,-0.6792462008008563,-0.20727063087827208
Yılmaz Tezcan,Adalet ve Kalkınma Partisi,57,0,Neutral,0.016732587347717476,-0.22413122865455906,-0.5264129651855661
Yılmaz Tunç,Adalet ve Kalkınma Partisi,773,1,Pole +,0.05147796157809215,-0.7141591545687679,0.00977563280000663
Zehra Taşkesenlioğlu,Adalet ve Kalkınma Partisi,89,1,Pole +,0.021968668072218766,-0.24364904557340852,-0.43367622985085297
Zekeriya Birkan,Adalet ve Kalkınma Partisi,105,1,Pole +,0.0211649829490864,-0.3580145968117584,-0.1858131607443365
Zekeriya Temizel,Cumhuriyet Halk Partisi,197,1,Pole +,0.029820841887903276,-0.8470641751788585,-0.047469267179893936
Zeki Aygün,Adalet ve Kalkınma Partisi,59,-1,Pole -,-0.21548942614541072,0.4979536315765737,0.5011690627301094
Zeyid Aslan,Adalet ve Kalkınma Partisi,54,-1,Pole -,-0.06291353346062684,0.564682882707507,-0.1616362065714201
Zeynel Emre,Cumhuriyet Halk Partisi,401,1,Pole +,0.0319689166527029,-0.43081985553593977,0.3744215918795022
Zeynep Altıok,Cumhuriyet Halk Partisi,89,-1,Pole -,-0.07046311080930329,0.6916361445522242,-0.46928584339117174
Ziya Pir,Halkların Demokratik Partisi,173,-1,Pole -,-0.025946857637630622,0.34610949344737546,-0.23877981249674832
Zühal Topcu,Milliyetçi Hareket Partisi,141,-1,Pole -,-0.1723413458391908,0.3162267556053384,0.4780645977857432
Zülfikar İnönü Tümer,Cumhuriyet Halk Partisi,76,-1,Pole -,-0.03597793141986715,0.2846266228578335,0.47298438509267443
Çağlar Demirel,Halkların Demokratik Partisi,445,0,Neutral,-0.010979364775806284,0.13891514279184317,0.35876090118105264
Çetin Arık,Cumhuriyet Halk Partisi,186,-1,Pole -,-0.10242327863436977,-0.11770468603852535,0.434963354562338
Çetin Osman Budak,Cumhuriyet Halk Partisi,125,0,Neutral,0.001382202065997661,-0.18106624874377458,0.12408976082904677
Ömer Fethi Gürer,Cumhuriyet Halk Partisi,473,0,Neutral,-0.004415538576889156,-0.05588631319144907,0.2650713350730119
Ömer Serdar,Adalet ve Kalkınma Partisi,45,-1,Pole -,-0.23098818833375992,0.48286655240465454,0.3581516700379015
Ömer Süha Aldan,Cumhuriyet Halk Partisi,333,0,Neutral,0.011904817505207908,0.22415467194246871,-0.541667261918807
Özgür Özel,Cumhuriyet Halk Partisi,1880,0,Neutral,-0.0007086561261711561,0.3014050075456699,-0.1658909903698269
Özkan Yalım,Cumhuriyet Halk Partisi,122,-1,Pole -,-0.04476360282168515,0.5683069105219337,0.40025581563648954
Öznur Çalık,Adalet ve Kalkınma Partisi,64,1,Pole +,0.0216631398574157,-0.682742328319443,-0.3979407049693955
Öztürk Yılmaz,Cumhuriyet Halk Partisi,361,0,Neutral,0.0013515064636514438,-0.12449172783365307,0.4221261794265206
Ümit Özdağ,İYİ Parti,106,-1,Pole -,-0.10962064939933726,0.5303312936024747,0.07682391654596393
Ünal Demirtaş,Cumhuriyet Halk Partisi,291,0,Neutral,-0.002143621025488533,0.05796022501931405,0.25492020289747713
İbrahim Aydemir,Adalet ve Kalkınma Partisi,42,-1,Pole -,-0.04789130089907359,0.18561269448517673,0.22022642407156165
İbrahim Ayhan,Halkların Demokratik Partisi,216,0,Neutral,-4.961795371436188e-05,0.24474869742768118,0.01731751736247946
İbrahim Halil Fırat,Adalet ve Kalkınma Partisi,96,0,Neutral,0.004535911523794637,-0.15263825131001374,0.1942712545853142
İbrahim Mustafa Turhan,Adalet ve Kalkınma Partisi,65,0,Neutral,-0.0017214119509181103,0.08249580623818156,-0.00802188997704933
İbrahim Özdiş,Cumhuriyet Halk Partisi,197,-1,Pole -,-0.03888837434808524,0.5504060282572614,0.15966434789479864
İdris Baluken,Halkların Demokratik Partisi,1828,-1,Pole -,-0.032093054326588134,0.7394881617785921,0.21027264994799827
İlhan Cihaner,Cumhuriyet Halk Partisi,148,0,Neutral,-0.01482955588559261,0.5842777362197034,-0.12524989862130256
İlhan Kesici,Cumhuriyet Halk Partisi,71,0,Neutral,-2.8663798227411696e-05,-0.09888636423566297,0.07068175980611392
İlknur İnceöz,Adalet ve Kalkınma Partisi,775,-1,Pole -,-0.2040391703359809,0.32807343612047296,0.5266012187191244
İlyas Şeker,Adalet ve Kalkınma Partisi,90,1,Pole +,0.20446250848173128,-0.2881509123845113,-0.7245292837791936
İmam Taşçıer,Halkların Demokratik Partisi,83,-1,Pole -,-0.023669854193065058,0.2579910977603595,-0.4832367516399492
İmran Kılıç,Adalet ve Kalkınma Partisi,57,1,Pole +,0.04828247907816127,-0.648842390179831,-0.0655175299214019
İrfan Bakır,Cumhuriyet Halk Partisi,100,0,Neutral,0.015552097571316207,-0.6434616888406698,-0.061830769853101264
İshak Gazel,Adalet ve Kalkınma Partisi,72,1,Pole +,0.04554047728147872,-0.8326124535500701,0.1266111806214546
İsmail Faruk Aksu,Milliyetçi Hareket Partisi,923,0,Neutral,0.016473199338030337,-0.4476475587240086,-0.16632108136286777
İsmail Ok,İYİ Parti,42,0,Neutral,0.0019143821207559773,-0.16112149382528307,0.05790477768811475
İsmail Tamer,Adalet ve Kalkınma Partisi,53,1,Pole +,0.20229212786678077,-0.4174823702399456,-0.7185627424163523
İsmet Büyükataman,Milliyetçi Hareket Partisi,179,1,Pole +,0.022629472103282835,-0.0727306714351317,-0.5813459346563291
İsmet Yılmaz,Adalet ve Kalkınma Partisi,210,1,Pole +,0.024632641214859682,-0.5833457539521345,-0.4273077665987367
İzzet Ulvi Yönter,Milliyetçi Hareket Partisi,141,0,Neutral,0.001717085780453481,-0.11817057545646129,-0.2606698109414749
Şahap Kavcıoğlu,Adalet ve Kalkınma Partisi,69,1,Pole +,0.05784144818892999,-0.39057780980415874,-0.7368016909101494
Şahin Tin,Adalet ve Kalkınma Partisi,68,1,Pole +,0.020618464359487887,-0.38682905569295317,-0.5342696987334693
Şenal Sarıhan,Cumhuriyet Halk Partisi,688,0,Neutral,-0.0011479704779746587,0.21940451157212917,0.16905230828296855
