term,event_month,event_label,topic,topic_label,salience_pre,salience_post,salience_delta,neg_rate_pre,neg_rate_post,neg_rate_delta,top_party_pre,top_party_post
26,2016-07,15 July coup,constitutional_conflict,Constitutional conflict,0.14325904258658229,0.07731862278186215,-0.06594041980472014,0.3226733286246196,0.35289213800179553,0.030218809377175915,İYİ Parti,İYİ Parti
26,2016-07,15 July coup,democratic_reform,Democratic reform,0.4220197156636113,0.45850968204882014,0.03648996638520885,0.25531075066370207,0.3200457691940658,0.06473501853036373,Saadet Partisi,Saadet Partisi
26,2016-07,15 July coup,macro_economy,Macro economy,0.14595405992671878,0.21559865781752344,0.06964459789080465,0.29802493015258974,0.38092918560953,0.08290425545694025,Milliyetçi Hareket Partisi,Milliyetçi Hareket Partisi
26,2016-07,15 July coup,security_conflict,Security conflict,0.2887671818230877,0.24857303735179428,-0.04019414447129341,0.3079316102571916,0.3360691771731918,0.028137566916000167,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
26,2016-11,HDP arrests,constitutional_conflict,Constitutional conflict,0.10726643598615918,0.19973598211369234,0.09246954612753316,0.3225806451612903,0.2470604136663687,-0.07552023149492162,İYİ Parti,Saadet Partisi
26,2016-11,HDP arrests,democratic_reform,Democratic reform,0.40407535563244906,0.3824333968661371,-0.021641958766311975,0.3120837297811608,0.25001981224993086,-0.06206391753122992,Halkların Demokratik Partisi,Halkların Demokratik Partisi
26,2016-11,HDP arrests,macro_economy,Macro economy,0.23606305267204922,0.19394808487885815,-0.04211496779319107,0.4837133550488599,0.39935410018675527,-0.08435925486210466,Milliyetçi Hareket Partisi,Saadet Partisi
26,2016-11,HDP arrests,security_conflict,Security conflict,0.25259515570934254,0.22388253614131245,-0.02871261956803009,0.3896499238964992,0.3498164339338417,-0.03983348996265751,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
26,2017-04,Referendum,constitutional_conflict,Constitutional conflict,0.17991193901163127,0.18637561164841054,0.006463672636779272,0.30673417937871217,0.21560854893138356,-0.0911256304473286,Halkların Demokratik Partisi,Milliyetçi Hareket Partisi
26,2017-04,Referendum,democratic_reform,Democratic reform,0.40584801300467227,0.3879699127071683,-0.017878100297503974,0.2658813525410164,0.23906413915795957,-0.026817213383056843,Halkların Demokratik Partisi,Halkların Demokratik Partisi
26,2017-04,Referendum,macro_economy,Macro economy,0.21304829381835036,0.15793102276580626,-0.0551172710525441,0.46820487442781145,0.2215498211159321,-0.24665505331187934,Milliyetçi Hareket Partisi,İYİ Parti
26,2017-04,Referendum,security_conflict,Security conflict,0.20119175416534607,0.26772345287861493,0.06653169871326886,0.43305104921266535,0.2905336018036226,-0.14251744740904276,Adalet ve Kalkınma Partisi,Adalet ve Kalkınma Partisi
