term,event_month,event_label,spread_pre,spread_post,spread_delta,akp_chp_gap_pre,akp_chp_gap_post,akp_chp_gap_delta,top_gatekeeper_pre_speaker,top_gatekeeper_pre_party,top_gatekeeper_pre_score,top_gatekeeper_post_speaker,top_gatekeeper_post_party,top_gatekeeper_post_score
26,2016-07,15 July coup,3.946990244655473,5.404380556169903,1.4573903115144295,1.3805995504962771,1.1954702300626048,-0.18512932043367236,Emrullah İşler,Adalet ve Kalkınma Partisi,3.2050519888064675,Hacı Bayram Türkoğlu,Adalet ve Kalkınma Partisi,3.082829447124798
26,2016-11,HDP arrests,3.2179097977784625,3.538064852275618,0.3201550544971554,2.416968433675577,2.20272027956503,-0.21424815411054698,Uğur Bayraktutan,Cumhuriyet Halk Partisi,2.8507911662785688,Süleyman Soylu,Adalet ve Kalkınma Partisi,3.1878935042275027
26,2017-04,Referendum,2.6261351542349454,4.0878005316912445,1.461665377456299,2.3801430846015634,1.6716726617578892,-0.7084704228436742,Halil Eldemir,Adalet ve Kalkınma Partisi,2.873571572788242,Aykut Erdoğdu,Cumhuriyet Halk Partisi,3.1517555241788275
