month_dt,party,position
2015-12-01,Adalet ve Kalkınma Partisi,3.4374294640072
2015-12-01,Bağımsız,-0.46744759542160524
2015-12-01,Cumhuriyet Halk Partisi,-1.9475019539428264
2015-12-01,Halkların Demokratik Partisi,-2.4079569152239033
2015-12-01,Milliyetçi Hareket Partisi,0.5021430658893102
2015-12-01,İYİ Parti,1.2106255185757728
2016-01-01,Adalet ve Kalkınma Partisi,-0.5570733933286488
2016-01-01,Cumhuriyet Halk Partisi,0.4241979841819233
2016-01-01,Halkların Demokratik Partisi,-1.0217139039715653
2016-01-01,Milliyetçi Hareket Partisi,0.303662451815765
2016-01-01,İYİ Parti,-0.10336800283839695
2016-02-01,Adalet ve Kalkınma Partisi,2.5702662156822966
2016-02-01,Cumhuriyet Halk Partisi,-0.06723605515496352
2016-02-01,Halkların Demokratik Partisi,-2.623507838074476
2016-02-01,Milliyetçi Hareket Partisi,-0.29166821046454255
2016-02-01,Saadet Partisi,-3.1858567490717316
2016-02-01,İYİ Parti,-5.0224950545904345
2016-03-01,Adalet ve Kalkınma Partisi,2.143134297219709
2016-03-01,Cumhuriyet Halk Partisi,-3.1773160516182513
2016-03-01,Halkların Demokratik Partisi,-1.6890250966411984
2016-03-01,Milliyetçi Hareket Partisi,0.5469861651198586
2016-03-01,Saadet Partisi,-0.36922098257708313
2016-03-01,İYİ Parti,-5.499354440425619
2016-04-01,Adalet ve Kalkınma Partisi,-1.61655013455528
2016-04-01,Cumhuriyet Halk Partisi,-2.1063501074691224
2016-04-01,Halkların Demokratik Partisi,-3.5912233250771592
2016-04-01,Milliyetçi Hareket Partisi,-1.3218382180505224
2016-04-01,Saadet Partisi,-0.8884599610312246
2016-04-01,İYİ Parti,-3.4732118049169447
2016-05-01,Adalet ve Kalkınma Partisi,0.20736289223150994
2016-05-01,Cumhuriyet Halk Partisi,-1.385352061634868
2016-05-01,Halkların Demokratik Partisi,-1.0855033154627143
2016-05-01,Milliyetçi Hareket Partisi,1.0660946520760617
2016-05-01,İYİ Parti,0.5306719290379605
2016-06-01,Adalet ve Kalkınma Partisi,0.4039111964834248
2016-06-01,Cumhuriyet Halk Partisi,-0.7645729506427515
2016-06-01,Halkların Demokratik Partisi,-0.362320472934973
2016-06-01,Milliyetçi Hareket Partisi,-0.10296466153061068
2016-06-01,Saadet Partisi,4.677960824957266
2016-06-01,İYİ Parti,1.2155707734229944
2016-07-01,Adalet ve Kalkınma Partisi,1.8865783763643738
2016-07-01,Cumhuriyet Halk Partisi,0.7664779004108512
2016-07-01,Halkların Demokratik Partisi,-1.4795799840900046
2016-07-01,Milliyetçi Hareket Partisi,-0.5688600469494987
2016-07-01,Saadet Partisi,0.3506795840660544
2016-07-01,İYİ Parti,5.345203791282644
2016-08-01,Adalet ve Kalkınma Partisi,2.827230417567104
2016-08-01,Cumhuriyet Halk Partisi,1.5563904333954173
2016-08-01,Halkların Demokratik Partisi,-1.1567469194000535
2016-08-01,Milliyetçi Hareket Partisi,-0.8673576919568566
2016-08-01,İYİ Parti,2.210137372989704
2016-10-01,Adalet ve Kalkınma Partisi,1.1951387077805917
2016-10-01,Cumhuriyet Halk Partisi,-1.2218297258949855
2016-10-01,Halkların Demokratik Partisi,-1.9073588262013248
2016-10-01,Milliyetçi Hareket Partisi,-1.1416638920949111
2016-10-01,İYİ Parti,1.3105509715771377
2016-11-01,Adalet ve Kalkınma Partisi,0.6413779255271219
2016-11-01,Cumhuriyet Halk Partisi,-0.4170379524827933
2016-11-01,Halkların Demokratik Partisi,-1.0035164772491811
2016-11-01,Milliyetçi Hareket Partisi,-2.132751216329809
2016-11-01,Saadet Partisi,0.05172761622366908
2016-11-01,İYİ Parti,0.14181363726871213
2016-12-01,Adalet ve Kalkınma Partisi,2.5725156524538186
2016-12-01,Cumhuriyet Halk Partisi,-1.0391742514045545
2016-12-01,Halkların Demokratik Partisi,-2.28522599223783
2016-12-01,Milliyetçi Hareket Partisi,0.9046730937135387
2016-12-01,Saadet Partisi,3.314526875565091
2016-12-01,İYİ Parti,-0.5479664522090121
2017-01-01,Adalet ve Kalkınma Partisi,-0.562071692136541
2017-01-01,Bağımsız,0.05172761622366908
2017-01-01,Cumhuriyet Halk Partisi,1.37598336469026
2017-01-01,Halkların Demokratik Partisi,-0.816440415891309
2017-01-01,Milliyetçi Hareket Partisi,-0.8643291824767425
2017-01-01,Saadet Partisi,0.07502841495941674
2017-01-01,İYİ Parti,0.10769065314285022
2017-02-01,Adalet ve Kalkınma Partisi,-0.011192033516431903
2017-02-01,Cumhuriyet Halk Partisi,-1.710515359064295
2017-02-01,Halkların Demokratik Partisi,-2.202499498331059
2017-02-01,Milliyetçi Hareket Partisi,-0.3481996030864099
2017-03-01,Adalet ve Kalkınma Partisi,0.33187833074516115
2017-03-01,Cumhuriyet Halk Partisi,-2.7290845129101027
2017-03-01,Halkların Demokratik Partisi,-0.3773424076903842
2017-03-01,Milliyetçi Hareket Partisi,0.29514195144881106
2017-04-01,Adalet ve Kalkınma Partisi,0.3356957177876976
2017-04-01,Cumhuriyet Halk Partisi,-0.4938576103262113
2017-04-01,Halkların Demokratik Partisi,-0.6723975175168923
2017-04-01,Milliyetçi Hareket Partisi,-2.323978566510258
2017-05-01,Adalet ve Kalkınma Partisi,1.0986543127621997
2017-05-01,Cumhuriyet Halk Partisi,-2.101320978677414
2017-05-01,Halkların Demokratik Partisi,-1.8065298440515192
2017-05-01,Milliyetçi Hareket Partisi,1.440897254018969
2017-05-01,İYİ Parti,0.05172761622366908
2017-06-01,Adalet ve Kalkınma Partisi,1.1279990137345641
2017-06-01,Cumhuriyet Halk Partisi,2.113488379454708
2017-06-01,Halkların Demokratik Partisi,-1.372220099607434
2017-06-01,Milliyetçi Hareket Partisi,-3.9480206986246884
2017-07-01,Adalet ve Kalkınma Partisi,3.79721771670478
2017-07-01,Cumhuriyet Halk Partisi,-2.568208348638924
2017-07-01,Halkların Demokratik Partisi,-0.8641044506852753
2017-07-01,Milliyetçi Hareket Partisi,0.2576664774385433
2017-09-01,Adalet ve Kalkınma Partisi,1.1216166690487914
2017-09-01,Cumhuriyet Halk Partisi,0.2043278238309028
2017-09-01,Halkların Demokratik Partisi,0.05172761622366908
2017-10-01,Adalet ve Kalkınma Partisi,3.341124420530197
2017-10-01,Cumhuriyet Halk Partisi,-0.5783405364944931
2017-10-01,Halkların Demokratik Partisi,-0.6077871667945518
2017-10-01,Milliyetçi Hareket Partisi,1.1067107924365707
2017-11-01,Adalet ve Kalkınma Partisi,2.770242106337191
2017-11-01,Cumhuriyet Halk Partisi,-1.6188013029192954
2017-11-01,Halkların Demokratik Partisi,-0.8230910329194734
2017-11-01,Milliyetçi Hareket Partisi,0.562696807332709
2017-12-01,Adalet ve Kalkınma Partisi,2.0736191210545503
2017-12-01,Cumhuriyet Halk Partisi,-0.24744652712936588
2017-12-01,Halkların Demokratik Partisi,-1.472503304883561
2017-12-01,Milliyetçi Hareket Partisi,0.7844374467986763
2017-12-01,Saadet Partisi,2.0752178445332943
2018-01-01,Adalet ve Kalkınma Partisi,0.8210255554178612
2018-01-01,Cumhuriyet Halk Partisi,-0.4978464466148826
2018-01-01,Halkların Demokratik Partisi,-1.0744353226932721
2018-01-01,Milliyetçi Hareket Partisi,-0.06904035757503198
2018-01-01,Saadet Partisi,-0.04802843192963414
2018-01-01,İYİ Parti,-0.48030464059394834
2018-02-01,Adalet ve Kalkınma Partisi,1.893728937256023
2018-02-01,Cumhuriyet Halk Partisi,1.3635413945492947
2018-02-01,Halkların Demokratik Partisi,0.4035954383310806
2018-02-01,Milliyetçi Hareket Partisi,1.3984907271084686
2018-02-01,İYİ Parti,0.8946823551641314
2018-03-01,Adalet ve Kalkınma Partisi,2.135117925616646
2018-03-01,Cumhuriyet Halk Partisi,-1.2774821775702696
2018-03-01,Halkların Demokratik Partisi,-0.3622607481571809
2018-03-01,Milliyetçi Hareket Partisi,0.20919434285029936
2018-04-01,Adalet ve Kalkınma Partisi,0.6959566222957723
2018-04-01,Cumhuriyet Halk Partisi,-0.5622655706296524
2018-04-01,Halkların Demokratik Partisi,-5.075351426593592
2018-04-01,Milliyetçi Hareket Partisi,-1.8251763299711552
2018-04-01,İYİ Parti,0.05172761622366917
2018-05-01,Adalet ve Kalkınma Partisi,3.4673595053347452
2018-05-01,Cumhuriyet Halk Partisi,0.6681461049674058
2018-05-01,Halkların Demokratik Partisi,-1.944314337113561
2018-05-01,Milliyetçi Hareket Partisi,-2.3416549959775868
2018-05-01,İYİ Parti,4.981551298560081
