year,party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
2015,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,151,333,55,118,393.55,393.55,-0.3620689655172414,total
2015,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,72,300,200,60,391.0,391.0,0.5363984674329502,total
2015,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,56,302,111,102,376.55,376.55,0.04205607476635514,total
2015,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,110,258,72,72,308.4,308.4,0.0,total
2015,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,80,237,81,93,297.9,297.9,-0.06857142857142857,total
2015,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,59,208,50,79,253.15,253.15,-0.2230769230769231,total
2015,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,81,181,31,120,233.85,233.85,-0.5855263157894737,total
2015,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,82,203,36,32,226.8,226.8,0.057971014492753624,total
2015,Halkların Demokratik Partisi,economy,Ekonomi,macro_economy,29,142,58,65,185.05,185.05,-0.056451612903225805,total
2015,Halkların Demokratik Partisi,security,Guvenlik,security_conflict,81,132,22,68,163.5,163.5,-0.5054945054945055,total
2015,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,67,129,54,36,160.5,160.5,0.1978021978021978,total
2015,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,59,102,16,39,121.25,121.25,-0.4107142857142857,total
2015,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,36,73,21,22,88.05,88.05,-0.022727272727272728,total
2015,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,47,73,19,14,84.55,84.55,0.14705882352941177,total
2015,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,42,65,22,20,79.7,79.7,0.046511627906976744,total
2015,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,33,66,15,21,78.6,78.6,-0.16216216216216217,total
2015,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,29,64,15,19,75.9,75.9,-0.11428571428571428,total
2015,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,14,65,7,11,71.3,71.3,-0.21052631578947367,total
2015,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,18,62,6,8,66.9,66.9,-0.13333333333333333,total
2015,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,22,53,14,4,59.300000000000004,59.300000000000004,0.5263157894736842,total
2015,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,15,47,19,8,56.45,56.45,0.39285714285714285,total
2015,İYİ Parti,security,Guvenlik,security_conflict,6,50,8,6,54.9,54.9,0.13333333333333333,total
2015,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,13,43,10,8,49.3,49.3,0.10526315789473684,total
2015,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,22,42,12,4,47.6,47.6,0.47058823529411764,total
2015,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,16,38,8,4,42.2,42.2,0.3076923076923077,total
2015,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,20,36,8,3,39.85,39.85,0.4166666666666667,total
2015,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,18,34,3,6,37.15,37.15,-0.3,total
2015,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,13,31,7,4,34.85,34.85,0.25,total
2015,Halkların Demokratik Partisi,interest,Faiz,macro_economy,7,19,1,3,20.4,20.4,-0.4,total
2015,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,13,15,7,3,18.5,18.5,0.36363636363636365,total
2015,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,4,13,4,8,17.2,17.2,-0.3076923076923077,total
2015,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,7,11,4,1,12.75,12.75,0.5,total
2015,İYİ Parti,law_state,Hukuk Devleti,democratic_reform,5,10,3,0,11.05,11.05,0.75,total
2015,Milliyetçi Hareket Partisi,imf,IMF,macro_economy,3,10,0,0,10.0,10.0,0.0,total
2015,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,6,8,4,0,9.4,9.4,0.8,total
2015,Halkların Demokratik Partisi,tutelage,Vesayet,constitutional_conflict,3,6,1,8,9.15,9.15,-0.7,total
2015,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,3,5,0,8,7.8,7.8,-0.8888888888888888,total
2015,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,5,7,0,1,7.35,7.35,-0.5,total
