speaker,party,community,community_label,total_mentions,pos_to_plus,pos_to_minus,neg_to_plus,neg_to_minus,reach_plus,reach_minus,positive_bridge_balance,signed_reach_balance,gatekeeper_score,cross_pressure
Sırrı Süreyya Önder,Halkların Demokratik Partisi,1,Pole +,27.0,1.5944106820274775,0.0,0.0,1.4391802081014398,1.5944106820274775,1.4391802081014398,0.0,0.47441473150186864,2.059777054310622,0.0
İsmet Yılmaz,Adalet ve Kalkınma Partisi,1,Pole +,27.0,2.060942882618064,0.0,0.0,1.5932867552714547,2.060942882618064,1.5932867552714547,0.0,0.43601166667665625,1.9732352705100538,0.0
Mithat Sancar,Halkların Demokratik Partisi,-1,Pole -,8.0,0.0,2.39579265546926,1.5695151448847884,0.0,1.5695151448847884,2.39579265546926,0.0,0.39581168058349475,1.823305024869581,0.0
Yıldırım Tuğrul Türkeş,Adalet ve Kalkınma Partisi,-1,Pole -,13.0,0.0,2.4504995820000968,1.5424994809404842,0.0,1.5424994809404842,2.4504995820000968,0.0,0.38630098736317603,1.782155608766892,0.0
Bülent Arınç,Adalet ve Kalkınma Partisi,0,Neutral,49.0,0.2235149109116697,0.6811381036434897,0.8866352447261263,0.0,1.110150155637796,0.6811381036434897,0.24707253175351995,0.38025041460190817,1.6721435314146227,0.0
Recep Tayyip Erdoğan,Adalet ve Kalkınma Partisi,0,Neutral,69.0,0.0,0.0,0.8975171395642711,0.5909902414851097,0.8975171395642711,0.5909902414851097,0.0,0.3970354790390309,1.6634367739953688,1.446466759995973
Levent Gök,Cumhuriyet Halk Partisi,0,Neutral,50.0,0.717241099677732,1.1716122403964537,0.0,0.1908646583528594,0.717241099677732,1.3624768987493132,0.37972302247131523,0.3448742088472232,1.5745862151688885,0.0
Engin Altay,Adalet ve Kalkınma Partisi,1,Pole +,20.0,2.3534490793575125,0.0,0.0,1.2357781387622133,2.3534490793575125,1.2357781387622133,0.0,0.3443020080142191,1.5520774942285982,0.0
Ümit Özdağ,Milliyetçi Hareket Partisi,-1,Pole -,49.0,0.0,2.6289914844638185,1.1648819925435747,0.0,1.1648819925435747,2.6289914844638185,0.0,0.30704292046011783,1.4009605362797282,0.0
Şirin Ünal,Adalet ve Kalkınma Partisi,0,Neutral,20.0,0.1982749529662166,0.0,0.2238105943165739,0.867931073131313,0.4220855472827905,0.867931073131313,0.0,0.327193882835482,1.3184857797389558,0.6852507579623978
İdris Baluken,Halkların Demokratik Partisi,0,Neutral,27.0,0.39376366680936653,0.0,1.4106226002421984,0.576848078234096,1.804386267051565,0.576848078234096,0.0,0.24224750459100564,1.1430754436782993,1.1393940345156814
Ahmet Aydın,Adalet ve Kalkınma Partisi,0,Neutral,98.0,0.0,0.0,1.056470106149534,0.3618862548664039,1.056470106149534,0.3618862548664039,0.0,0.255144803208728,1.0551803495634664,0.9175481300551882
Mehmet Doğan Kubat,Adalet ve Kalkınma Partisi,1,Pole +,27.0,1.9858576141324524,0.16023865859401154,0.0,0.4293873771451373,1.9858576141324524,0.5896260357391488,0.07466517721303081,0.2289379843430985,0.9570351467601299,0.0
Oktay Vural,Milliyetçi Hareket Partisi,-1,Pole -,63.0,0.16023865859401154,1.9806953571456911,0.4207358609113979,0.0,0.5809745195054095,1.9806953571456911,0.07484521117471392,0.22679523406744692,0.9468767527716812,0.0
Murat Özçelik,Adalet ve Kalkınma Partisi,0,Neutral,71.0,0.0,0.0,0.308992868558244,1.2515367441513576,0.308992868558244,1.2515367441513576,0.0,0.19800512969678533,0.8400549729494935,0.7304825851734726
