speech_id,transcript_id,date,year,month,speaker,party,party_bloc,word_count,concept_hit_count,beme_positive_hits,beme_negative_hits,beme_score,beme_label
term_25_speech_000201,22445,2015-09-03,2015,9,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,120,1,0,0,0.0,mixed
term_25_speech_000219,22445,2015-09-03,2015,9,Mahir Ünal,Adalet ve Kalkınma Partisi,opposition,96,1,0,0,0.0,mixed
term_25_speech_000225,22445,2015-09-03,2015,9,Mithat Sancar,Halkların Demokratik Partisi,opposition,1647,3,2,13,-0.6875,negative
term_25_speech_000226,22445,2015-09-03,2015,9,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,31,1,0,0,0.0,mixed
term_25_speech_000227,22445,2015-09-03,2015,9,Oktay Vural,Milliyetçi Hareket Partisi,opposition,336,2,6,9,-0.1875,mixed
term_25_speech_000228,22445,2015-09-03,2015,9,Oktay Vural,Milliyetçi Hareket Partisi,opposition,507,2,0,1,-0.5,negative
term_25_speech_000241,22445,2015-09-03,2015,9,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,408,5,5,11,-0.3529,negative
term_25_speech_000248,22445,2015-09-03,2015,9,Aytun Çıray,Cumhuriyet Halk Partisi,opposition,32,1,0,2,-0.6667,negative
term_25_speech_000251,22445,2015-09-03,2015,9,Oktay Vural,Milliyetçi Hareket Partisi,opposition,216,3,4,6,-0.1818,mixed
term_25_speech_000252,22445,2015-09-03,2015,9,Özgür Özel,Cumhuriyet Halk Partisi,opposition,98,2,0,0,0.0,mixed
term_25_speech_000253,22445,2015-09-03,2015,9,Gökcen Özdoğan Enç,Adalet ve Kalkınma Partisi,opposition,72,1,0,0,0.0,mixed
term_25_speech_000254,22447,2015-10-01,2015,10,Recep Tayyip Erdoğan,Adalet ve Kalkınma Partisi,opposition,2603,11,34,23,0.1897,mixed
term_25_speech_000256,22447,2015-10-01,2015,10,Erkan Akçay,Milliyetçi Hareket Partisi,opposition,9,1,0,0,0.0,mixed
term_25_speech_000267,22447,2015-10-01,2015,10,Mustafa Akaydın,Cumhuriyet Halk Partisi,opposition,74,1,1,0,0.5,positive
term_25_speech_000269,22447,2015-10-01,2015,10,Oktay Vural,Milliyetçi Hareket Partisi,opposition,357,4,3,4,-0.125,mixed
term_25_speech_000274,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,65,1,0,1,-0.5,negative
term_25_speech_000276,22447,2015-10-01,2015,10,Levent Gök,Cumhuriyet Halk Partisi,opposition,120,1,0,0,0.0,mixed
term_25_speech_000278,22447,2015-10-01,2015,10,Mehmet Doğan Kubat,Adalet ve Kalkınma Partisi,opposition,257,1,0,0,0.0,mixed
term_25_speech_000279,22447,2015-10-01,2015,10,İdris Baluken,Halkların Demokratik Partisi,opposition,227,1,0,5,-0.8333,negative
term_25_speech_000286,22447,2015-10-01,2015,10,Levent Gök,Cumhuriyet Halk Partisi,opposition,10,1,0,0,0.0,mixed
term_25_speech_000287,22447,2015-10-01,2015,10,Levent Gök,Cumhuriyet Halk Partisi,opposition,48,2,0,0,0.0,mixed
term_25_speech_000290,22447,2015-10-01,2015,10,Levent Gök,Cumhuriyet Halk Partisi,opposition,35,1,0,1,-0.5,negative
term_25_speech_000296,22447,2015-10-01,2015,10,Mehmet Doğan Kubat,Adalet ve Kalkınma Partisi,opposition,202,3,0,0,0.0,mixed
term_25_speech_000299,22447,2015-10-01,2015,10,Levent Gök,Cumhuriyet Halk Partisi,opposition,391,2,4,0,0.8,positive
term_25_speech_000302,22447,2015-10-01,2015,10,Levent Gök,Cumhuriyet Halk Partisi,opposition,121,2,0,0,0.0,mixed
term_25_speech_000303,22447,2015-10-01,2015,10,Levent Gök,Cumhuriyet Halk Partisi,opposition,238,2,6,0,0.8571,positive
term_25_speech_000307,22447,2015-10-01,2015,10,İlknur İnceöz,Adalet ve Kalkınma Partisi,opposition,6,1,0,0,0.0,mixed
term_25_speech_000309,22447,2015-10-01,2015,10,Pervin Buldan,Halkların Demokratik Partisi,opposition,55,1,0,0,0.0,mixed
term_25_speech_000316,22447,2015-10-01,2015,10,Pervin Buldan,Halkların Demokratik Partisi,opposition,102,1,1,1,0.0,mixed
term_25_speech_000317,22447,2015-10-01,2015,10,Oktay Vural,Milliyetçi Hareket Partisi,opposition,601,3,3,4,-0.125,mixed
term_25_speech_000318,22447,2015-10-01,2015,10,Oktay Vural,Milliyetçi Hareket Partisi,opposition,167,1,0,1,-0.5,negative
term_25_speech_000321,22447,2015-10-01,2015,10,Oktay Vural,Milliyetçi Hareket Partisi,opposition,44,1,0,0,0.0,mixed
term_25_speech_000322,22447,2015-10-01,2015,10,Meral Danış Beştaş,Halkların Demokratik Partisi,opposition,116,1,0,1,-0.5,negative
term_25_speech_000325,22447,2015-10-01,2015,10,Meral Danış Beştaş,Halkların Demokratik Partisi,opposition,12,1,0,1,-0.5,negative
term_25_speech_000326,22447,2015-10-01,2015,10,Meral Danış Beştaş,Halkların Demokratik Partisi,opposition,12,1,0,0,0.0,mixed
term_25_speech_000334,22447,2015-10-01,2015,10,Zehra Taşkesenlioğlu,Cumhuriyet Halk Partisi,opposition,11,1,0,0,0.0,mixed
term_25_speech_000336,22447,2015-10-01,2015,10,Ayşe Sula Köseoğlu,Adalet ve Kalkınma Partisi,opposition,7,1,0,0,0.0,mixed
term_25_speech_000340,22447,2015-10-01,2015,10,Meral Danış Beştaş,Halkların Demokratik Partisi,opposition,21,2,0,4,-0.8,negative
term_25_speech_000341,22447,2015-10-01,2015,10,Zehra Taşkesenlioğlu,Cumhuriyet Halk Partisi,opposition,10,1,0,0,0.0,mixed
term_25_speech_000344,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,114,2,0,0,0.0,mixed
term_25_speech_000347,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,30,1,0,0,0.0,mixed
term_25_speech_000350,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,18,1,0,0,0.0,mixed
term_25_speech_000351,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,8,1,1,0,0.5,positive
term_25_speech_000352,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,20,1,0,0,0.0,mixed
term_25_speech_000353,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,33,1,0,0,0.0,mixed
term_25_speech_000355,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,19,1,0,0,0.0,mixed
term_25_speech_000356,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,64,1,0,1,-0.5,negative
term_25_speech_000357,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,31,1,0,0,0.0,mixed
term_25_speech_000361,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,32,1,0,0,0.0,mixed
term_25_speech_000362,22447,2015-10-01,2015,10,İdris Baluken,Halkların Demokratik Partisi,opposition,14,1,0,0,0.0,mixed
term_25_speech_000363,22447,2015-10-01,2015,10,Ali Kenanoğlu,Adalet ve Kalkınma Partisi,opposition,11,1,0,0,0.0,mixed
term_25_speech_000368,22447,2015-10-01,2015,10,İdris Baluken,Halkların Demokratik Partisi,opposition,9,1,0,0,0.0,mixed
term_25_speech_000370,22447,2015-10-01,2015,10,Mehmet Ali Pulcu,Adalet ve Kalkınma Partisi,opposition,28,1,0,0,0.0,mixed
term_25_speech_000387,22447,2015-10-01,2015,10,İdris Baluken,Halkların Demokratik Partisi,opposition,208,1,4,1,0.5,positive
term_25_speech_000388,22447,2015-10-01,2015,10,İdris Baluken,Halkların Demokratik Partisi,opposition,55,1,2,1,0.25,positive
term_25_speech_000390,22447,2015-10-01,2015,10,Levent Gök,Cumhuriyet Halk Partisi,opposition,211,1,0,0,0.0,mixed
term_25_speech_000391,22447,2015-10-01,2015,10,Ahmet Aydın,Adalet ve Kalkınma Partisi,opposition,223,2,3,3,0.0,mixed
