party,avg_gatekeeper_score,median_gatekeeper_score,avg_cross_pressure,n_speakers
Halkların Demokratik Partisi,1.6753858409528342,1.823305024869581,0.37979801150522713,3
Cumhuriyet Halk Partisi,1.5745862151688885,1.5745862151688885,0.0,1
Adalet ve Kalkınma Partisi,1.4237561031030646,1.5520774942285982,0.4199720259096702,9
Milliyetçi Hareket Partisi,1.1739186445257046,1.1739186445257046,0.0,2
