concept,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,concept_category,layer,year
Guvenlik,373.95000000000005,0.36256863788567695,0.0,0.016688878270476253,security_conflict,total,2015
Demokrasi,139.45000000000002,0.4230209184788171,0.35555555555555557,0.01709026778327616,democratic_reform,total,2015
Ekonomi,114.05,0.44558330828049547,0.0,0.4043187221315299,macro_economy,total,2015
Hukuk Devleti,89.2,0.3259586046563996,0.2,0.0035170720515975105,democratic_reform,total,2015
Anayasa,87.0,0.25128092609048314,0.0,0.0006910745481232721,constitutional_conflict,total,2015
Avrupa Birligi,23.7,0.5732694782207867,0.5555555555555556,0.41739778097121866,democratic_reform,total,2015
Egemenlik,9.7,0.5402861598327139,0.6,0.08457178356643559,security_conflict,total,2015
Vesayet,4.75,0.4454387813778863,0.0,0.4045273889083232,constitutional_conflict,total,2015
Reform,4.7,0.4454387813778863,0.0,0.4045273889083232,democratic_reform,total,2015
Faiz,1.7,0.4454387813778863,0.0,0.4045273889083232,macro_economy,total,2015
Enflasyon,1.35,0.4454387813778863,0.0,0.4045273889083232,macro_economy,total,2015
Ekonomi,58.480349999999994,0.4409145178305667,0.0,0.1355951082214847,macro_economy,positive,2015
Demokrasi,43.01964999999999,0.41352194098988454,0.25,0.03941884460973877,democratic_reform,positive,2015
Hukuk Devleti,21.722679999999997,0.2997991112152989,0.0,0.009941436571788823,democratic_reform,positive,2015
Guvenlik,16.333295,0.4955515163051618,0.0,0.3759601680169226,security_conflict,positive,2015
Avrupa Birligi,13.78089,0.7178989674880428,0.6904761904761904,0.5129211174508799,democratic_reform,positive,2015
Anayasa,10.495220000000002,0.5646776156624506,0.42857142857142855,0.14460210712124522,constitutional_conflict,positive,2015
Faiz,1.13339,0.5282749477266588,0.011904761904761904,0.4545719696447074,macro_economy,positive,2015
Enflasyon,0.675,0.5282749477266588,0.011904761904761904,0.4545719696447074,macro_economy,positive,2015
Reform,0.675,0.4955515163051618,0.0,0.3759601680169226,democratic_reform,positive,2015
Guvenlik,111.06823999999999,0.4782333573465441,0.6666666666666666,0.17571695439987398,security_conflict,negative,2015
Hukuk Devleti,8.36839,0.3299064917020246,0.2857142857142857,0.04573283023624071,democratic_reform,negative,2015
Anayasa,5.9248650000000005,0.2474923122195964,0.0,0.014871345149744652,constitutional_conflict,negative,2015
Demokrasi,5.785,0.29675072912424083,0.0,0.04509882113594462,democratic_reform,negative,2015
Ekonomi,3.2325,0.47823335734654404,0.5714285714285714,0.4634497289290203,macro_economy,negative,2015
Vesayet,2.31259,0.30874546504851225,0.0,0.41238122311150166,constitutional_conflict,negative,2015
Egemenlik,1.80009,0.396097919617931,0.11904761904761904,0.5384854107500409,security_conflict,negative,2015
Reform,0.675,0.396097919617931,0.11904761904761904,0.5384854107500409,democratic_reform,negative,2015
