party,center,left,right,n_years,ideology_ref,boot_q10,boot_q25,boot_median,boot_q75,boot_q90,boot_std
Halkların Demokratik Partisi,-1.5857957658209654,-2.050403807967188,-0.9628639799131714,5,-2.0,-2.180455418161566,-1.921369569365996,-1.6691027899178152,-1.4606865607580537,-1.2563608342509047,0.3646919873298143
Cumhuriyet Halk Partisi,-0.3773623856614955,-2.1147249619519974,0.08336441379155979,5,-1.0,-0.820137879954359,-0.6079929034077113,-0.38910069727860813,-0.20051408101956902,-0.022243105395154006,0.29741482726788915
Bağımsız,-0.21852419904741732,-0.8557242291467454,0.8946403078478793,5,0.0,-0.9571573871903595,-0.7356131057305539,-0.40189478426962305,-0.14008022085263788,0.1109644150127747,0.40781797497833855
Milliyetçi Hareket Partisi,-0.04153357706914255,-0.9480949900840401,0.8320349786314236,5,1.2,-0.6667592509700654,-0.4552388156287724,-0.19224665254709974,0.0626801707154172,0.306864196084061,0.37151108001090094
Adalet ve Kalkınma Partisi,2.8725383736619907,1.0681062738910676,4.209518865633283,5,0.8,2.0797906585229406,2.315868642501885,2.5587124062182647,2.846224375563776,3.104425688082949,0.39778475377438355
