term,event_month,event_label,party,pre_position,post_position,delta_position
24,2013-05,Gezi,Adalet ve Kalkınma Partisi,1.6200218230335603,2.600564787031439,0.9805429639978787
24,2013-05,Gezi,Bağımsız,-1.6570508056696382,-2.203824019302574,-0.546773213632936
24,2013-05,Gezi,Cumhuriyet Halk Partisi,1.286457035696245,-1.6556843758811215,-2.9421414115773663
24,2013-05,Gezi,Halkların Demokratik Partisi,0.6199699093093346,-0.43807467747405077,-1.0580445867833854
24,2013-05,Gezi,Milliyetçi Hareket Partisi,0.578298050124735,0.13440307642990068,-0.4438949736948343
24,2013-12,17-25 Dec,Adalet ve Kalkınma Partisi,1.874996167210446,2.8133716102274704,0.9383754430170244
24,2013-12,17-25 Dec,Bağımsız,-0.11686110787554416,-0.4873831490346654,-0.37052204115912124
24,2013-12,17-25 Dec,Cumhuriyet Halk Partisi,-1.4942784088053438,-0.16286182030152815,1.3314165885038156
24,2013-12,17-25 Dec,Halkların Demokratik Partisi,-3.109774218359612,-2.662506782093246,0.4472674362663658
24,2013-12,17-25 Dec,Milliyetçi Hareket Partisi,3.8295010177758995,-0.9165404419087108,-4.74604145968461
24,2014-03,Dershane dispute,Adalet ve Kalkınma Partisi,0.16047763038898416,3.117482711499894,2.9570050811109097
24,2014-03,Dershane dispute,Bağımsız,-1.3292982329320344,-0.3020552660732247,1.0272429668588097
24,2014-03,Dershane dispute,Cumhuriyet Halk Partisi,-0.020531242276667222,0.24075917442754544,0.26129041670421266
24,2014-03,Dershane dispute,Halkların Demokratik Partisi,-2.9159464035184826,-1.3060276858770334,1.6099187176414491
24,2014-03,Dershane dispute,Milliyetçi Hareket Partisi,-1.6889246091655536,-0.11083835950660337,1.5780862496589503
