term,event_month,event_label,spread_pre,spread_post,spread_delta,akp_chp_gap_pre,akp_chp_gap_post,akp_chp_gap_delta,top_gatekeeper_pre_speaker,top_gatekeeper_pre_party,top_gatekeeper_pre_score,top_gatekeeper_post_speaker,top_gatekeeper_post_party,top_gatekeeper_post_score
24,2013-05,Gezi,7.714206343727966,7.3018144111649805,-0.41239193256298545,0.3335647873373153,4.526109434562054,4.1925446472247385,Süleyman Çelebi,Cumhuriyet Halk Partisi,3.132059500403748,Mehmet Şükrü Erdinç,Adalet ve Kalkınma Partisi,3.1555480775494877
24,2013-12,17-25 Dec,6.9392752361355114,5.986871014631697,-0.9524042215038149,3.3692745760157896,3.423657400059241,0.05438282404345118,Namık Havutça,Cumhuriyet Halk Partisi,3.050255505406963,Mustafa Demir,Adalet ve Kalkınma Partisi,3.0647696271484457
24,2014-03,Dershane dispute,3.842912967373938,5.058831899258714,1.2159189318847763,0.8521448269610157,3.3515246155822367,2.499379788621221,Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,3.210360206993192,Aykut Erdoğdu,Cumhuriyet Halk Partisi,2.9951392622009956
