year,party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
2012,Halkların Demokratik Partisi,imf,IMF,macro_economy,7,57,9,19,66.80000000000001,66.80000000000001,-0.3448275862068966,total
2012,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,39,57,8,14,64.7,64.7,-0.2608695652173913,total
2012,Halkların Demokratik Partisi,european_union,Avrupa Birligi,democratic_reform,40,52,24,11,64.25,64.25,0.3611111111111111,total
2012,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,33,53,8,17,61.75,61.75,-0.34615384615384615,total
2012,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,30,47,13,15,56.800000000000004,56.800000000000004,-0.06896551724137931,total
2012,Halkların Demokratik Partisi,tutelage,Vesayet,constitutional_conflict,18,33,7,57,55.4,55.4,-0.7692307692307693,total
2012,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,19,36,3,2,37.75,37.75,0.16666666666666666,total
2012,Bağımsız,european_union,Avrupa Birligi,democratic_reform,16,29,18,6,37.4,37.4,0.48,total
2012,Milliyetçi Hareket Partisi,imf,IMF,macro_economy,12,22,1,5,24.1,24.1,-0.5714285714285714,total
2012,Bağımsız,reform,Reform,democratic_reform,12,20,11,0,23.85,23.85,0.9166666666666666,total
2012,Halkların Demokratik Partisi,sovereignty,Egemenlik,security_conflict,13,18,4,2,20.1,20.1,0.2857142857142857,total
2012,Halkların Demokratik Partisi,reform,Reform,democratic_reform,9,17,3,4,19.45,19.45,-0.125,total
2012,Halkların Demokratik Partisi,interest,Faiz,macro_economy,8,15,3,5,17.8,17.8,-0.2222222222222222,total
2012,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,14,14,8,2,17.5,17.5,0.5454545454545454,total
2012,Bağımsız,tutelage,Vesayet,constitutional_conflict,2,6,5,15,13.0,13.0,-0.47619047619047616,total
2012,Halkların Demokratik Partisi,inflation,Enflasyon,macro_economy,7,10,1,4,11.75,11.75,-0.5,total
2012,Bağımsız,sovereignty,Egemenlik,security_conflict,4,6,0,4,7.4,7.4,-0.8,total
2012,Bağımsız,inflation,Enflasyon,macro_economy,2,4,0,4,5.4,5.4,-0.8,total
2012,Bağımsız,interest,Faiz,macro_economy,3,3,1,0,3.35,3.35,0.5,total
2012,Bağımsız,imf,IMF,macro_economy,2,2,0,0,2.0,2.0,0.0,total
2013,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,526,2295,1422,553,2986.25,2986.25,0.4397773279352227,total
2013,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,628,2257,489,630,2648.65,2648.65,-0.12589285714285714,total
2013,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,414,1718,574,538,2107.2,2107.2,0.03234501347708895,total
2013,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,595,1508,449,331,1781.0,1781.0,0.15108834827144688,total
2013,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,448,1332,411,507,1653.3,1653.3,-0.1044613710554951,total
2013,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,370,1279,338,554,1591.2,1591.2,-0.24188129899216126,total
2013,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,454,1235,241,591,1526.2,1526.2,-0.42016806722689076,total
2013,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,310,1151,332,375,1398.45,1398.45,-0.06073446327683616,total
2013,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,280,1063,244,313,1257.95,1257.95,-0.12365591397849462,total
2013,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,444,1040,376,238,1254.9,1254.9,0.22439024390243903,total
2013,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,343,907,173,148,1019.35,1019.35,0.07763975155279502,total
2013,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,199,746,323,249,946.2,946.2,0.12914485165794065,total
2013,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,343,755,345,142,925.45,925.45,0.41598360655737704,total
2013,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,137,706,203,191,843.9,843.9,0.030379746835443037,total
2013,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,275,576,173,89,667.7,667.7,0.3193916349809886,total
2013,Bağımsız,law_state,Hukuk Devleti,democratic_reform,93,506,216,87,612.05,612.05,0.4243421052631579,total
2013,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,174,444,73,66,492.65,492.65,0.05,total
2013,Bağımsız,democracy,Demokrasi,democratic_reform,110,355,118,78,423.6,423.6,0.20304568527918782,total
2013,Halkların Demokratik Partisi,economy,Ekonomi,macro_economy,79,291,212,115,405.45,405.45,0.29573170731707316,total
2013,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,138,326,75,76,378.85,378.85,-0.006578947368421052,total
2013,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,132,335,74,30,371.4,371.4,0.41904761904761906,total
2013,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,106,330,49,55,366.4,366.4,-0.05714285714285714,total
2013,Halkların Demokratik Partisi,security,Guvenlik,security_conflict,113,291,82,104,356.1,356.1,-0.11764705882352941,total
2013,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,137,295,137,30,353.45,353.45,0.6369047619047619,total
2013,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,72,286,122,46,344.8,344.8,0.44970414201183434,total
2013,Bağımsız,security,Guvenlik,security_conflict,82,280,54,121,341.25,341.25,-0.3806818181818182,total
2013,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,86,231,93,43,278.6,278.6,0.36496350364963503,total
2013,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,124,222,116,27,272.05,272.05,0.6180555555555556,total
2013,Bağımsız,economy,Ekonomi,macro_economy,47,221,89,48,268.95,268.95,0.2971014492753623,total
2013,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,85,195,25,33,215.3,215.3,-0.13559322033898305,total
2013,Bağımsız,constitution,Anayasa,constitutional_conflict,55,179,49,36,208.75,208.75,0.1511627906976744,total
2013,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,56,132,47,11,152.3,152.3,0.6101694915254238,total
2013,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,54,109,55,19,134.9,134.9,0.48,total
2013,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,41,61,20,87,98.45,98.45,-0.6203703703703703,total
2013,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,52,79,13,9,86.7,86.7,0.17391304347826086,total
2013,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,43,71,25,12,83.95,83.95,0.34210526315789475,total
2013,Cumhuriyet Halk Partisi,imf,IMF,macro_economy,29,72,4,12,77.6,77.6,-0.47058823529411764,total
2013,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,39,58,19,13,69.2,69.2,0.18181818181818182,total
2013,Milliyetçi Hareket Partisi,imf,IMF,macro_economy,28,64,5,6,67.85,67.85,-0.08333333333333333,total
2013,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,34,56,12,10,63.7,63.7,0.08695652173913043,total
2013,Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,27,48,18,9,57.45,57.45,0.32142857142857145,total
2013,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,23,32,6,59,54.75,54.75,-0.803030303030303,total
2013,Milliyetçi Hareket Partisi,tutelage,Vesayet,constitutional_conflict,15,31,4,52,50.6,50.6,-0.8421052631578947,total
2013,Bağımsız,european_union,Avrupa Birligi,democratic_reform,19,32,22,6,41.800000000000004,41.800000000000004,0.5517241379310345,total
2013,Halkların Demokratik Partisi,tutelage,Vesayet,constitutional_conflict,11,21,2,30,32.2,32.2,-0.8484848484848485,total
2013,Bağımsız,reform,Reform,democratic_reform,14,28,7,4,31.849999999999998,31.849999999999998,0.25,total
2013,Bağımsız,tutelage,Vesayet,constitutional_conflict,3,18,1,38,31.650000000000002,31.650000000000002,-0.925,total
2013,Halkların Demokratik Partisi,reform,Reform,democratic_reform,19,26,10,6,31.599999999999998,31.599999999999998,0.23529411764705882,total
2013,Halkların Demokratik Partisi,european_union,Avrupa Birligi,democratic_reform,14,27,8,4,31.2,31.2,0.3076923076923077,total
2013,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,18,25,8,4,29.2,29.2,0.3076923076923077,total
2013,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,24,26,2,6,28.8,28.8,-0.4444444444444444,total
2013,Halkların Demokratik Partisi,interest,Faiz,macro_economy,8,20,0,5,21.75,21.75,-0.8333333333333334,total
2013,Bağımsız,interest,Faiz,macro_economy,7,17,0,4,18.4,18.4,-0.8,total
2013,Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,13,15,3,3,17.1,17.1,0.0,total
2013,Halkların Demokratik Partisi,sovereignty,Egemenlik,security_conflict,11,14,4,3,16.45,16.45,0.125,total
2013,Bağımsız,sovereignty,Egemenlik,security_conflict,5,6,0,3,7.050000000000001,7.050000000000001,-0.75,total
2013,Halkların Demokratik Partisi,inflation,Enflasyon,macro_economy,3,4,0,0,4.0,4.0,0.0,total
2013,Bağımsız,inflation,Enflasyon,macro_economy,2,3,0,0,3.0,3.0,0.0,total
2013,Bağımsız,imf,IMF,macro_economy,1,2,0,0,2.0,2.0,0.0,total
2014,Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,832,3541,821,923,4151.4,4151.4,-0.05845272206303725,total
2014,Milliyetçi Hareket Partisi,law_state,Hukuk Devleti,democratic_reform,535,2548,644,722,3026.1,3026.1,-0.0570592538405267,total
2014,Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,374,1666,1179,447,2235.1,2235.1,0.4499078057775046,total
2014,Milliyetçi Hareket Partisi,economy,Ekonomi,macro_economy,448,1455,451,552,1806.05,1806.05,-0.10059760956175298,total
2014,Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,568,1489,413,329,1748.7,1748.7,0.11305518169582772,total
2014,Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,443,1290,456,451,1607.45,1607.45,0.005506607929515419,total
2014,Milliyetçi Hareket Partisi,security,Guvenlik,security_conflict,405,1099,251,510,1365.35,1365.35,-0.33989501312335957,total
2014,Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,541,1119,215,445,1350.0,1350.0,-0.34795763993948564,total
2014,Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,347,976,341,416,1240.95,1240.95,-0.09894459102902374,total
2014,Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,432,1070,126,148,1165.9,1165.9,-0.08,total
2014,Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,375,945,318,223,1134.35,1134.35,0.1752767527675277,total
2014,Halkların Demokratik Partisi,law_state,Hukuk Devleti,democratic_reform,193,831,225,244,995.15,995.15,-0.04042553191489362,total
2014,Bağımsız,law_state,Hukuk Devleti,democratic_reform,122,770,370,200,969.5,969.5,0.29772329246935203,total
2014,Halkların Demokratik Partisi,democracy,Demokrasi,democratic_reform,215,763,302,253,957.25,957.25,0.08812949640287769,total
2014,Milliyetçi Hareket Partisi,constitution,Anayasa,constitutional_conflict,297,758,142,157,862.65,862.65,-0.05,total
2014,Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,263,647,336,123,807.65,807.65,0.46304347826086956,total
2014,Milliyetçi Hareket Partisi,democracy,Demokrasi,democratic_reform,211,537,135,173,644.8,644.8,-0.12297734627831715,total
2014,Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,240,538,116,92,610.8,610.8,0.11483253588516747,total
2014,Bağımsız,democracy,Demokrasi,democratic_reform,153,449,148,77,527.75,527.75,0.3141592920353982,total
2014,Halkların Demokratik Partisi,security,Guvenlik,security_conflict,160,388,75,135,461.5,461.5,-0.2843601895734597,total
2014,Bağımsız,economy,Ekonomi,macro_economy,67,325,120,138,415.3,415.3,-0.0694980694980695,total
2014,Halkların Demokratik Partisi,constitution,Anayasa,constitutional_conflict,98,346,105,58,403.05,403.05,0.2865853658536585,total
2014,Halkların Demokratik Partisi,economy,Ekonomi,macro_economy,99,297,77,123,367.0,367.0,-0.22885572139303484,total
2014,Bağımsız,constitution,Anayasa,constitutional_conflict,86,275,49,49,309.3,309.3,0.0,total
2014,Bağımsız,security,Guvenlik,security_conflict,88,242,44,111,296.25,296.25,-0.42948717948717946,total
2014,Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,104,223,121,32,276.55,276.55,0.577922077922078,total
2014,Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,79,233,67,24,264.85,264.85,0.4673913043478261,total
2014,Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,79,201,96,36,247.2,247.2,0.45112781954887216,total
2014,Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,97,200,92,27,241.65,241.65,0.5416666666666666,total
2014,Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,49,99,27,171,168.3,168.3,-0.7236180904522613,total
2014,Milliyetçi Hareket Partisi,european_union,Avrupa Birligi,democratic_reform,52,145,39,25,167.4,167.4,0.2153846153846154,total
2014,Milliyetçi Hareket Partisi,interest,Faiz,macro_economy,67,142,24,27,159.85,159.85,-0.057692307692307696,total
2014,Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,66,118,10,25,130.25,130.25,-0.4166666666666667,total
2014,Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,57,98,19,15,109.9,109.9,0.11428571428571428,total
2014,Milliyetçi Hareket Partisi,inflation,Enflasyon,macro_economy,36,89,14,27,103.35,103.35,-0.30952380952380953,total
2014,Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,42,87,37,9,103.10000000000001,103.10000000000001,0.5957446808510638,total
2014,Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,34,53,8,115,96.05,96.05,-0.8629032258064516,total
2014,Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,42,83,10,15,91.75,91.75,-0.19230769230769232,total
2014,Halkların Demokratik Partisi,tutelage,Vesayet,constitutional_conflict,16,39,9,71,67.0,67.0,-0.7654320987654321,total
2014,Halkların Demokratik Partisi,european_union,Avrupa Birligi,democratic_reform,27,58,17,7,66.4,66.4,0.4,total
2014,Bağımsız,european_union,Avrupa Birligi,democratic_reform,23,46,17,13,56.5,56.5,0.12903225806451613,total
2014,Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,31,49,9,9,55.300000000000004,55.300000000000004,0.0,total
2014,Milliyetçi Hareket Partisi,reform,Reform,democratic_reform,41,47,5,7,51.2,51.2,-0.15384615384615385,total
2014,Milliyetçi Hareket Partisi,tutelage,Vesayet,constitutional_conflict,17,31,3,53,50.6,50.6,-0.8771929824561403,total
2014,Milliyetçi Hareket Partisi,sovereignty,Egemenlik,security_conflict,20,34,5,7,38.199999999999996,38.199999999999996,-0.15384615384615385,total
