month_dt,party,position
2011-07-01,Adalet ve Kalkınma Partisi,3.588562137710149
2011-07-01,Cumhuriyet Halk Partisi,-0.6102369172183517
2011-07-01,Milliyetçi Hareket Partisi,-0.24723649440452905
2011-10-01,Adalet ve Kalkınma Partisi,0.7440832474045304
2011-10-01,Bağımsız,-0.9598940273343555
2011-10-01,Cumhuriyet Halk Partisi,-1.111503450662838
2011-10-01,Halkların Demokratik Partisi,-0.9364402544982138
2011-10-01,Milliyetçi Hareket Partisi,0.2677203184702255
2011-11-01,Adalet ve Kalkınma Partisi,2.377935266409974
2011-11-01,Bağımsız,-1.125238753244585
2011-11-01,Cumhuriyet Halk Partisi,1.2385210805796345
2011-11-01,Halkların Demokratik Partisi,0.005637890799776251
2011-11-01,Milliyetçi Hareket Partisi,-1.7018888676730355
2011-12-01,Adalet ve Kalkınma Partisi,-0.8299082269608606
2011-12-01,Bağımsız,0.45642061399895145
2011-12-01,Cumhuriyet Halk Partisi,-0.8267274131734142
2011-12-01,Halkların Demokratik Partisi,-3.0008667109093685
2011-12-01,Milliyetçi Hareket Partisi,2.1402750336797585
2012-01-01,Adalet ve Kalkınma Partisi,0.2483135658140892
2012-01-01,Bağımsız,-0.7324098492519512
2012-01-01,Cumhuriyet Halk Partisi,1.7916570694537841
2012-01-01,Halkların Demokratik Partisi,-2.349188622558879
2012-01-01,Milliyetçi Hareket Partisi,-0.4842300500712971
2012-02-01,Adalet ve Kalkınma Partisi,0.5952912497527525
2012-02-01,Bağımsız,-0.09705470034101024
2012-02-01,Cumhuriyet Halk Partisi,-0.8492749050949359
2012-02-01,Halkların Demokratik Partisi,-0.07587546910642462
2012-02-01,Milliyetçi Hareket Partisi,-0.25662511496248214
2012-03-01,Adalet ve Kalkınma Partisi,-1.041036706113043
2012-03-01,Bağımsız,-0.5991638004520415
2012-03-01,Cumhuriyet Halk Partisi,-1.6019738941946369
2012-03-01,Halkların Demokratik Partisi,-1.1925260364133765
2012-03-01,Milliyetçi Hareket Partisi,2.0197642508621336
2012-04-01,Adalet ve Kalkınma Partisi,-1.5109589446938891
2012-04-01,Bağımsız,-0.389085402201352
