concept,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,concept_category,layer,year
Enflasyon,109.45,0.4087097914377642,0.0,0.07552792346866802,macro_economy,total,2015
Reform,102.14999999999999,0.43848247858676637,0.0,0.14600010545355904,democratic_reform,total,2015
Egemenlik,77.7,0.4819564465396798,0.0,0.30333865116450864,security_conflict,total,2015
IMF,42.550000000000004,0.3012415979451753,0.0,0.009745283571313554,macro_economy,total,2015
Ekonomi,1038.70009,0.6396777651135424,0.5111111111111112,0.46113286674396975,macro_economy,positive,2011
Hukuk Devleti,612.800805,0.4022346685108171,0.0,0.05957264797608042,democratic_reform,positive,2011
Demokrasi,335.88275999999996,0.5629296337855708,0.4666666666666667,0.2026801352924151,democratic_reform,positive,2011
Anayasa,324.08643500000005,0.41769936555819864,0.2,0.06106315021987707,constitutional_conflict,positive,2011
Guvenlik,269.49847,0.565826564267929,0.0,0.34012808403597006,security_conflict,positive,2011
Avrupa Birligi,128.20462999999998,0.533871131193918,0.044444444444444446,0.4574772790133201,democratic_reform,positive,2011
Faiz,57.327329999999996,0.45808861833695,0.0,0.2882842580166208,macro_economy,positive,2011
Reform,44.332460000000005,0.4815537148895879,0.0,0.3617973284941649,democratic_reform,positive,2011
Enflasyon,43.06634,0.3702594269093715,0.0,0.1901819132887395,macro_economy,positive,2011
IMF,17.215955,0.5076985125767068,0.13333333333333333,0.40461029955232664,macro_economy,positive,2011
Egemenlik,5.745,0.28992335535590896,0.0,0.011970126547817731,security_conflict,positive,2011
Ekonomi,1816.79198,0.5439041888743045,0.21818181818181817,0.41201012367449186,macro_economy,positive,2012
Hukuk Devleti,1775.645175,0.4703292834562152,0.05454545454545454,0.257952624636469,democratic_reform,positive,2012
Demokrasi,885.890725,0.5119285894239981,0.0,0.35655927026890283,democratic_reform,positive,2012
Anayasa,708.830835,0.6005707762418203,0.23636363636363636,0.40030340267398873,constitutional_conflict,positive,2012
Guvenlik,497.66540499999996,0.6032052703830838,0.21818181818181817,0.415463332325668,security_conflict,positive,2012
Avrupa Birligi,167.13559,0.41352382071146393,0.0,0.21385422449741223,democratic_reform,positive,2012
Reform,99.37621999999999,0.44745874078345416,0.0,0.2799840342550258,democratic_reform,positive,2012
Faiz,77.21913,0.45248475147365413,0.07272727272727272,0.28389229800014953,macro_economy,positive,2012
Enflasyon,49.00776499999999,0.3766687723662303,0.18181818181818182,0.048147470060497397,macro_economy,positive,2012
Egemenlik,14.874279999999999,0.5430050376492532,0.32727272727272727,0.23376587441763869,security_conflict,positive,2012
IMF,13.465980000000002,0.3804958869345451,0.0,0.2048443799244377,macro_economy,positive,2012
Vesayet,1.5374999999999999,0.26478995441944414,0.0,0.008693962253216734,constitutional_conflict,positive,2012
Ekonomi,1977.253025,0.6060566382123808,0.03636363636363636,0.4508876927498959,macro_economy,positive,2013
Hukuk Devleti,1482.3803199999998,0.46281351889720784,0.32727272727272727,0.0781141413695128,democratic_reform,positive,2013
Demokrasi,916.1744500000001,0.3310839600360693,0.0,0.018837984841763526,democratic_reform,positive,2013
Guvenlik,709.775895,0.5399765715417132,0.2545454545454545,0.2987851041853232,security_conflict,positive,2013
Anayasa,539.0940750000001,0.33093184870880693,0.0,0.01881992202004047,constitutional_conflict,positive,2013
Avrupa Birligi,288.64953,0.6396763006354315,0.4727272727272727,0.38169780984101787,democratic_reform,positive,2013
Faiz,164.6647,0.43273590948813534,0.0,0.2332702641849168,macro_economy,positive,2013
Reform,145.948625,0.5146751542265163,0.09090909090909091,0.36296114635198395,democratic_reform,positive,2013
Enflasyon,54.76667,0.6020554429373435,0.09090909090909091,0.4495633509428251,macro_economy,positive,2013
IMF,21.94526,0.4955014735245848,0.0,0.32425998951805995,macro_economy,positive,2013
Egemenlik,9.61848,0.3260160187725104,0.0,0.045445364253818774,security_conflict,positive,2013
Vesayet,1.025,0.4115092408765904,0.0,0.2438253789644806,constitutional_conflict,positive,2013
Hukuk Devleti,2143.008195,0.36700980826175816,0.18181818181818182,0.04648062667083081,democratic_reform,positive,2014
Ekonomi,1628.8773099999999,0.5476036332681178,0.32727272727272727,0.4348541481678443,macro_economy,positive,2014
Demokrasi,954.84261,0.4148137939653091,0.03636363636363636,0.08040206611853137,democratic_reform,positive,2014
Guvenlik,515.163935,0.571246661268505,0.32727272727272727,0.32187179040915165,security_conflict,positive,2014
Anayasa,469.56518,0.4873103770868402,0.2545454545454545,0.13300946528063332,constitutional_conflict,positive,2014
Avrupa Birligi,224.51691499999998,0.5161461185715055,0.12727272727272726,0.20070532710156172,democratic_reform,positive,2014
Reform,131.716285,0.41734754912417404,0.0,0.33067159681803165,democratic_reform,positive,2014
Faiz,107.88501499999998,0.5173903388630819,0.10909090909090909,0.4464097653899217,macro_economy,positive,2014
Enflasyon,48.92112999999999,0.4695849449350194,0.0,0.338188874123756,macro_economy,positive,2014
Egemenlik,33.674549999999996,0.26769069065575035,0.0,0.009327085901448578,security_conflict,positive,2014
IMF,9.15018,0.4374741627090023,0.05454545454545454,0.39261069358721123,macro_economy,positive,2014
Vesayet,1.28876,0.3711215839188076,0.0,0.2519406356223415,constitutional_conflict,positive,2014
Hukuk Devleti,648.94682,0.5038881977673203,0.08888888888888889,0.3618773953078933,democratic_reform,positive,2015
Ekonomi,598.8945699999999,0.44131095643649637,0.15555555555555556,0.2610776002760915,macro_economy,positive,2015
Demokrasi,315.631085,0.4066154181380573,0.0,0.2682037510373846,democratic_reform,positive,2015
Anayasa,282.820925,0.5920248517856445,0.37777777777777777,0.4313903585030311,constitutional_conflict,positive,2015
Guvenlik,255.81235499999997,0.5960597767922533,0.4444444444444445,0.4605540624720831,security_conflict,positive,2015
Avrupa Birligi,52.28479,0.49769599435189277,0.0,0.3601228236997083,democratic_reform,positive,2015
Faiz,43.99974,0.4463164139289264,0.022222222222222223,0.26696364562334784,macro_economy,positive,2015
Reform,22.910605,0.5202777933995769,0.0,0.32479396404881833,democratic_reform,positive,2015
Enflasyon,21.86156,0.31837705669176813,0.0,0.11906268800184784,macro_economy,positive,2015
IMF,10.30038,0.2729558011026446,0.0,0.019142349895991388,macro_economy,positive,2015
Egemenlik,3.8750000000000004,0.40138236192024546,0.2,0.09874609313560162,security_conflict,positive,2015
Ekonomi,491.068595,0.3935285115428219,0.2545454545454545,0.44494743383301455,macro_economy,negative,2011
Hukuk Devleti,428.240745,0.4595754150930669,0.5454545454545454,0.3190815020142815,democratic_reform,negative,2011
Guvenlik,314.23131,0.3919532840141758,0.0,0.44444057796422487,security_conflict,negative,2011
Demokrasi,158.62538,0.31072443083504625,0.0,0.38343496201706107,democratic_reform,negative,2011
Anayasa,111.33409999999999,0.3907001131117096,0.0,0.44776625576619183,constitutional_conflict,negative,2011
Vesayet,80.01450499999999,0.4595754150930669,0.5454545454545454,0.07882346494774481,constitutional_conflict,negative,2011
IMF,39.311879999999995,0.2711819279031997,0.0,0.011161991878262988,macro_economy,negative,2011
Avrupa Birligi,38.124379999999995,0.3403769183392631,0.0,0.016556218551793678,democratic_reform,negative,2011
Enflasyon,31.29009,0.4213712571912512,0.509090909090909,0.028248620374405908,macro_economy,negative,2011
Reform,22.56627,0.3414980053132825,0.14545454545454545,0.016618714144864464,democratic_reform,negative,2011
Faiz,17.09178,0.34238594911473935,0.0,0.016640475598665487,macro_economy,negative,2011
Egemenlik,9.708390000000001,0.3109226561456952,0.0,0.38366841185302436,security_conflict,negative,2011
Hukuk Devleti,1527.5537399999998,0.5448575098683178,0.0,0.3738807833151729,democratic_reform,negative,2012
Ekonomi,1127.9494200000001,0.6079389713757745,0.32727272727272727,0.3872024878475385,macro_economy,negative,2012
Guvenlik,814.207085,0.605768631214657,0.32727272727272727,0.41781092490530614,security_conflict,negative,2012
Anayasa,654.80512,0.5461075267719964,0.10909090909090909,0.37495228954129284,constitutional_conflict,negative,2012
Demokrasi,551.011075,0.40614785616395593,0.18181818181818182,0.07489659397647333,democratic_reform,negative,2012
Vesayet,241.91905500000001,0.4706868258960313,0.14545454545454545,0.24755443648841294,constitutional_conflict,negative,2012
Faiz,43.80884,0.6415240785473706,0.14545454545454545,0.43593678309360606,macro_economy,negative,2012
Avrupa Birligi,41.139894999999996,0.35575874339500374,0.01818181818181818,0.11864465991285911,democratic_reform,negative,2012
IMF,38.63940000000001,0.2787891964550953,0.0,0.012775012679459869,macro_economy,negative,2012
Enflasyon,34.32181,0.4718976160562858,0.0,0.2481570206908183,macro_economy,negative,2012
Reform,30.88785,0.42620646311925786,0.0,0.10853260264202357,democratic_reform,negative,2012
Egemenlik,24.91178,0.4124827384656639,0.0,0.2249391877202759,security_conflict,negative,2012
Guvenlik,1375.180715,0.6458687650099598,0.509090909090909,0.41665242023251403,security_conflict,negative,2013
Hukuk Devleti,1302.782645,0.5733928974546755,0.05454545454545454,0.427490410728455,democratic_reform,negative,2013
Ekonomi,874.0163200000001,0.5218150207038973,0.01818181818181818,0.3619723318790646,macro_economy,negative,2013
Demokrasi,420.58691,0.4829959947692696,0.0,0.27782121693113754,democratic_reform,negative,2013
Anayasa,314.839195,0.5748747320837689,0.2727272727272727,0.4276503575317654,constitutional_conflict,negative,2013
Vesayet,164.079565,0.4666586871032304,0.32727272727272727,0.08065384453589794,constitutional_conflict,negative,2013
Faiz,160.87178,0.4264050944732049,0.0,0.21641799085318608,macro_economy,negative,2013
Avrupa Birligi,69.61294000000001,0.3824822641773435,0.0,0.1625808883192837,democratic_reform,negative,2013
IMF,40.575149999999994,0.5161130084965775,0.0,0.35722459201370693,macro_economy,negative,2013
Reform,35.36892,0.3402496211056954,0.18181818181818182,0.015581732189746277,democratic_reform,negative,2013
Enflasyon,19.25429,0.2572103297710973,0.0,0.0030375891952724213,macro_economy,negative,2013
Egemenlik,10.641869999999999,0.39601239038676816,0.0,0.21195169830398425,security_conflict,negative,2013
Hukuk Devleti,1970.51019,0.5829764937033326,0.01818181818181818,0.4037909029353551,democratic_reform,negative,2014
Guvenlik,1087.026605,0.5819150319042109,0.19999999999999998,0.3547940016004114,security_conflict,negative,2014
Ekonomi,1025.0506500000001,0.585794655901843,0.05454545454545454,0.4054118374457749,macro_economy,negative,2014
Demokrasi,465.51444,0.49517635725607917,0.0,0.28648432367338184,democratic_reform,negative,2014
Anayasa,396.12554500000005,0.5559236412012815,0.0,0.3487717524169235,constitutional_conflict,negative,2014
Vesayet,249.55724,0.3451967760064209,0.0,0.015618153049608115,constitutional_conflict,negative,2014
Faiz,68.0463,0.7444046343948306,0.5272727272727272,0.44988788471918123,macro_economy,negative,2014
Avrupa Birligi,63.97399,0.49538004189919743,0.0,0.2141689965407947,democratic_reform,negative,2014
Enflasyon,57.12313,0.37237156528524507,0.0,0.0647098725563539,macro_economy,negative,2014
Reform,39.88841,0.5108794744401809,0.34545454545454546,0.08319140852086607,democratic_reform,negative,2014
Egemenlik,30.59126,0.497369430565673,0.0,0.2883642567276784,security_conflict,negative,2014
IMF,10.67938,0.34110729562589387,0.0,0.015061373847323235,macro_economy,negative,2014
Hukuk Devleti,495.53382,0.4998848999786533,0.18181818181818182,0.3703971773571768,democratic_reform,negative,2015
Ekonomi,474.16792,0.5241709853687152,0.05454545454545454,0.39727056916336134,macro_economy,negative,2015
Guvenlik,457.354,0.5552716740287769,0.16363636363636364,0.402172778557721,security_conflict,negative,2015
Anayasa,186.87660499999998,0.6176463059015922,0.2727272727272727,0.43740363893977163,constitutional_conflict,negative,2015
Demokrasi,123.03874499999999,0.49906260924063583,0.32727272727272727,0.23496922962552896,democratic_reform,negative,2015
Vesayet,105.54885,0.5755135191890596,0.0,0.38593376513354694,constitutional_conflict,negative,2015
Faiz,89.11099999999999,0.3323409190621697,0.0,0.06618089317821674,macro_economy,negative,2015
Avrupa Birligi,18.323050000000002,0.4535616989322433,0.18181818181818182,0.2284421000543171,democratic_reform,negative,2015
Reform,13.93767,0.2869551654973013,0.0,0.03215716413478342,democratic_reform,negative,2015
Egemenlik,13.37957,0.4521420005823345,0.0,0.2968573208374452,security_conflict,negative,2015
Enflasyon,10.00178,0.36067764589786977,0.18181818181818182,0.04478116130367707,macro_economy,negative,2015
IMF,3.0374999999999996,0.23854557599374462,0.0,0.005685114257137725,macro_economy,negative,2015
