concept,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,concept_category,layer,year
Ekonomi,3676.2,0.668474518312991,0.6363636363636364,0.40959432431470233,macro_economy,total,2011
Hukuk Devleti,2650.4,0.5361078615440648,0.12727272727272726,0.4256434017354001,democratic_reform,total,2011
Guvenlik,1787.35,0.4881110893526184,0.0,0.32937131902512323,security_conflict,total,2011
Demokrasi,1401.95,0.3832766881675463,0.0,0.24875485274507111,democratic_reform,total,2011
Anayasa,1244.3,0.5353006559153793,0.01818181818181818,0.4241811783218743,constitutional_conflict,total,2011
Avrupa Birligi,410.55000000000007,0.5326988640259721,0.43636363636363634,0.08805163194315925,democratic_reform,total,2011
Reform,222.25,0.3976556152958632,0.0,0.024278917527394004,democratic_reform,total,2011
Faiz,210.15,0.3959812530284732,0.16363636363636364,0.024089621793860077,macro_economy,total,2011
Enflasyon,179.64999999999998,0.40989555822389767,0.0,0.07922621635385078,macro_economy,total,2011
IMF,174.15,0.29790901819606785,0.0,0.009500702592930697,macro_economy,total,2011
Vesayet,129.95,0.532381557675628,0.0,0.421741384821712,constitutional_conflict,total,2011
Egemenlik,54.00000000000001,0.4854852732688907,0.0,0.3280401674551845,security_conflict,total,2011
Hukuk Devleti,8896.3,0.5049982064494362,0.0,0.21787311928079642,democratic_reform,total,2012
Ekonomi,7380.0,0.660492775323501,0.2545454545454545,0.43077671153767083,macro_economy,total,2012
Demokrasi,4193.4,0.4375340288526181,0.18181818181818182,0.05947690295209157,democratic_reform,total,2012
Anayasa,4134.35,0.6574856999974017,0.4909090909090909,0.3045340971691782,constitutional_conflict,total,2012
Guvenlik,3945.3000000000006,0.6592532256083246,0.19999999999999998,0.4302866785096911,security_conflict,total,2012
Avrupa Birligi,661.05,0.6208945801337121,0.0,0.4027801247551189,democratic_reform,total,2012
Reform,496.44999999999993,0.43743346264476457,0.0,0.1625802882329125,democratic_reform,total,2012
Faiz,491.25,0.5061075747003302,0.03636363636363636,0.35390501129369717,macro_economy,total,2012
Vesayet,353.15,0.5016228209231411,0.0,0.3496346978418987,constitutional_conflict,total,2012
Enflasyon,247.55,0.437623036978618,0.0,0.21483409110023002,macro_economy,total,2012
IMF,198.35,0.305344148702217,0.0,0.010847197559037128,macro_economy,total,2012
Egemenlik,171.45,0.39895775200419986,0.0,0.05575731609523882,security_conflict,total,2012
Ekonomi,7166.299999999999,0.5888522528041339,0.23636363636363636,0.4346865471045431,macro_economy,total,2013
Hukuk Devleti,7143.55,0.5019595814693595,0.2909090909090909,0.09959464040101186,democratic_reform,total,2013
Guvenlik,5468.05,0.7038377371416044,0.5272727272727272,0.4058811011052372,security_conflict,total,2013
Demokrasi,3929.0000000000005,0.3613899030083206,0.0,0.030163113015238777,democratic_reform,total,2013
Anayasa,2733.2500000000005,0.38042186056604926,0.03636363636363636,0.04684249376164507,constitutional_conflict,total,2013
Faiz,993.2499999999999,0.5051023866115586,0.0,0.2383946866259846,macro_economy,total,2013
Avrupa Birligi,857.3500000000001,0.5569666094504025,0.0,0.3946565553363441,democratic_reform,total,2013
Reform,488.65000000000003,0.4212478998791671,0.0,0.2252249798807764,democratic_reform,total,2013
Vesayet,267.65000000000003,0.5266267233125699,0.0,0.30258936777222223,constitutional_conflict,total,2013
Enflasyon,263.05,0.46107959174242236,0.03636363636363636,0.3500446773969834,macro_economy,total,2013
IMF,234.15,0.5599195500963589,0.03636363636363636,0.3837378502914614,macro_economy,total,2013
Egemenlik,98.60000000000001,0.4777978149855928,0.0,0.09287926719098051,security_conflict,total,2013
Hukuk Devleti,10890.849999999999,0.5257891674140174,0.0,0.2278947490130374,democratic_reform,total,2014
Ekonomi,6430.900000000001,0.5603325238106062,0.16363636363636364,0.35640679135131087,macro_economy,total,2014
Guvenlik,4714.049999999999,0.5602431666267662,0.14545454545454545,0.2766724507574761,security_conflict,total,2014
Demokrasi,4071.8,0.36133060453181726,0.0,0.049455231815683606,democratic_reform,total,2014
Anayasa,3351.7000000000003,0.5561957048953581,0.32727272727272727,0.23840841092764148,constitutional_conflict,total,2014
Avrupa Birligi,779.1499999999999,0.701005975200983,0.3090909090909091,0.457751971281016,democratic_reform,total,2014
Faiz,588.8000000000001,0.5838133708318001,0.10909090909090909,0.3978538980394364,macro_economy,total,2014
Reform,494.65,0.4055087265270655,0.0,0.22862485852523232,democratic_reform,total,2014
Vesayet,387.70000000000005,0.5222366619052254,0.0,0.30506208213190256,constitutional_conflict,total,2014
Enflasyon,262.6,0.4079506834020348,0.0,0.160154056488992,macro_economy,total,2014
Egemenlik,195.74999999999997,0.37744062451671584,0.0,0.09956184083155972,security_conflict,total,2014
IMF,108.10000000000001,0.5517033320967495,0.09090909090909091,0.3694421116237307,macro_economy,total,2014
Hukuk Devleti,2992.95,0.6239523107485956,0.19999999999999998,0.40989987481815116,democratic_reform,total,2015
Ekonomi,2456.0,0.6577588753465796,0.2727272727272727,0.3913536352691034,macro_economy,total,2015
Guvenlik,2036.5,0.5573826332911301,0.05454545454545454,0.38795180265150686,security_conflict,total,2015
Anayasa,1629.7000000000003,0.6615536036512061,0.12727272727272726,0.42854505594391695,constitutional_conflict,total,2015
Demokrasi,1509.4999999999998,0.4190420194652759,0.18181818181818182,0.050862804900016045,democratic_reform,total,2015
Faiz,398.25,0.5306614023407389,0.0,0.36638150087888427,macro_economy,total,2015
Avrupa Birligi,202.55,0.6221720043746405,0.32727272727272727,0.26688478565414214,democratic_reform,total,2015
Vesayet,154.89999999999998,0.46074358686650796,0.0,0.13223930902287181,constitutional_conflict,total,2015
