speaker,party,total_mentions,community,community_label,eigen_score,embed1,embed2
Enver Erdem,Milliyetçi Hareket Partisi,338,0,Neutral,-0.012296790710256276,-0.1962243473693587,0.33153633526677184
Ercan Cengiz,Cumhuriyet Halk Partisi,211,1,Pole +,0.1649526204770931,0.5202891097350947,-0.3102974749892193
Erdal Aksünger,Cumhuriyet Halk Partisi,149,-1,Pole -,-0.13451297634643977,-0.7160190536966275,0.2710004637889796
Erdoğan Bayraktar,Adalet ve Kalkınma Partisi,170,0,Neutral,0.01734238546032701,0.06318946972061941,-0.35242427537584176
Erkan Akçay,Milliyetçi Hareket Partisi,987,0,Neutral,0.004603002278773407,-0.2231526533996635,0.018286725279150155
Erol Dora,Bağımsız,2496,1,Pole +,0.1431167000505494,0.6187491594910027,-0.5094044940068125
Ertuğrul Günay,Bağımsız,65,0,Neutral,-0.0020566589953546744,0.19114647420482647,0.5828853436044035
Ertuğrul Kürkcü,Halkların Demokratik Partisi,443,0,Neutral,-0.01098846552782363,-0.44661751419010487,-0.3123363735059836
Faik Öztrak,Cumhuriyet Halk Partisi,355,0,Neutral,-0.014540464181080386,-0.20699912451612754,-0.37765171750852156
Faruk Bal,Milliyetçi Hareket Partisi,2886,-1,Pole -,-0.10843660616104661,-0.877330422187821,0.28104252749020037
Faruk Işık,Adalet ve Kalkınma Partisi,48,0,Neutral,-0.0049322961265380535,-0.0569725201899277,-0.1872369321055886
Faruk Loğoğlu,Cumhuriyet Halk Partisi,222,0,Neutral,-0.024606170411637762,-0.23667446377356208,-0.219460694927986
Faruk Çelik,Adalet ve Kalkınma Partisi,529,0,Neutral,0.031124209127618783,0.4843278198301925,0.3116757304870515
Fatih Çiftci,Adalet ve Kalkınma Partisi,104,0,Neutral,0.015170592222557155,0.540541121824871,0.19287364612507255
Fatih Şahin,Adalet ve Kalkınma Partisi,87,0,Neutral,0.04939086707798316,0.6620501040160398,-0.04856157674167541
Fatma Şahin,Adalet ve Kalkınma Partisi,161,0,Neutral,0.012229917341556954,0.5282609505747901,0.32983320445467873
Fatoş Gürkan,Adalet ve Kalkınma Partisi,60,0,Neutral,0.01902553217412527,0.36987829017383506,0.3028814443069893
Faysal Sarıyıldız,Bağımsız,74,-1,Pole -,-0.1282475783421913,-0.6304700751118583,0.3368772925873578
Fazilet Dağcı Çığlık,Adalet ve Kalkınma Partisi,59,0,Neutral,-0.0008991604324122713,0.09965512920226753,0.2055342543532152
Fehmi Küpçü,Adalet ve Kalkınma Partisi,85,1,Pole +,0.16413526667279796,0.48749624808118297,-0.41886593901763625
Feramuz Üstün,Adalet ve Kalkınma Partisi,44,0,Neutral,0.020524352572810465,0.370781627676205,0.7069145486888329
Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,207,0,Neutral,0.005860095800361198,0.1693809922141904,0.29004159689051
Fikri Işık,Adalet ve Kalkınma Partisi,111,0,Neutral,0.023100075148919697,0.4654105708345663,0.11838445314249564
Gökcen Özdoğan Enç,Adalet ve Kalkınma Partisi,46,0,Neutral,0.032336511083854075,0.13878443520949232,-0.2603512113516492
Gökhan Günaydın,Cumhuriyet Halk Partisi,132,0,Neutral,-0.0214681839821102,-0.5972609882731716,-0.25000274461732186
Gülsün Bilgehan,Cumhuriyet Halk Partisi,69,0,Neutral,-0.0005395324747205897,0.3199171003103877,0.29623131840401085
Gürkut Acar,Cumhuriyet Halk Partisi,770,-1,Pole -,-0.13907039856010944,-0.49454365623595936,0.39829278711630545
Hakan Çavuşoğlu,Adalet ve Kalkınma Partisi,160,1,Pole +,0.18825337219521235,0.7043484050030495,-0.5036550630401023
Halil Aksoy,Halkların Demokratik Partisi,355,0,Neutral,-0.02206041211917969,-0.5001709033638159,-0.2890519182683784
Halil Ürün,Adalet ve Kalkınma Partisi,42,0,Neutral,-0.0008737557235195809,0.18120814272522953,0.19000468695776546
Haluk Ahmet Gümüş,Cumhuriyet Halk Partisi,226,0,Neutral,0.012495954202985021,0.1867258107444169,0.04527887494104246
Haluk Eyidoğan,Cumhuriyet Halk Partisi,118,-1,Pole -,-0.16304047105927758,-0.7182372822541803,0.3047774678659613
Haluk Koç,Cumhuriyet Halk Partisi,52,0,Neutral,0.04063888729507631,0.5033749749245504,-0.02225020047052912
Hamza Dağ,Adalet ve Kalkınma Partisi,46,-1,Pole -,-0.09339207310061651,-0.5108610712441006,0.49168158883087454
Hasan Hüseyin Türkoğlu,Milliyetçi Hareket Partisi,919,0,Neutral,-0.022567869513823707,-0.5111580745368457,-0.360599148567374
Hasan Ören,Cumhuriyet Halk Partisi,296,0,Neutral,0.026004407362803496,0.5624873751115812,0.016644146433874924
Hasip Kaplan,Halkların Demokratik Partisi,3392,0,Neutral,-0.0024350109178992853,-0.06359455468592042,-0.1375328962358052
Hayati Yazıcı,Adalet ve Kalkınma Partisi,119,0,Neutral,-0.005488222729597066,0.18346031501525706,0.4542735961736746
Haydar Akar,Cumhuriyet Halk Partisi,609,0,Neutral,0.013702315661859442,0.28848689899088653,0.11831322746798784
Hilmi Bilgin,Adalet ve Kalkınma Partisi,118,0,Neutral,0.006770072389684153,-0.01049878167692375,-0.43522325599394884
Hurşit Güneş,Cumhuriyet Halk Partisi,169,-1,Pole -,-0.10577480090501018,-0.4613529033101757,0.7785323680282075
Hüsamettin Zenderlioğlu,Halkların Demokratik Partisi,184,0,Neutral,-0.00136317910005595,-0.0012619215048762864,-0.2920029865965628
Hüseyin Aygün,Cumhuriyet Halk Partisi,132,-1,Pole -,-0.1082702146453058,-0.554114235053466,0.1783555110757009
Hüseyin Cemal Akın,Adalet ve Kalkınma Partisi,58,1,Pole +,0.16275990248626418,0.5193941690821957,-0.27664272424676395
Hüseyin Tanrıverdi,Adalet ve Kalkınma Partisi,63,0,Neutral,0.015063392849937646,0.5285430581454905,0.43292326518867263
Hüseyin Üzülmez,Adalet ve Kalkınma Partisi,57,0,Neutral,0.014960498681639763,0.45684454933638374,0.6565751991494051
Hüseyin Şahin,Adalet ve Kalkınma Partisi,64,0,Neutral,0.012062145841017412,0.3896460867624729,0.434928093183997
Kadir Gökmen Öğüt,Cumhuriyet Halk Partisi,214,0,Neutral,-0.015420106824089912,-0.559351045216287,-0.33336784630932625
Kamer Genç,Cumhuriyet Halk Partisi,1105,0,Neutral,0.05254551261122199,0.19352605019455107,-0.7705415950263178
Kazım Kurt,Cumhuriyet Halk Partisi,248,0,Neutral,0.028963128010604047,0.31090777678860954,-0.17581833607332395
Kemal Değirmendereli,Cumhuriyet Halk Partisi,67,0,Neutral,0.02045933220026888,0.36677298530531666,0.643101775282132
Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,441,-1,Pole -,-0.0681292648475448,-0.760651939846886,0.07053351107668047
Kemalettin Yılmaz,Milliyetçi Hareket Partisi,142,0,Neutral,-0.01620942965578915,-0.1284996537887157,-0.35030644143556094
Levent Gök,Cumhuriyet Halk Partisi,759,0,Neutral,0.00170667228205286,0.06637700715659187,-0.08032306821256563
Lütfi Elvan,Adalet ve Kalkınma Partisi,218,0,Neutral,-0.016910416920966714,0.0924310225148572,0.5795891417180095
Lütfü Türkkan,Milliyetçi Hareket Partisi,573,0,Neutral,-0.0034073047041422496,-0.20997896372544742,-0.15292604905140028
MHP GRUBU ADINA D. ALİ TORLAK,Milliyetçi Hareket Partisi,49,0,Neutral,0.002583911385681602,0.01805461830605894,0.22923633185795197
MHP GRUBU ADINA S. NEVZAT KORKMAZ,Milliyetçi Hareket Partisi,145,0,Neutral,-0.013130030097589772,-0.3007944201688548,0.31383308624800355
Mahir Ünal,Adalet ve Kalkınma Partisi,265,0,Neutral,-0.031293565497742135,-0.4137318049747606,0.3933826436232166
Mahmut Kaçar,Adalet ve Kalkınma Partisi,128,0,Neutral,0.028518616528985033,0.36836001045326233,0.1534961886191545
Mahmut Tanal,Cumhuriyet Halk Partisi,1099,-1,Pole -,-0.12207946105736484,-0.7715047572370192,0.33103346723854693
Malik Ecder Özdemir,Cumhuriyet Halk Partisi,82,0,Neutral,0.02284065497169426,0.13943802116285228,-0.44648075018261113
Mehdi Eker,Adalet ve Kalkınma Partisi,271,0,Neutral,0.010024277829319611,0.1923645526976113,0.39686231910164343
Mehmet Ali Ediboğlu,Cumhuriyet Halk Partisi,61,0,Neutral,-0.016682816960339835,-0.2970677700025433,-0.3360829736769448
Mehmet Ali Susam,Cumhuriyet Halk Partisi,334,0,Neutral,0.0053478030793593844,0.434296334009336,-0.04113536807059704
Mehmet Domaç,Adalet ve Kalkınma Partisi,72,0,Neutral,0.02525777059053957,0.5404868731143166,0.004234330242352901
Mehmet Doğan Kubat,Adalet ve Kalkınma Partisi,451,1,Pole +,0.1651014568269437,0.6191819105850653,-0.5032724877338947
Mehmet Erdoğan,Milliyetçi Hareket Partisi,581,0,Neutral,0.0022565031199122364,-0.09437241669517987,-0.018483307474497297
Mehmet Ersoy,Adalet ve Kalkınma Partisi,81,1,Pole +,0.07032419249141587,0.5482453928405691,-0.06065678993720373
Mehmet Günal,Milliyetçi Hareket Partisi,1269,0,Neutral,-0.011621114590330906,-0.15996627538897198,-0.18284565630295777
Mehmet Hilal Kaplan,Cumhuriyet Halk Partisi,186,0,Neutral,-0.024026888172952055,-0.5768219515466292,-0.4611599232426873
Mehmet Metiner,Adalet ve Kalkınma Partisi,105,0,Neutral,0.003903115776833766,0.08123434216611322,-0.24167924113029543
Mehmet Muş,Adalet ve Kalkınma Partisi,263,0,Neutral,0.01526685453088116,0.2908752334285646,0.401700739254985
Mehmet Müezzinoğlu,Adalet ve Kalkınma Partisi,75,0,Neutral,-0.04708959730355305,-0.31513635406243856,0.5648233653301309
Mehmet Şandır,Milliyetçi Hareket Partisi,1028,-1,Pole -,-0.08376287007623026,-0.7763073909559601,0.27216644114472993
Mehmet Şeker,Cumhuriyet Halk Partisi,187,0,Neutral,-0.021148490465562247,-0.39603977840624155,0.06682239345768307
Mehmet Şimşek,Adalet ve Kalkınma Partisi,945,0,Neutral,0.01011421234658394,0.30685218633245104,0.4287268281751139
Mehmet Şükrü Erdinç,Adalet ve Kalkınma Partisi,74,0,Neutral,0.03938450088933465,0.5940929347471173,0.2130850833693068
Melda Onur,Cumhuriyet Halk Partisi,67,-1,Pole -,-0.12633583307458374,-0.6790874839245712,0.11585175484929033
Mesut Dedeoğlu,Milliyetçi Hareket Partisi,138,0,Neutral,0.006795725238993393,0.0058540485908161214,0.1407528730671437
Metin Külünk,Adalet ve Kalkınma Partisi,65,0,Neutral,0.016368748686761865,0.3628947650152764,0.0465250586949002
Metin Lütfi Baydar,Cumhuriyet Halk Partisi,150,0,Neutral,-0.00162468086332307,-0.12281070720477297,-0.0488920290253521
Mevlüt Akgün,Adalet ve Kalkınma Partisi,200,1,Pole +,0.1697363786519776,0.6226015617432581,-0.2767038920062951
Mevlüt Dudu,Cumhuriyet Halk Partisi,111,0,Neutral,0.058743168881647476,0.04500767390397935,-0.6310727262194141
Mevlüt Çavuşoğlu,Adalet ve Kalkınma Partisi,45,0,Neutral,-0.00041194247518258083,0.175302517582468,0.25318388238390493
Mihrimah Belma Satır,Adalet ve Kalkınma Partisi,115,0,Neutral,-0.05439284012124823,-0.7551270135090311,-0.11715476629836002
Muammer Güler,Adalet ve Kalkınma Partisi,172,0,Neutral,-0.030241567615928867,-0.4628032624881478,-0.2648729173488378
Muharrem Işık,Cumhuriyet Halk Partisi,199,0,Neutral,-0.009499893136570986,-0.10499951073825434,-0.32442932129476115
Muharrem Varlı,Milliyetçi Hareket Partisi,137,0,Neutral,0.00709206474379551,0.006426127372111201,0.3150497160763678
Muharrem İnce,Cumhuriyet Halk Partisi,483,-1,Pole -,-0.1269522215958102,-0.7115080823344107,0.35931752901439856
Murat Başesgioğlu,Milliyetçi Hareket Partisi,404,1,Pole +,0.07725961247593265,0.12696672425743244,-0.5869734404824403
Murat Bozlak,Halkların Demokratik Partisi,396,1,Pole +,0.1188868824375091,0.5577933307842591,-0.48685678350877404
Musa Çam,Cumhuriyet Halk Partisi,347,0,Neutral,-0.040257159318343116,-0.4245445010790755,0.05152645208539424
Mustafa Elitaş,Adalet ve Kalkınma Partisi,442,0,Neutral,-0.006544572395788085,0.20162771636869825,0.5980106903532517
Mustafa Erdem,Milliyetçi Hareket Partisi,46,0,Neutral,-0.02208591058953003,-0.09351525329026726,0.574551452946367
Mustafa Kalaycı,Milliyetçi Hareket Partisi,784,0,Neutral,-0.0133762540852015,-0.19758210983215743,-0.13114832749005328
Mustafa Kemal Şerbetçioğlu,Adalet ve Kalkınma Partisi,93,0,Neutral,-0.026280528635734816,-0.19498736537365954,0.05387370832339014
Mustafa Moroğlu,Cumhuriyet Halk Partisi,106,-1,Pole -,-0.1648554675678359,-0.6181063616831751,0.3698724426067658
Mustafa Serdar Soydan,Cumhuriyet Halk Partisi,86,0,Neutral,-0.011518533690396545,-0.21913837579672782,-0.033932017774168315
Mustafa Öztürk,Adalet ve Kalkınma Partisi,101,0,Neutral,0.006827278275189776,0.030500270734583015,0.49414245667635903
Mustafa Şahin,Adalet ve Kalkınma Partisi,75,0,Neutral,-0.004227810397495625,0.179314616163264,0.4992433642487743
Mustafa Şentop,Adalet ve Kalkınma Partisi,105,1,Pole +,0.10972119606605185,0.4240908134035836,-0.6109760504234933
Muzaffer Aslan,Adalet ve Kalkınma Partisi,56,0,Neutral,0.020088495492521622,0.5432571182305312,0.6119641207183356
Mülkiye Birtane,Halkların Demokratik Partisi,189,0,Neutral,-0.05784282771763694,-0.7358042072309333,0.07806989624585978
Münir Kutluata,Milliyetçi Hareket Partisi,359,0,Neutral,-0.03429350303573735,-0.7246307581547667,-0.34642978136786384
Müslim Sarı,Cumhuriyet Halk Partisi,619,0,Neutral,-0.02032680378995414,-0.4729945761749633,-0.3235015127898914
Nabi Avcı,Adalet ve Kalkınma Partisi,82,0,Neutral,0.006785088592807746,0.2338860718450469,0.29264213195203936
Naci Bostancı,Adalet ve Kalkınma Partisi,223,0,Neutral,-0.0073185482363143485,-0.10715817941732272,-0.08290053445744183
Namık Havutça,Cumhuriyet Halk Partisi,250,1,Pole +,0.07364196737535901,0.499991365769045,-0.46077999658669044
Nazmi Gür,Bağımsız,601,0,Neutral,0.05100727037177905,0.6113022613263129,-0.3253737887210768
Necati Özensoy,Milliyetçi Hareket Partisi,175,0,Neutral,0.015195003169725654,0.30977251435683373,0.2319894985152717
Nihat Ergün,Adalet ve Kalkınma Partisi,80,0,Neutral,0.0040728588549196094,0.376464610304388,0.3268447151993077
Nihat Zeybekci,Adalet ve Kalkınma Partisi,182,0,Neutral,0.001069230901311092,0.25501492329515657,0.3291236880588966
Nur Serter,Cumhuriyet Halk Partisi,85,-1,Pole -,-0.14921277173303923,-0.5962555643639288,0.15576925527564517
Nurettin Canikli,Adalet ve Kalkınma Partisi,404,0,Neutral,-0.017870679382896305,-0.27536675903554064,0.11174823329338729
Nurettin Demir,Cumhuriyet Halk Partisi,84,0,Neutral,-0.04529131622529768,-0.18023427720938928,-0.026702773900097235
Nursel Aydoğan,Bağımsız,331,0,Neutral,0.013761123474400519,0.09481968833499017,-0.303097878035978
Nusret Bayraktar,Adalet ve Kalkınma Partisi,46,0,Neutral,0.003172759954746174,0.13211300756790872,0.7321138669123003
Oktay Ekşi,Cumhuriyet Halk Partisi,70,0,Neutral,0.008370516408274502,0.37307916886130116,0.4823124612864106
Oktay Vural,Milliyetçi Hareket Partisi,1751,0,Neutral,-0.010679738049736438,-0.44219771199563385,0.04228943550891243
Oktay Öztürk,Milliyetçi Hareket Partisi,659,1,Pole +,0.09106892622667048,0.15583765969526056,-0.5195233225465656
Orhan Düzgün,Cumhuriyet Halk Partisi,88,0,Neutral,-0.0365814398970739,-0.5346665170952563,-0.19987669898902247
Osman Aydın,Cumhuriyet Halk Partisi,97,0,Neutral,-0.025095309990785977,-0.4517150380741034,-0.5217925794452929
Osman Aşkın Bak,Adalet ve Kalkınma Partisi,57,0,Neutral,0.027541210580573676,0.23508907211801905,-0.2740306142170689
Osman Kahveci,Adalet ve Kalkınma Partisi,49,0,Neutral,0.058067118378122506,0.37749996766569294,-0.06326729316667219
Osman Korutürk,Cumhuriyet Halk Partisi,343,0,Neutral,-0.018216662410285266,-0.030696936002847442,-0.04709034369016896
Oğuz Kağan Köksal,Adalet ve Kalkınma Partisi,249,0,Neutral,0.040243779857841215,0.5707802543088377,0.024111255510621675
Oğuz Oyan,Cumhuriyet Halk Partisi,380,0,Neutral,0.004851330820552346,-0.01706797607914564,-0.03981341127971555
Pervin Buldan,Halkların Demokratik Partisi,619,1,Pole +,0.061779200714002946,0.3179506926250722,-0.6773949496978638
Rahmi Aşkın Türeli,Cumhuriyet Halk Partisi,442,0,Neutral,-0.023341053784717018,-0.22721760665891677,-0.05625451461313387
Ramazan Can,Adalet ve Kalkınma Partisi,578,0,Neutral,-0.024419213195265552,0.1205662757132876,0.12250519708067108
Ramazan Kerim Özkan,Cumhuriyet Halk Partisi,120,0,Neutral,-0.0033882136872862225,-0.25092177784924335,0.12918204277652873
