date,market_days,usd_try_avg,usd_try_last,usd_try_return_month_pct,eur_try_avg,eur_try_last,eur_try_return_month_pct,bist100_avg,bist100_last,bist100_return_month_pct,gold_usd_avg,gold_usd_last,gold_usd_return_month_pct,brent_oil_usd_avg,brent_oil_usd_last,brent_oil_usd_return_month_pct,wti_oil_usd_avg,wti_oil_usd_last,wti_oil_usd_return_month_pct,year,month,short_term_interest_rate_percent,discount_rate_percent,immediate_interbank_rate_percent,cpi_all_items_index_fred,cpi_inflation_yoy_percent_fred,cpi_inflation_mom_percent_fred,harmonized_unemployment_rate_percent,industrial_production_index,exports_value_fred,imports_value_fred
2023-01-01,22,18.765019850297406,18.808000564575195,0.8756949212743059,20.216951803727582,20.398820877075195,2.2246171065793074,5249.8681640625,4976.60009765625,-12.09128947010475,1899.8349914550781,1929.5,4.881233419119413,83.87900009155274,84.48999786376953,2.9110833545286763,78.16400032043457,78.87000274658203,2.5217762039651648,2023,1,,9.75,7.5,461.8378,57.682480000000005,6.64894324072842,9.7,144.0324,396370800000.0,634681600000.0
2023-02-01,20,18.843262958526612,18.884199142456055,0.4264958749175429,20.195404052734375,20.033489227294922,-1.8878108052970521,4958.706207275391,5237.2998046875,11.115116756446653,1853.2368485300165,1828.9000244140625,-5.130201364720477,83.50947329872533,83.88999938964844,1.267507361389808,76.86052583393298,77.05000305175781,0.8375858643830947,2023,2,,9.75,,476.3628,55.17983,3.14504603317046,10.1,134.7269,370473300000.0,600332100000.0
2023-03-01,24,18.99488523732061,19.17569923400879,1.553291495518705,20.331504987633746,20.909629821777344,4.705000510026114,5143.334791100543,4812.89990234375,-9.577850982809666,1912.9608685037365,1969.0,7.144803412787648,79.2069562829059,79.7699966430664,-5.384890341589843,73.37260934580927,75.66999816894531,-2.6000826476797023,2023,3,,9.75,,487.269,50.50851,2.28947983211556,10.2,143.0883,405828000000.0,561107800000.0
2023-04-01,25,19.336244946434384,19.449499130249023,1.3338883748450048,21.190458661033993,21.413949966430664,3.294641274165211,4969.921026932566,4617.89990234375,-4.57898745027896,2001.04736328125,1990.0999755859375,0.312513286737115,83.36894788240132,79.54000091552734,-6.346402178595023,79.43842155054996,76.77999877929688,-4.526236598515676,2023,4,,9.75,,498.8929,43.68417,2.38550895845639,10.1,141.7397,410662200000.0,566127900000.0
2023-05-01,27,19.78454357644786,20.786399841308594,6.859691585291761,21.48640657507855,22.187559127807617,3.9642856089536327,4587.8857654389885,4886.89990234375,8.448353169645383,1993.4227294921875,1963.9000244140625,-0.9831602178063226,75.63227358731356,72.66000366210938,-8.384811626770505,71.62090925736861,68.08999633789062,-10.005296005569475,2023,5,,15.75,,499.1078,39.5853,0.0430755976739223,9.5,144.0324,403716700000.0,631817100000.0
2023-06-01,26,23.74555151803153,26.03860092163086,24.645055307560003,25.714992795671737,28.248380661010742,25.75336566289801,5428.352590460527,5759.10009765625,16.11557571765967,1941.652378627232,1921.0999755859375,-2.8766443080921356,74.92571367536273,74.9000015258789,0.8346833020611788,70.27428545270648,70.63999938964844,0.7703294255087645,2023,6,,15.75,,518.6753,38.21352,3.92049823158542,9.3,146.325,524559300000.0,671633500000.0
2023-07-01,26,26.442503235556863,26.925979614257812,5.9143909376029535,29.213667262684215,29.61050033569336,4.202519410739125,6491.752348400298,7217.0,19.977394881898647,1950.7649963378906,1970.5,2.5394208288534337,80.35549964904786,85.55999755859375,14.614863777240084,76.03449974060058,81.80000305175781,17.208771999827267,2023,7,,15.75,16.0,567.8915,47.83173,9.48882427363328,9.4,146.1902,544059200000.00006,828251200000.0
2023-08-01,27,26.88976602968962,26.68790054321289,-1.0588123985195153,29.28855738432511,28.884889602661133,-2.699566427137823,7600.08183149858,7917.89990234375,10.454068526801287,1917.5565185546875,1938.199951171875,-0.12881950136034437,85.10434756071672,86.86000061035156,2.296545594323618,81.3208697775136,83.62999725341797,2.7774295570253793,2023,8,,15.75,23.5,619.4946,58.94353,9.086793166828858,9.2,144.437,575945400000.0,827739000000.0
2023-09-01,25,26.976206588745118,27.458900451660156,3.3171216145875704,28.753026962280273,28.990049362182617,1.9560783099442647,8105.604724702381,8334.900390625,3.4607352141746706,1912.4099975585937,1848.0999755859375,-4.727295130113307,92.76649932861328,95.30999755859375,7.6340985588500665,89.43050003051758,90.79000091552734,6.125070341142269,2023,9,,30.75,,648.9399,61.529869999999995,4.75311433367815,9.0,144.437,595773900000.0,761826000000.0
2023-10-01,26,27.86090304634788,28.257369995117188,2.8247410416330165,29.406076778065074,29.992660522460938,3.5093456516679167,8025.41816850142,7514.10009765625,-11.46341348348946,1915.5681762695312,1985.199951171875,8.480871648736343,88.70409115878019,87.41000366210938,-3.637962138319717,85.46681837602095,81.0199966430664,-8.781809365635862,2023,10,,30.75,,671.2244,61.357009999999995,3.43398145519917,8.5,143.7626,602682400000.0,803524500000.0
