year,market_days,usd_try_avg,usd_try_last,usd_try_return_year_pct,eur_try_avg,eur_try_last,eur_try_return_year_pct,bist100_avg,bist100_last,bist100_return_year_pct,gold_usd_avg,gold_usd_last,gold_usd_return_year_pct,brent_oil_usd_avg,brent_oil_usd_last,brent_oil_usd_return_year_pct,wti_oil_usd_avg,wti_oil_usd_last,wti_oil_usd_return_year_pct,market_days_annual_avg,usd_try_avg_annual_avg,usd_try_last_annual_avg,usd_try_return_month_pct_annual_avg,eur_try_avg_annual_avg,eur_try_last_annual_avg,eur_try_return_month_pct_annual_avg,bist100_avg_annual_avg,bist100_last_annual_avg,bist100_return_month_pct_annual_avg,gold_usd_avg_annual_avg,gold_usd_last_annual_avg,gold_usd_return_month_pct_annual_avg,brent_oil_usd_avg_annual_avg,brent_oil_usd_last_annual_avg,brent_oil_usd_return_month_pct_annual_avg,wti_oil_usd_avg_annual_avg,wti_oil_usd_last_annual_avg,wti_oil_usd_return_month_pct_annual_avg,short_term_interest_rate_percent_annual_avg,discount_rate_percent_annual_avg,immediate_interbank_rate_percent_annual_avg,cpi_all_items_index_fred_annual_avg,cpi_inflation_yoy_percent_fred_annual_avg,cpi_inflation_mom_percent_fred_annual_avg,harmonized_unemployment_rate_percent_annual_avg,industrial_production_index_annual_avg,exports_value_fred_annual_avg,imports_value_fred_annual_avg,agriculture_value_added_gdp_percent,bank_nonperforming_loans_percent,broad_money_gdp_percent,central_government_debt_gdp_percent,cpi_index_2010_100,current_account_balance_gdp_percent,domestic_credit_private_sector_gdp_percent,employment_to_population_percent,expense_gdp_percent,exports_gdp_percent,external_balance_goods_services_gdp_percent,external_debt_gni_percent,fdi_net_inflows_gdp_percent,final_consumption_expenditure_gdp_percent,gdp_current_usd,gdp_growth_annual_percent,gdp_per_capita_current_usd,gdp_per_capita_growth_percent,gini_index,government_consumption_gdp_percent,gross_capital_formation_gdp_percent,gross_savings_gdp_percent,imports_gdp_percent,industry_value_added_gdp_percent,inflation_cpi_annual_percent,labor_force_participation_percent,net_lending_borrowing_gdp_percent,official_exchange_rate_lcu_per_usd,population_growth_percent,population_total,revenue_excluding_grants_gdp_percent,services_value_added_gdp_percent,tax_revenue_gdp_percent,total_reserves_usd,trade_gdp_percent,unemployment_total_percent
2012,292,1.799416748043221,1.7886799573898315,-4.852386950606169,2.3135586945033166,2.3647499084472656,-2.761220251353713,636.4921373208992,782.083984375,52.331280123932004,1668.8376000976561,1674.800048828125,4.694636491126647,111.71567930998626,111.11000061035156,-0.9096554606713991,94.21352001953124,91.81999969482422,-10.8197353231411,24.333333333333332,1.7992819275336558,1.7961724996566772,-0.1347618215352231,2.313815867700409,2.315477470556895,-0.10990259468213841,637.3101960098245,649.8239898681641,3.356743474564024,1670.3263090527687,1676.3250122070312,-0.016092631300497134,111.70082969704647,111.5483341217041,0.022431773221511426,94.23582023159945,94.05166689554851,-0.6640660199239135,,16.208333333333332,5.0,79.3733325,8.935599833333333,0.5023717724674343,8.408333333333333,82.8276025,22741754166.666668,35136051666.666664,7.658344974583,2.7433675978872,49.4029495346267,37.6997174684634,115.938901345291,-4.72096418758118,51.5586765950105,45.357,29.4208604116485,24.9658181147838,-3.39612506729306,40.4357594121779,1.55241965245755,73.9745868556909,885327622479.052,4.80762696633448,11776.7593362033,3.48010432023058,40.2,14.4431255231411,29.421538205313,25.4451759921484,28.3619431820769,26.6835564000517,8.89156996512163,49.958,-0.127730797432328,1.79600094441355,1.27471801981307,75175827.0,30.621624698759,54.0902575185714,18.1051408438041,119182965975.41,53.3277612968607,9.21
